sequence,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je2/IvhFRbBCeB?UhBTjBFlB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je2/IvhFRbBCeB?TjBUlBFmB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jei6IvhFzdB+jB?RgBUlBFmB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFRbBGeB?igBUjBFmBTqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jem7IvhFfjB6jB?xfB0fBFmBTqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jei6IvhFWjBRgB?TjBUlBFmB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFzbBGeB?UjBxlBlqBaqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFCeBZlB?TjBFmB8lBGqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jez7IvhFSjBlfB?UjBxlBmkB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jex6IvhF8gBzdB?+jBlfBKqBXrB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8JeWDJvhFxfBVmB?0fBTjBilB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8JeKBJvhFWjBxfB?lfBclBTjB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFCeBTjB?xlB2qB8qBFqB
LTZSIJO,O,X,X,O,X,X,O,X,X,O,X,X,X
LTZSIOJ,O,X,X,O,X,X,O,X,X,O,X,X,X
LTZSJIO,O,O,O,O,X,X,O,X,X,O,X,X,X
LTZSJOI,O,X,O,O,X,X,X,X,X,O,X,X,X
LTZSOIJ,O,X,X,O,X,X,X,X,X,O,X,X,X
LTZSOJI,O,X,X,O,X,X,X,X,X,O,X,X,X
LTZOIJS,O,O,X,X,X,X,X,X,X,X,X,X,X
LTZOISJ,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZOJIS,O,O,O,X,X,X,X,X,X,X,X,X,X
LTZOJSI,X,O,O,O,X,X,X,X,X,X,X,X,X
LTZOSIJ,X,O,X,O,X,X,X,X,X,X,X,X,X
LTZOSJI,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOIJSZ,O,X,X,X,X,X,X,O,X,X,X,X,X
LTOIJZS,O,X,X,X,X,X,X,X,O,X,X,X,X
LTOISJZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOISZJ,X,X,X,X,X,X,X,O,O,X,X,X,X
LTOIZJS,X,O,X,X,X,X,X,X,O,X,X,X,X
LTOIZSJ,X,O,X,X,X,X,X,O,O,X,X,X,X
LTOJISZ,O,X,X,X,X,X,X,O,X,O,X,X,X
LTOJIZS,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOJSIZ,O,X,X,X,X,X,X,O,X,O,X,X,X
LTOJSZI,O,X,X,X,X,X,X,X,X,O,X,X,X
LTOJZIS,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOJZSI,O,O,X,X,X,X,X,X,X,O,X,X,X
LTOSIJZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOSIZJ,X,X,X,O,X,X,X,O,X,X,X,X,X
LTOSJIZ,O,X,X,X,X,X,X,O,X,O,X,X,X
LTOSJZI,O,X,X,X,X,X,X,X,X,O,X,X,X
LTOSZIJ,X,O,X,O,X,X,X,O,X,O,X,X,X
LTOSZJI,X,O,X,O,X,X,X,X,X,O,X,X,X
LTOZIJS,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOZISJ,X,O,X,X,X,X,X,O,X,X,X,X,X
LTOZJIS,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOZJSI,O,O,X,O,X,X,X,X,X,X,X,X,X
LTOZSIJ,X,O,X,O,X,X,X,O,X,X,X,X,X
LTOZSJI,X,O,X,O,X,X,X,X,X,X,X,X,X
LITJSZO,O,X,X,X,X,X,X,X,X,O,X,O,X
LITJSOZ,O,X,X,X,X,X,X,X,X,O,X,O,X
LITJZSO,O,X,X,X,X,X,X,X,X,X,X,X,X
LITJZOS,O,X,X,X,X,X,X,X,X,X,X,X,X
LITJOSZ,O,X,X,X,X,X,X,X,X,O,X,O,X
LITJOZS,O,X,X,X,X,X,X,X,O,X,X,X,X
LITSJZO,X,X,X,X,X,X,X,X,X,O,X,X,X
LITSJOZ,X,X,X,X,X,X,X,X,X,O,X,X,X
LITSZJO,X,X,X,X,X,X,X,X,X,O,X,X,X
LITSZOJ,X,X,X,X,X,X,X,X,X,O,X,X,X
LITSOJZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LITSOZJ,X,X,X,X,X,X,X,O,O,X,X,X,X
LITZJSO,X,O,X,X,X,X,X,X,X,X,X,X,X
LITZJOS,X,O,X,X,X,X,X,X,X,X,X,X,X
LITZSJO,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZSOJ,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZOJS,X,X,X,X,X,X,X,X,O,X,X,X,X
LITZOSJ,X,X,X,X,X,X,X,X,O,X,X,X,X
LITOJSZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LITOJZS,X,X,X,X,X,X,X,X,O,X,X,X,X
LITOSJZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LITOSZJ,X,X,X,X,X,X,X,O,O,X,X,X,X
LITOZJS,X,X,X,X,X,X,X,X,O,X,X,X,X
LITOZSJ,X,X,X,X,X,X,X,O,O,X,X,X,X
LIJTSZO,O,X,X,X,X,X,X,X,X,O,X,O,X
LIJTSOZ,O,X,X,X,X,X,X,X,X,O,X,O,X
LIJTZSO,O,O,X,X,X,X,X,X,X,X,X,X,X
LIJTZOS,O,O,X,X,X,X,X,X,X,X,X,X,X
LIJTOSZ,O,X,X,X,X,X,X,X,X,O,X,O,X
LIJTOZS,O,O,X,X,X,X,X,X,O,X,X,X,X
LIJSTZO,O,X,X,X,O,X,X,X,X,O,X,O,X
LIJSTOZ,O,X,X,X,X,X,X,X,X,O,X,O,X
LIJSZTO,O,O,X,X,O,X,X,X,X,O,X,O,X
LIJSZOT,O,O,X,X,O,X,X,X,X,O,X,O,X
LIJSOTZ,O,X,X,X,X,X,X,X,X,O,X,O,X
LIJSOZT,O,O,X,X,O,X,X,X,X,O,X,O,X
LIJZTSO,O,O,O,X,X,O,X,X,X,X,X,X,X
LIJZTOS,O,O,O,X,X,O,X,X,X,X,X,X,X
LIJZSTO,O,O,X,X,X,O,X,X,X,X,X,O,X
LIJZSOT,O,O,O,X,X,O,X,X,X,X,X,O,X
LIJZOTS,O,O,O,X,X,O,X,X,X,X,X,X,X
LIJZOST,O,O,O,X,X,O,X,X,X,X,X,O,X
LIJOTSZ,O,X,X,X,X,X,X,X,X,O,X,O,X
LIJOTZS,O,O,X,X,X,X,X,X,O,X,X,X,X
LIJOSTZ,O,X,X,X,X,X,X,X,X,O,X,O,X
LIJOSZT,O,O,X,X,X,X,X,X,X,O,X,O,X
LIJOZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
LIJOZST,O,O,O,X,X,X,X,X,X,X,X,O,X
LISTJZO,O,X,X,X,O,X,X,X,X,O,X,O,X
LISTJOZ,O,X,X,X,X,X,X,X,O,O,X,O,X
LISTZJO,X,X,X,X,X,X,X,X,X,O,X,X,X
LISTZOJ,X,X,X,X,X,X,X,X,O,O,X,X,X
LISTOJZ,X,X,X,X,X,X,X,O,O,X,X,X,X
LISTOZJ,X,X,X,X,X,X,X,O,O,X,X,X,X
LISJTZO,O,X,X,X,O,X,X,X,X,O,X,O,X
LISJTOZ,O,X,X,X,X,X,X,X,O,O,X,O,X
LISJZTO,O,X,X,X,O,X,X,X,X,O,X,O,X
LISJZOT,O,X,X,X,O,X,X,X,X,O,X,O,X
LISJOTZ,O,X,X,X,X,X,X,X,O,O,X,O,X
LISJOZT,O,X,X,X,O,X,X,X,X,O,X,O,X
LISZTJO,O,X,X,X,X,X,O,X,X,O,X,X,X
LISZTOJ,O,X,X,X,X,X,O,X,O,O,X,X,X
LISZJTO,O,X,X,X,O,X,O,X,X,O,X,O,X
LISZJOT,O,X,X,X,O,X,X,X,X,O,X,O,X
LISZOTJ,X,X,X,X,X,X,X,X,O,X,X,X,X
LISZOJT,O,X,X,X,X,X,X,X,X,O,X,X,X
LISOTJZ,X,X,X,X,X,X,X,O,O,X,X,X,O
LISOTZJ,X,X,X,X,X,X,X,O,O,X,X,X,X
LISOJTZ,X,X,X,X,X,X,X,O,O,X,X,O,O
LISOJZT,X,X,X,X,O,X,X,X,X,X,X,O,O
LISOZTJ,X,X,X,X,X,X,X,O,O,X,X,X,X
LISOZJT,X,X,X,X,X,X,X,X,X,X,X,X,O
LIZTJSO,O,O,O,X,X,O,X,X,X,X,X,X,X
LIZTJOS,O,O,O,X,X,O,X,X,X,X,X,X,X
LIZTSJO,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZTSOJ,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTOJS,O,X,X,X,X,X,X,X,O,X,X,X,X
LIZTOSJ,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZJTSO,X,O,O,X,X,O,X,X,X,X,X,X,X
LIZJTOS,O,O,O,X,X,O,X,X,X,X,X,X,X
LIZJSTO,X,O,X,X,X,O,O,X,X,X,X,O,X
LIZJSOT,O,O,O,X,X,O,X,X,X,X,X,O,X
LIZJOTS,O,O,O,X,X,O,X,X,X,X,X,X,X
LIZJOST,O,O,O,X,X,O,X,X,X,X,X,O,X
LIZSTJO,O,X,X,X,X,X,O,X,X,X,X,X,X
LIZSTOJ,O,X,X,X,X,X,O,X,X,X,X,X,X
LIZSJTO,O,X,X,X,X,O,O,X,X,X,X,X,X
LIZSJOT,O,X,O,X,X,O,X,X,X,X,X,X,X
LIZSOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOJT,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTJS,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZOJTS,O,X,O,X,X,O,X,X,X,X,X,X,X
LIZOJST,O,X,O,X,X,O,X,X,X,X,X,X,X
LIZOSTJ,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSJT,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOTJZS,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOTSJZ,X,X,X,X,X,X,X,O,X,X,X,X,O
LIOTSZJ,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOTZJS,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOTZSJ,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOJTSZ,X,X,X,X,X,X,X,O,X,X,X,O,X
LIOJTZS,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOJSTZ,X,X,X,X,X,X,X,O,X,X,X,O,O
LIOJSZT,X,X,X,X,X,X,X,X,X,X,X,O,O
LIOJZTS,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZST,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOSTJZ,X,X,X,X,X,X,X,O,X,X,X,X,O
LIOSTZJ,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOSJTZ,X,X,X,X,X,X,X,O,X,X,X,X,O
LIOSJZT,X,X,X,X,X,X,X,X,X,X,X,X,O
LIOSZTJ,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOSZJT,X,X,X,X,X,X,X,X,X,X,X,X,O
LIOZTJS,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOZTSJ,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOZJTS,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZJST,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOZSJT,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTISZO,O,X,X,X,X,X,X,X,X,O,X,O,X
LJTISOZ,O,X,X,X,X,X,X,X,X,O,X,O,X
LJTIZSO,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTIZOS,O,O,X,X,X,X,X,X,X,X,O,X,X
LJTIOSZ,O,X,X,X,X,X,X,X,X,O,X,O,X
LJTIOZS,O,O,X,X,X,X,X,X,O,X,O,X,X
LJTSIZO,O,X,X,X,X,X,X,X,X,O,O,O,X
LJTSIOZ,O,X,X,X,X,X,X,X,X,O,O,O,X
LJTSZIO,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTSZOI,X,X,X,X,X,X,X,X,X,O,X,X,X
LJTSOIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTSOZI,X,X,X,X,X,X,X,X,X,O,X,X,X
LJTZISO,O,O,O,X,X,O,X,X,X,X,X,X,X
LJTZIOS,O,O,O,X,X,O,X,X,X,X,X,X,X
LJTZSIO,O,O,O,X,X,X,X,X,X,O,X,X,X
LJTZSOI,X,X,O,X,X,X,X,X,X,O,X,X,X
LJTZOIS,O,O,O,X,X,X,X,X,X,X,X,X,X
LJTZOSI,O,X,O,X,X,X,X,X,X,O,X,X,X
LJTOISZ,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTOIZS,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTOSZI,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTOZIS,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTOZSI,O,X,O,X,X,X,X,X,X,O,X,X,X
LJITSZO,O,X,X,X,X,X,X,X,X,O,X,O,X
LJITSOZ,O,X,X,X,X,X,X,X,X,O,X,O,X
LJITZSO,O,O,X,X,X,X,X,X,X,X,X,X,X
LJITZOS,O,O,X,X,X,X,X,X,X,X,X,X,X
LJITOSZ,O,X,X,X,X,X,X,X,X,O,X,O,X
LJITOZS,O,O,X,X,X,X,X,X,O,X,X,X,X
LJISTZO,O,X,X,X,X,X,X,X,X,O,X,O,X
LJISTOZ,O,X,X,X,X,X,X,X,X,O,X,O,X
LJISZTO,O,O,X,X,X,X,X,X,X,O,X,O,X
LJISZOT,O,O,X,X,X,X,X,X,X,O,X,O,X
LJISOTZ,O,X,X,X,X,X,X,X,X,O,X,O,X
LJISOZT,O,O,X,X,X,X,X,X,X,O,X,O,X
LJIZTSO,O,O,O,X,X,O,X,X,X,X,X,X,X
LJIZTOS,O,O,O,X,X,O,X,X,X,X,X,X,X
LJIZSTO,O,O,X,X,X,O,X,X,X,X,X,O,X
LJIZSOT,O,O,O,X,X,O,X,X,X,X,X,O,X
LJIZOTS,O,O,O,X,X,O,X,X,X,X,X,X,X
LJIZOST,O,O,O,X,X,O,X,X,X,X,X,O,X
LJIOTSZ,O,X,X,X,X,X,X,X,X,O,X,O,X
LJIOTZS,O,O,X,X,X,X,X,X,O,X,X,X,X
LJIOSTZ,O,X,X,X,X,X,X,X,X,O,X,O,X
LJIOSZT,O,O,X,X,X,X,X,X,X,O,X,O,X
LJIOZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
LJIOZST,O,O,O,X,X,X,X,X,X,X,X,O,X
LJSTIZO,O,X,X,X,X,X,X,X,X,O,O,O,X
LJSTIOZ,O,X,X,X,X,X,X,X,X,O,O,O,X
LJSTZIO,O,X,X,X,X,X,X,X,X,O,X,X,X
LJSTZOI,X,X,X,X,X,X,X,X,X,O,X,X,X
LJSTOIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
LJSTOZI,O,X,X,X,X,X,X,X,X,O,X,X,X
LJSITZO,O,X,X,X,X,X,X,X,X,O,X,O,X
LJSITOZ,O,X,X,X,X,X,X,X,O,O,X,O,X
LJSIZTO,O,O,X,X,X,X,X,X,X,O,X,O,X
LJSIZOT,O,O,X,X,X,X,X,X,X,O,X,O,X
LJSIOTZ,O,X,X,X,X,X,X,X,O,O,X,O,X
LJSIOZT,O,O,X,X,X,X,X,X,X,O,X,O,X
LJSZTIO,O,O,O,X,X,X,X,X,X,O,X,X,X
LJSZTOI,O,X,O,X,X,X,X,X,X,O,X,X,X
LJSZITO,O,O,X,X,X,O,X,X,X,O,X,O,X
LJSZIOT,O,O,O,X,X,O,X,X,X,O,X,O,X
LJSZOTI,O,X,O,X,X,X,X,X,X,O,X,X,X
LJSZOIT,O,X,O,X,X,X,X,X,X,O,X,X,X
LJSOTIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
LJSOTZI,O,X,X,X,X,X,X,X,X,O,X,X,X
LJSOITZ,O,X,X,X,X,X,X,X,X,O,X,O,X
LJSOIZT,O,X,X,X,X,X,X,X,X,O,X,O,X
LJSOZTI,O,X,O,X,X,X,X,X,X,O,X,X,X
LJSOZIT,O,X,O,X,X,X,X,X,X,O,X,X,X
LJZTISO,O,O,O,X,X,O,X,X,X,X,X,X,X
LJZTIOS,O,O,O,X,X,O,X,X,X,X,X,X,X
LJZTSIO,O,O,O,X,X,X,X,X,X,O,X,X,X
LJZTSOI,X,X,O,X,X,X,X,X,X,O,X,X,X
LJZTOIS,O,O,O,X,X,X,X,X,X,X,X,X,X
LJZTOSI,X,O,O,X,X,X,X,X,X,O,X,X,X
LJZITSO,O,O,O,X,X,O,X,X,X,X,X,X,X
LJZITOS,O,O,O,X,X,O,X,X,X,X,X,X,X
LJZISTO,O,O,X,X,X,O,X,X,X,X,X,O,X
LJZISOT,O,O,O,X,X,O,X,X,X,X,X,O,X
LJZIOTS,O,O,O,X,X,O,X,X,X,X,X,X,X
LJZIOST,O,O,O,X,X,O,X,X,X,X,X,O,X
LJZSTIO,O,O,O,X,X,X,X,X,X,O,X,X,X
LJZSTOI,O,X,O,X,X,X,X,X,X,O,X,X,X
LJZSITO,O,O,X,X,X,O,X,X,X,O,X,O,X
LJZSIOT,O,O,O,X,X,O,X,X,X,O,X,O,X
LJZSOTI,X,X,O,X,X,X,X,X,X,O,X,X,X
LJZSOIT,O,X,O,X,X,X,X,X,X,O,X,X,X
LJZOTIS,O,O,O,X,X,X,X,X,X,X,X,X,X
LJZOTSI,O,O,O,X,X,X,X,X,X,O,X,X,X
LJZOITS,O,O,O,X,X,O,X,X,X,X,X,X,X
LJZOIST,O,O,O,X,X,O,X,X,X,X,X,X,X
LJZOSTI,O,O,O,X,X,X,X,X,X,O,X,X,X
LJZOSIT,O,O,O,X,X,X,X,X,X,O,X,X,X
LJOTISZ,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOTIZS,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOTSZI,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOTZIS,O,O,O,X,X,X,X,X,X,X,X,X,X
LJOTZSI,O,O,O,X,X,X,X,X,X,O,X,X,X
LJOITSZ,O,X,X,X,X,X,X,X,X,O,X,O,X
LJOITZS,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOISTZ,O,X,X,X,X,X,X,X,X,O,X,O,X
LJOISZT,O,O,X,X,X,X,X,X,X,O,X,O,X
LJOIZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
LJOIZST,O,O,O,X,X,X,X,X,X,X,X,O,X
LJOSTIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOSTZI,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOSITZ,O,X,X,X,X,X,X,X,X,O,X,O,X
LJOSIZT,O,O,X,X,X,X,X,X,X,O,X,O,X
LJOSZTI,O,O,O,X,X,X,X,X,X,O,X,X,X
LJOSZIT,O,O,O,X,X,X,X,X,X,O,X,X,X
LJOZTIS,O,O,O,X,X,X,X,X,X,X,X,X,X
LJOZTSI,O,O,O,X,X,X,X,X,X,O,X,X,X
LJOZITS,O,O,O,X,X,O,X,X,X,X,X,X,X
LJOZIST,O,O,O,X,X,O,X,X,X,X,X,X,X
LJOZSTI,O,O,O,X,X,X,X,X,X,O,X,X,X
LJOZSIT,O,O,O,X,X,X,X,X,X,O,X,X,X
LSTIJZO,O,X,X,O,O,X,X,X,X,O,O,O,X
LSTIJOZ,O,X,X,X,O,X,X,X,O,O,O,O,X
LSTIZJO,X,X,X,O,O,X,O,X,X,O,X,X,X
LSTIZOJ,X,X,X,O,X,X,O,X,O,O,X,X,X
LSTIOJZ,X,X,X,X,O,X,X,O,O,X,X,X,X
LSTIOZJ,X,X,X,O,X,X,O,O,O,X,X,X,X
LSTJIZO,O,X,X,O,O,X,X,X,X,O,O,O,X
LSTJIOZ,O,X,X,X,O,X,X,X,X,O,O,O,X
LSTJZIO,O,X,X,O,O,X,X,X,X,O,X,X,X
LSTJZOI,X,X,X,O,X,X,X,X,X,O,X,X,X
LSTJOIZ,O,X,X,X,O,X,X,X,X,O,X,X,X
LSTJOZI,O,X,X,X,X,X,X,X,X,O,X,X,X
LSTZIJO,O,X,X,O,O,X,O,X,X,O,X,X,X
LSTZIOJ,O,X,X,O,X,X,O,X,X,O,X,X,X
LSTZJIO,O,O,X,O,O,X,O,X,X,O,X,X,X
LSTZJOI,O,X,X,O,X,X,X,X,X,O,X,X,X
LSTZOIJ,O,X,X,O,X,X,X,X,X,O,X,X,X
LSTZOJI,O,X,X,O,X,X,X,X,X,O,X,X,X
LSTOIJZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LSTOIZJ,X,X,X,O,O,X,X,O,X,X,X,X,X
LSTOJIZ,O,X,X,X,O,X,X,O,X,O,X,X,X
LSTOJZI,O,X,X,X,O,X,X,X,X,O,X,X,X
LSTOZIJ,X,X,X,O,O,X,X,O,X,O,X,X,X
LSTOZJI,O,X,X,O,O,X,X,X,X,O,X,X,X
LSITJZO,O,X,X,X,O,X,X,X,X,O,X,O,X
LSITJOZ,O,X,X,X,O,X,X,X,O,O,X,O,X
LSITZJO,X,X,X,X,O,X,X,X,X,O,X,X,X
LSITZOJ,X,X,X,X,X,X,X,X,O,O,X,X,X
LSITOJZ,X,X,X,X,O,X,X,O,O,X,X,X,X
LSITOZJ,X,X,X,X,X,X,X,O,O,X,X,X,X
LSIJTZO,O,X,X,X,O,X,X,X,X,O,X,O,X
LSIJTOZ,O,X,X,X,X,X,X,X,O,O,X,O,X
LSIJZTO,O,X,X,X,O,X,X,X,X,O,X,O,X
LSIJZOT,O,X,X,X,O,X,X,X,X,O,X,O,X
LSIJOTZ,O,X,X,X,X,X,X,X,O,O,X,O,X
LSIJOZT,O,X,X,X,O,X,X,X,X,O,X,O,X
LSIZTJO,O,X,X,X,X,X,O,X,X,O,X,X,X
LSIZTOJ,O,X,X,X,X,X,O,X,O,O,X,X,X
LSIZJTO,O,X,X,O,O,X,O,X,X,O,X,O,X
LSIZJOT,O,X,X,O,O,X,X,X,X,O,X,O,X
LSIZOTJ,X,X,X,X,X,X,X,X,O,X,X,X,X
LSIZOJT,O,X,X,X,X,X,X,X,X,O,X,X,X
LSIOTJZ,X,X,X,X,O,X,X,O,O,X,X,X,O
LSIOTZJ,X,X,X,X,O,X,X,O,O,X,X,X,X
LSIOJTZ,X,X,X,X,O,X,X,O,O,X,X,O,O
LSIOJZT,X,X,X,X,O,X,X,X,X,X,X,O,O
LSIOZTJ,X,X,X,X,X,X,X,O,O,X,X,X,X
LSIOZJT,X,X,X,X,O,X,X,X,X,X,X,X,O
LSJTIZO,O,X,X,X,O,X,X,X,X,O,O,O,X
LSJTIOZ,O,X,X,X,O,X,X,X,X,O,O,O,X
LSJTZIO,O,X,X,X,O,X,X,X,X,O,X,X,X
LSJTZOI,X,X,X,X,X,X,X,X,X,O,X,X,X
LSJTOIZ,O,X,X,X,O,X,X,X,X,O,X,X,X
LSJTOZI,O,X,X,X,X,X,X,X,X,O,X,X,X
LSJITZO,O,X,X,X,O,X,X,X,X,O,X,O,X
LSJITOZ,O,X,X,X,X,X,X,X,O,O,X,O,X
LSJIZTO,O,O,X,X,O,X,X,X,X,O,X,O,X
LSJIZOT,O,O,X,X,O,X,X,X,X,O,X,O,X
LSJIOTZ,O,X,X,X,X,X,X,X,O,O,X,O,X
LSJIOZT,O,O,X,X,O,X,X,X,X,O,X,O,X
LSJZTIO,O,O,O,X,X,X,X,X,X,O,X,X,X
LSJZTOI,O,X,O,X,X,X,X,X,X,O,X,X,X
LSJZITO,O,O,X,X,X,O,X,X,X,O,X,O,X
LSJZIOT,O,O,O,X,X,O,X,X,X,O,X,O,X
LSJZOTI,O,X,O,X,X,X,X,X,X,O,X,X,X
LSJZOIT,O,X,O,X,X,X,X,X,X,O,X,X,X
LSJOTIZ,O,X,X,X,O,X,X,X,X,O,X,X,X
LSJOTZI,O,X,X,X,O,X,X,X,X,O,X,X,X
LSJOITZ,O,X,X,X,O,X,X,X,X,O,X,O,X
LSJOIZT,O,X,X,X,O,X,X,X,X,O,X,O,X
LSJOZTI,O,X,O,X,X,X,X,X,X,O,X,X,X
LSJOZIT,O,X,O,X,X,X,X,X,X,O,X,X,X
LSZTIJO,O,X,X,O,O,X,O,X,X,O,X,X,X
LSZTIOJ,O,X,X,O,X,X,O,X,X,O,X,X,X
LSZTJIO,O,O,O,O,O,X,O,X,X,O,X,X,X
LSZTJOI,O,X,O,O,X,X,X,X,X,O,X,X,X
LSZTOIJ,O,X,X,O,X,X,X,X,X,O,X,X,X
LSZTOJI,O,X,X,O,X,X,X,X,X,O,X,X,X
LSZITJO,O,X,X,X,X,X,O,X,X,O,X,X,X
LSZITOJ,O,X,X,X,X,X,O,X,O,O,X,X,X
LSZIJTO,O,X,X,O,O,O,O,X,X,O,X,O,X
LSZIJOT,O,X,O,O,O,O,X,X,X,O,X,O,X
LSZIOTJ,O,X,X,X,X,X,X,X,O,X,X,X,X
LSZIOJT,O,X,X,X,X,X,X,X,X,O,X,X,X
LSZJTIO,O,O,O,O,X,X,O,X,X,O,X,X,X
LSZJTOI,O,X,O,O,X,X,X,X,X,O,X,X,X
LSZJITO,O,O,X,O,X,O,O,X,X,O,X,O,X
LSZJIOT,O,O,O,O,X,O,X,X,X,O,X,O,X
LSZJOTI,O,X,O,O,X,X,X,X,X,O,X,X,X
LSZJOIT,O,X,O,O,X,X,X,X,X,O,X,X,X
LSZOTIJ,O,X,X,O,O,X,X,X,X,O,X,X,X
LSZOTJI,O,X,X,O,O,X,X,X,X,O,X,X,X
LSZOITJ,O,X,X,O,X,X,X,X,X,X,X,X,X
LSZOIJT,O,X,X,O,O,X,X,X,X,O,X,X,X
LSZOJTI,O,X,X,O,X,X,X,X,X,O,X,X,X
LSZOJIT,O,X,X,O,X,X,X,X,X,O,X,X,X
LSOTIJZ,O,X,X,O,O,X,X,O,X,X,X,X,O
LSOTIZJ,X,X,X,O,O,X,X,O,X,X,X,X,X
LSOTJIZ,O,X,X,O,O,X,X,O,X,O,X,X,X
LSOTJZI,O,X,X,O,O,X,X,X,X,O,X,X,X
LSOTZIJ,O,X,X,O,O,X,X,O,X,O,X,X,X
LSOTZJI,O,X,X,O,O,X,X,X,X,O,X,X,X
LSOITJZ,O,X,X,X,O,X,X,O,O,X,X,X,O
LSOITZJ,X,X,X,O,O,X,X,O,O,X,X,X,X
LSOIJTZ,O,X,X,X,O,X,X,O,O,X,X,O,O
LSOIJZT,O,X,X,O,O,X,X,X,X,X,X,O,O
LSOIZTJ,O,X,X,O,X,X,X,O,O,X,X,X,X
LSOIZJT,O,X,X,O,O,X,X,X,X,X,X,X,O
LSOJTIZ,O,X,X,X,O,X,X,O,X,O,X,X,X
LSOJTZI,O,X,X,X,O,X,X,X,X,O,X,X,X
LSOJITZ,O,X,X,X,O,X,X,O,X,O,X,O,O
LSOJIZT,O,X,X,O,O,X,X,X,X,O,X,O,O
