sequence,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhF3gBzhBGjByqBUo?BFsB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFclBemBzhBfoB6o?BFsB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFamBUiBGjBTlBfs?BVyB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFzgBUiBFjB2qBfs?BSyB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFclBmhBCjBXmBTo?BFsB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFUhBFiBXjBTlBSt?BmrB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFclBymBziB+oBXm?BFsB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFamBFiB8nB+oBTl?BfsB
SZTOILJ,O,O,O,X,O,X,X,X
SZTOIJL,O,O,O,O,O,X,X,X
SZTOLIJ,O,O,O,X,O,X,X,X
SZTOLJI,O,O,O,X,O,X,X,X
SZTOJIL,O,O,O,O,O,X,X,X
SZTOJLI,O,O,O,O,O,X,X,X
SZITLJO,O,O,O,O,O,X,O,X
SZITLOJ,O,O,O,O,O,X,X,X
SZITJLO,O,O,O,O,O,X,O,X
SZITJOL,O,O,O,O,O,X,O,X
SZITOLJ,O,O,O,X,O,X,X,X
SZITOJL,O,O,O,O,O,X,X,X
SZILTJO,O,O,O,O,O,X,X,X
SZILTOJ,O,O,O,O,O,X,X,X
SZILJTO,O,O,O,O,X,X,X,O
SZILJOT,O,O,X,O,O,X,X,O
SZILOTJ,O,O,O,O,O,X,X,X
SZILOJT,O,O,O,O,O,X,X,X
SZIJTLO,O,O,O,O,O,X,O,O
SZIJTOL,O,O,O,O,O,X,O,O
SZIJLTO,O,O,O,O,X,X,X,O
SZIJLOT,O,O,X,O,O,X,X,O
SZIJOTL,X,O,O,O,O,X,O,O
SZIJOLT,X,O,O,O,O,X,X,O
SZIOTLJ,X,O,O,X,O,X,X,X
SZIOTJL,X,O,O,O,O,X,X,X
SZIOLTJ,X,O,O,O,O,X,X,X
SZIOLJT,X,O,O,O,O,X,X,O
SZIOJTL,X,O,O,O,O,X,X,O
SZIOJLT,X,O,O,O,O,X,X,O
SZLTIJO,O,O,O,O,O,X,X,X
SZLTIOJ,O,O,O,O,O,X,X,X
SZLTJIO,O,O,O,O,O,X,X,X
SZLTJOI,O,O,O,O,O,X,X,X
SZLTOIJ,O,O,O,O,O,X,X,X
SZLTOJI,O,O,O,O,O,X,X,X
SZLITJO,O,O,O,O,O,X,X,X
SZLITOJ,O,O,O,O,O,X,X,X
SZLIJTO,O,O,O,O,X,X,X,O
SZLIJOT,O,O,X,O,O,X,X,O
SZLIOTJ,O,O,O,O,O,X,X,X
SZLIOJT,O,O,O,O,O,X,X,X
SZLJTIO,O,O,O,O,X,X,X,O
SZLJTOI,O,O,O,O,X,X,X,O
SZLJITO,O,O,O,O,X,X,X,O
SZLJIOT,O,O,X,O,O,X,X,O
SZLJOTI,O,O,X,O,O,X,X,O
SZLJOIT,O,O,X,O,O,X,X,O
SZLOTIJ,O,O,O,O,O,X,X,X
SZLOTJI,O,O,O,O,O,X,X,X
SZLOITJ,O,O,O,O,O,X,X,X
SZLOIJT,O,O,O,O,O,X,X,X
SZLOJTI,O,O,O,O,O,X,X,X
SZLOJIT,O,O,O,O,O,X,X,X
SZJTILO,O,O,O,O,O,X,O,O
SZJTIOL,O,O,O,O,O,X,O,O
SZJTLIO,O,O,O,O,O,X,O,O
SZJTLOI,O,O,O,O,O,X,O,O
SZJTOIL,O,O,O,O,O,X,O,O
SZJTOLI,O,O,O,O,O,X,O,O
SZJITLO,O,O,O,O,O,X,O,O
SZJITOL,O,O,O,O,O,X,O,O
SZJILTO,O,O,O,O,X,X,X,O
SZJILOT,O,O,X,O,O,X,X,O
SZJIOTL,X,O,O,O,O,X,O,O
SZJIOLT,X,O,O,O,O,X,X,O
SZJLTIO,O,O,O,O,X,X,X,O
SZJLTOI,O,O,O,O,X,X,X,O
SZJLITO,O,O,O,O,X,X,X,O
SZJLIOT,O,O,X,O,O,X,X,O
SZJLOTI,O,O,X,O,O,X,X,O
SZJLOIT,O,O,X,O,O,X,X,O
SZJOTIL,X,O,O,O,O,X,O,O
SZJOTLI,X,O,O,O,O,X,O,O
SZJOITL,X,O,O,O,O,X,O,O
SZJOILT,X,O,O,O,O,X,X,O
SZJOLTI,X,O,O,O,O,X,X,O
SZJOLIT,X,O,O,O,O,X,X,O
SZOTILJ,X,O,O,X,O,X,X,X
SZOTIJL,X,O,O,O,O,X,X,X
SZOTLIJ,X,O,O,X,O,X,X,X
SZOTLJI,X,O,O,X,O,X,X,X
SZOTJIL,X,O,O,O,O,X,X,X
SZOTJLI,X,O,O,O,O,X,X,X
SZOITLJ,X,O,O,X,O,X,X,X
SZOITJL,X,O,O,O,O,X,X,X
SZOILTJ,X,O,O,O,O,X,X,X
SZOILJT,X,O,O,O,O,X,X,O
SZOIJTL,X,O,O,O,O,X,X,O
SZOIJLT,X,O,O,O,O,X,X,O
SZOLTIJ,X,O,O,O,O,X,X,X
SZOLTJI,X,O,O,O,O,X,X,X
SZOLITJ,X,O,O,O,O,X,X,X
SZOLIJT,X,O,O,O,O,X,X,O
SZOLJTI,X,O,O,O,O,X,X,O
SZOLJIT,X,O,O,O,O,X,X,O
SZOJTIL,X,O,O,O,O,X,X,O
SZOJTLI,X,O,O,O,O,X,X,O
SZOJITL,X,O,O,O,O,X,X,O
SZOJILT,X,O,O,O,O,X,X,O
SZOJLTI,X,O,O,O,O,X,X,O
SZOJLIT,X,O,O,O,O,X,X,O
SOTILJZ,X,X,O,X,X,X,X,O
SOTILZJ,X,O,O,X,O,X,X,X
SOTIJLZ,X,X,O,X,X,X,X,O
SOTIJZL,X,X,O,X,X,X,X,O
SOTIZLJ,X,O,O,X,O,X,X,X
SOTIZJL,X,O,O,X,O,X,X,X
SOTLIJZ,X,X,O,X,X,X,X,O
SOTLIZJ,X,O,O,X,O,X,X,X
SOTLJIZ,X,X,O,X,X,X,X,O
SOTLJZI,X,X,O,X,X,X,X,O
SOTLZIJ,X,O,O,X,O,X,X,X
SOTLZJI,X,O,O,X,O,X,X,X
SOTJILZ,X,X,O,X,X,X,X,O
SOTJIZL,X,X,O,X,X,X,X,O
SOTJLIZ,X,X,O,X,X,X,X,O
SOTJLZI,X,X,O,X,X,X,X,O
SOTJZIL,X,X,O,X,X,X,X,O
SOTJZLI,X,X,O,X,X,X,X,O
SOTZILJ,X,O,O,X,O,X,X,X
SOTZIJL,X,O,O,X,O,X,X,X
SOTZLIJ,X,O,O,X,O,X,X,X
SOTZLJI,X,O,O,X,O,X,X,X
SOTZJIL,X,O,O,X,O,X,X,X
SOTZJLI,X,O,O,X,O,X,X,X
SOITLJZ,X,X,O,X,X,X,X,O
SOITLZJ,X,O,O,X,O,X,X,X
SOITJLZ,X,X,O,X,X,X,X,O
SOITJZL,X,X,O,X,X,X,X,O
SOITZLJ,X,O,O,X,O,X,X,X
SOITZJL,X,O,O,X,O,X,X,X
SOILTJZ,X,X,O,O,X,O,X,O
SOILTZJ,X,O,O,O,O,O,X,X
SOILJTZ,X,X,O,O,X,O,X,O
SOILJZT,X,X,O,O,X,O,X,O
SOILZTJ,X,O,O,O,O,O,X,X
SOILZJT,X,O,O,O,O,O,X,O
SOIJTLZ,X,X,O,O,X,O,X,O
SOIJTZL,X,X,O,O,X,O,X,O
SOIJLTZ,X,X,O,O,X,O,X,O
SOIJLZT,X,X,O,O,X,O,X,O
SOIJZTL,X,X,O,O,X,O,X,O
SOIJZLT,X,X,O,O,X,O,X,O
SOIZTLJ,X,O,O,X,O,O,X,X
SOIZTJL,X,O,O,O,O,X,X,X
SOIZLTJ,X,O,O,O,O,O,X,X
SOIZLJT,X,O,O,O,O,O,X,O
SOIZJTL,X,O,O,O,O,O,X,O
SOIZJLT,X,O,O,O,O,O,X,O
SOLTIJZ,X,X,O,O,X,O,X,O
SOLTIZJ,X,O,O,O,O,O,X,X
SOLTJIZ,X,X,O,O,X,O,X,O
SOLTJZI,X,X,O,O,X,O,X,O
SOLTZIJ,X,O,O,O,O,O,X,X
SOLTZJI,X,O,O,O,O,O,X,X
SOLITJZ,X,X,O,O,X,O,X,O
SOLITZJ,X,O,O,O,O,O,X,X
SOLIJTZ,X,X,O,O,X,O,X,O
SOLIJZT,X,X,O,O,X,O,X,O
SOLIZTJ,X,O,O,O,O,O,X,X
SOLIZJT,X,O,O,O,O,O,X,O
SOLJTIZ,X,X,O,O,X,O,X,O
SOLJTZI,X,X,O,O,X,O,X,O
SOLJITZ,X,X,O,O,X,O,X,O
SOLJIZT,X,X,O,O,X,O,X,O
SOLJZTI,X,X,O,O,X,O,X,O
SOLJZIT,X,X,O,O,X,O,X,O
SOLZTIJ,X,O,O,O,O,O,X,X
SOLZTJI,X,O,O,O,O,O,X,X
SOLZITJ,X,O,O,O,O,O,X,X
SOLZIJT,X,O,O,O,O,O,X,O
SOLZJTI,X,O,O,O,O,O,X,O
SOLZJIT,X,O,O,O,O,O,X,O
SOJTILZ,X,X,O,O,X,O,X,O
SOJTIZL,X,X,O,O,X,O,X,O
SOJTLIZ,X,X,O,O,X,O,X,O
SOJTLZI,X,X,O,O,X,O,X,O
SOJTZIL,X,X,O,O,X,O,X,O
SOJTZLI,X,X,O,O,X,O,X,O
SOJITLZ,X,X,O,O,X,O,X,O
SOJITZL,X,X,O,O,X,O,X,O
SOJILTZ,X,X,O,O,X,O,X,O
SOJILZT,X,X,O,O,X,O,X,O
SOJIZTL,X,X,O,O,X,O,X,O
SOJIZLT,X,X,O,O,X,O,X,O
SOJLTIZ,X,X,O,O,X,O,X,O
SOJLTZI,X,X,O,O,X,O,X,O
SOJLITZ,X,X,O,O,X,O,X,O
SOJLIZT,X,X,O,O,X,O,X,O
SOJLZTI,X,X,O,O,X,O,X,O
SOJLZIT,X,X,O,O,X,O,X,O
SOJZTIL,X,X,O,O,X,O,X,O
SOJZTLI,X,X,O,O,X,O,X,O
SOJZITL,X,X,O,O,X,O,X,O
SOJZILT,X,X,O,O,X,O,X,O
SOJZLTI,X,X,O,O,X,O,X,O
SOJZLIT,X,X,O,O,X,O,X,O
SOZTILJ,X,O,O,X,O,O,X,X
SOZTIJL,X,O,O,O,O,X,X,X
SOZTLIJ,X,O,O,X,O,O,X,X
SOZTLJI,X,O,O,X,O,O,X,X
SOZTJIL,X,O,O,O,O,X,X,X
SOZTJLI,X,O,O,O,O,X,X,X
SOZITLJ,X,O,O,X,O,O,X,X
SOZITJL,X,O,O,O,O,X,X,X
SOZILTJ,X,O,O,O,O,O,X,X
SOZILJT,X,O,O,O,O,O,X,O
SOZIJTL,X,O,O,O,O,O,X,O
SOZIJLT,X,O,O,O,O,O,X,O
SOZLTIJ,X,O,O,O,O,O,X,X
SOZLTJI,X,O,O,O,O,O,X,X
SOZLITJ,X,O,O,O,O,O,X,X
SOZLIJT,X,O,O,O,O,O,X,O
SOZLJTI,X,O,O,O,O,O,X,O
SOZLJIT,X,O,O,O,O,O,X,O
SOZJTIL,X,O,O,O,O,O,X,O
SOZJTLI,X,O,O,O,O,O,X,O
SOZJITL,X,O,O,O,O,O,X,O
SOZJILT,X,O,O,O,O,O,X,O
SOZJLTI,X,O,O,O,O,O,X,O
SOZJLIT,X,O,O,O,O,O,X,O
ZTILJSO,O,O,O,X,O,X,O,X
ZTILJOS,O,O,X,X,O,X,O,X
ZTILSJO,O,O,O,X,O,X,O,X
ZTILSOJ,O,O,O,X,X,X,X,X
ZTILOJS,O,X,X,X,O,X,O,X
ZTILOSJ,O,X,X,X,O,X,X,X
ZTIJLSO,O,O,O,X,O,X,O,X
ZTIJLOS,O,O,X,X,O,X,O,X
ZTIJSLO,O,O,O,X,O,X,O,X
ZTIJSOL,O,O,O,X,O,X,O,X
ZTIJOLS,O,O,O,X,O,X,O,X
ZTIJOSL,O,O,O,X,O,X,O,X
ZTISLJO,O,O,O,X,O,X,O,X
ZTISLOJ,O,O,O,X,O,X,X,X
ZTISJLO,O,O,O,X,O,X,O,X
ZTISJOL,O,O,O,X,O,X,O,X
ZTISOLJ,O,O,O,X,O,X,X,X
ZTISOJL,O,O,O,X,O,X,X,X
ZTIOLJS,O,X,O,X,O,X,O,X
ZTIOLSJ,O,X,O,X,O,X,X,X
ZTIOJLS,O,O,O,X,O,X,O,X
ZTIOJSL,O,O,O,X,O,X,O,X
ZTIOSLJ,O,O,O,X,O,X,X,X
ZTIOSJL,O,O,O,X,O,X,X,X
ZTLIJSO,O,O,O,X,O,X,O,X
ZTLIJOS,O,O,X,X,O,X,O,X
ZTLISJO,O,O,O,X,O,X,O,X
ZTLISOJ,O,O,O,X,X,X,X,X
ZTLIOJS,O,X,X,X,O,X,O,X
ZTLIOSJ,O,X,X,X,O,X,X,X
ZTLJISO,O,O,O,X,O,X,O,X
ZTLJIOS,O,O,X,X,O,X,O,X
ZTLJSIO,O,O,O,X,O,X,O,X
ZTLJSOI,O,O,O,X,X,X,O,X
ZTLJOIS,O,O,X,X,O,X,O,X
ZTLJOSI,O,O,X,X,O,X,O,X
ZTLSIJO,O,O,O,X,O,X,O,X
ZTLSIOJ,O,O,O,X,X,X,X,X
ZTLSJIO,O,O,O,X,O,X,O,X
ZTLSJOI,O,O,O,X,X,X,O,X
ZTLSOIJ,O,O,O,X,X,X,X,X
ZTLSOJI,O,O,O,X,X,X,X,X
ZTLOIJS,O,X,X,X,O,X,O,X
ZTLOISJ,O,X,X,X,O,X,X,X
ZTLOJIS,O,X,X,X,O,X,O,X
ZTLOJSI,O,X,X,X,O,X,O,X
ZTLOSIJ,O,X,X,X,O,X,X,X
ZTLOSJI,O,X,X,X,O,X,X,X
ZTJILSO,O,O,O,X,O,X,O,X
ZTJILOS,O,O,X,X,O,X,O,X
ZTJISLO,O,O,O,X,O,X,O,X
ZTJISOL,O,O,O,X,O,X,O,X
ZTJIOLS,O,O,O,X,O,X,O,X
ZTJIOSL,O,O,O,X,O,X,O,X
ZTJLISO,O,O,O,X,O,X,O,X
ZTJLIOS,O,O,X,X,O,X,O,X
ZTJLSIO,O,O,O,X,O,X,O,X
ZTJLSOI,O,O,O,X,X,X,O,X
ZTJLOIS,O,O,X,X,O,X,O,X
ZTJLOSI,O,O,X,X,O,X,O,X
ZTJSILO,O,O,O,X,O,X,O,X
ZTJSIOL,O,O,O,X,O,X,O,X
ZTJSLIO,O,O,O,X,O,X,O,X
ZTJSLOI,O,O,O,X,X,X,O,X
ZTJSOIL,O,O,O,X,O,X,O,X
ZTJSOLI,O,O,O,X,O,X,O,X
ZTJOILS,O,O,O,X,O,X,O,X
ZTJOISL,O,O,O,X,O,X,O,X
ZTJOLIS,O,O,O,X,O,X,O,X
ZTJOLSI,O,O,O,X,O,X,O,X
ZTJOSIL,O,O,O,X,O,X,O,X
ZTJOSLI,O,O,O,X,O,X,O,X
ZTSILJO,O,O,O,X,O,X,O,X
ZTSILOJ,O,O,O,X,O,X,X,X
ZTSIJLO,O,O,O,X,O,X,O,X
ZTSIJOL,O,O,O,X,O,X,O,X
ZTSIOLJ,O,O,O,X,O,X,X,X
ZTSIOJL,O,O,O,X,O,X,X,X
ZTSLIJO,O,O,O,X,O,X,O,X
ZTSLIOJ,O,O,O,X,O,X,X,X
ZTSLJIO,O,O,O,X,O,X,O,X
ZTSLJOI,O,O,O,X,O,X,O,X
ZTSLOIJ,O,O,O,X,O,X,X,X
ZTSLOJI,O,O,O,X,O,X,X,X
ZTSJILO,O,O,O,X,O,X,O,X
ZTSJIOL,O,O,O,X,O,X,O,X
ZTSJLIO,O,O,O,X,O,X,O,X
ZTSJLOI,O,O,O,X,O,X,O,X
ZTSJOIL,O,O,O,X,O,X,O,X
ZTSJOLI,O,O,O,X,O,X,O,X
ZTSOILJ,O,O,O,X,O,X,X,X
ZTSOIJL,O,O,O,X,O,X,X,X
ZTSOLIJ,O,O,O,X,O,X,X,X
ZTSOLJI,O,O,O,X,O,X,X,X
ZTSOJIL,O,O,O,X,O,X,X,X
ZTSOJLI,O,O,O,X,O,X,X,X
ZTOILJS,O,X,O,X,O,X,O,X
ZTOILSJ,O,X,O,X,O,X,X,X
ZTOIJLS,O,O,O,X,O,X,O,X
ZTOIJSL,O,O,O,X,O,X,O,X
ZTOISLJ,O,O,O,X,O,X,X,X
ZTOISJL,O,O,O,X,O,X,X,X
ZTOLIJS,O,X,O,X,O,X,O,X
ZTOLISJ,O,X,O,X,O,X,X,X
ZTOLJIS,O,X,O,X,O,X,O,X
ZTOLJSI,O,X,O,X,O,X,O,X
ZTOLSIJ,O,X,O,X,O,X,X,X
ZTOLSJI,O,X,O,X,O,X,X,X
ZTOJILS,O,O,O,X,O,X,O,X
ZTOJISL,O,O,O,X,O,X,O,X
ZTOJLIS,O,O,O,X,O,X,O,X
ZTOJLSI,O,O,O,X,O,X,O,X
ZTOJSIL,O,O,O,X,O,X,O,X
ZTOJSLI,O,O,O,X,O,X,O,X
ZTOSILJ,O,O,O,X,O,X,X,X
ZTOSIJL,O,O,O,X,O,X,X,X
ZTOSLIJ,O,O,O,X,O,X,X,X
ZTOSLJI,O,O,O,X,O,X,X,X
ZTOSJIL,O,O,O,X,O,X,X,X
ZTOSJLI,O,O,O,X,O,X,X,X
ZITLJSO,O,O,O,X,O,X,O,X
ZITLJOS,O,O,X,X,O,X,O,X
ZITLSJO,O,O,O,X,O,X,O,X
ZITLSOJ,O,O,O,X,X,X,X,X
ZITLOJS,O,X,X,X,O,X,O,X
ZITLOSJ,O,X,X,X,O,X,X,X
ZITJLSO,O,O,O,X,O,X,O,X
ZITJLOS,O,O,X,X,O,X,O,X
ZITJSLO,O,O,O,X,O,X,O,X
ZITJSOL,O,O,O,X,O,X,O,X
ZITJOLS,O,O,O,X,O,X,O,X
ZITJOSL,O,O,O,X,O,X,O,X
ZITSLJO,O,O,O,X,O,X,O,X
ZITSLOJ,O,O,O,X,O,X,X,X
ZITSJLO,O,O,O,X,O,X,O,X
ZITSJOL,O,O,O,X,O,X,O,X
ZITSOLJ,O,O,O,X,O,X,X,X
ZITSOJL,O,O,O,X,O,X,X,X
ZITOLJS,O,X,O,X,O,X,O,X
ZITOLSJ,O,X,O,X,O,X,X,X
ZITOJLS,O,O,O,X,O,X,O,X
ZITOJSL,O,O,O,X,O,X,O,X
ZITOSLJ,O,O,O,X,O,X,X,X
ZITOSJL,O,O,O,X,O,X,X,X
ZILTJSO,O,O,O,O,O,X,O,X
ZILTJOS,O,O,X,O,O,X,O,X
ZILTSJO,O,O,O,O,O,X,O,X
ZILTSOJ,O,O,O,O,X,X,X,X
ZILTOJS,O,X,X,X,O,X,O,X
ZILTOSJ,O,X,X,X,O,X,X,X
ZILJTSO,O,O,X,O,X,O,O,O
ZILJTOS,O,O,X,O,X,O,O,X
ZILJSTO,O,O,X,O,X,O,X,O
ZILJSOT,O,O,X,O,X,O,X,O
ZILJOTS,O,X,X,O,X,O,O,X
ZILJOST,O,O,X,O,X,O,X,O
ZILSTJO,O,O,O,O,O,O,X,X
ZILSTOJ,O,O,O,O,O,O,X,X
ZILSJTO,O,O,O,O,X,O,X,O
ZILSJOT,O,O,X,O,O,O,X,O
ZILSOTJ,O,O,O,O,O,O,X,X
ZILSOJT,O,O,X,O,O,O,X,X
ZILOTJS,O,X,X,X,O,O,X,X
ZILOTSJ,O,X,X,X,O,O,X,X
ZILOJTS,O,X,X,X,O,O,X,X
ZILOJST,O,O,X,X,O,O,X,X
ZILOSTJ,O,O,X,X,O,O,X,X
ZILOSJT,O,O,X,X,O,O,X,X
ZIJTLSO,O,O,X,X,O,O,O,O
ZIJTLOS,O,O,X,X,O,O,O,X
ZIJTSLO,O,O,X,X,O,O,O,O
ZIJTSOL,O,O,X,X,O,X,O,O
ZIJTOLS,O,O,X,X,O,O,O,O
ZIJTOSL,O,O,X,X,O,X,O,O
ZIJLTSO,O,O,X,O,X,O,O,O
ZIJLTOS,O,O,X,O,X,O,O,X
ZIJLSTO,O,O,X,O,X,O,X,O
ZIJLSOT,O,O,X,O,X,O,X,O
ZIJLOTS,O,X,X,O,X,O,O,O
ZIJLOST,O,O,X,O,X,O,X,O
ZIJSTLO,O,O,X,O,O,O,O,O
ZIJSTOL,O,O,X,O,O,X,O,O
ZIJSLTO,O,O,X,O,X,O,X,O
ZIJSLOT,O,O,X,O,O,O,X,O
ZIJSOTL,X,O,X,O,O,X,O,O
ZIJSOLT,X,O,X,O,O,X,X,O
ZIJOTLS,O,O,X,X,O,O,O,O
ZIJOTSL,O,O,X,X,O,X,O,O
ZIJOLTS,O,X,X,O,O,O,O,O
ZIJOLST,O,O,X,O,O,O,X,O
ZIJOSTL,X,O,X,O,O,X,O,O
ZIJOSLT,X,O,X,O,O,X,X,O
ZISTLJO,O,O,O,O,O,X,O,X
ZISTLOJ,O,O,O,O,O,X,X,X
ZISTJLO,O,O,O,O,O,X,O,X
ZISTJOL,O,O,O,O,O,X,O,X
ZISTOLJ,O,O,O,X,O,X,X,X
ZISTOJL,O,O,O,O,O,X,X,X
ZISLTJO,O,O,O,O,O,X,X,X
ZISLTOJ,O,O,O,O,O,X,X,X
ZISLJTO,O,O,O,O,X,X,X,O
ZISLJOT,O,O,X,O,O,X,X,O
ZISLOTJ,O,O,O,O,O,X,X,X
ZISLOJT,O,O,O,O,O,X,X,X
ZISJTLO,O,O,O,O,O,X,O,O
ZISJTOL,O,O,O,O,O,X,O,O
ZISJLTO,O,O,O,O,X,X,X,O
ZISJLOT,O,O,X,O,O,X,X,O
ZISJOTL,X,O,O,O,O,X,O,O
ZISJOLT,X,O,O,O,O,X,X,O
ZISOTLJ,X,O,O,X,O,X,X,X
ZISOTJL,X,O,O,O,O,X,X,X
ZISOLTJ,X,O,O,O,O,X,X,X
ZISOLJT,X,O,O,O,O,X,X,O
ZISOJTL,X,O,O,O,O,X,X,O
ZISOJLT,X,O,O,O,O,X,X,O
ZIOTLJS,O,X,O,X,O,O,O,X
ZIOTLSJ,O,X,O,X,O,O,X,X
ZIOTJLS,O,O,O,X,O,O,O,X
ZIOTJSL,O,O,O,X,O,O,O,X
ZIOTSLJ,O,O,O,X,O,O,X,X
ZIOTSJL,O,O,O,X,O,X,X,X
ZIOLTJS,O,X,O,X,O,O,X,X
ZIOLTSJ,O,X,O,X,O,O,X,X
ZIOLJTS,O,X,X,X,O,O,X,O
ZIOLJST,O,O,X,X,O,O,X,O
ZIOLSTJ,O,O,O,X,O,O,X,X
ZIOLSJT,O,O,O,X,O,O,X,O
ZIOJTLS,O,O,X,X,O,O,O,O
ZIOJTSL,O,O,X,X,O,O,O,O
ZIOJLTS,O,X,X,X,O,O,O,O
ZIOJLST,O,O,X,X,O,O,X,O
ZIOJSTL,X,O,X,X,O,O,O,O
ZIOJSLT,X,O,X,X,O,O,X,O
ZIOSTLJ,X,O,O,X,O,O,X,X
ZIOSTJL,X,O,O,X,O,X,X,X
ZIOSLTJ,X,O,O,X,O,O,X,X
ZIOSLJT,X,O,O,X,O,O,X,O
ZIOSJTL,X,O,O,X,O,O,X,O
ZIOSJLT,X,O,O,X,O,O,X,O
ZLTIJSO,O,O,O,O,O,X,O,X
ZLTIJOS,O,O,X,O,O,X,O,X
ZLTISJO,O,O,O,O,O,X,O,X
ZLTISOJ,O,O,O,O,X,X,X,X
ZLTIOJS,O,X,X,X,O,X,O,X
ZLTIOSJ,O,X,X,X,O,X,X,X
ZLTJISO,O,O,O,O,O,X,O,X
ZLTJIOS,O,O,X,O,O,X,O,X
ZLTJSIO,O,O,O,O,O,X,O,X
ZLTJSOI,O,O,O,O,X,X,O,X
ZLTJOIS,O,O,X,O,O,X,O,X
ZLTJOSI,O,O,X,O,O,X,O,X
ZLTSIJO,O,O,O,O,O,X,O,X
ZLTSIOJ,O,O,O,O,X,X,X,X
ZLTSJIO,O,O,O,O,O,X,O,X
ZLTSJOI,O,O,O,O,X,X,O,X
ZLTSOIJ,O,O,O,O,X,X,X,X
ZLTSOJI,O,O,O,O,X,X,X,X
ZLTOIJS,O,X,X,X,O,X,O,X
ZLTOISJ,O,X,X,X,O,X,X,X
ZLTOJIS,O,X,X,X,O,X,O,X
ZLTOJSI,O,X,X,X,O,X,O,X
ZLTOSIJ,O,X,X,X,O,X,X,X
ZLTOSJI,O,X,X,X,O,X,X,X
ZLITJSO,O,O,O,O,O,X,O,X
ZLITJOS,O,O,X,O,O,X,O,X
ZLITSJO,O,O,O,O,O,X,O,X
ZLITSOJ,O,O,O,O,X,X,X,X
ZLITOJS,O,X,X,X,O,X,O,X
ZLITOSJ,O,X,X,X,O,X,X,X
ZLIJTSO,O,O,X,O,X,O,O,O
ZLIJTOS,O,O,X,O,X,O,O,X
ZLIJSTO,O,O,X,O,X,O,X,O
ZLIJSOT,O,O,X,O,X,O,X,O
ZLIJOTS,O,X,X,O,X,O,O,X
ZLIJOST,O,O,X,O,X,O,X,O
ZLISTJO,O,O,O,O,O,O,X,X
ZLISTOJ,O,O,O,O,O,O,X,X
ZLISJTO,O,O,O,O,X,O,X,O
ZLISJOT,O,O,X,O,O,O,X,O
ZLISOTJ,O,O,O,O,O,O,X,X
ZLISOJT,O,O,X,O,O,O,X,X
ZLIOTJS,O,X,X,X,O,O,X,X
ZLIOTSJ,O,X,X,X,O,O,X,X
ZLIOJTS,O,X,X,X,O,O,X,X
ZLIOJST,O,O,X,X,O,O,X,X
ZLIOSTJ,O,O,X,X,O,O,X,X
ZLIOSJT,O,O,X,X,O,O,X,X
ZLJTISO,O,O,X,O,X,O,O,O
ZLJTIOS,O,O,X,O,X,O,O,X
ZLJTSIO,O,O,X,O,X,O,O,O
ZLJTSOI,O,O,X,O,X,O,O,O
ZLJTOIS,O,O,X,O,X,O,O,X
ZLJTOSI,O,O,X,O,X,O,O,X
ZLJITSO,O,O,X,O,X,O,O,O
ZLJITOS,O,O,X,O,X,O,O,X
ZLJISTO,O,O,X,O,X,O,X,O
ZLJISOT,O,O,X,O,X,O,X,O
ZLJIOTS,O,X,X,O,X,O,O,X
ZLJIOST,O,O,X,O,X,O,X,O
ZLJSTIO,O,O,X,O,X,O,X,O
ZLJSTOI,O,O,X,O,X,O,X,O
ZLJSITO,O,O,X,O,X,O,X,O
ZLJSIOT,O,O,X,O,X,O,X,O
ZLJSOTI,O,O,X,O,X,O,X,O
ZLJSOIT,O,O,X,O,X,O,X,O
ZLJOTIS,O,X,X,O,X,O,O,X
ZLJOTSI,O,X,X,O,X,O,O,X
ZLJOITS,O,X,X,O,X,O,O,X
ZLJOIST,O,O,X,O,X,O,X,O
ZLJOSTI,O,O,X,O,X,O,X,O
ZLJOSIT,O,O,X,O,X,O,X,O
ZLSTIJO,O,O,O,O,O,O,X,X
ZLSTIOJ,O,O,O,O,O,O,X,X
ZLSTJIO,O,O,O,O,O,O,X,X
ZLSTJOI,O,O,O,O,O,O,X,X
ZLSTOIJ,O,O,O,O,O,O,X,X
ZLSTOJI,O,O,O,O,O,O,X,X
ZLSITJO,O,O,O,O,O,O,X,X
ZLSITOJ,O,O,O,O,O,O,X,X
ZLSIJTO,O,O,O,O,X,O,X,O
ZLSIJOT,O,O,X,O,O,O,X,O
ZLSIOTJ,O,O,O,O,O,O,X,X
ZLSIOJT,O,O,X,O,O,O,X,X
ZLSJTIO,O,O,O,O,X,O,X,O
ZLSJTOI,O,O,O,O,X,O,X,O
ZLSJITO,O,O,O,O,X,O,X,O
ZLSJIOT,O,O,X,O,O,O,X,O
ZLSJOTI,O,O,X,O,O,O,X,O
ZLSJOIT,O,O,X,O,O,O,X,O
ZLSOTIJ,O,O,O,O,O,O,X,X
ZLSOTJI,O,O,O,O,O,O,X,X
ZLSOITJ,O,O,O,O,O,O,X,X
