sequence,v115@zgB8HeB8HeD8BeH8EeF8OeT7IvhFOhB8hBCjBXoBlr?BxxB,v115@zgB8HeB8HeD8BeH8EeF8Oei7IvhFzcBWjBUhBXoBlr?BxxB,v115@zgB8HeB8HeD8BeH8EeF8OeT7IvhFicB3hBunBcoBlr?BxxB,v115@zgB8HeB8HeD8BeH8EeF8OeT7IvhFldB3hBOmBcoBCs?BxxB,v115@zgB8HeB8HeD8BeH8EeF8Oei7IvhFWiBxdBUhBlrB3s?BTtB,v115@zgB8HeB8HeD8BeH8EeF8Oex7IvhFXdBTeBmgB1rBUt?BSxB,v115@zgB8HeB8HeD8BeH8EeF8Oex7IvhFXdBTeB6rBmlBcs?BVyB,v115@zgB8HeB8HeD8BeH8EeF8Oe2AJvhFTeB3hBqnBFmB8r?BxxB,v115@zgB8HeB8HeD8BeH8EeF8Oex7IvhF8hBCeBmgBlrB3s?BTtB,v115@zgB8HeB8HeD8BeH8EeF8Oei7IvhFXdBUhBFoBxrBWx?BTtB,v115@zgB8HeB8HeD8BeH8EeF8Oe2AJvhFSjB3hBFmB8rBzn?BxxB,v115@zgB8HeB8HeD8BeH8EeF8OeT7IvhFZhBldBqrBfnBco?BWyB,v115@zgB8HeB8HeD8BeH8EeF8Oei7IvhFWiBTeBUhBxrBVy?BXsB,v115@zgB8HeB8HeD8BeH8EeF8OeT7IvhFxdB3hB2rBCoBVy?B0rB,v115@zgB8HeB8HeD8BeH8EeF8Oe2AJvhFCdBxiBUhBlrB3s?BTtB,v115@zgB8HeB8HeD8BeH8EeF8Oex7IvhFXdB0mBmlBFoBSx?BTtB,v115@zgB8HeB8HeD8BeH8EeF8OeT7IvhFOhBCeB1rBXoB8r?BxxB
JOSZLTI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZLIT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTILS,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOZTISL,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
JOZTLIS,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOZTLSI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZTSIL,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOZTSLI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOZITLS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZITSL,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOZILTS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZILST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZISTL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZISLT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZLTIS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZLTSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLITS,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOZLIST,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZLSTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSITL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZSILT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZSLTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STILJZO,X,X,X,O,O,X,X,X,O,X,O,X,X,O,O,X,X
STILJOZ,X,X,X,O,O,X,X,O,X,X,O,X,X,O,O,X,X
STILZJO,X,X,O,O,O,X,X,X,O,X,X,X,O,O,O,X,X
STILZOJ,X,X,O,O,O,X,X,X,O,X,X,X,O,O,X,X,X
STILOJZ,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X
STILOZJ,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X
STIJLZO,X,X,X,O,O,O,X,X,O,X,O,X,X,O,O,X,X
STIJLOZ,X,X,X,O,O,X,X,O,X,X,O,X,X,O,O,X,X
STIJZLO,X,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X
STIJZOL,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STIJOLZ,X,X,X,O,O,X,X,O,X,X,X,X,X,O,O,X,X
STIJOZL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STIZLJO,X,X,O,O,O,X,X,X,O,O,X,X,O,X,O,X,X
STIZLOJ,X,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X
STIZJLO,X,X,O,O,O,X,X,X,O,O,X,X,O,X,O,X,X
STIZJOL,X,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X
STIZOLJ,X,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X
STIZOJL,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
STIOLJZ,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X
STIOLZJ,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X
STIOJLZ,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X
STIOJZL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOZLJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STIOZJL,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STLIJZO,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X
STLIJOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
STLIZJO,X,X,O,X,O,X,X,X,O,X,X,X,O,O,O,X,X
STLIZOJ,X,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X
STLIOJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
STLIOZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
STLJIZO,X,X,X,X,O,O,O,X,O,X,O,X,X,O,O,X,X
STLJIOZ,X,X,X,X,O,X,O,X,X,X,O,X,X,O,O,X,X
STLJZIO,X,X,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X
STLJZOI,X,O,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X
STLJOIZ,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
STLJOZI,X,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
STLZIJO,X,X,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X
STLZIOJ,X,X,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X
STLZJIO,X,X,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
STLZJOI,O,O,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
STLZOIJ,X,X,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X
STLZOJI,O,O,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
STLOIJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLOIZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
STLOJIZ,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
STLOJZI,X,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
STLOZIJ,X,X,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X
STLOZJI,O,X,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
STJILZO,X,X,X,O,O,O,X,X,O,X,O,X,X,O,O,X,X
STJILOZ,X,X,X,O,O,X,X,O,X,X,O,X,X,O,O,X,X
STJIZLO,X,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,O
STJIZOL,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O
STJIOLZ,X,X,X,O,O,X,X,O,X,X,X,X,X,O,O,X,X
STJIOZL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
STJLIZO,X,X,X,X,O,O,X,X,O,X,O,X,X,O,O,X,X
STJLIOZ,X,X,X,X,O,X,X,X,X,X,O,X,X,O,O,X,X
STJLZIO,X,X,O,O,O,O,X,X,O,X,X,X,X,O,X,X,O
STJLZOI,X,O,O,O,O,O,X,X,O,X,X,X,X,O,X,X,O
STJLOIZ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
STJLOZI,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,O
STJZILO,X,X,O,X,O,O,X,X,O,X,X,X,X,X,O,X,O
STJZIOL,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O
STJZLIO,X,X,O,O,O,O,X,X,O,X,X,X,X,O,X,X,O
STJZLOI,X,O,O,O,O,O,X,X,O,X,X,X,X,O,X,X,O
STJZOIL,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O
STJZOLI,X,O,O,O,O,O,X,X,O,X,X,X,X,O,X,X,O
STJOILZ,X,X,X,O,O,X,X,O,X,X,X,X,X,O,O,X,X
STJOIZL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
STJOLIZ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
STJOLZI,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,O
STJOZIL,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
STJOZLI,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O
STZILJO,X,X,O,X,O,X,X,X,O,O,X,X,O,X,O,X,X
STZILOJ,X,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
STZIJLO,X,X,O,X,O,X,X,X,O,O,X,X,O,X,O,X,X
STZIJOL,X,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X
STZIOLJ,X,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
STZIOJL,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
STZLIJO,X,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X
STZLIOJ,X,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X
STZLJIO,X,X,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X
STZLJOI,O,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
STZLOIJ,X,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X
STZLOJI,O,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
STZJILO,O,X,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
STZJIOL,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STZJLIO,O,X,O,O,O,O,X,X,O,O,X,X,X,O,X,X,X
STZJLOI,O,O,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X
STZJOIL,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STZJOLI,O,O,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X
STZOILJ,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X
STZOIJL,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
STZOLIJ,X,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X
STZOLJI,O,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
STZOJIL,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STZOJLI,O,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
STOILJZ,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X
STOILZJ,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X
STOIJLZ,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X
STOIJZL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZLJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STOIZJL,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STOLIJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOLIZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
STOLJIZ,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
STOLJZI,X,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
STOLZIJ,X,X,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X
STOLZJI,O,X,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
STOJILZ,X,X,X,O,O,X,X,O,X,X,X,X,X,O,O,X,X
STOJIZL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
STOJLIZ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
STOJLZI,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,O
STOJZIL,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
STOJZLI,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O
STOZILJ,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X
STOZIJL,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
STOZLIJ,X,X,O,O,O,X,X,X,O,X,X,X,O,O,X,X,X
STOZLJI,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
STOZJIL,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STOZJLI,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
SITLJZO,X,O,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X
SITLJOZ,X,X,O,O,O,X,X,O,X,X,O,X,X,O,O,X,X
SITLZJO,O,O,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X
SITLZOJ,O,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
SITLOJZ,X,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X
SITLOZJ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SITJLZO,X,O,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X
SITJLOZ,X,X,O,O,O,X,X,O,X,X,O,X,X,O,O,X,X
SITJZLO,X,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X
SITJZOL,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SITJOLZ,X,X,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X
SITJOZL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZLJO,O,O,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X
SITZLOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SITZJLO,O,O,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X
SITZJOL,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SITZOLJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SITZOJL,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITOLJZ,X,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X
SITOLZJ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SITOJLZ,X,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X
SITOJZL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZJL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTJZO,X,O,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X
SILTJOZ,X,X,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X
SILTZJO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X
SILTZOJ,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SILTOJZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
SILTOZJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJTZO,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SILJTOZ,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SILJZTO,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SILJZOT,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SILJOTZ,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SILJOZT,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SILZTJO,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SILZTOJ,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SILZJTO,X,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
SILZJOT,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SILZOTJ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SILZOJT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SILOTJZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SILOTZJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOJTZ,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SILOJZT,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SILOZTJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOZJT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJTLZO,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
SIJTLOZ,X,X,X,O,X,X,X,O,X,X,O,X,X,O,O,X,X
SIJTZLO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJTZOL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTOLZ,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X
SIJTOZL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLTZO,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJLTOZ,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SIJLZTO,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJLZOT,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SIJLOTZ,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SIJLOZT,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SIJZTLO,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJZTOL,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLTO,X,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
SIJZLOT,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SIJZOTL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SIJOTZL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SIJOLZT,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SIJOZTL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZTLJO,X,O,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X
SIZTLOJ,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIZTJLO,X,O,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X
SIZTJOL,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZTOLJ,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIZTOJL,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTJO,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIZLTOJ,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIZLJTO,X,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
SIZLJOT,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZLOTJ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZLOJT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZJTLO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZJTOL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLTO,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
SIZJLOT,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZJOTL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOLT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZOTJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZOLJT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZOJTL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X
SIOTLZJ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOTJLZ,X,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X
SIOTJZL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTZJL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOLTZJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLJTZ,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOLJZT,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOLZTJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLZJT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOJTLZ,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SIOJTZL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJLTZ,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOJLZT,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOJZTL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOZTJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOZLJT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOZJTL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJLT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTIJZO,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X
SLTIJOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
SLTIZJO,X,X,O,X,O,X,X,X,O,X,X,X,O,O,O,X,X
SLTIZOJ,X,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X
SLTIOJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
SLTIOZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
SLTJIZO,X,X,X,X,O,X,O,X,O,X,O,X,X,O,O,X,X
SLTJIOZ,X,X,X,X,O,X,O,X,X,X,O,X,X,O,O,X,X
SLTJZIO,X,X,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
SLTJZOI,X,O,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
SLTJOIZ,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SLTJOZI,X,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
SLTZIJO,X,X,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X
SLTZIOJ,X,X,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X
SLTZJIO,X,X,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
SLTZJOI,O,O,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
SLTZOIJ,X,X,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X
SLTZOJI,O,O,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
SLTOIJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTOIZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
SLTOJIZ,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SLTOJZI,X,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
SLTOZIJ,X,X,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X
SLTOZJI,O,X,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
SLITJZO,X,O,X,O,O,X,X,X,O,X,O,O,X,X,O,X,X
SLITJOZ,X,X,X,O,O,X,X,O,X,X,O,O,X,X,O,X,X
SLITZJO,O,O,O,O,O,X,X,X,O,X,X,O,X,X,O,X,X
SLITZOJ,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
SLITOJZ,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X
SLITOZJ,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLIJTZO,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
SLIJTOZ,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
SLIJZTO,X,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
SLIJZOT,X,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
SLIJOTZ,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
SLIJOZT,X,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
SLIZTJO,X,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
SLIZTOJ,X,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
SLIZJTO,X,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X
SLIZJOT,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
SLIZOTJ,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
SLIZOJT,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SLIOTJZ,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SLIOTZJ,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLIOJTZ,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
SLIOJZT,X,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
SLIOZTJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLIOZJT,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
