sequence,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jei7IvhFRdBcjBGhBT?iBlrB3sB,v115@zgB8HeB8HeE8DeE8EeF8CeB8JeT7IvhF2hBRdBcjBS?nBlrB3sB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jei7IvhFuiBcjBRhBz?hBlrB3sB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Je2AJvhFRcBCeBzhBX?jB0rBlsB,v115@zgB8HeB8HeE8DeE8EeF8CeB8JeT7IvhFicBGeBRiB1?rB8sBXsB,v115@zgB8HeB8HeE8DeE8EeF8CeB8JeT7IvhF/hBUdBOoBC?jBxrBVxB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jei7IvhFGdBTeBRnBF?mB8rB3sB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jex7IvhFTeBCnB8sBm?lBFnBXsB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jei7IvhFRdBXiBusBc?oBFmBzrB,v115@zgB8HeB8HeE8DeE8EeF8CeB8JeT7IvhFicBfnBxiBu?sBFoB0rB
LSIJOZT,O,O,X,O,X,X,O,X,X,X
LSIZTJO,O,O,O,X,X,X,O,X,X,X
LSIZTOJ,O,O,O,X,X,X,O,X,X,X
LSIZJTO,O,O,O,O,X,X,O,X,X,X
LSIZJOT,O,X,O,O,X,X,O,X,X,X
LSIZOTJ,O,O,X,O,X,X,O,X,X,X
LSIZOJT,O,X,O,O,X,X,O,X,X,X
LSIOTJZ,X,X,X,X,X,X,O,X,X,X
LSIOTZJ,X,X,X,X,X,X,O,X,X,X
LSIOJTZ,X,X,X,X,X,O,O,X,X,X
LSIOJZT,O,O,X,X,X,X,O,X,X,X
LSIOZTJ,O,O,X,X,X,X,O,X,X,X
LSIOZJT,O,X,O,X,X,X,O,X,X,X
LSJTIZO,O,X,O,O,X,X,X,X,X,X
LSJTIOZ,O,X,X,O,X,X,X,X,X,X
LSJTZIO,O,O,O,O,X,X,X,X,O,X
LSJTZOI,O,O,O,O,X,X,X,X,X,X
LSJTOIZ,O,X,X,O,X,X,X,X,X,X
LSJTOZI,O,O,X,O,X,X,X,X,X,X
LSJITZO,X,X,X,O,X,O,O,X,X,X
LSJITOZ,X,X,X,O,X,O,O,X,X,X
LSJIZTO,O,O,O,O,X,X,O,X,O,X
LSJIZOT,O,O,O,O,X,X,O,X,O,X
LSJIOTZ,X,X,X,O,X,O,O,X,X,X
LSJIOZT,O,O,X,O,X,X,O,X,X,X
LSJZTIO,O,O,O,O,X,X,X,X,O,X
LSJZTOI,O,O,O,O,X,X,X,X,X,X
LSJZITO,O,O,O,O,X,X,X,X,O,X
LSJZIOT,O,O,O,O,X,X,X,X,O,X
LSJZOTI,O,O,O,O,X,X,X,X,X,X
LSJZOIT,O,O,O,O,X,X,X,X,O,X
LSJOTIZ,X,X,X,O,O,X,X,X,X,X
LSJOTZI,O,O,X,O,O,X,X,X,O,X
LSJOITZ,X,X,X,O,X,O,O,X,X,X
LSJOIZT,O,O,X,O,X,X,O,X,O,X
LSJOZTI,O,O,X,O,O,X,X,X,O,X
LSJOZIT,O,O,X,O,O,X,X,X,O,X
LSZTIJO,O,O,O,O,O,X,X,X,X,X
LSZTIOJ,O,O,O,O,O,X,X,X,X,O
LSZTJIO,O,O,O,O,X,X,X,X,X,O
LSZTJOI,O,O,O,O,O,X,X,X,X,O
LSZTOIJ,O,O,O,O,O,X,X,X,X,O
LSZTOJI,O,O,O,O,O,X,X,X,X,O
LSZITJO,O,O,O,X,X,X,O,X,X,X
LSZITOJ,O,O,O,X,X,X,O,X,X,O
LSZIJTO,O,O,O,O,X,X,O,X,X,O
LSZIJOT,O,O,O,O,O,X,O,X,X,O
LSZIOTJ,O,O,X,O,X,X,O,X,X,O
LSZIOJT,O,O,O,O,O,X,O,X,X,O
LSZJTIO,O,O,O,O,X,X,X,X,X,O
LSZJTOI,O,O,O,O,X,X,X,X,X,O
LSZJITO,O,O,O,O,X,X,X,X,X,O
LSZJIOT,O,O,O,O,X,X,X,X,X,O
LSZJOTI,O,O,O,O,O,X,X,X,X,O
LSZJOIT,O,O,O,O,O,X,X,X,X,O
LSZOTIJ,O,O,O,O,O,X,X,X,X,O
LSZOTJI,O,O,O,O,O,X,X,X,X,O
LSZOITJ,O,O,X,O,X,X,O,X,X,O
LSZOIJT,O,O,O,O,O,X,O,X,X,O
LSZOJTI,O,O,O,O,O,X,X,X,X,O
LSZOJIT,O,O,O,O,O,X,X,X,X,O
LSOTIJZ,O,O,X,O,O,X,O,X,X,X
LSOTIZJ,O,O,O,O,X,X,O,X,X,X
LSOTJIZ,O,O,X,O,O,X,X,X,X,X
LSOTJZI,O,O,X,O,O,X,X,X,X,X
LSOTZIJ,O,O,O,O,O,X,X,X,X,X
LSOTZJI,O,O,O,O,O,X,X,X,X,X
LSOITJZ,X,X,X,X,X,X,O,X,X,X
LSOITZJ,X,X,X,X,X,X,O,X,X,X
LSOIJTZ,X,X,X,X,X,O,O,X,X,X
LSOIJZT,O,O,X,X,X,X,O,X,X,X
LSOIZTJ,O,O,X,X,X,X,O,X,X,X
LSOIZJT,O,X,O,X,X,X,O,X,X,X
LSOJTIZ,X,X,X,O,O,X,X,X,X,X
LSOJTZI,O,O,X,O,O,X,X,X,O,X
LSOJITZ,X,X,X,O,X,O,O,X,X,X
LSOJIZT,O,O,X,O,X,X,O,X,O,X
LSOJZTI,O,O,X,O,O,X,X,X,O,X
LSOJZIT,O,O,X,O,O,X,X,X,O,X
LSOZTIJ,O,O,O,O,O,X,X,X,X,O
LSOZTJI,O,O,O,O,O,X,X,X,X,O
LSOZITJ,O,O,X,O,X,X,O,X,X,O
LSOZIJT,O,O,O,O,O,X,O,X,X,O
LSOZJTI,O,O,O,O,O,X,X,X,X,O
LSOZJIT,O,O,O,O,O,X,X,X,X,O
LZTIJSO,O,O,O,X,O,X,X,O,X,X
LZTIJOS,O,O,O,X,O,X,X,O,X,X
LZTISJO,O,O,O,X,O,X,X,X,X,X
LZTISOJ,O,O,O,X,O,X,X,X,X,X
LZTIOJS,O,O,O,X,O,X,X,O,X,X
LZTIOSJ,O,O,X,X,O,X,X,X,X,X
LZTJISO,O,O,O,O,O,X,X,O,X,X
LZTJIOS,O,O,O,O,O,X,X,O,X,X
LZTJSIO,O,O,O,O,O,X,X,O,X,X
LZTJSOI,O,O,O,O,O,X,X,O,X,X
LZTJOIS,O,O,O,O,O,X,X,O,X,X
LZTJOSI,O,O,X,O,O,X,X,O,X,X
LZTSIJO,O,O,O,O,O,X,X,X,X,X
LZTSIOJ,O,O,O,O,O,X,X,X,X,O
LZTSJIO,O,O,O,O,O,X,X,O,X,O
LZTSJOI,O,O,O,O,O,X,X,O,X,O
LZTSOIJ,O,O,O,O,O,X,X,X,X,O
LZTSOJI,O,O,O,O,O,X,X,O,X,O
LZTOIJS,O,O,O,O,O,X,X,O,X,X
LZTOISJ,O,O,X,O,O,X,X,X,X,X
LZTOJIS,O,O,O,O,O,X,X,O,X,X
LZTOJSI,O,O,X,O,O,X,X,O,X,X
LZTOSIJ,O,O,O,O,O,X,X,X,X,O
LZTOSJI,O,O,O,O,O,X,X,O,X,O
LZITJSO,O,X,O,X,O,X,X,O,X,X
LZITJOS,O,O,O,X,O,X,X,O,X,X
LZITSJO,O,X,O,X,O,X,X,X,X,X
LZITSOJ,O,X,O,X,O,X,X,X,X,X
LZITOJS,O,O,O,X,O,X,X,O,X,X
LZITOSJ,O,X,X,X,O,X,X,X,X,X
LZIJTSO,O,X,O,X,X,X,X,O,X,X
LZIJTOS,O,X,O,X,O,X,X,O,X,X
LZIJSTO,O,X,O,X,X,X,X,O,X,X
LZIJSOT,O,X,O,X,O,X,X,O,X,X
LZIJOTS,O,X,O,X,O,X,X,O,X,X
LZIJOST,O,X,O,X,O,X,X,O,X,X
LZISTJO,O,X,O,X,X,X,X,X,X,X
LZISTOJ,O,X,O,X,X,X,X,X,X,O
LZISJTO,O,X,O,X,X,X,X,X,X,O
LZISJOT,O,X,O,X,O,X,X,X,X,O
LZISOTJ,O,X,X,X,X,X,X,X,X,O
LZISOJT,O,X,O,X,O,X,X,X,X,O
LZIOTJS,O,X,X,X,O,X,X,O,X,X
LZIOTSJ,O,X,X,X,O,X,X,X,X,X
LZIOJTS,O,X,O,X,O,X,X,O,X,X
LZIOJST,O,X,O,X,O,X,X,O,X,X
LZIOSTJ,O,X,X,X,X,X,X,X,X,O
LZIOSJT,O,X,X,X,O,X,X,X,X,O
LZJTISO,O,X,O,O,O,X,X,O,X,X
LZJTIOS,O,X,O,O,O,X,X,O,X,X
LZJTSIO,O,X,O,O,O,X,X,O,X,X
LZJTSOI,O,X,O,O,O,X,X,O,X,X
LZJTOIS,O,X,O,O,O,X,X,O,X,X
LZJTOSI,O,X,X,O,O,X,X,O,X,X
LZJITSO,O,X,O,O,X,X,X,O,X,X
LZJITOS,O,X,O,O,O,X,X,O,X,X
LZJISTO,O,X,O,O,X,X,X,O,X,X
LZJISOT,O,X,O,O,O,X,X,O,X,X
LZJIOTS,O,X,O,O,O,X,X,O,X,X
LZJIOST,O,X,O,O,O,X,X,O,X,X
LZJSTIO,O,X,O,O,X,X,X,O,O,O
LZJSTOI,O,X,O,O,X,X,X,O,X,O
LZJSITO,O,X,O,O,X,X,X,O,O,O
LZJSIOT,O,X,O,O,X,X,X,O,O,O
LZJSOTI,O,X,O,O,O,X,X,O,X,O
LZJSOIT,O,X,O,O,O,X,X,O,O,O
LZJOTIS,O,X,O,O,O,X,X,O,X,X
LZJOTSI,O,X,X,O,O,X,X,O,X,X
LZJOITS,O,X,O,O,O,X,X,O,X,X
LZJOIST,O,X,O,O,O,X,X,O,X,X
LZJOSTI,O,X,O,O,O,X,X,O,O,O
LZJOSIT,O,X,O,O,O,X,X,O,O,O
LZSTIJO,O,O,O,X,O,X,X,X,X,X
LZSTIOJ,O,O,O,X,O,X,X,X,X,O
LZSTJIO,O,O,O,O,X,X,X,O,X,O
LZSTJOI,O,O,O,O,O,X,X,O,X,O
LZSTOIJ,O,O,O,O,O,X,X,X,X,O
LZSTOJI,O,O,O,O,O,X,X,O,X,O
LZSITJO,O,O,O,X,X,X,O,X,X,X
LZSITOJ,O,O,O,X,X,X,O,X,X,O
LZSIJTO,O,O,O,O,X,X,O,X,X,O
LZSIJOT,O,O,O,O,O,X,O,X,X,O
LZSIOTJ,O,O,X,O,X,X,O,X,X,O
LZSIOJT,O,O,O,O,O,X,O,X,X,O
LZSJTIO,O,O,O,O,X,X,X,O,X,O
LZSJTOI,O,O,O,O,X,X,X,O,X,O
LZSJITO,O,O,O,O,X,X,X,O,X,O
LZSJIOT,O,O,O,O,X,X,X,O,X,O
LZSJOTI,O,O,O,O,O,X,X,O,X,O
LZSJOIT,O,O,O,O,O,X,X,O,X,O
LZSOTIJ,O,O,O,O,O,X,X,X,X,O
LZSOTJI,O,O,O,O,O,X,X,O,X,O
LZSOITJ,O,O,X,O,X,X,O,X,X,O
LZSOIJT,O,O,O,O,O,X,O,X,X,O
LZSOJTI,O,O,O,O,O,X,X,O,X,O
LZSOJIT,O,O,O,O,O,X,X,O,X,O
LZOTIJS,O,O,O,O,O,X,X,O,X,X
LZOTISJ,O,O,X,O,O,X,X,X,X,X
LZOTJIS,O,O,O,O,O,X,X,O,X,X
LZOTJSI,O,O,X,O,O,X,X,O,X,X
LZOTSIJ,O,O,O,O,O,X,X,X,X,O
LZOTSJI,O,O,O,O,O,X,X,O,X,O
LZOITJS,O,X,X,O,O,X,X,O,X,X
LZOITSJ,O,X,X,O,O,X,X,X,X,X
LZOIJTS,O,X,O,O,O,X,X,O,X,X
LZOIJST,O,X,O,O,O,X,X,O,X,X
LZOISTJ,O,X,X,O,X,X,X,X,X,O
LZOISJT,O,X,X,O,O,X,X,X,X,O
LZOJTIS,O,X,O,O,O,X,X,O,X,X
LZOJTSI,O,X,X,O,O,X,X,O,X,X
LZOJITS,O,X,O,O,O,X,X,O,X,X
LZOJIST,O,X,O,O,O,X,X,O,X,X
LZOJSTI,O,X,O,O,O,X,X,O,O,O
LZOJSIT,O,X,O,O,O,X,X,O,O,O
LZOSTIJ,O,O,O,O,O,X,X,X,X,O
LZOSTJI,O,O,O,O,O,X,X,O,X,O
LZOSITJ,O,O,X,O,X,X,O,X,X,O
LZOSIJT,O,O,O,O,O,X,O,X,X,O
LZOSJTI,O,O,O,O,O,X,X,O,X,O
LZOSJIT,O,O,O,O,O,X,X,O,X,O
LOTIJSZ,X,X,X,X,O,X,X,X,X,X
LOTIJZS,O,O,X,X,O,X,X,X,X,X
LOTISJZ,X,X,X,X,O,X,X,X,X,X
LOTISZJ,X,X,O,X,X,X,X,X,X,X
LOTIZJS,O,O,O,X,O,X,X,X,X,X
LOTIZSJ,O,O,X,X,O,X,X,X,X,X
LOTJISZ,X,X,X,X,O,X,X,X,X,X
LOTJIZS,O,O,X,X,O,X,X,X,X,X
LOTJSIZ,O,O,X,X,O,X,X,X,X,X
LOTJSZI,O,O,X,X,O,X,X,X,O,X
LOTJZIS,O,O,X,X,O,X,X,X,X,X
LOTJZSI,O,O,X,X,O,X,X,X,X,X
LOTSIJZ,O,O,X,X,O,X,O,X,X,X
LOTSIZJ,O,O,O,X,X,X,O,X,X,X
LOTSJIZ,O,O,X,X,O,X,X,X,X,X
LOTSJZI,O,O,X,X,O,X,X,X,X,X
LOTSZIJ,O,O,O,X,O,X,X,X,X,X
LOTSZJI,O,O,O,X,O,X,X,X,X,X
LOTZIJS,O,O,O,X,O,X,X,X,X,X
LOTZISJ,O,O,X,X,O,X,X,X,X,X
LOTZJIS,O,O,O,X,O,X,X,X,X,X
LOTZJSI,O,O,X,X,O,X,X,X,X,X
LOTZSIJ,O,O,O,X,O,X,X,X,X,O
LOTZSJI,O,O,O,X,O,X,X,X,X,O
LOITJSZ,X,X,X,X,O,X,X,X,X,X
LOITJZS,X,X,X,X,O,X,X,X,X,X
LOITSJZ,X,X,X,X,O,X,X,X,X,X
LOITSZJ,X,X,O,X,X,X,X,X,X,X
LOITZJS,X,X,O,X,O,X,X,X,X,X
LOITZSJ,X,X,X,X,O,X,X,X,X,X
LOIJTSZ,X,X,X,X,O,O,X,X,X,X
LOIJTZS,X,X,X,X,O,X,X,X,X,X
LOIJSTZ,X,X,X,X,X,O,X,X,X,X
LOIJSZT,X,X,X,X,X,X,X,X,O,X
LOIJZTS,X,X,X,X,O,X,X,X,X,X
LOIJZST,X,X,X,X,O,X,X,X,X,X
LOISTJZ,X,X,X,X,X,X,O,X,X,X
LOISTZJ,X,X,X,X,X,X,O,X,X,X
LOISJTZ,X,X,X,X,X,O,O,X,X,X
LOISJZT,X,X,X,X,X,X,O,X,X,X
LOISZTJ,X,X,X,X,X,X,O,X,X,X
LOISZJT,X,X,O,X,X,X,O,X,X,X
LOIZTJS,X,X,X,X,O,X,X,X,X,X
LOIZTSJ,X,X,X,X,O,X,X,X,X,X
LOIZJTS,X,X,O,X,O,X,X,X,X,X
LOIZJST,X,X,O,X,O,X,X,X,X,X
LOIZSTJ,X,X,X,X,X,X,X,X,X,O
LOIZSJT,X,X,X,X,O,X,X,X,X,O
LOJTISZ,X,X,X,X,O,X,X,X,X,X
LOJTIZS,O,O,X,X,O,X,X,X,X,X
LOJTSIZ,O,O,X,X,O,X,X,X,X,X
LOJTSZI,O,O,X,X,O,X,X,X,O,X
LOJTZIS,O,O,X,X,O,X,X,X,X,X
LOJTZSI,O,O,X,X,O,X,X,X,X,X
LOJITSZ,X,X,X,X,O,O,X,X,X,X
LOJITZS,X,X,X,X,O,X,X,X,X,X
LOJISTZ,X,X,X,X,X,O,X,X,X,X
LOJISZT,X,X,X,X,X,X,X,X,O,X
LOJIZTS,X,X,X,X,O,X,X,X,X,X
LOJIZST,X,X,X,X,O,X,X,X,X,X
LOJSTIZ,X,X,X,X,O,X,X,X,O,X
LOJSTZI,O,O,X,X,O,X,X,X,O,X
LOJSITZ,X,X,X,X,X,O,O,X,X,X
LOJSIZT,O,O,X,X,X,X,O,X,O,X
LOJSZTI,O,O,X,X,O,X,X,X,O,X
LOJSZIT,O,O,X,X,O,X,X,X,O,X
LOJZTIS,O,X,X,X,O,X,X,X,X,X
LOJZTSI,O,X,X,X,O,X,X,X,X,X
LOJZITS,O,X,X,X,O,X,X,X,X,X
LOJZIST,O,X,X,X,O,X,X,X,X,X
LOJZSTI,O,X,X,X,O,X,X,X,O,O
LOJZSIT,O,X,X,X,O,X,X,X,O,O
LOSTIJZ,O,O,X,X,O,X,O,X,X,X
LOSTIZJ,O,O,O,X,X,X,O,X,X,X
LOSTJIZ,O,O,X,X,O,X,X,X,X,X
LOSTJZI,O,O,X,X,O,X,X,X,X,X
LOSTZIJ,O,O,O,X,O,X,X,X,X,X
LOSTZJI,O,O,O,X,O,X,X,X,X,X
LOSITJZ,X,X,X,X,X,X,O,X,X,X
LOSITZJ,X,X,X,X,X,X,O,X,X,X
LOSIJTZ,X,X,X,X,X,O,O,X,X,X
LOSIJZT,O,O,X,X,X,X,O,X,X,X
LOSIZTJ,O,O,X,X,X,X,O,X,X,X
LOSIZJT,O,X,O,X,X,X,O,X,X,X
LOSJTIZ,X,X,X,X,O,X,X,X,X,X
LOSJTZI,O,O,X,X,O,X,X,X,O,X
LOSJITZ,X,X,X,X,X,O,O,X,X,X
LOSJIZT,O,O,X,X,X,X,O,X,O,X
LOSJZTI,O,O,X,X,O,X,X,X,O,X
LOSJZIT,O,O,X,X,O,X,X,X,O,X
LOSZTIJ,O,O,O,X,O,X,X,X,X,O
LOSZTJI,O,O,O,X,O,X,X,X,X,O
LOSZITJ,O,O,X,X,X,X,O,X,X,O
LOSZIJT,O,O,O,X,O,X,O,X,X,O
LOSZJTI,O,O,O,X,O,X,X,X,X,O
LOSZJIT,O,O,O,X,O,X,X,X,X,O
LOZTIJS,O,O,O,X,O,X,X,O,X,X
LOZTISJ,O,O,X,X,O,X,X,X,X,X
LOZTJIS,O,O,O,X,O,X,X,O,X,X
LOZTJSI,O,O,X,X,O,X,X,O,X,X
LOZTSIJ,O,O,O,X,O,X,X,X,X,O
LOZTSJI,O,O,O,X,O,X,X,O,X,O
LOZITJS,O,X,X,X,O,X,X,O,X,X
LOZITSJ,O,X,X,X,O,X,X,X,X,X
LOZIJTS,O,X,O,X,O,X,X,O,X,X
LOZIJST,O,X,O,X,O,X,X,O,X,X
LOZISTJ,O,X,X,X,X,X,X,X,X,O
LOZISJT,O,X,X,X,O,X,X,X,X,O
LOZJTIS,O,X,O,X,O,X,X,O,X,X
LOZJTSI,O,X,X,X,O,X,X,O,X,X
LOZJITS,O,X,O,X,O,X,X,O,X,X
LOZJIST,O,X,O,X,O,X,X,O,X,X
LOZJSTI,O,X,O,X,O,X,X,O,O,O
LOZJSIT,O,X,O,X,O,X,X,O,O,O
LOZSTIJ,O,O,O,X,O,X,X,X,X,O
LOZSTJI,O,O,O,X,O,X,X,O,X,O
LOZSITJ,O,O,X,X,X,X,O,X,X,O
LOZSIJT,O,O,O,X,O,X,O,X,X,O
LOZSJTI,O,O,O,X,O,X,X,O,X,O
LOZSJIT,O,O,O,X,O,X,X,O,X,O
JTILSZO,O,X,O,O,X,O,X,X,X,X
JTILSOZ,O,X,X,O,O,O,X,X,X,X
JTILZSO,O,O,O,O,X,X,X,X,X,X
JTILZOS,O,O,O,O,O,X,X,X,X,X
JTILOSZ,X,X,X,O,O,O,X,X,X,X
JTILOZS,O,O,X,X,O,X,X,X,X,X
JTISLZO,O,O,O,O,X,O,X,X,X,X
JTISLOZ,O,O,X,O,O,O,X,X,X,X
JTISZLO,O,O,O,O,X,O,X,X,X,X
JTISZOL,O,O,O,O,X,O,X,X,X,X
JTISOLZ,O,O,X,O,O,O,X,X,X,X
JTISOZL,O,O,X,O,X,O,X,X,X,X
JTIZLSO,O,O,O,O,O,X,X,X,X,X
JTIZLOS,O,O,O,O,O,X,X,X,X,X
JTIZSLO,O,X,O,O,O,O,X,X,X,X
JTIZSOL,O,O,X,O,O,O,X,X,X,X
JTIZOLS,O,O,O,O,O,X,X,X,X,X
JTIZOSL,O,O,X,O,O,O,X,X,X,X
JTIOLSZ,X,X,X,O,O,O,X,X,X,X
JTIOLZS,O,O,X,X,O,X,X,X,X,X
JTIOSLZ,X,O,X,O,O,O,X,X,X,X
JTIOSZL,X,O,X,O,X,O,X,X,X,X
JTIOZLS,O,O,X,O,O,X,X,X,X,X
JTIOZSL,O,O,X,O,O,O,X,X,X,X
JTLISZO,O,X,O,O,X,X,X,X,X,X
JTLISOZ,O,X,X,O,O,X,X,X,X,X
JTLIZSO,O,O,O,O,X,X,X,X,X,X
JTLIZOS,O,O,O,O,O,X,X,X,X,X
JTLIOSZ,X,X,X,O,O,X,X,X,X,X
JTLIOZS,O,O,X,X,O,X,X,X,X,X
JTLSIZO,O,O,O,O,X,X,X,X,X,X
JTLSIOZ,O,O,X,O,X,X,X,X,X,X
JTLSZIO,O,O,O,O,X,X,X,X,O,X
JTLSZOI,O,O,O,O,X,X,X,X,X,X
JTLSOIZ,O,O,X,O,O,X,X,X,X,X
JTLSOZI,O,O,X,O,O,X,X,X,X,X
JTLZISO,O,O,O,O,O,X,X,X,X,X
JTLZIOS,O,O,O,O,O,X,X,X,X,X
JTLZSIO,O,O,O,O,O,X,X,X,X,X
JTLZSOI,O,O,O,O,O,X,X,X,X,X
JTLZOIS,O,O,O,O,O,X,X,X,X,X
JTLZOSI,O,O,X,O,O,X,X,X,X,X
JTLOISZ,X,X,X,O,O,X,X,X,X,X
JTLOIZS,O,O,X,X,O,X,X,X,X,X
JTLOSIZ,O,O,X,O,O,X,X,X,X,X
JTLOSZI,O,O,X,O,O,X,X,X,O,X
JTLOZIS,O,O,X,X,O,X,X,X,X,X
JTLOZSI,O,O,X,X,O,X,X,X,X,X
JTSILZO,O,O,O,O,X,O,X,X,O,X
JTSILOZ,O,O,X,O,O,O,X,X,X,X
JTSIZLO,O,O,O,O,X,O,X,X,O,X
JTSIZOL,O,O,O,O,X,O,X,X,O,X
JTSIOLZ,O,O,X,O,O,O,X,X,X,X
JTSIOZL,O,O,X,O,X,O,X,X,X,X
JTSLIZO,O,O,O,O,X,X,X,X,O,X
JTSLIOZ,O,O,X,O,X,X,X,X,X,X
JTSLZIO,O,O,O,O,X,X,X,X,O,X
JTSLZOI,O,O,O,O,X,X,X,X,O,X
JTSLOIZ,O,O,X,O,O,X,X,X,X,X
JTSLOZI,O,O,X,O,O,X,X,X,O,X
JTSZILO,O,O,O,O,O,X,X,X,O,X
JTSZIOL,O,O,O,O,O,X,X,X,O,X
JTSZLIO,O,O,O,O,O,X,X,X,O,X
JTSZLOI,O,O,O,O,O,X,X,X,O,X
JTSZOIL,O,O,O,O,O,X,X,X,O,X
JTSZOLI,O,O,O,O,O,X,X,X,O,X
JTSOILZ,O,O,X,O,O,O,X,X,X,X
JTSOIZL,O,O,X,O,X,O,X,X,X,X
JTSOLIZ,O,O,X,O,O,X,X,X,X,X
JTSOLZI,O,O,X,O,O,X,X,X,O,X
JTSOZIL,O,O,X,O,O,X,X,X,O,X
JTSOZLI,O,O,X,O,O,X,X,X,O,X
JTZILSO,O,O,O,O,O,X,X,X,X,X
JTZILOS,O,O,O,O,O,X,X,X,X,X
JTZISLO,O,X,O,O,O,X,X,X,X,X
JTZISOL,O,O,X,O,O,X,X,X,X,X
JTZIOLS,O,O,O,O,O,X,X,X,X,X
JTZIOSL,O,O,X,O,O,X,X,X,X,X
JTZLISO,O,O,O,O,O,X,X,X,X,X
JTZLIOS,O,O,O,O,O,X,X,X,X,X
JTZLSIO,O,O,O,O,O,X,X,X,X,X
JTZLSOI,O,O,O,O,O,X,X,X,X,X
JTZLOIS,O,O,O,O,O,X,X,X,X,X
JTZLOSI,O,O,X,O,O,X,X,X,X,X
JTZSILO,O,O,O,O,O,X,X,X,X,O
JTZSIOL,O,O,O,O,O,X,X,X,X,O
JTZSLIO,O,O,O,O,O,X,X,X,X,O
JTZSLOI,O,O,O,O,O,X,X,X,X,O
JTZSOIL,O,O,O,O,O,X,X,X,X,O
JTZSOLI,O,O,O,O,O,X,X,X,X,O
JTZOILS,O,O,O,O,O,X,X,X,X,X
JTZOISL,O,O,X,O,O,X,X,X,X,X
JTZOLIS,O,O,O,O,O,X,X,X,X,X
JTZOLSI,O,O,X,O,O,X,X,X,X,X
JTZOSIL,O,O,X,O,O,X,X,X,X,O
JTZOSLI,O,O,X,O,O,X,X,X,X,O
JTOILSZ,X,X,X,O,O,O,X,X,X,X
JTOILZS,O,O,X,X,O,X,X,X,X,X
JTOISLZ,X,O,X,O,O,O,X,X,X,X
JTOISZL,X,O,X,O,X,O,X,X,X,X
JTOIZLS,O,O,X,O,O,X,X,X,X,X
JTOIZSL,O,O,X,O,O,O,X,X,X,X
JTOLISZ,X,X,X,O,O,X,X,X,X,X
JTOLIZS,O,O,X,X,O,X,X,X,X,X
JTOLSIZ,O,O,X,O,O,X,X,X,X,X
JTOLSZI,O,O,X,O,O,X,X,X,O,X
JTOLZIS,O,O,X,X,O,X,X,X,X,X
JTOLZSI,O,O,X,X,O,X,X,X,X,X
JTOSILZ,O,O,X,O,O,O,X,X,O,X
JTOSIZL,O,O,X,O,X,O,X,X,O,X
JTOSLIZ,O,O,X,O,O,X,X,X,O,X
JTOSLZI,O,O,X,O,O,X,X,X,O,X
JTOSZIL,O,O,X,O,O,X,X,X,O,X
JTOSZLI,O,O,X,O,O,X,X,X,O,X
JTOZILS,O,O,X,O,O,X,X,X,X,X
JTOZISL,O,O,X,O,O,X,X,X,X,X
JTOZLIS,O,O,X,O,O,X,X,X,X,X
JTOZLSI,O,O,X,O,O,X,X,X,X,X
JTOZSIL,O,O,X,O,O,X,X,X,X,O
JTOZSLI,O,O,X,O,O,X,X,X,X,O
JITLSZO,O,X,O,O,X,O,X,X,X,X
JITLSOZ,O,X,X,O,O,O,X,X,X,X
JITLZSO,O,O,O,O,X,X,X,X,X,X
JITLZOS,O,O,O,O,O,X,X,X,X,X
JITLOSZ,X,X,X,O,O,O,X,X,X,X
JITLOZS,O,O,X,X,O,X,X,X,X,X
JITSLZO,O,O,O,O,X,O,X,X,X,X
JITSLOZ,O,O,X,O,O,O,X,X,X,X
JITSZLO,O,O,O,O,X,O,X,X,X,X
JITSZOL,O,O,O,O,X,O,X,X,X,X
JITSOLZ,O,O,X,O,O,O,X,X,X,X
JITSOZL,O,O,X,O,X,O,X,X,X,X
JITZLSO,O,O,O,O,O,X,X,X,X,X
JITZLOS,O,O,O,O,O,X,X,X,X,X
JITZSLO,O,X,O,O,O,O,X,X,X,X
JITZSOL,O,O,X,O,O,O,X,X,X,X
JITZOLS,O,O,O,O,O,X,X,X,X,X
JITZOSL,O,O,X,O,O,O,X,X,X,X
JITOLSZ,X,X,X,O,O,O,X,X,X,X
JITOLZS,O,O,X,X,O,X,X,X,X,X
JITOSLZ,X,O,X,O,O,O,X,X,X,X
JITOSZL,X,O,X,O,X,O,X,X,X,X
JITOZLS,O,O,X,O,O,X,X,X,X,X
JITOZSL,O,O,X,O,O,O,X,X,X,X
JILTSZO,O,X,O,O,X,O,X,X,X,X
JILTSOZ,O,X,X,O,X,O,X,X,X,X
JILTZSO,O,X,O,O,X,X,X,X,X,X
JILTZOS,O,X,O,O,X,X,X,X,X,X
JILTOSZ,X,X,X,O,X,O,X,X,X,X
JILTOZS,O,X,X,X,X,X,X,X,X,X
JILSTZO,X,X,X,O,X,O,X,X,X,X
JILSTOZ,X,X,X,O,X,O,X,X,X,X
JILSZTO,O,X,O,O,X,X,X,X,O,X
JILSZOT,O,X,O,O,X,X,X,X,O,X
JILSOTZ,X,X,X,O,X,O,X,X,X,X
JILSOZT,O,X,X,O,X,X,X,X,X,X
