sequence,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jei7IvhFRdBcjBGhBT?iBlrB3sB,v115@zgB8HeB8HeE8DeE8EeF8CeB8JeT7IvhF2hBRdBcjBS?nBlrB3sB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jei7IvhFuiBcjBRhBz?hBlrB3sB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Je2AJvhFRcBCeBzhBX?jB0rBlsB,v115@zgB8HeB8HeE8DeE8EeF8CeB8JeT7IvhFicBGeBRiB1?rB8sBXsB,v115@zgB8HeB8HeE8DeE8EeF8CeB8JeT7IvhF/hBUdBOoBC?jBxrBVxB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jei7IvhFGdBTeBRnBF?mB8rB3sB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jex7IvhFTeBCnB8sBm?lBFnBXsB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jei7IvhFRdBXiBusBc?oBFmBzrB,v115@zgB8HeB8HeE8DeE8EeF8CeB8JeT7IvhFicBfnBxiBu?sBFoB0rB
ILJOTSZ,X,X,X,X,O,O,X,X,X,X
ILJOTZS,X,X,X,X,O,X,X,X,X,X
ILJOSTZ,X,X,X,X,X,O,X,X,X,X
ILJOSZT,X,X,X,X,X,X,X,X,O,X
ILJOZTS,X,X,X,X,O,X,X,X,X,X
ILJOZST,X,X,X,X,O,X,X,X,X,X
ILSTJZO,O,X,O,X,X,X,O,X,X,X
ILSTJOZ,O,X,X,X,X,X,O,X,X,X
ILSTZJO,O,X,O,X,X,X,O,X,X,X
ILSTZOJ,O,X,O,X,X,X,O,X,X,X
ILSTOJZ,O,X,X,X,X,X,O,X,X,X
ILSTOZJ,O,X,O,X,X,X,O,X,X,X
ILSJTZO,X,X,X,X,X,O,O,X,X,X
ILSJTOZ,X,X,X,X,X,O,O,X,X,X
ILSJZTO,O,X,O,X,X,X,O,X,X,X
ILSJZOT,O,X,O,X,X,X,O,X,X,X
ILSJOTZ,X,X,X,X,X,O,O,X,X,X
ILSJOZT,O,X,X,X,X,X,O,X,X,X
ILSZTJO,O,X,O,X,X,X,O,X,X,X
ILSZTOJ,O,X,O,X,X,X,O,X,X,X
ILSZJTO,O,X,O,X,X,X,O,X,X,X
ILSZJOT,O,X,O,X,X,X,O,X,X,X
ILSZOTJ,O,X,X,X,X,X,O,X,X,X
ILSZOJT,O,X,O,X,X,X,O,X,X,X
ILSOTJZ,X,X,X,X,X,X,O,X,X,X
ILSOTZJ,X,X,X,X,X,X,O,X,X,X
ILSOJTZ,X,X,X,X,X,O,O,X,X,X
ILSOJZT,O,X,X,X,X,X,O,X,X,X
ILSOZTJ,O,X,X,X,X,X,O,X,X,X
ILSOZJT,O,X,O,X,X,X,O,X,X,X
ILZTJSO,O,X,O,X,O,X,X,X,X,X
ILZTJOS,O,X,O,X,O,X,X,X,X,X
ILZTSJO,O,X,O,X,O,X,X,X,X,X
ILZTSOJ,O,X,O,X,O,X,X,X,X,X
ILZTOJS,O,X,O,X,O,X,X,X,X,X
ILZTOSJ,O,X,X,X,O,X,X,X,X,X
ILZJTSO,O,X,O,X,X,X,X,X,X,X
ILZJTOS,O,X,O,X,O,X,X,X,X,X
ILZJSTO,O,X,O,X,X,X,X,X,X,X
ILZJSOT,O,X,O,X,O,X,X,X,X,X
ILZJOTS,O,X,O,X,O,X,X,X,X,X
ILZJOST,O,X,O,X,O,X,X,X,X,X
ILZSTJO,O,X,O,X,X,X,X,X,X,X
ILZSTOJ,O,X,O,X,X,X,X,X,X,O
ILZSJTO,O,X,O,X,X,X,X,X,X,O
ILZSJOT,O,X,O,X,O,X,X,X,X,O
ILZSOTJ,O,X,X,X,X,X,X,X,X,O
ILZSOJT,O,X,O,X,O,X,X,X,X,O
ILZOTJS,O,X,X,X,O,X,X,X,X,X
ILZOTSJ,O,X,X,X,O,X,X,X,X,X
ILZOJTS,O,X,O,X,O,X,X,X,X,X
ILZOJST,O,X,O,X,O,X,X,X,X,X
ILZOSTJ,O,X,X,X,X,X,X,X,X,O
ILZOSJT,O,X,X,X,O,X,X,X,X,O
ILOTJSZ,X,X,X,X,O,X,X,X,X,X
ILOTJZS,X,X,X,X,O,X,X,X,X,X
ILOTSJZ,X,X,X,X,O,X,X,X,X,X
ILOTSZJ,X,X,O,X,X,X,X,X,X,X
ILOTZJS,X,X,O,X,O,X,X,X,X,X
ILOTZSJ,X,X,X,X,O,X,X,X,X,X
ILOJTSZ,X,X,X,X,O,O,X,X,X,X
ILOJTZS,X,X,X,X,O,X,X,X,X,X
ILOJSTZ,X,X,X,X,X,O,X,X,X,X
ILOJSZT,X,X,X,X,X,X,X,X,O,X
ILOJZTS,X,X,X,X,O,X,X,X,X,X
ILOJZST,X,X,X,X,O,X,X,X,X,X
ILOSTJZ,X,X,X,X,X,X,O,X,X,X
ILOSTZJ,X,X,X,X,X,X,O,X,X,X
ILOSJTZ,X,X,X,X,X,O,O,X,X,X
ILOSJZT,X,X,X,X,X,X,O,X,X,X
ILOSZTJ,X,X,X,X,X,X,O,X,X,X
ILOSZJT,X,X,O,X,X,X,O,X,X,X
ILOZTJS,X,X,X,X,O,X,X,X,X,X
ILOZTSJ,X,X,X,X,O,X,X,X,X,X
ILOZJTS,X,X,O,X,O,X,X,X,X,X
ILOZJST,X,X,O,X,O,X,X,X,X,X
ILOZSTJ,X,X,X,X,X,X,X,X,X,O
ILOZSJT,X,X,X,X,O,X,X,X,X,O
IJTLSZO,O,X,O,O,X,O,X,X,X,X
IJTLSOZ,O,X,X,O,O,O,X,X,X,X
IJTLZSO,O,O,O,O,X,X,X,X,X,X
IJTLZOS,O,O,O,O,O,X,X,X,X,X
IJTLOSZ,X,X,X,O,O,O,X,X,X,X
IJTLOZS,O,O,X,X,O,X,X,X,X,X
IJTSLZO,O,O,O,O,X,O,X,X,X,X
IJTSLOZ,O,O,X,O,O,O,X,X,X,X
IJTSZLO,O,O,O,O,X,O,X,X,X,X
IJTSZOL,O,O,O,O,X,O,X,X,X,X
IJTSOLZ,O,O,X,O,O,O,X,X,X,X
IJTSOZL,O,O,X,O,X,O,X,X,X,X
IJTZLSO,O,O,O,O,O,X,X,X,X,X
IJTZLOS,O,O,O,O,O,X,X,X,X,X
IJTZSLO,O,X,O,O,O,O,X,X,X,X
IJTZSOL,O,O,X,O,O,O,X,X,X,X
IJTZOLS,O,O,O,O,O,X,X,X,X,X
IJTZOSL,O,O,X,O,O,O,X,X,X,X
IJTOLSZ,X,X,X,O,O,O,X,X,X,X
IJTOLZS,O,O,X,X,O,X,X,X,X,X
IJTOSLZ,X,O,X,O,O,O,X,X,X,X
IJTOSZL,X,O,X,O,X,O,X,X,X,X
IJTOZLS,O,O,X,O,O,X,X,X,X,X
IJTOZSL,O,O,X,O,O,O,X,X,X,X
IJLTSZO,O,X,O,O,X,O,X,X,X,X
IJLTSOZ,O,X,X,O,X,O,X,X,X,X
IJLTZSO,O,X,O,O,X,X,X,X,X,X
IJLTZOS,O,X,O,O,X,X,X,X,X,X
IJLTOSZ,X,X,X,O,X,O,X,X,X,X
IJLTOZS,O,X,X,X,X,X,X,X,X,X
IJLSTZO,X,X,X,O,X,O,X,X,X,X
IJLSTOZ,X,X,X,O,X,O,X,X,X,X
IJLSZTO,O,X,O,O,X,X,X,X,O,X
IJLSZOT,O,X,O,O,X,X,X,X,O,X
IJLSOTZ,X,X,X,O,X,O,X,X,X,X
IJLSOZT,O,X,X,O,X,X,X,X,X,X
IJLZTSO,O,X,O,O,X,X,X,X,X,X
IJLZTOS,O,X,O,O,X,X,X,X,X,X
IJLZSTO,O,X,O,O,X,X,X,X,X,X
IJLZSOT,O,X,O,O,X,X,X,X,X,X
IJLZOTS,O,X,O,O,X,X,X,X,X,X
IJLZOST,O,X,O,O,X,X,X,X,X,X
IJLOTSZ,X,X,X,X,O,O,X,X,X,X
IJLOTZS,X,X,X,X,O,X,X,X,X,X
IJLOSTZ,X,X,X,X,X,O,X,X,X,X
IJLOSZT,X,X,X,X,X,X,X,X,O,X
IJLOZTS,X,X,X,X,O,X,X,X,X,X
IJLOZST,X,X,X,X,O,X,X,X,X,X
IJSTLZO,X,X,X,O,X,O,X,X,O,X
IJSTLOZ,X,X,X,O,X,O,X,X,X,X
IJSTZLO,X,X,X,O,X,O,X,X,O,X
IJSTZOL,X,X,X,O,X,O,X,X,O,X
IJSTOLZ,X,X,X,O,X,O,X,X,X,X
IJSTOZL,X,X,X,O,X,O,X,X,X,X
IJSLTZO,X,X,X,O,X,O,X,X,X,X
IJSLTOZ,X,X,X,O,X,O,X,X,X,X
IJSLZTO,O,O,O,O,X,X,X,X,O,X
IJSLZOT,O,O,O,O,X,X,X,X,O,X
IJSLOTZ,X,X,X,O,X,O,X,X,X,X
IJSLOZT,O,O,X,O,X,X,X,X,X,X
IJSZTLO,O,X,O,O,X,O,X,X,O,X
IJSZTOL,X,O,X,O,X,O,X,X,O,X
IJSZLTO,O,O,O,O,X,X,X,X,O,X
IJSZLOT,O,O,O,O,X,X,X,X,O,X
IJSZOTL,O,O,X,O,X,O,X,X,O,X
IJSZOLT,O,O,O,O,X,X,X,X,O,X
IJSOTLZ,X,X,X,X,X,O,X,X,X,X
IJSOTZL,X,X,X,X,X,O,X,X,X,X
IJSOLTZ,X,X,X,O,X,O,X,X,X,X
IJSOLZT,O,O,X,O,X,X,X,X,X,X
IJSOZTL,O,O,X,X,X,O,X,X,X,X
IJSOZLT,O,O,X,X,X,X,X,X,X,X
IJZTLSO,O,X,O,O,O,X,X,X,X,X
IJZTLOS,O,X,O,O,O,X,X,X,X,X
IJZTSLO,O,X,X,O,O,O,X,X,X,X
IJZTSOL,O,X,X,O,O,O,X,X,X,X
IJZTOLS,O,X,X,O,O,X,X,X,X,X
IJZTOSL,O,X,X,O,O,O,X,X,X,X
IJZLTSO,O,X,O,O,X,X,X,X,X,X
IJZLTOS,O,X,O,O,O,X,X,X,X,X
IJZLSTO,O,X,O,O,X,X,X,X,X,X
IJZLSOT,O,X,O,O,O,X,X,X,X,X
IJZLOTS,O,X,O,O,O,X,X,X,X,X
IJZLOST,O,X,O,O,O,X,X,X,X,X
IJZSTLO,O,X,X,O,X,O,X,X,X,O
IJZSTOL,X,X,X,O,X,O,X,X,X,O
IJZSLTO,O,X,O,O,X,X,X,X,X,O
IJZSLOT,O,X,O,O,O,X,X,X,X,O
IJZSOTL,O,X,X,O,X,O,X,X,X,O
IJZSOLT,O,X,X,O,O,X,X,X,X,O
IJZOTLS,X,X,X,O,O,X,X,X,X,X
IJZOTSL,X,X,X,O,O,O,X,X,X,X
IJZOLTS,O,X,O,O,O,X,X,X,X,X
IJZOLST,O,X,O,O,O,X,X,X,X,X
IJZOSTL,X,X,X,O,X,O,X,X,X,O
IJZOSLT,X,X,X,O,O,X,X,X,X,O
IJOTLSZ,X,X,X,O,O,O,X,X,X,X
IJOTLZS,X,O,X,X,O,X,X,X,X,X
IJOTSLZ,X,O,X,O,O,O,X,X,X,X
IJOTSZL,X,O,X,O,X,O,X,X,X,X
IJOTZLS,X,O,X,O,O,X,X,X,X,X
IJOTZSL,X,O,X,O,O,O,X,X,X,X
IJOLTSZ,X,X,X,X,O,O,X,X,X,X
IJOLTZS,X,X,X,X,O,X,X,X,X,X
IJOLSTZ,X,X,X,X,X,O,X,X,X,X
IJOLSZT,X,X,X,X,X,X,X,X,O,X
IJOLZTS,X,X,X,X,O,X,X,X,X,X
IJOLZST,X,X,X,X,O,X,X,X,X,X
IJOSTLZ,X,X,X,X,X,O,X,X,O,X
IJOSTZL,X,X,X,X,X,O,X,X,O,X
IJOSLTZ,X,X,X,O,X,O,X,X,X,X
IJOSLZT,X,O,X,O,X,X,X,X,O,X
IJOSZTL,X,O,X,X,X,O,X,X,O,X
IJOSZLT,X,O,X,X,X,X,X,X,O,X
IJOZTLS,X,X,X,O,O,X,X,X,X,X
IJOZTSL,X,X,X,O,O,O,X,X,X,X
IJOZLTS,X,X,X,O,O,X,X,X,X,X
IJOZLST,X,X,X,O,O,X,X,X,X,X
IJOZSTL,X,X,X,O,X,O,X,X,X,O
IJOZSLT,X,X,X,O,O,X,X,X,X,O
ISTLJZO,O,O,O,O,X,X,O,X,X,X
ISTLJOZ,O,O,X,O,X,X,O,X,X,X
ISTLZJO,O,O,O,O,X,X,O,X,X,X
ISTLZOJ,O,O,O,O,X,X,O,X,X,X
ISTLOJZ,O,O,X,O,X,X,O,X,X,X
ISTLOZJ,O,O,O,O,X,X,O,X,X,X
ISTJLZO,O,O,O,O,X,O,O,X,X,X
ISTJLOZ,O,O,X,O,X,O,O,X,X,X
ISTJZLO,O,O,O,O,X,O,O,X,X,X
ISTJZOL,O,O,O,O,X,O,O,X,X,X
ISTJOLZ,O,O,X,O,X,O,O,X,X,X
ISTJOZL,O,O,X,O,X,O,O,X,X,X
ISTZLJO,O,O,O,O,X,X,O,X,X,X
ISTZLOJ,O,O,O,O,X,X,O,X,X,X
ISTZJLO,O,O,O,O,X,X,O,X,X,X
ISTZJOL,O,O,O,O,X,X,O,X,X,X
ISTZOLJ,O,O,O,O,X,X,O,X,X,X
ISTZOJL,O,O,O,O,X,X,O,X,X,X
ISTOLJZ,O,O,X,O,X,X,O,X,X,X
ISTOLZJ,O,O,O,O,X,X,O,X,X,X
ISTOJLZ,O,O,X,O,X,O,O,X,X,X
ISTOJZL,O,O,X,O,X,O,O,X,X,X
ISTOZLJ,O,O,O,O,X,X,O,X,X,X
ISTOZJL,O,O,O,O,X,X,O,X,X,X
ISLTJZO,O,X,O,O,X,X,O,X,X,X
ISLTJOZ,O,X,X,O,X,X,O,X,X,X
ISLTZJO,O,X,O,O,X,X,O,X,X,X
ISLTZOJ,O,X,O,O,X,X,O,X,X,X
ISLTOJZ,O,X,X,O,X,X,O,X,X,X
ISLTOZJ,O,X,O,O,X,X,O,X,X,X
ISLJTZO,X,X,X,O,X,O,O,X,X,X
ISLJTOZ,X,X,X,O,X,O,O,X,X,X
ISLJZTO,O,O,O,O,X,X,O,X,X,X
ISLJZOT,O,O,O,O,X,X,O,X,X,X
ISLJOTZ,X,X,X,O,X,O,O,X,X,X
ISLJOZT,O,O,X,O,X,X,O,X,X,X
ISLZTJO,O,O,O,X,X,X,O,X,X,X
ISLZTOJ,O,O,O,X,X,X,O,X,X,X
ISLZJTO,O,O,O,O,X,X,O,X,X,X
ISLZJOT,O,X,O,O,X,X,O,X,X,X
ISLZOTJ,O,O,X,O,X,X,O,X,X,X
ISLZOJT,O,X,O,O,X,X,O,X,X,X
ISLOTJZ,X,X,X,X,X,X,O,X,X,X
ISLOTZJ,X,X,X,X,X,X,O,X,X,X
ISLOJTZ,X,X,X,X,X,O,O,X,X,X
ISLOJZT,O,O,X,X,X,X,O,X,X,X
ISLOZTJ,O,O,X,X,X,X,O,X,X,X
ISLOZJT,O,X,O,X,X,X,O,X,X,X
ISJTLZO,X,X,X,O,X,O,O,X,X,X
ISJTLOZ,X,X,X,O,X,O,O,X,X,X
ISJTZLO,X,X,X,O,X,O,O,X,X,X
ISJTZOL,X,X,X,O,X,O,O,X,X,X
ISJTOLZ,X,X,X,O,X,O,O,X,X,X
ISJTOZL,X,X,X,O,X,O,O,X,X,X
ISJLTZO,X,X,X,O,X,O,O,X,X,X
ISJLTOZ,X,X,X,O,X,O,O,X,X,X
ISJLZTO,O,O,O,O,X,X,O,X,X,X
ISJLZOT,O,O,O,O,X,X,O,X,X,X
ISJLOTZ,X,X,X,O,X,O,O,X,X,X
ISJLOZT,O,O,X,O,X,X,O,X,X,X
ISJZTLO,O,X,O,O,X,O,O,X,X,X
ISJZTOL,X,O,X,X,X,O,O,X,X,X
ISJZLTO,O,O,O,O,X,X,O,X,X,X
ISJZLOT,O,O,O,O,X,X,O,X,X,X
ISJZOTL,O,O,X,O,X,O,O,X,X,X
ISJZOLT,O,O,O,O,X,X,O,X,X,X
ISJOTLZ,X,X,X,X,X,O,O,X,X,X
ISJOTZL,X,X,X,X,X,O,O,X,X,X
ISJOLTZ,X,X,X,O,X,O,O,X,X,X
ISJOLZT,O,O,X,O,X,X,O,X,X,X
ISJOZTL,O,O,X,X,X,O,O,X,X,X
ISJOZLT,O,O,X,X,X,X,O,X,X,X
ISZTLJO,O,O,O,X,X,X,O,X,X,X
ISZTLOJ,O,O,O,X,X,X,O,X,X,X
ISZTJLO,O,O,O,X,X,X,O,X,X,X
ISZTJOL,O,O,O,X,X,X,O,X,X,X
ISZTOLJ,O,O,O,X,X,X,O,X,X,X
ISZTOJL,O,O,O,X,X,X,O,X,X,X
ISZLTJO,O,O,O,X,X,X,O,X,X,X
ISZLTOJ,O,O,O,X,X,X,O,X,X,X
ISZLJTO,O,O,O,O,X,X,O,X,X,X
ISZLJOT,O,O,O,O,X,X,O,X,X,X
ISZLOTJ,O,O,X,O,X,X,O,X,X,X
ISZLOJT,O,O,O,O,X,X,O,X,X,X
ISZJTLO,O,O,O,O,X,O,O,X,X,X
ISZJTOL,O,O,O,X,X,O,O,X,X,X
ISZJLTO,O,O,O,O,X,X,O,X,X,X
ISZJLOT,O,O,O,O,X,X,O,X,X,X
ISZJOTL,O,O,X,O,X,O,O,X,X,X
ISZJOLT,O,O,O,O,X,X,O,X,X,X
ISZOTLJ,O,O,X,O,X,X,O,X,X,X
ISZOTJL,O,O,X,O,X,X,O,X,X,X
ISZOLTJ,O,O,X,O,X,X,O,X,X,X
ISZOLJT,O,O,O,O,X,X,O,X,X,X
ISZOJTL,O,O,X,O,X,O,O,X,X,X
ISZOJLT,O,O,O,O,X,X,O,X,X,X
ISOTLJZ,X,O,X,X,X,X,O,X,X,X
ISOTLZJ,X,O,X,X,X,X,O,X,X,X
ISOTJLZ,X,O,X,X,X,O,O,X,X,X
ISOTJZL,X,O,X,X,X,O,O,X,X,X
ISOTZLJ,X,O,X,X,X,X,O,X,X,X
ISOTZJL,X,O,X,X,X,X,O,X,X,X
ISOLTJZ,X,X,X,X,X,X,O,X,X,X
ISOLTZJ,X,X,X,X,X,X,O,X,X,X
ISOLJTZ,X,X,X,X,X,O,O,X,X,X
ISOLJZT,O,O,X,X,X,X,O,X,X,X
ISOLZTJ,O,O,X,X,X,X,O,X,X,X
ISOLZJT,O,X,O,X,X,X,O,X,X,X
ISOJTLZ,X,X,X,X,X,O,O,X,X,X
ISOJTZL,X,X,X,X,X,O,O,X,X,X
ISOJLTZ,X,X,X,X,X,O,O,X,X,X
ISOJLZT,O,O,X,X,X,X,O,X,X,X
ISOJZTL,O,O,X,X,X,O,O,X,X,X
ISOJZLT,O,O,X,X,X,X,O,X,X,X
ISOZTLJ,O,O,X,X,X,X,O,X,X,X
ISOZTJL,O,O,X,X,X,X,O,X,X,X
ISOZLTJ,O,O,X,X,X,X,O,X,X,X
ISOZLJT,O,O,O,X,X,X,O,X,X,X
ISOZJTL,O,O,X,X,X,O,O,X,X,X
ISOZJLT,O,O,O,X,X,X,O,X,X,X
IZTLJSO,O,O,O,X,O,X,X,X,X,X
IZTLJOS,O,O,O,X,O,X,X,X,X,X
IZTLSJO,O,O,O,X,O,X,X,X,X,X
IZTLSOJ,O,O,O,X,O,X,X,X,X,X
IZTLOJS,O,O,O,X,O,X,X,X,X,X
IZTLOSJ,O,O,X,X,O,X,X,X,X,X
IZTJLSO,O,O,O,O,O,X,X,X,X,X
IZTJLOS,O,O,O,O,O,X,X,X,X,X
IZTJSLO,O,X,O,O,O,X,X,X,X,X
IZTJSOL,O,O,X,O,O,X,X,X,X,X
IZTJOLS,O,O,O,O,O,X,X,X,X,X
IZTJOSL,O,O,X,O,O,X,X,X,X,X
IZTSLJO,O,O,O,O,O,X,X,X,X,X
IZTSLOJ,O,O,O,O,O,X,X,X,X,X
IZTSJLO,O,O,O,O,O,X,X,X,X,X
IZTSJOL,O,O,O,O,O,X,X,X,X,X
IZTSOLJ,O,O,O,O,O,X,X,X,X,X
IZTSOJL,O,O,O,O,O,X,X,X,X,X
IZTOLJS,O,O,O,O,O,X,X,X,X,X
IZTOLSJ,O,O,X,O,O,X,X,X,X,X
IZTOJLS,O,O,O,O,O,X,X,X,X,X
IZTOJSL,O,O,X,O,O,X,X,X,X,X
IZTOSLJ,O,O,X,O,O,X,X,X,X,X
IZTOSJL,O,O,X,O,O,X,X,X,X,X
IZLTJSO,O,X,O,X,O,X,X,O,X,X
IZLTJOS,O,O,O,X,O,X,X,O,X,X
IZLTSJO,O,X,O,X,O,X,X,X,X,X
IZLTSOJ,O,X,O,X,O,X,X,X,X,X
IZLTOJS,O,O,O,X,O,X,X,O,X,X
IZLTOSJ,O,X,X,X,O,X,X,X,X,X
IZLJTSO,O,X,O,X,X,X,X,O,X,X
IZLJTOS,O,X,O,X,O,X,X,O,X,X
IZLJSTO,O,X,O,X,X,X,X,O,X,X
IZLJSOT,O,X,O,X,O,X,X,O,X,X
IZLJOTS,O,X,O,X,O,X,X,O,X,X
IZLJOST,O,X,O,X,O,X,X,O,X,X
IZLSTJO,O,X,O,X,X,X,X,X,X,X
IZLSTOJ,O,X,O,X,X,X,X,X,X,O
IZLSJTO,O,X,O,X,X,X,X,X,X,O
IZLSJOT,O,X,O,X,O,X,X,X,X,O
IZLSOTJ,O,X,X,X,X,X,X,X,X,O
IZLSOJT,O,X,O,X,O,X,X,X,X,O
IZLOTJS,O,X,X,X,O,X,X,O,X,X
IZLOTSJ,O,X,X,X,O,X,X,X,X,X
IZLOJTS,O,X,O,X,O,X,X,O,X,X
IZLOJST,O,X,O,X,O,X,X,O,X,X
IZLOSTJ,O,X,X,X,X,X,X,X,X,O
IZLOSJT,O,X,X,X,O,X,X,X,X,O
IZJTLSO,O,X,O,O,O,X,X,X,X,X
IZJTLOS,O,O,O,O,O,X,X,X,X,X
IZJTSLO,O,X,O,O,O,O,X,X,X,X
IZJTSOL,O,O,X,O,O,O,X,X,X,X
IZJTOLS,O,O,O,O,O,X,X,X,X,X
IZJTOSL,O,O,X,O,O,O,X,X,X,X
IZJLTSO,O,X,O,O,X,X,X,X,X,X
IZJLTOS,O,X,O,O,O,X,X,X,X,X
IZJLSTO,O,X,O,O,X,X,X,X,X,X
IZJLSOT,O,X,O,O,O,X,X,X,X,X
IZJLOTS,O,X,O,O,O,X,X,X,X,X
IZJLOST,O,X,O,O,O,X,X,X,X,X
IZJSTLO,O,X,O,O,X,O,X,X,X,O
IZJSTOL,X,X,O,O,X,O,X,X,X,O
IZJSLTO,O,X,O,O,X,X,X,X,X,O
IZJSLOT,O,X,O,O,O,X,X,X,X,O
IZJSOTL,O,X,X,O,X,O,X,X,X,O
IZJSOLT,O,X,O,O,O,X,X,X,X,O
IZJOTLS,X,X,X,O,O,X,X,X,X,X
IZJOTSL,X,X,X,O,O,O,X,X,X,X
IZJOLTS,O,X,O,O,O,X,X,X,X,X
IZJOLST,O,X,O,O,O,X,X,X,X,X
IZJOSTL,X,X,X,O,X,O,X,X,X,O
IZJOSLT,X,X,X,O,O,X,X,X,X,O
IZSTLJO,O,O,O,X,X,X,X,X,X,X
IZSTLOJ,O,O,O,X,X,X,X,X,X,O
IZSTJLO,O,O,O,X,X,X,X,X,X,X
IZSTJOL,O,O,O,X,X,X,X,X,X,X
IZSTOLJ,O,O,O,X,X,X,X,X,X,O
IZSTOJL,O,O,O,X,X,X,X,X,X,X
IZSLTJO,O,O,O,X,X,X,X,X,X,X
IZSLTOJ,O,O,O,X,X,X,X,X,X,O
IZSLJTO,O,O,O,O,X,X,X,X,X,O
IZSLJOT,O,O,O,O,O,X,X,X,X,O
IZSLOTJ,O,O,X,O,X,X,X,X,X,O
IZSLOJT,O,O,O,O,O,X,X,X,X,O
IZSJTLO,O,O,O,O,X,O,X,X,X,O
IZSJTOL,O,O,O,X,X,O,X,X,X,O
IZSJLTO,O,O,O,O,X,X,X,X,X,O
IZSJLOT,O,O,O,O,O,X,X,X,X,O
IZSJOTL,O,O,X,O,X,O,X,X,X,O
IZSJOLT,O,O,O,O,O,X,X,X,X,O
IZSOTLJ,O,O,X,O,X,X,X,X,X,O
IZSOTJL,O,O,X,O,X,X,X,X,X,X
IZSOLTJ,O,O,X,O,X,X,X,X,X,O
IZSOLJT,O,O,O,O,O,X,X,X,X,O
IZSOJTL,O,O,X,O,X,O,X,X,X,O
IZSOJLT,O,O,O,O,O,X,X,X,X,O
IZOTLJS,O,O,X,O,O,X,X,X,X,X
IZOTLSJ,O,O,X,O,O,X,X,X,X,X
IZOTJLS,O,O,X,O,O,X,X,X,X,X
IZOTJSL,X,O,X,O,O,X,X,X,X,X
IZOTSLJ,X,O,X,O,O,X,X,X,X,X
IZOTSJL,X,O,X,O,O,X,X,X,X,X
IZOLTJS,O,X,X,O,O,X,X,O,X,X
IZOLTSJ,O,X,X,O,O,X,X,X,X,X
IZOLJTS,O,X,O,O,O,X,X,O,X,X
IZOLJST,O,X,O,O,O,X,X,O,X,X
IZOLSTJ,O,X,X,O,X,X,X,X,X,O
IZOLSJT,O,X,X,O,O,X,X,X,X,O
IZOJTLS,X,X,X,O,O,X,X,X,X,X
IZOJTSL,X,X,X,O,O,O,X,X,X,X
IZOJLTS,O,X,O,O,O,X,X,X,X,X
IZOJLST,O,X,O,O,O,X,X,X,X,X
IZOJSTL,X,X,X,O,X,O,X,X,X,O
IZOJSLT,X,X,X,O,O,X,X,X,X,O
IZOSTLJ,X,O,X,O,X,X,X,X,X,O
IZOSTJL,X,O,X,O,X,X,X,X,X,X
IZOSLTJ,X,O,X,O,X,X,X,X,X,O
IZOSLJT,X,O,X,O,O,X,X,X,X,O
IZOSJTL,X,O,X,O,X,O,X,X,X,O
IZOSJLT,X,O,X,O,O,X,X,X,X,O
IOTLJSZ,X,X,X,X,O,X,X,X,X,X
IOTLJZS,X,O,X,X,O,X,X,X,X,X
IOTLSJZ,X,X,X,X,O,X,X,X,X,X
IOTLSZJ,X,X,O,X,X,X,X,X,X,X
IOTLZJS,X,O,O,X,O,X,X,X,X,X
IOTLZSJ,X,O,X,X,O,X,X,X,X,X
IOTJLSZ,X,X,X,X,O,O,X,X,X,X
IOTJLZS,X,O,X,X,O,X,X,X,X,X
IOTJSLZ,X,O,X,X,O,O,X,X,X,X
IOTJSZL,X,O,X,X,X,O,X,X,X,X
IOTJZLS,X,O,X,X,O,X,X,X,X,X
IOTJZSL,X,O,X,X,O,O,X,X,X,X
IOTSLJZ,X,O,X,X,O,X,X,X,X,X
IOTSLZJ,X,O,O,X,X,X,X,X,X,X
IOTSJLZ,X,O,X,X,O,O,X,X,X,X
IOTSJZL,X,O,X,X,X,O,X,X,X,X
IOTSZLJ,X,O,O,X,X,X,X,X,X,X
IOTSZJL,X,O,O,X,X,X,X,X,X,X
IOTZLJS,X,O,O,X,O,X,X,X,X,X
IOTZLSJ,X,O,X,X,O,X,X,X,X,X
IOTZJLS,X,O,O,X,O,X,X,X,X,X
IOTZJSL,X,O,X,X,O,X,X,X,X,X
IOTZSLJ,X,O,X,X,O,X,X,X,X,X
IOTZSJL,X,O,X,X,O,X,X,X,X,X
IOLTJSZ,X,X,X,X,O,X,X,X,X,X
IOLTJZS,X,X,X,X,O,X,X,X,X,X
IOLTSJZ,X,X,X,X,O,X,X,X,X,X
IOLTSZJ,X,X,O,X,X,X,X,X,X,X
IOLTZJS,X,X,O,X,O,X,X,X,X,X
IOLTZSJ,X,X,X,X,O,X,X,X,X,X
IOLJTSZ,X,X,X,X,O,O,X,X,X,X
IOLJTZS,X,X,X,X,O,X,X,X,X,X
IOLJSTZ,X,X,X,X,X,O,X,X,X,X
IOLJSZT,X,X,X,X,X,X,X,X,O,X
IOLJZTS,X,X,X,X,O,X,X,X,X,X
IOLJZST,X,X,X,X,O,X,X,X,X,X
IOLSTJZ,X,X,X,X,X,X,O,X,X,X
