sequence,v115@9gA8BeA8FeD8FeE8CeH8AeC8Je06IvhFxbBOiBXeBT?hBSoBFsB,v115@9gA8BeA8FeD8FeE8CeH8AeC8Je06IvhFxbBidB+jBT?hB3iBFsB,v115@9gA8BeA8FeD8FeE8CeH8AeC8Je06IvhFxbBXdB6jB2?mBziBFsB,v115@9gA8BeA8FeD8FeE8CeH8AeC8Je06IvhFxbBTeB/mBF?iBCoBOsB,v115@9gA8BeA8FeD8FeE8CeH8AeC8Je06IvhFxbBTeBihBW?oBXiBFsB,v115@9gA8BeA8FeD8FeE8CeH8AeC8Je06IvhFmbBzcBfjB6?jBxmBFsB
SZIJLOT,X,O,O,O,O,O
SZIJOTL,X,O,O,X,X,O
SZIJOLT,X,O,O,X,O,O
SZIOTLJ,O,X,O,O,X,O
SZIOTJL,O,O,X,X,X,O
SZIOLTJ,O,X,O,O,X,O
SZIOLJT,O,X,O,O,X,O
SZIOJTL,X,O,O,X,X,O
SZIOJLT,X,O,O,X,X,O
SZLTIJO,O,X,O,O,O,O
SZLTIOJ,O,X,O,O,X,O
SZLTJIO,O,X,O,O,O,O
SZLTJOI,O,X,O,O,O,X
SZLTOIJ,O,X,O,O,X,X
SZLTOJI,O,X,O,O,X,X
SZLITJO,O,X,O,O,O,O
SZLITOJ,O,X,O,O,X,O
SZLIJTO,O,X,O,O,X,O
SZLIJOT,O,X,O,O,O,O
SZLIOTJ,O,X,O,O,X,O
SZLIOJT,O,X,O,O,X,O
SZLJTIO,O,X,O,O,X,O
SZLJTOI,O,X,X,O,X,X
SZLJITO,O,X,O,O,X,O
SZLJIOT,O,X,O,O,O,O
SZLJOTI,O,X,X,O,O,X
SZLJOIT,O,X,O,O,O,O
SZLOTIJ,O,X,O,O,X,X
SZLOTJI,O,X,O,O,X,X
SZLOITJ,O,X,O,O,X,O
SZLOIJT,O,X,O,O,X,O
SZLOJTI,O,X,O,O,X,X
SZLOJIT,O,X,O,O,X,O
SZJTILO,X,O,O,O,O,O
SZJTIOL,X,O,O,X,O,O
SZJTLIO,X,O,O,O,O,O
SZJTLOI,X,O,X,O,O,X
SZJTOIL,X,O,O,X,O,X
SZJTOLI,X,O,O,X,O,X
SZJITLO,X,O,O,O,X,O
SZJITOL,X,O,O,X,X,O
SZJILTO,X,O,O,O,X,O
SZJILOT,X,O,O,O,O,O
SZJIOTL,X,O,O,X,X,O
SZJIOLT,X,O,O,X,O,O
SZJLTIO,X,O,O,O,X,O
SZJLTOI,X,O,X,O,X,X
SZJLITO,X,O,O,O,X,O
SZJLIOT,X,O,O,O,O,O
SZJLOTI,X,O,O,O,O,X
SZJLOIT,X,O,O,O,O,O
SZJOTIL,X,O,O,X,O,X
SZJOTLI,X,O,O,X,O,X
SZJOITL,X,O,O,X,X,O
SZJOILT,X,O,O,X,O,O
SZJOLTI,X,O,O,X,O,X
SZJOLIT,X,O,O,X,O,O
SZOTILJ,O,X,O,O,X,X
SZOTIJL,O,O,O,X,X,X
SZOTLIJ,O,X,O,O,X,X
SZOTLJI,O,X,O,O,X,X
SZOTJIL,O,O,O,X,X,X
SZOTJLI,O,O,O,X,X,X
SZOITLJ,O,X,O,O,X,O
SZOITJL,O,O,X,X,X,O
SZOILTJ,O,X,O,O,X,O
SZOILJT,O,X,O,O,X,O
SZOIJTL,X,O,O,X,X,O
SZOIJLT,X,O,O,X,X,O
SZOLTIJ,O,X,O,O,X,X
SZOLTJI,O,X,O,O,X,X
SZOLITJ,O,X,O,O,X,O
SZOLIJT,O,X,O,O,X,O
SZOLJTI,O,X,O,O,X,X
SZOLJIT,O,X,O,O,X,O
SZOJTIL,X,O,O,X,X,X
SZOJTLI,X,O,O,X,X,X
SZOJITL,X,O,O,X,X,O
SZOJILT,X,O,O,X,X,O
SZOJLTI,X,O,O,X,X,X
SZOJLIT,X,O,O,X,X,O
SOTILJZ,O,X,O,O,X,X
SOTILZJ,O,X,O,O,X,X
SOTIJLZ,O,O,O,X,X,X
SOTIJZL,O,O,O,X,X,X
SOTIZLJ,O,X,O,O,X,X
SOTIZJL,O,O,O,X,X,X
SOTLIJZ,O,X,O,O,X,X
SOTLIZJ,O,X,O,O,X,X
SOTLJIZ,O,X,O,O,X,X
SOTLJZI,O,X,O,O,X,X
SOTLZIJ,O,X,O,O,X,X
SOTLZJI,O,X,O,O,X,X
SOTJILZ,O,O,O,X,X,X
SOTJIZL,O,O,O,X,X,X
SOTJLIZ,O,O,O,X,X,X
SOTJLZI,O,O,O,X,X,X
SOTJZIL,O,O,O,X,X,X
SOTJZLI,O,O,O,X,X,X
SOTZILJ,O,X,O,O,X,X
SOTZIJL,O,O,O,X,X,X
SOTZLIJ,O,X,O,O,X,X
SOTZLJI,O,X,O,O,X,X
SOTZJIL,O,O,O,X,X,X
SOTZJLI,O,O,O,X,X,X
SOITLJZ,O,X,X,O,X,O
SOITLZJ,O,X,O,O,X,O
SOITJLZ,O,O,X,X,X,O
SOITJZL,O,O,X,X,X,O
SOITZLJ,O,X,O,O,X,O
SOITZJL,O,O,X,X,X,O
SOILTJZ,O,X,X,O,X,O
SOILTZJ,O,X,O,O,X,O
SOILJTZ,O,X,O,O,X,O
SOILJZT,O,X,O,O,X,O
SOILZTJ,O,X,O,O,X,O
SOILZJT,O,X,O,O,X,O
SOIJTLZ,X,O,O,X,X,O
SOIJTZL,X,O,O,X,X,O
SOIJLTZ,X,O,O,X,X,O
SOIJLZT,X,O,O,X,X,O
SOIJZTL,X,O,O,X,X,O
SOIJZLT,X,O,O,X,X,O
SOIZTLJ,O,X,O,O,X,O
SOIZTJL,O,O,X,X,X,O
SOIZLTJ,O,X,O,O,X,O
SOIZLJT,O,X,O,O,X,O
SOIZJTL,X,O,O,X,X,O
SOIZJLT,X,O,O,X,X,O
SOLTIJZ,O,X,O,O,X,X
SOLTIZJ,O,X,O,O,X,X
SOLTJIZ,O,X,O,O,X,X
SOLTJZI,O,X,O,O,X,X
SOLTZIJ,O,X,O,O,X,X
SOLTZJI,O,X,O,O,X,X
SOLITJZ,O,X,X,O,X,O
SOLITZJ,O,X,O,O,X,O
SOLIJTZ,O,X,O,O,X,O
SOLIJZT,O,X,O,O,X,O
SOLIZTJ,O,X,O,O,X,O
SOLIZJT,O,X,O,O,X,O
SOLJTIZ,O,X,O,O,X,X
SOLJTZI,O,X,O,O,X,X
SOLJITZ,O,X,O,O,X,O
SOLJIZT,O,X,O,O,X,O
SOLJZTI,O,X,O,O,X,X
SOLJZIT,O,X,O,O,X,O
SOLZTIJ,O,X,O,O,X,X
SOLZTJI,O,X,O,O,X,X
SOLZITJ,O,X,O,O,X,O
SOLZIJT,O,X,O,O,X,O
SOLZJTI,O,X,O,O,X,X
SOLZJIT,O,X,O,O,X,O
SOJTILZ,X,O,O,X,X,X
SOJTIZL,X,O,O,X,X,X
SOJTLIZ,X,O,O,X,X,X
SOJTLZI,X,O,O,X,X,X
SOJTZIL,X,O,O,X,X,X
SOJTZLI,X,O,O,X,X,X
SOJITLZ,X,O,O,X,X,O
SOJITZL,X,O,O,X,X,O
SOJILTZ,X,O,O,X,X,O
SOJILZT,X,O,O,X,X,O
SOJIZTL,X,O,O,X,X,O
SOJIZLT,X,O,O,X,X,O
SOJLTIZ,X,O,O,X,X,X
SOJLTZI,X,O,O,X,X,X
SOJLITZ,X,O,O,X,X,O
SOJLIZT,X,O,O,X,X,O
SOJLZTI,X,O,O,X,X,X
SOJLZIT,X,O,O,X,X,O
SOJZTIL,X,O,O,X,X,X
SOJZTLI,X,O,O,X,X,X
SOJZITL,X,O,O,X,X,O
SOJZILT,X,O,O,X,X,O
SOJZLTI,X,O,O,X,X,X
SOJZLIT,X,O,O,X,X,O
SOZTILJ,O,X,O,O,X,X
SOZTIJL,O,O,O,X,X,X
SOZTLIJ,O,X,O,O,X,X
SOZTLJI,O,X,O,O,X,X
SOZTJIL,O,O,O,X,X,X
SOZTJLI,O,O,O,X,X,X
SOZITLJ,O,X,O,O,X,O
SOZITJL,O,O,X,X,X,O
SOZILTJ,O,X,O,O,X,O
SOZILJT,O,X,O,O,X,O
SOZIJTL,X,O,O,X,X,O
SOZIJLT,X,O,O,X,X,O
SOZLTIJ,O,X,O,O,X,X
SOZLTJI,O,X,O,O,X,X
SOZLITJ,O,X,O,O,X,O
SOZLIJT,O,X,O,O,X,O
SOZLJTI,O,X,O,O,X,X
SOZLJIT,O,X,O,O,X,O
SOZJTIL,X,O,O,X,X,X
SOZJTLI,X,O,O,X,X,X
SOZJITL,X,O,O,X,X,O
SOZJILT,X,O,O,X,X,O
SOZJLTI,X,O,O,X,X,X
SOZJLIT,X,O,O,X,X,O
ZTILJSO,O,O,O,X,O,O
ZTILJOS,O,O,O,X,O,O
ZTILSJO,O,X,O,O,O,O
ZTILSOJ,O,X,O,O,X,O
ZTILOJS,O,O,O,X,O,O
ZTILOSJ,O,X,O,O,X,O
ZTIJLSO,O,O,O,X,O,O
ZTIJLOS,O,O,O,X,O,O
ZTIJSLO,O,O,O,X,O,O
ZTIJSOL,X,O,O,X,O,O
ZTIJOLS,O,O,O,X,O,O
ZTIJOSL,O,O,O,X,O,O
ZTISLJO,O,X,O,O,O,O
ZTISLOJ,O,X,O,O,X,O
ZTISJLO,O,O,O,O,O,O
ZTISJOL,X,O,O,X,O,O
ZTISOLJ,O,X,O,O,X,O
ZTISOJL,O,O,O,X,X,O
ZTIOLJS,O,O,O,X,O,O
ZTIOLSJ,O,X,O,X,X,O
ZTIOJLS,O,O,O,X,O,O
ZTIOJSL,O,O,O,X,O,O
ZTIOSLJ,O,X,O,X,X,O
ZTIOSJL,O,O,O,X,X,O
ZTLIJSO,O,O,O,X,O,O
ZTLIJOS,O,O,O,X,O,O
ZTLISJO,O,X,O,O,O,O
ZTLISOJ,O,X,O,O,X,O
ZTLIOJS,O,O,O,X,O,O
ZTLIOSJ,O,X,O,O,X,O
ZTLJISO,O,O,O,X,O,O
ZTLJIOS,O,O,O,X,O,O
ZTLJSIO,O,O,O,X,O,O
ZTLJSOI,O,O,O,X,O,X
ZTLJOIS,O,O,O,X,O,X
ZTLJOSI,O,O,O,X,O,X
ZTLSIJO,O,X,O,O,O,O
ZTLSIOJ,O,X,O,O,X,O
ZTLSJIO,O,X,O,O,O,O
ZTLSJOI,O,X,O,O,O,X
ZTLSOIJ,O,X,O,O,X,X
ZTLSOJI,O,X,O,O,X,X
ZTLOIJS,O,O,O,X,O,X
ZTLOISJ,O,X,O,O,X,X
ZTLOJIS,O,O,O,X,O,X
ZTLOJSI,O,O,O,X,O,X
ZTLOSIJ,O,X,O,O,X,X
ZTLOSJI,O,X,O,O,X,X
ZTJILSO,O,O,O,X,O,O
ZTJILOS,O,O,O,X,O,O
ZTJISLO,O,O,O,X,O,O
ZTJISOL,X,O,O,X,O,O
ZTJIOLS,O,O,O,X,O,O
ZTJIOSL,O,O,O,X,O,O
ZTJLISO,O,O,O,X,O,O
ZTJLIOS,O,O,O,X,O,O
ZTJLSIO,O,O,O,X,O,O
ZTJLSOI,O,O,O,X,O,X
ZTJLOIS,O,O,O,X,O,X
ZTJLOSI,O,O,O,X,O,X
ZTJSILO,O,O,O,X,O,O
ZTJSIOL,X,O,O,X,O,O
ZTJSLIO,O,O,O,X,O,O
ZTJSLOI,O,O,O,X,O,X
ZTJSOIL,O,O,O,X,O,X
ZTJSOLI,O,O,O,X,O,X
ZTJOILS,O,O,O,X,O,O
ZTJOISL,O,O,O,X,O,O
ZTJOLIS,O,O,O,X,O,X
ZTJOLSI,O,O,O,X,O,X
ZTJOSIL,O,O,O,X,O,X
ZTJOSLI,O,O,O,X,O,X
ZTSILJO,O,X,O,O,O,O
ZTSILOJ,O,X,O,O,X,O
ZTSIJLO,O,O,O,O,O,O
ZTSIJOL,X,O,O,X,O,O
ZTSIOLJ,O,X,O,O,X,O
ZTSIOJL,O,O,O,X,X,O
ZTSLIJO,O,X,O,O,O,O
ZTSLIOJ,O,X,O,O,X,O
ZTSLJIO,O,X,O,O,O,O
ZTSLJOI,O,X,O,O,O,X
ZTSLOIJ,O,X,O,O,X,X
ZTSLOJI,O,X,O,O,X,X
ZTSJILO,O,O,O,O,O,O
ZTSJIOL,X,O,O,X,O,O
ZTSJLIO,O,O,O,O,O,O
ZTSJLOI,O,O,O,O,O,X
ZTSJOIL,O,O,O,X,O,X
ZTSJOLI,O,O,O,X,O,X
ZTSOILJ,O,X,O,O,X,X
ZTSOIJL,O,O,O,X,X,X
ZTSOLIJ,O,X,O,O,X,X
ZTSOLJI,O,X,O,O,X,X
ZTSOJIL,O,O,O,X,X,X
ZTSOJLI,O,O,O,X,X,X
ZTOILJS,O,O,O,X,O,O
ZTOILSJ,O,X,O,X,X,O
ZTOIJLS,O,O,O,X,O,O
ZTOIJSL,O,O,O,X,O,O
ZTOISLJ,O,X,O,X,X,O
ZTOISJL,O,O,O,X,X,O
ZTOLIJS,O,O,O,X,O,X
ZTOLISJ,O,X,O,X,X,X
ZTOLJIS,O,O,O,X,O,X
ZTOLJSI,O,O,O,X,O,X
ZTOLSIJ,O,X,O,X,X,X
ZTOLSJI,O,X,O,X,X,X
ZTOJILS,O,O,O,X,O,O
ZTOJISL,O,O,O,X,O,O
ZTOJLIS,O,O,O,X,O,X
ZTOJLSI,O,O,O,X,O,X
ZTOJSIL,O,O,O,X,O,X
ZTOJSLI,O,O,O,X,O,X
ZTOSILJ,O,X,O,X,X,X
ZTOSIJL,O,O,O,X,X,X
ZTOSLIJ,O,X,O,X,X,X
ZTOSLJI,O,X,O,X,X,X
ZTOSJIL,O,O,O,X,X,X
ZTOSJLI,O,O,O,X,X,X
ZITLJSO,O,O,O,X,O,O
ZITLJOS,O,O,O,X,O,O
ZITLSJO,O,X,O,O,O,O
ZITLSOJ,O,X,O,O,X,O
ZITLOJS,O,O,O,X,O,O
ZITLOSJ,O,X,O,O,X,O
ZITJLSO,O,O,O,X,O,O
ZITJLOS,O,O,O,X,O,O
ZITJSLO,O,O,O,X,O,O
ZITJSOL,X,O,O,X,O,O
ZITJOLS,O,O,O,X,O,O
ZITJOSL,O,O,O,X,O,O
ZITSLJO,O,X,O,O,O,O
ZITSLOJ,O,X,O,O,X,O
ZITSJLO,O,O,O,O,O,O
ZITSJOL,X,O,O,X,O,O
ZITSOLJ,O,X,O,O,X,O
ZITSOJL,O,O,O,X,X,O
ZITOLJS,O,O,O,X,O,O
ZITOLSJ,O,X,O,X,X,O
ZITOJLS,O,O,O,X,O,O
ZITOJSL,O,O,O,X,O,O
ZITOSLJ,O,X,O,X,X,O
ZITOSJL,O,O,O,X,X,O
ZILTJSO,O,O,O,X,O,X
ZILTJOS,O,O,O,X,O,X
ZILTSJO,O,X,O,O,O,X
ZILTSOJ,O,X,O,O,X,X
ZILTOJS,O,O,O,X,O,X
ZILTOSJ,O,X,O,O,X,X
ZILJTSO,O,O,O,X,O,X
ZILJTOS,O,O,O,X,O,X
ZILJSTO,O,O,O,O,X,O
ZILJSOT,O,O,O,O,O,O
ZILJOTS,X,O,O,X,O,X
ZILJOST,X,O,O,O,O,O
ZILSTJO,O,X,O,O,O,O
ZILSTOJ,O,X,O,O,X,O
ZILSJTO,O,X,O,O,X,O
ZILSJOT,O,X,O,O,O,O
ZILSOTJ,O,X,O,O,X,O
ZILSOJT,O,X,O,O,X,O
ZILOTJS,O,O,O,X,O,X
ZILOTSJ,O,X,O,O,X,X
ZILOJTS,X,O,O,X,O,X
ZILOJST,O,O,O,O,O,O
ZILOSTJ,O,X,O,O,X,O
ZILOSJT,O,X,O,O,X,O
ZIJTLSO,O,O,O,X,O,O
ZIJTLOS,O,O,O,X,O,O
ZIJTSLO,O,O,O,X,O,O
ZIJTSOL,X,O,O,X,O,O
ZIJTOLS,O,O,O,X,O,O
ZIJTOSL,O,O,O,X,O,O
ZIJLTSO,O,O,O,X,O,X
ZIJLTOS,O,O,O,X,O,X
ZIJLSTO,O,O,O,O,X,O
ZIJLSOT,O,O,O,O,O,O
ZIJLOTS,X,O,O,X,O,X
ZIJLOST,X,O,O,O,O,O
ZIJSTLO,X,O,O,O,X,O
ZIJSTOL,X,O,O,X,X,O
ZIJSLTO,X,O,O,O,X,O
ZIJSLOT,X,O,O,O,O,O
ZIJSOTL,X,O,O,X,X,O
ZIJSOLT,X,O,O,X,O,O
ZIJOTLS,O,O,O,X,O,X
ZIJOTSL,O,O,O,X,O,O
ZIJOLTS,X,O,O,X,O,X
ZIJOLST,O,O,O,X,O,O
ZIJOSTL,X,O,O,X,X,O
ZIJOSLT,X,O,O,X,O,O
ZISTLJO,O,X,O,O,O,O
ZISTLOJ,O,X,O,O,X,O
ZISTJLO,O,O,O,O,O,O
ZISTJOL,X,O,O,X,O,O
ZISTOLJ,O,X,O,O,X,O
ZISTOJL,O,O,O,X,X,O
ZISLTJO,O,X,O,O,O,O
ZISLTOJ,O,X,O,O,X,O
ZISLJTO,O,X,O,O,X,O
ZISLJOT,O,X,O,O,O,O
ZISLOTJ,X,X,O,O,X,O
ZISLOJT,O,X,O,O,X,O
ZISJTLO,X,O,O,O,X,O
ZISJTOL,X,O,O,X,X,O
ZISJLTO,X,O,O,O,X,O
ZISJLOT,X,O,O,O,O,O
ZISJOTL,X,O,O,X,X,O
ZISJOLT,X,O,O,X,O,O
ZISOTLJ,O,X,O,O,X,O
ZISOTJL,O,O,X,X,X,O
ZISOLTJ,O,X,O,O,X,O
ZISOLJT,O,X,O,O,X,O
ZISOJTL,X,O,O,X,X,O
ZISOJLT,X,O,O,X,X,O
ZIOTLJS,O,O,O,X,O,X
ZIOTLSJ,O,X,O,X,X,X
ZIOTJLS,O,O,O,X,O,X
ZIOTJSL,O,O,O,X,O,O
ZIOTSLJ,O,X,O,X,X,O
ZIOTSJL,O,O,O,X,X,O
ZIOLTJS,O,O,O,X,O,X
ZIOLTSJ,O,X,O,O,X,X
ZIOLJTS,X,O,O,X,O,X
ZIOLJST,O,O,O,O,O,O
ZIOLSTJ,O,X,O,O,X,O
ZIOLSJT,O,X,O,O,X,O
ZIOJTLS,O,O,O,X,O,X
ZIOJTSL,O,O,O,X,X,O
ZIOJLTS,X,O,O,X,O,X
ZIOJLST,O,O,O,X,O,O
ZIOJSTL,X,O,O,X,X,O
ZIOJSLT,X,O,O,X,O,O
ZIOSTLJ,O,X,O,O,X,O
ZIOSTJL,O,O,X,X,X,O
ZIOSLTJ,O,X,O,O,X,O
ZIOSLJT,O,X,O,O,X,O
ZIOSJTL,X,O,O,X,X,O
ZIOSJLT,X,O,O,X,X,O
ZLTIJSO,O,O,O,X,O,O
ZLTIJOS,O,O,O,X,O,O
ZLTISJO,O,X,O,O,O,O
ZLTISOJ,O,X,O,O,X,O
ZLTIOJS,O,O,O,X,O,O
ZLTIOSJ,O,X,O,O,X,O
ZLTJISO,O,O,O,X,O,O
ZLTJIOS,O,O,O,X,O,O
ZLTJSIO,O,O,O,X,O,O
ZLTJSOI,O,O,O,X,O,X
ZLTJOIS,O,O,O,X,O,X
ZLTJOSI,O,O,O,X,O,X
ZLTSIJO,O,X,O,O,O,O
ZLTSIOJ,O,X,O,O,X,O
ZLTSJIO,O,X,O,O,O,O
ZLTSJOI,O,X,O,O,O,X
ZLTSOIJ,O,X,O,O,X,X
ZLTSOJI,O,X,O,O,X,X
ZLTOIJS,O,O,O,X,O,X
ZLTOISJ,O,X,O,O,X,X
ZLTOJIS,O,O,O,X,O,X
ZLTOJSI,O,O,O,X,O,X
ZLTOSIJ,O,X,O,O,X,X
ZLTOSJI,O,X,O,O,X,X
ZLITJSO,O,O,O,X,O,X
ZLITJOS,O,O,O,X,O,X
ZLITSJO,O,X,O,O,O,X
ZLITSOJ,O,X,O,O,X,X
ZLITOJS,O,O,O,X,O,X
ZLITOSJ,O,X,O,O,X,X
ZLIJTSO,O,O,O,X,O,X
ZLIJTOS,O,O,O,X,O,X
ZLIJSTO,O,O,O,O,X,O
ZLIJSOT,O,O,O,O,O,O
ZLIJOTS,X,O,O,X,O,X
ZLIJOST,X,O,O,O,O,O
ZLISTJO,O,X,O,O,O,O
ZLISTOJ,O,X,O,O,X,O
ZLISJTO,O,X,O,O,X,O
ZLISJOT,O,X,O,O,O,O
ZLISOTJ,O,X,O,O,X,O
ZLISOJT,O,X,O,O,X,O
ZLIOTJS,O,O,O,X,O,X
ZLIOTSJ,O,X,O,O,X,X
ZLIOJTS,X,O,O,X,O,X
ZLIOJST,O,O,O,O,O,O
ZLIOSTJ,O,X,O,O,X,O
ZLIOSJT,O,X,O,O,X,O
ZLJTISO,O,O,O,X,O,O
ZLJTIOS,O,O,O,X,O,O
ZLJTSIO,O,O,O,X,O,O
ZLJTSOI,O,O,O,X,O,X
ZLJTOIS,O,O,O,X,O,X
ZLJTOSI,O,O,O,X,O,X
ZLJITSO,O,O,O,X,O,X
ZLJITOS,O,O,O,X,O,X
ZLJISTO,O,O,O,O,X,O
ZLJISOT,O,O,O,O,O,O
ZLJIOTS,X,O,O,X,O,X
ZLJIOST,X,O,O,O,O,O
ZLJSTIO,O,O,O,O,X,O
ZLJSTOI,O,O,X,O,X,X
ZLJSITO,O,O,O,O,X,O
ZLJSIOT,O,O,O,O,O,O
ZLJSOTI,O,O,O,O,O,X
ZLJSOIT,O,O,O,O,O,O
ZLJOTIS,X,O,O,X,O,X
ZLJOTSI,X,O,O,X,O,X
ZLJOITS,X,O,O,X,O,X
ZLJOIST,O,O,O,O,O,X
ZLJOSTI,O,O,O,O,O,X
ZLJOSIT,O,O,O,O,O,O
ZLSTIJO,O,X,O,O,O,O
ZLSTIOJ,O,X,O,O,X,O
ZLSTJIO,O,X,O,O,O,O
ZLSTJOI,O,X,O,O,O,X
ZLSTOIJ,O,X,O,O,X,X
ZLSTOJI,O,X,O,O,X,X
ZLSITJO,O,X,O,O,O,O
ZLSITOJ,O,X,O,O,X,O
ZLSIJTO,O,X,O,O,X,O
ZLSIJOT,O,X,O,O,O,O
ZLSIOTJ,O,X,O,O,X,O
ZLSIOJT,O,X,O,O,X,O
ZLSJTIO,O,X,O,O,X,O
ZLSJTOI,O,X,X,O,X,X
ZLSJITO,O,X,O,O,X,O
ZLSJIOT,O,X,O,O,O,O
ZLSJOTI,O,X,X,O,O,X
ZLSJOIT,O,X,O,O,O,O
ZLSOTIJ,O,X,O,O,X,X
ZLSOTJI,O,X,O,O,X,X
ZLSOITJ,O,X,O,O,X,O
ZLSOIJT,O,X,O,O,X,O
ZLSOJTI,O,X,O,O,X,X
ZLSOJIT,O,X,O,O,X,O
ZLOTIJS,O,O,O,X,O,X
ZLOTISJ,O,X,O,O,X,X
ZLOTJIS,O,O,O,X,O,X
ZLOTJSI,O,O,O,X,O,X
ZLOTSIJ,O,X,O,O,X,X
ZLOTSJI,O,X,O,O,X,X
ZLOITJS,O,O,O,X,O,X
ZLOITSJ,O,X,O,O,X,X
ZLOIJTS,X,O,O,X,O,X
ZLOIJST,O,O,O,O,O,X
ZLOISTJ,O,X,O,O,X,X
ZLOISJT,O,X,O,O,X,X
ZLOJTIS,X,O,O,X,O,X
ZLOJTSI,X,O,O,X,O,X
ZLOJITS,X,O,O,X,O,X
ZLOJIST,O,O,O,O,O,X
ZLOJSTI,O,O,O,O,O,X
ZLOJSIT,O,O,O,O,O,O
ZLOSTIJ,O,X,O,O,X,X
ZLOSTJI,O,X,O,O,X,X
ZLOSITJ,O,X,O,O,X,O
ZLOSIJT,O,X,O,O,X,O
ZLOSJTI,O,X,O,O,X,X
ZLOSJIT,O,X,O,O,X,O
ZJTILSO,O,O,O,X,O,O
ZJTILOS,O,O,O,X,O,O
ZJTISLO,O,O,O,X,O,O
ZJTISOL,X,O,O,X,O,O
ZJTIOLS,O,O,O,X,O,O
ZJTIOSL,O,O,O,X,O,O
ZJTLISO,O,O,O,X,O,O
ZJTLIOS,O,O,O,X,O,O
ZJTLSIO,O,O,O,X,O,O
ZJTLSOI,O,O,O,X,O,X
ZJTLOIS,O,O,O,X,O,X
ZJTLOSI,O,O,O,X,O,X
ZJTSILO,O,O,O,X,O,O
ZJTSIOL,X,O,O,X,O,O
ZJTSLIO,O,O,O,X,O,O
ZJTSLOI,O,O,O,X,O,X
ZJTSOIL,O,O,O,X,O,X
ZJTSOLI,O,O,O,X,O,X
ZJTOILS,O,O,O,X,O,O
ZJTOISL,O,O,O,X,O,O
ZJTOLIS,O,O,O,X,O,X
ZJTOLSI,O,O,O,X,O,X
ZJTOSIL,O,O,O,X,O,X
ZJTOSLI,O,O,O,X,O,X
ZJITLSO,O,O,O,X,O,O
ZJITLOS,O,O,O,X,O,O
ZJITSLO,O,O,O,X,O,O
ZJITSOL,X,O,O,X,O,O
ZJITOLS,O,O,O,X,O,O
ZJITOSL,O,O,O,X,O,O
ZJILTSO,O,O,O,X,O,X
ZJILTOS,O,O,O,X,O,X
ZJILSTO,O,O,O,O,X,O
ZJILSOT,O,O,O,O,O,O
ZJILOTS,X,O,O,X,O,X
ZJILOST,X,O,O,O,O,O
ZJISTLO,X,O,O,O,X,O
ZJISTOL,X,O,O,X,X,O
ZJISLTO,X,O,O,O,X,O
ZJISLOT,X,O,O,O,O,O
ZJISOTL,X,O,O,X,X,O
ZJISOLT,X,O,O,X,O,O
ZJIOTLS,O,O,O,X,O,X
ZJIOTSL,O,O,O,X,O,O
ZJIOLTS,X,O,O,X,O,X
ZJIOLST,O,O,O,X,O,O
ZJIOSTL,X,O,O,X,X,O
ZJIOSLT,X,O,O,X,O,O
ZJLTISO,O,O,O,X,O,O
ZJLTIOS,O,O,O,X,O,O
ZJLTSIO,O,O,O,X,O,O
ZJLTSOI,O,O,O,X,O,X
ZJLTOIS,O,O,O,X,O,X
ZJLTOSI,O,O,O,X,O,X
ZJLITSO,O,O,O,X,O,X
ZJLITOS,O,O,O,X,O,X
ZJLISTO,O,O,O,O,X,O
ZJLISOT,O,O,O,O,O,O
ZJLIOTS,X,O,O,X,O,X
ZJLIOST,X,O,O,O,O,O
ZJLSTIO,O,O,O,O,X,O
ZJLSTOI,O,O,X,O,X,X
ZJLSITO,O,O,O,O,X,O
ZJLSIOT,O,O,O,O,O,O
ZJLSOTI,O,O,O,O,O,X
ZJLSOIT,O,O,O,O,O,O
ZJLOTIS,X,O,O,X,O,X
ZJLOTSI,X,O,O,X,O,X
ZJLOITS,X,O,O,X,O,X
ZJLOIST,O,O,O,O,O,X
ZJLOSTI,O,O,O,O,O,X
ZJLOSIT,O,O,O,O,O,O
ZJSTILO,X,O,O,O,O,O
ZJSTIOL,X,O,O,X,O,O
ZJSTLIO,X,O,O,O,O,O
ZJSTLOI,X,O,X,O,O,X
ZJSTOIL,X,O,O,X,O,X
ZJSTOLI,X,O,O,X,O,X
ZJSITLO,X,O,O,O,X,O
ZJSITOL,X,O,O,X,X,O
ZJSILTO,X,O,O,O,X,O
ZJSILOT,X,O,O,O,O,O
ZJSIOTL,X,O,O,X,X,O
ZJSIOLT,X,O,O,X,O,O
ZJSLTIO,X,O,O,O,X,O
ZJSLTOI,X,O,X,O,X,X
ZJSLITO,X,O,O,O,X,O
ZJSLIOT,X,O,O,O,O,O
ZJSLOTI,X,O,O,O,O,X
ZJSLOIT,X,O,O,O,O,O
ZJSOTIL,X,O,O,X,O,X
ZJSOTLI,X,O,O,X,O,X
ZJSOITL,X,O,O,X,X,O
ZJSOILT,X,O,O,X,O,O
ZJSOLTI,X,O,O,X,O,X
ZJSOLIT,X,O,O,X,O,O
ZJOTILS,O,O,O,X,O,O
ZJOTISL,O,O,O,X,O,O
ZJOTLIS,O,O,O,X,O,X
ZJOTLSI,O,O,O,X,O,X
ZJOTSIL,O,O,O,X,O,X
ZJOTSLI,O,O,O,X,O,X
ZJOITLS,O,O,O,X,O,X
ZJOITSL,O,O,O,X,O,O
ZJOILTS,X,O,O,X,O,X
