sequence,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeTAJvhFxhB6oBXmBm?nBUqBFsB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeTAJvhFxhBynB+oBX?mBUqBFsB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeeFJvhFChBxiBlmBc?sBToB3qB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JexAJvhFXiB6oBllBz?nBUqBmrB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeiAJvhFzhBGjBUoBR?qBFsB3qB,v115@9gB8HeB8HeA8IeB8BeB8AeC8Je/FJvhFRhBziB+oBi?mBUqBFsB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JezBJvhFfoB6oBRqBF?sBOqB8qB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeTAJvhFxhBVrBasBG?oBXoBUqB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeyFJvhFUiBGjBfsBV?tBRqBTqB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JemAJvhFUiBFjBfsBS?tBRqBTqB
LSZTIJO,O,O,O,X,X,O,O,X,O,O
LSZTIOJ,O,O,X,O,X,X,O,X,O,O
LSZTJIO,O,O,O,X,X,O,X,X,O,O
LSZTJOI,O,O,O,X,X,O,X,X,X,X
LSZTOIJ,O,O,O,O,X,X,O,X,X,O
LSZTOJI,O,O,O,O,X,X,X,X,X,X
LSZITJO,O,O,O,X,X,O,O,X,O,O
LSZITOJ,O,O,X,X,X,X,O,X,O,O
LSZIJTO,O,O,O,X,X,O,X,X,O,O
LSZIJOT,O,O,O,X,X,O,X,X,X,O
LSZIOTJ,O,O,X,X,X,X,X,X,O,O
LSZIOJT,O,O,X,X,X,O,X,X,X,O
LSZJTIO,O,O,O,O,X,O,X,X,X,O
LSZJTOI,O,O,O,O,X,O,X,X,X,X
LSZJITO,O,O,O,O,X,O,X,X,X,O
LSZJIOT,O,O,O,O,X,O,X,X,X,O
LSZJOTI,O,O,O,O,X,O,X,X,X,X
LSZJOIT,O,O,O,O,X,O,X,X,X,X
LSZOTIJ,O,O,O,O,X,X,X,X,X,O
LSZOTJI,O,O,O,O,X,X,X,X,X,X
LSZOITJ,O,O,O,O,X,X,X,X,X,O
LSZOIJT,O,O,O,O,X,O,X,X,X,O
LSZOJTI,O,O,O,O,X,O,X,X,X,X
LSZOJIT,O,O,O,O,X,O,X,X,X,X
LSOTIJZ,O,O,X,O,X,X,O,X,X,O
LSOTIZJ,O,X,X,O,X,X,O,X,X,O
LSOTJIZ,O,O,O,O,X,X,O,X,X,X
LSOTJZI,O,O,O,O,X,X,X,X,X,X
LSOTZIJ,O,X,X,O,X,X,O,X,X,O
LSOTZJI,O,X,X,O,X,X,X,X,X,X
LSOITJZ,O,O,X,O,X,X,O,X,X,O
LSOITZJ,O,X,X,O,X,X,O,X,X,O
LSOIJTZ,O,O,O,O,X,X,X,X,X,O
LSOIJZT,O,O,O,O,X,X,X,X,X,O
LSOIZTJ,O,X,O,O,X,X,X,X,X,O
LSOIZJT,O,X,O,O,X,X,X,X,X,O
LSOJTIZ,O,O,O,O,X,X,X,X,X,X
LSOJTZI,O,O,O,O,X,X,X,X,X,X
LSOJITZ,O,O,O,O,X,X,X,X,X,X
LSOJIZT,O,O,O,O,X,X,X,X,X,X
LSOJZTI,O,O,O,O,X,X,X,X,X,X
LSOJZIT,O,O,O,O,X,X,X,X,X,X
LSOZTIJ,O,X,O,O,X,X,X,X,X,O
LSOZTJI,O,X,O,O,X,X,X,X,X,X
LSOZITJ,O,X,O,O,X,X,X,X,X,O
LSOZIJT,O,X,O,O,X,X,X,X,X,O
LSOZJTI,O,X,O,O,X,X,X,X,X,X
LSOZJIT,O,X,O,O,X,X,X,X,X,X
LZTIJSO,O,X,O,X,O,O,X,O,X,O
LZTIJOS,O,X,O,O,O,O,X,O,X,X
LZTISJO,O,X,O,X,O,O,X,O,X,O
LZTISOJ,O,X,X,O,O,O,X,O,X,O
LZTIOJS,O,X,X,O,O,X,X,O,X,X
LZTIOSJ,X,X,X,O,O,X,X,O,X,X
LZTJISO,O,O,O,O,O,O,X,O,X,X
LZTJIOS,O,O,O,O,O,O,X,O,X,X
LZTJSIO,O,O,O,O,X,O,X,O,X,X
LZTJSOI,O,O,O,O,X,O,X,O,X,X
LZTJOIS,O,O,O,O,O,O,X,O,X,X
LZTJOSI,O,O,O,O,X,O,X,O,X,X
LZTSIJO,O,O,O,X,X,O,X,O,X,O
LZTSIOJ,O,O,X,O,X,O,X,O,X,O
LZTSJIO,O,O,O,X,X,O,X,O,X,O
LZTSJOI,O,O,O,X,X,O,X,O,X,X
LZTSOIJ,O,O,O,O,X,O,X,O,X,O
LZTSOJI,O,O,O,O,X,O,X,O,X,X
LZTOIJS,O,X,O,O,O,X,X,O,X,X
LZTOISJ,X,X,O,O,O,X,X,O,X,X
LZTOJIS,O,O,O,O,O,O,X,O,X,X
LZTOJSI,O,O,O,O,X,O,X,O,X,X
LZTOSIJ,O,X,O,O,X,O,X,O,X,X
LZTOSJI,O,X,O,O,X,O,X,O,X,X
LZITJSO,O,X,O,X,O,X,X,O,X,O
LZITJOS,O,X,O,O,O,X,X,O,X,X
LZITSJO,O,X,O,X,O,X,X,O,X,O
LZITSOJ,O,X,X,O,O,X,X,O,X,O
LZITOJS,O,X,X,O,O,X,X,O,X,X
LZITOSJ,X,X,X,O,O,X,X,O,X,X
LZIJTSO,O,X,O,O,O,X,X,O,X,O
LZIJTOS,O,X,O,O,O,X,X,O,X,X
LZIJSTO,O,X,X,O,O,O,X,X,X,O
LZIJSOT,O,X,X,O,X,O,X,X,X,O
LZIJOTS,O,X,X,X,O,X,X,X,X,X
LZIJOST,O,X,X,X,X,O,X,X,X,X
LZISTJO,O,X,O,X,O,O,O,X,X,O
LZISTOJ,O,X,X,X,O,X,O,X,X,O
LZISJTO,O,X,O,X,O,O,X,X,X,O
LZISJOT,O,X,O,X,X,O,X,X,X,O
LZISOTJ,O,X,X,X,X,X,X,X,X,O
LZISOJT,O,X,X,X,X,O,X,X,X,O
LZIOTJS,O,X,X,O,O,X,X,X,X,X
LZIOTSJ,X,X,X,O,O,X,X,X,X,X
LZIOJTS,O,X,X,O,O,X,X,X,X,X
LZIOJST,O,X,X,O,X,X,X,X,X,X
LZIOSTJ,O,X,X,O,X,X,X,X,X,X
LZIOSJT,O,X,X,O,X,X,X,X,X,X
LZJTISO,O,O,O,O,O,O,X,O,X,X
LZJTIOS,O,O,O,O,O,O,X,O,X,X
LZJTSIO,O,O,O,O,X,O,X,O,X,X
LZJTSOI,O,O,O,O,X,O,X,O,X,X
LZJTOIS,O,O,O,O,O,O,X,O,X,X
LZJTOSI,O,O,O,O,X,O,X,O,X,X
LZJITSO,O,O,O,O,O,X,X,O,X,X
LZJITOS,O,O,O,O,O,X,X,O,X,X
LZJISTO,O,O,X,O,O,O,X,X,X,X
LZJISOT,O,O,X,O,X,O,X,X,X,X
LZJIOTS,O,O,X,X,O,X,X,X,X,X
LZJIOST,O,O,X,X,X,O,X,X,X,X
LZJSTIO,O,O,X,O,X,O,X,X,X,X
LZJSTOI,O,O,X,O,X,O,X,X,X,X
LZJSITO,O,O,X,O,X,O,X,X,X,X
LZJSIOT,O,O,X,O,X,O,X,X,X,X
LZJSOTI,O,O,X,O,X,O,X,X,X,X
LZJSOIT,O,O,X,O,X,O,X,X,X,X
LZJOTIS,O,O,O,O,X,O,X,O,X,X
LZJOTSI,O,O,O,O,X,O,X,O,X,X
LZJOITS,O,O,O,O,X,X,X,X,X,X
LZJOIST,O,O,X,O,X,O,X,X,X,X
LZJOSTI,O,O,X,O,X,O,X,X,X,X
LZJOSIT,O,O,X,O,X,O,X,X,X,X
LZSTIJO,O,O,O,X,X,O,O,X,X,O
LZSTIOJ,O,O,X,O,X,O,O,X,X,O
LZSTJIO,O,O,O,X,X,O,X,X,X,O
LZSTJOI,O,O,O,X,X,O,X,X,X,X
LZSTOIJ,O,O,O,O,X,O,O,X,X,O
LZSTOJI,O,O,O,O,X,O,X,X,X,X
LZSITJO,O,O,O,X,X,O,O,X,X,O
LZSITOJ,O,O,X,X,X,O,O,X,X,O
LZSIJTO,O,O,O,X,X,O,X,X,X,O
LZSIJOT,O,O,O,X,X,O,X,X,X,O
LZSIOTJ,O,O,X,X,X,X,X,X,X,O
LZSIOJT,O,O,X,X,X,O,X,X,X,O
LZSJTIO,O,O,O,O,X,O,X,X,X,O
LZSJTOI,O,O,O,O,X,O,X,X,X,X
LZSJITO,O,O,O,O,X,O,X,X,X,O
LZSJIOT,O,O,O,O,X,O,X,X,X,O
LZSJOTI,O,O,O,O,X,O,X,X,X,X
LZSJOIT,O,O,O,O,X,O,X,X,X,X
LZSOTIJ,O,O,O,O,X,X,X,X,X,O
LZSOTJI,O,O,O,O,X,X,X,X,X,X
LZSOITJ,O,O,O,O,X,X,X,X,X,O
LZSOIJT,O,O,O,O,X,O,X,X,X,O
LZSOJTI,O,O,O,O,X,O,X,X,X,X
LZSOJIT,O,O,O,O,X,O,X,X,X,X
LZOTIJS,O,X,O,O,X,X,X,O,X,X
LZOTISJ,X,X,O,O,X,X,X,O,X,X
LZOTJIS,O,O,O,O,X,X,X,O,X,X
LZOTJSI,O,O,O,O,X,X,X,O,X,X
LZOTSIJ,O,X,O,O,X,X,X,O,X,X
LZOTSJI,O,X,O,O,X,X,X,O,X,X
LZOITJS,O,X,O,O,X,X,X,X,X,X
LZOITSJ,X,X,O,O,X,X,X,X,X,X
LZOIJTS,O,X,O,O,X,X,X,X,X,X
LZOIJST,O,X,X,O,X,X,X,X,X,X
LZOISTJ,O,X,O,O,X,X,X,X,X,X
LZOISJT,O,X,O,O,X,X,X,X,X,X
LZOJTIS,O,O,O,O,X,X,X,O,X,X
LZOJTSI,O,O,O,O,X,O,X,O,X,X
LZOJITS,O,O,O,O,X,X,X,X,X,X
LZOJIST,O,O,X,O,X,O,X,X,X,X
LZOJSTI,O,O,X,O,X,O,X,X,X,X
LZOJSIT,O,O,X,O,X,O,X,X,X,X
LZOSTIJ,O,O,O,O,X,X,X,X,X,X
LZOSTJI,O,O,O,O,X,X,X,X,X,X
LZOSITJ,O,O,O,O,X,X,X,X,X,X
LZOSIJT,O,O,O,O,X,O,X,X,X,X
LZOSJTI,O,O,O,O,X,O,X,X,X,X
LZOSJIT,O,O,O,O,X,O,X,X,X,X
LOTIJSZ,X,X,X,X,X,X,X,O,X,O
LOTIJZS,X,X,X,X,X,X,X,O,X,X
LOTISJZ,X,X,X,X,X,X,X,O,X,O
LOTISZJ,X,X,X,X,X,X,X,X,X,O
LOTIZJS,X,X,X,X,X,X,X,O,X,X
LOTIZSJ,X,X,X,X,X,X,X,O,X,X
LOTJISZ,O,X,X,O,X,X,X,O,X,X
LOTJIZS,O,X,O,O,X,X,X,O,X,X
LOTJSIZ,O,X,X,O,X,X,X,O,X,X
LOTJSZI,O,X,O,O,X,X,X,O,X,X
LOTJZIS,O,X,O,O,X,X,X,O,X,X
LOTJZSI,O,X,O,O,X,X,X,O,X,X
LOTSIJZ,O,X,X,O,X,X,X,O,X,O
LOTSIZJ,O,X,X,O,X,X,X,X,X,O
LOTSJIZ,O,X,O,O,X,X,X,O,X,X
LOTSJZI,X,X,O,O,X,X,X,O,X,X
LOTSZIJ,O,X,X,O,X,X,X,X,X,O
LOTSZJI,O,X,X,O,X,X,X,X,X,X
LOTZIJS,O,X,X,O,X,X,X,O,X,X
LOTZISJ,X,X,X,O,X,X,X,O,X,X
LOTZJIS,O,X,X,O,X,X,X,O,X,X
LOTZJSI,O,X,X,O,X,X,X,O,X,X
LOTZSIJ,O,X,X,O,X,X,X,O,X,X
LOTZSJI,O,X,X,O,X,X,X,O,X,X
LOITJSZ,X,X,X,X,X,X,X,O,X,O
LOITJZS,X,X,X,X,X,X,X,O,X,X
LOITSJZ,X,X,X,X,X,X,X,O,X,O
LOITSZJ,X,X,X,X,X,X,X,X,X,O
LOITZJS,X,X,X,X,X,X,X,O,X,X
LOITZSJ,X,X,X,X,X,X,X,O,X,X
LOIJTSZ,X,X,X,O,X,X,X,O,X,O
LOIJTZS,X,X,X,O,X,X,X,O,X,X
LOIJSTZ,X,X,X,O,X,X,X,X,X,O
LOIJSZT,X,X,X,O,X,X,X,X,X,O
LOIJZTS,X,X,O,O,X,X,X,X,X,X
LOIJZST,X,X,X,O,X,X,X,X,X,X
LOISTJZ,X,X,X,O,X,X,O,X,X,O
LOISTZJ,X,X,X,O,X,X,O,X,X,O
LOISJTZ,X,X,O,O,X,X,X,X,X,O
LOISJZT,X,X,O,O,X,X,X,X,X,O
LOISZTJ,X,X,O,O,X,X,X,X,X,O
LOISZJT,X,X,O,O,X,X,X,X,X,O
LOIZTJS,X,X,O,O,X,X,X,X,X,X
LOIZTSJ,X,X,O,O,X,X,X,X,X,X
LOIZJTS,X,X,O,O,X,X,X,X,X,X
LOIZJST,X,X,X,O,X,X,X,X,X,X
LOIZSTJ,X,X,O,O,X,X,X,X,X,X
LOIZSJT,X,X,O,O,X,X,X,X,X,X
LOJTISZ,X,X,X,O,X,X,X,O,X,X
LOJTIZS,X,X,O,O,X,X,X,O,X,X
LOJTSIZ,X,X,X,O,X,X,X,O,X,X
LOJTSZI,X,X,O,O,X,X,X,O,X,X
LOJTZIS,X,X,O,O,X,X,X,O,X,X
LOJTZSI,X,X,O,O,X,O,X,O,X,X
LOJITSZ,X,X,X,O,X,X,X,O,X,X
LOJITZS,X,X,X,O,X,X,X,O,X,X
LOJISTZ,O,X,X,O,X,X,X,X,X,X
LOJISZT,O,X,X,O,X,X,X,X,X,X
LOJIZTS,O,X,O,O,X,X,X,X,X,X
LOJIZST,O,X,X,O,X,O,X,X,X,X
LOJSTIZ,O,X,X,O,X,X,X,X,X,X
LOJSTZI,O,X,X,O,X,X,X,X,X,X
LOJSITZ,O,X,X,O,X,X,X,X,X,X
LOJSIZT,O,X,X,O,X,X,X,X,X,X
LOJSZTI,O,X,X,O,X,O,X,X,X,X
LOJSZIT,O,X,X,O,X,O,X,X,X,X
LOJZTIS,O,X,O,O,X,X,X,X,X,X
LOJZTSI,O,X,O,O,X,O,X,X,X,X
LOJZITS,O,X,O,O,X,X,X,X,X,X
LOJZIST,O,X,X,O,X,O,X,X,X,X
LOJZSTI,O,X,X,O,X,O,X,X,X,X
LOJZSIT,O,X,X,O,X,O,X,X,X,X
LOSTIJZ,O,X,X,O,X,X,O,X,X,O
LOSTIZJ,O,X,X,O,X,X,O,X,X,O
LOSTJIZ,O,X,O,O,X,X,O,X,X,X
LOSTJZI,O,X,O,O,X,X,X,X,X,X
LOSTZIJ,O,X,X,O,X,X,O,X,X,O
LOSTZJI,O,X,X,O,X,X,X,X,X,X
LOSITJZ,O,X,X,O,X,X,O,X,X,O
LOSITZJ,O,X,X,O,X,X,O,X,X,O
LOSIJTZ,O,X,O,O,X,X,X,X,X,O
LOSIJZT,O,X,O,O,X,X,X,X,X,O
LOSIZTJ,O,X,O,O,X,X,X,X,X,O
LOSIZJT,O,X,O,O,X,X,X,X,X,O
LOSJTIZ,O,X,O,O,X,X,X,X,X,X
LOSJTZI,O,X,O,O,X,X,X,X,X,X
LOSJITZ,O,X,O,O,X,X,X,X,X,X
LOSJIZT,O,X,O,O,X,X,X,X,X,X
LOSJZTI,O,X,O,O,X,X,X,X,X,X
LOSJZIT,O,X,O,O,X,X,X,X,X,X
LOSZTIJ,O,X,O,O,X,X,X,X,X,O
LOSZTJI,O,X,O,O,X,X,X,X,X,X
LOSZITJ,O,X,O,O,X,X,X,X,X,O
LOSZIJT,O,X,O,O,X,X,X,X,X,O
LOSZJTI,O,X,O,O,X,X,X,X,X,X
LOSZJIT,O,X,O,O,X,X,X,X,X,X
LOZTIJS,O,X,O,O,X,X,X,X,X,X
LOZTISJ,X,X,O,O,X,X,X,X,X,X
LOZTJIS,O,X,O,O,X,X,X,X,X,X
LOZTJSI,O,X,O,O,X,X,X,X,X,X
LOZTSIJ,O,X,O,O,X,X,X,X,X,X
LOZTSJI,O,X,O,O,X,X,X,X,X,X
LOZITJS,O,X,O,O,X,X,X,X,X,X
LOZITSJ,X,X,O,O,X,X,X,X,X,X
LOZIJTS,O,X,O,O,X,X,X,X,X,X
LOZIJST,O,X,X,O,X,X,X,X,X,X
LOZISTJ,O,X,O,O,X,X,X,X,X,X
LOZISJT,O,X,O,O,X,X,X,X,X,X
LOZJTIS,O,X,O,O,X,X,X,X,X,X
LOZJTSI,O,X,O,O,X,O,X,X,X,X
LOZJITS,O,X,O,O,X,X,X,X,X,X
LOZJIST,O,X,X,O,X,O,X,X,X,X
LOZJSTI,O,X,X,O,X,O,X,X,X,X
LOZJSIT,O,X,X,O,X,O,X,X,X,X
LOZSTIJ,O,X,O,O,X,X,X,X,X,X
LOZSTJI,O,X,O,O,X,X,X,X,X,X
LOZSITJ,O,X,O,O,X,X,X,X,X,X
LOZSIJT,O,X,O,O,X,O,X,X,X,X
LOZSJTI,O,X,O,O,X,O,X,X,X,X
LOZSJIT,O,X,O,O,X,O,X,X,X,X
JTILSZO,O,O,X,O,X,X,X,O,O,X
JTILSOZ,O,O,X,O,X,X,X,O,O,X
JTILZSO,O,O,O,O,O,O,X,O,O,X
JTILZOS,O,O,O,X,O,O,X,O,X,X
JTILOSZ,O,O,X,O,X,X,X,O,O,X
JTILOZS,O,O,O,O,O,O,X,O,X,X
JTISLZO,O,O,X,O,X,X,O,X,O,X
JTISLOZ,O,O,X,O,X,X,O,X,O,X
JTISZLO,O,O,X,O,X,X,X,X,O,X
JTISZOL,O,O,X,O,X,X,X,X,O,X
JTISOLZ,O,O,X,O,X,X,O,X,O,X
JTISOZL,O,O,X,O,X,X,X,X,O,X
JTIZLSO,O,O,X,O,O,O,X,O,O,X
JTIZLOS,O,O,X,X,O,O,X,O,X,X
JTIZSLO,O,O,X,O,O,O,X,X,O,X
JTIZSOL,O,O,X,O,O,O,X,X,O,X
JTIZOLS,O,O,X,O,O,O,X,O,X,X
JTIZOSL,O,X,X,O,O,O,X,X,X,X
JTIOLSZ,O,X,X,O,X,X,X,O,O,X
JTIOLZS,O,X,O,O,O,O,X,O,X,X
JTIOSLZ,O,X,X,O,X,X,O,X,O,X
JTIOSZL,O,X,X,O,X,X,X,X,O,X
JTIOZLS,O,X,X,O,O,O,X,X,X,X
JTIOZSL,O,X,X,O,O,O,X,X,X,X
JTLISZO,O,O,X,O,X,X,X,O,O,X
JTLISOZ,O,O,X,O,X,X,X,O,O,X
JTLIZSO,O,O,O,O,X,O,X,O,O,X
JTLIZOS,O,O,O,X,X,O,X,O,X,X
JTLIOSZ,O,O,X,O,X,X,X,O,O,X
JTLIOZS,O,O,O,O,X,O,X,O,X,X
JTLSIZO,O,O,X,O,X,X,X,O,O,X
JTLSIOZ,O,O,X,O,X,X,X,O,O,X
JTLSZIO,O,O,O,O,X,O,X,O,O,X
JTLSZOI,O,O,O,O,X,O,X,O,X,X
JTLSOIZ,O,O,X,O,X,X,X,O,X,X
JTLSOZI,O,O,O,O,X,O,X,O,X,X
JTLZISO,O,O,O,O,X,O,X,O,X,X
JTLZIOS,O,O,O,O,X,O,X,O,X,X
JTLZSIO,O,O,O,O,X,O,X,O,X,X
JTLZSOI,O,O,O,O,X,O,X,O,X,X
JTLZOIS,O,O,O,O,X,O,X,O,X,X
JTLZOSI,O,O,O,O,X,O,X,O,X,X
JTLOISZ,O,O,X,O,X,X,X,O,X,X
JTLOIZS,O,O,O,O,X,O,X,O,X,X
JTLOSIZ,O,O,X,O,X,X,X,O,X,X
JTLOSZI,O,O,O,O,X,O,X,O,X,X
JTLOZIS,O,O,O,O,X,O,X,O,X,X
JTLOZSI,O,O,O,O,X,O,X,O,X,X
JTSILZO,O,O,O,O,X,X,O,X,O,X
JTSILOZ,O,O,O,O,X,X,O,X,O,X
JTSIZLO,O,O,X,O,X,X,X,X,O,X
JTSIZOL,O,O,X,O,X,X,X,X,O,X
JTSIOLZ,O,O,O,O,X,X,O,X,O,X
JTSIOZL,O,O,X,O,X,X,X,X,O,X
JTSLIZO,O,O,O,O,X,X,O,O,O,X
JTSLIOZ,O,O,O,O,X,X,O,O,O,X
JTSLZIO,O,O,O,O,X,O,X,O,O,X
JTSLZOI,O,O,O,O,X,O,X,O,X,X
JTSLOIZ,O,O,O,O,X,X,O,O,X,X
JTSLOZI,O,O,O,O,X,O,X,O,X,X
JTSZILO,O,O,X,O,X,O,X,X,O,X
JTSZIOL,O,O,X,O,X,O,X,X,O,X
JTSZLIO,O,O,O,O,X,O,X,O,O,X
JTSZLOI,O,O,O,O,X,O,X,O,X,X
JTSZOIL,O,O,X,O,X,O,X,X,O,X
JTSZOLI,O,O,O,O,X,O,X,O,X,X
JTSOILZ,O,O,O,O,X,X,O,X,O,X
JTSOIZL,O,O,X,O,X,X,X,X,O,X
JTSOLIZ,O,O,O,O,X,X,O,O,X,X
JTSOLZI,O,O,O,O,X,O,X,O,X,X
JTSOZIL,O,O,X,O,X,O,X,X,O,X
JTSOZLI,O,O,O,O,X,O,X,X,X,X
JTZILSO,O,O,O,O,O,O,X,O,O,X
JTZILOS,O,O,O,O,O,O,X,O,X,X
JTZISLO,O,O,O,O,O,O,X,X,O,X
JTZISOL,O,O,X,O,O,O,X,X,O,X
JTZIOLS,O,O,O,O,O,O,X,O,X,X
JTZIOSL,O,X,O,O,O,O,X,X,X,X
JTZLISO,O,O,O,O,O,O,X,O,X,X
JTZLIOS,O,O,O,O,O,O,X,O,X,X
JTZLSIO,O,O,O,O,X,O,X,O,X,X
JTZLSOI,O,O,O,O,X,O,X,O,X,X
JTZLOIS,O,O,O,O,O,O,X,O,X,X
JTZLOSI,O,O,O,O,X,O,X,O,X,X
JTZSILO,O,O,O,O,O,O,X,X,O,X
JTZSIOL,O,O,X,O,O,O,X,X,O,X
JTZSLIO,O,O,O,O,X,O,X,O,O,X
JTZSLOI,O,O,O,O,X,O,X,O,X,X
JTZSOIL,O,O,O,O,O,O,X,X,O,X
JTZSOLI,O,O,O,O,X,O,X,O,X,X
JTZOILS,O,O,O,O,O,O,X,O,X,X
JTZOISL,O,X,O,O,O,O,X,X,X,X
JTZOLIS,O,O,O,O,O,O,X,O,X,X
JTZOLSI,O,O,O,O,X,O,X,O,X,X
JTZOSIL,O,O,O,O,O,O,X,X,X,X
JTZOSLI,O,O,O,O,X,O,X,O,X,X
JTOILSZ,O,X,X,O,X,X,X,O,O,X
JTOILZS,O,X,O,O,O,O,X,O,X,X
JTOISLZ,O,X,X,O,X,X,O,X,O,X
JTOISZL,O,X,X,O,X,X,X,X,O,X
JTOIZLS,O,X,O,O,O,O,X,X,X,X
JTOIZSL,O,X,O,O,O,O,X,X,X,X
JTOLISZ,O,O,X,O,X,X,X,O,X,X
JTOLIZS,O,O,O,O,X,O,X,O,X,X
JTOLSIZ,O,O,X,O,X,X,X,O,X,X
JTOLSZI,O,O,O,O,X,O,X,O,X,X
JTOLZIS,O,O,O,O,X,O,X,O,X,X
JTOLZSI,O,O,O,O,X,O,X,O,X,X
JTOSILZ,O,O,O,O,X,X,O,X,O,X
JTOSIZL,O,O,X,O,X,X,X,X,O,X
JTOSLIZ,O,O,O,O,X,X,O,O,X,X
JTOSLZI,O,O,O,O,X,O,X,O,X,X
JTOSZIL,O,O,X,O,X,O,X,X,O,X
JTOSZLI,O,O,O,O,X,O,X,X,X,X
JTOZILS,O,O,O,O,O,O,X,O,X,X
JTOZISL,O,X,O,O,O,O,X,X,X,X
JTOZLIS,O,O,O,O,O,O,X,O,X,X
JTOZLSI,O,O,O,O,X,O,X,O,X,X
JTOZSIL,O,O,O,O,O,O,X,X,X,X
JTOZSLI,O,O,O,O,X,O,X,O,X,X
JITLSZO,O,O,X,O,X,X,X,O,O,O
JITLSOZ,O,O,X,O,X,X,X,O,O,O
JITLZSO,O,O,O,O,O,O,X,O,O,O
JITLZOS,O,O,O,X,O,O,X,O,X,X
JITLOSZ,X,O,X,O,X,X,X,O,O,O
JITLOZS,X,O,O,O,O,O,X,O,X,X
JITSLZO,O,O,X,O,X,X,O,X,O,O
JITSLOZ,O,O,X,O,X,X,O,X,O,O
JITSZLO,O,O,X,O,X,X,X,X,O,O
JITSZOL,O,O,X,O,X,X,X,X,O,O
JITSOLZ,O,O,X,O,X,X,O,X,O,X
JITSOZL,X,O,X,O,X,X,X,X,O,X
JITZLSO,O,O,X,O,O,O,X,O,O,X
JITZLOS,O,O,X,X,O,O,X,O,X,X
JITZSLO,O,O,X,O,O,O,X,X,O,X
JITZSOL,O,O,X,O,O,O,X,X,O,X
JITZOLS,O,O,X,O,O,O,X,O,X,X
JITZOSL,X,X,X,O,O,O,X,X,X,X
JITOLSZ,X,X,X,O,X,X,X,O,O,X
JITOLZS,X,X,O,O,O,O,X,O,X,X
JITOSLZ,X,X,X,O,X,X,O,X,O,X
JITOSZL,X,X,X,O,X,X,X,X,O,X
JITOZLS,X,X,X,O,O,O,X,X,X,X
JITOZSL,X,X,X,O,O,O,X,X,X,X
JILTSZO,O,O,X,O,X,X,X,O,O,O
JILTSOZ,O,O,X,O,X,X,X,O,O,O
JILTZSO,O,O,X,O,O,X,X,O,O,O
JILTZOS,O,O,X,X,O,X,X,O,X,X
JILTOSZ,X,X,X,O,X,X,X,O,O,O
JILTOZS,X,X,X,X,O,X,X,O,X,X
JILSTZO,O,O,X,O,X,X,O,O,O,O
JILSTOZ,O,O,X,O,X,X,O,O,O,O
JILSZTO,O,O,X,O,X,X,X,X,O,O
JILSZOT,O,O,X,O,X,X,X,X,X,O
JILSOTZ,O,O,X,O,X,X,X,X,X,O
JILSOZT,O,O,X,O,X,X,X,X,X,O
JILZTSO,O,O,X,O,O,X,X,O,X,O
JILZTOS,O,O,X,O,O,X,X,O,X,X
JILZSTO,O,O,X,O,O,O,X,X,X,O
JILZSOT,O,O,X,O,X,O,X,X,X,O
JILZOTS,O,O,X,X,O,X,X,X,X,X
JILZOST,O,O,X,X,X,O,X,X,X,X
JILOTSZ,X,X,X,X,X,X,X,O,X,O
JILOTZS,X,X,X,X,X,X,X,O,X,X
JILOSTZ,O,O,X,X,X,X,X,X,X,O
JILOSZT,O,O,X,X,X,X,X,X,X,O
JILOZTS,O,O,X,X,X,X,X,X,X,X
JILOZST,O,O,X,X,X,O,X,X,X,X
JISTLZO,O,O,X,O,X,X,O,X,O,O
JISTLOZ,O,O,X,O,X,X,O,X,O,O
JISTZLO,O,O,X,O,X,X,X,X,O,O
JISTZOL,O,O,X,O,X,X,X,X,O,O
JISTOLZ,O,O,X,O,X,X,O,X,O,X
JISTOZL,X,O,X,O,X,X,X,X,O,X
JISLTZO,O,O,X,O,X,X,O,O,O,O
JISLTOZ,O,O,X,O,X,X,O,O,O,O
JISLZTO,O,O,X,O,X,X,X,X,O,O
JISLZOT,O,O,X,O,X,X,X,X,X,O
JISLOTZ,O,O,X,O,X,X,X,X,X,O
JISLOZT,O,O,X,O,X,X,X,X,X,O
JISZTLO,O,O,X,O,X,X,X,X,O,O
JISZTOL,O,O,X,O,X,X,X,X,O,O
JISZLTO,O,O,X,O,X,X,X,X,O,O
JISZLOT,O,O,X,O,X,X,X,X,X,O
JISZOTL,O,O,X,O,X,X,X,X,X,O
JISZOLT,O,O,X,O,X,X,X,X,X,O
JISOTLZ,O,O,X,O,X,X,X,X,X,X
JISOTZL,X,O,X,O,X,X,X,X,X,X
JISOLTZ,O,O,X,O,X,X,X,X,X,O
JISOLZT,O,O,X,O,X,X,X,X,X,O
JISOZTL,O,O,X,O,X,X,X,X,X,O
JISOZLT,O,O,X,O,X,X,X,X,X,O
JIZTLSO,O,O,O,O,O,O,X,O,X,X
JIZTLOS,O,O,O,O,O,O,X,O,X,X
