sequence,v115@GhA8HeB8HeB8BeC8AeD8Jex/IvhF8lBzhBunBikB3p?BlrB,v115@GhA8HeB8HeB8BeC8AeD8JeZEJvhFzfBfmBlhBunB8r?BCqB,v115@GhA8HeB8HeB8BeC8AeD8Jei/IvhFRhBunBFlBXmB8r?BTpB,v115@GhA8HeB8HeB8BeC8AeD8Jex/IvhF0hBliB2pBzlBCs?B3pB,v115@GhA8HeB8HeB8BeC8AeD8JeUBJvhFRiB/pBFlBTnBGr?BipB,v115@GhA8HeB8HeB8BeC8AeD8Je2EJvhFRhB3iBFmBUlBTp?BCsB,v115@GhA8HeB8HeB8BeC8AeD8JexAJvhFliB6pBTlB/rBUn?BOpB
ZOSTILJ,O,O,O,X,X,X,O
ZOSTIJL,O,O,O,X,O,O,O
ZOSTLIJ,O,O,O,X,X,X,O
ZOSTLJI,O,O,O,X,O,X,O
ZOSTJIL,O,O,O,X,O,O,O
ZOSTJLI,O,O,O,X,O,O,O
ZOSITLJ,O,O,O,X,X,X,O
ZOSITJL,O,O,O,X,X,O,O
ZOSILTJ,X,O,O,O,X,X,O
ZOSILJT,X,O,O,X,X,X,O
ZOSIJTL,O,O,O,X,O,X,O
ZOSIJLT,X,O,O,X,O,X,O
ZOSLTIJ,O,O,O,O,X,O,O
ZOSLTJI,O,O,O,O,X,O,O
ZOSLITJ,O,O,O,O,X,O,O
ZOSLIJT,O,O,O,X,X,X,O
ZOSLJTI,O,O,O,O,X,O,O
ZOSLJIT,O,O,O,O,X,X,O
ZOSJTIL,O,O,O,X,O,O,O
ZOSJTLI,O,O,O,X,O,O,O
ZOSJITL,O,O,O,X,O,X,O
ZOSJILT,X,O,O,O,O,X,O
ZOSJLTI,O,O,O,O,O,O,O
ZOSJLIT,O,O,O,O,O,X,O
OTILJSZ,X,X,O,O,X,O,X
OTILJZS,X,X,O,O,X,O,X
OTILSJZ,X,X,O,X,X,O,X
OTILSZJ,X,X,X,O,X,O,O
OTILZJS,X,X,O,O,X,O,X
OTILZSJ,X,X,O,O,X,O,O
OTIJLSZ,X,X,O,O,X,O,X
OTIJLZS,X,X,O,O,X,O,X
OTIJSLZ,O,X,O,O,O,O,X
OTIJSZL,O,X,X,X,O,O,X
OTIJZLS,O,X,O,O,X,X,X
OTIJZSL,O,X,O,X,O,O,X
OTISLJZ,O,X,O,X,X,O,X
OTISLZJ,O,X,X,O,X,X,O
OTISJLZ,O,X,O,X,O,O,X
OTISJZL,O,X,X,X,O,O,X
OTISZLJ,O,X,X,X,X,X,O
OTISZJL,O,X,X,X,X,O,O
OTIZLJS,O,X,O,O,X,X,X
OTIZLSJ,X,X,O,O,X,X,O
OTIZJLS,O,X,O,X,X,X,X
OTIZJSL,O,X,O,X,X,O,X
OTIZSLJ,O,X,O,X,X,X,O
OTIZSJL,O,X,O,X,X,O,O
OTLIJSZ,X,X,O,O,X,O,X
OTLIJZS,X,X,O,O,X,O,X
OTLISJZ,X,X,O,X,X,O,X
OTLISZJ,X,X,X,O,X,O,O
OTLIZJS,X,X,O,O,X,O,X
OTLIZSJ,X,X,O,O,X,O,O
OTLJISZ,X,X,O,O,X,O,X
OTLJIZS,X,X,O,O,X,O,X
OTLJSIZ,O,X,O,O,X,O,X
OTLJSZI,O,X,O,O,X,O,X
OTLJZIS,O,X,O,O,X,O,X
OTLJZSI,O,X,O,O,X,O,O
OTLSIJZ,O,X,O,X,X,O,X
OTLSIZJ,O,X,X,O,X,O,O
OTLSJIZ,O,X,O,O,X,O,X
OTLSJZI,O,X,O,O,X,O,X
OTLSZIJ,O,X,O,O,X,O,O
OTLSZJI,O,X,O,O,X,O,O
OTLZIJS,O,X,O,O,X,O,X
OTLZISJ,X,X,O,O,X,O,O
OTLZJIS,O,X,O,O,X,O,X
OTLZJSI,O,X,O,O,X,O,O
OTLZSIJ,O,X,O,O,X,O,O
OTLZSJI,O,X,O,O,X,O,O
OTJILSZ,X,X,O,O,X,O,X
OTJILZS,X,X,O,O,X,O,X
OTJISLZ,O,X,O,O,O,O,X
OTJISZL,O,X,X,X,O,O,X
OTJIZLS,O,X,O,O,X,X,X
OTJIZSL,O,X,O,X,O,O,X
OTJLISZ,X,X,O,O,X,O,X
OTJLIZS,X,X,O,O,X,O,X
OTJLSIZ,O,X,O,O,X,O,X
OTJLSZI,O,X,O,O,X,O,X
OTJLZIS,O,X,O,O,X,O,X
OTJLZSI,O,X,O,O,X,O,O
OTJSILZ,O,X,O,O,O,O,X
OTJSIZL,O,X,X,X,O,O,X
OTJSLIZ,O,X,O,O,O,O,X
OTJSLZI,O,X,O,O,O,O,X
OTJSZIL,O,X,O,X,O,O,X
OTJSZLI,O,X,O,X,O,O,X
OTJZILS,O,X,O,O,X,X,X
OTJZISL,O,X,O,X,O,O,X
OTJZLIS,O,X,O,O,X,O,X
OTJZLSI,O,X,O,O,X,O,O
OTJZSIL,O,X,O,X,O,O,O
OTJZSLI,O,X,O,X,O,O,O
OTSILJZ,O,X,O,X,X,O,X
OTSILZJ,O,X,X,O,X,X,O
OTSIJLZ,O,X,O,X,O,O,X
OTSIJZL,O,X,X,X,O,O,X
OTSIZLJ,O,X,X,X,X,X,O
OTSIZJL,O,X,X,X,O,O,O
OTSLIJZ,O,X,O,X,X,O,X
OTSLIZJ,O,X,X,O,X,O,O
OTSLJIZ,O,X,O,O,O,O,X
OTSLJZI,O,X,O,O,O,O,X
OTSLZIJ,O,X,O,O,X,O,O
OTSLZJI,O,X,O,O,O,O,O
OTSJILZ,O,X,O,O,O,O,X
OTSJIZL,O,X,X,X,O,O,X
OTSJLIZ,O,X,O,O,O,O,X
OTSJLZI,O,X,O,O,O,O,X
OTSJZIL,O,X,O,X,O,O,X
OTSJZLI,O,X,O,X,O,O,X
OTSZILJ,O,X,O,X,X,X,O
OTSZIJL,O,X,O,X,O,O,O
OTSZLIJ,O,X,O,X,X,X,O
OTSZLJI,O,X,O,X,O,X,O
OTSZJIL,O,X,O,X,O,O,O
OTSZJLI,O,X,O,X,O,O,O
OTZILJS,O,X,O,O,X,X,X
OTZILSJ,X,X,O,O,X,X,O
OTZIJLS,O,X,O,X,X,X,X
OTZIJSL,O,X,O,X,X,O,X
OTZISLJ,O,X,O,X,X,X,O
OTZISJL,O,X,O,X,X,O,O
OTZLIJS,O,X,O,O,X,O,X
OTZLISJ,X,X,O,O,X,O,O
OTZLJIS,O,X,O,O,X,O,X
OTZLJSI,O,X,O,O,X,O,O
OTZLSIJ,O,X,O,O,X,O,O
OTZLSJI,O,X,O,O,X,O,O
OTZJILS,O,X,O,O,X,X,X
OTZJISL,O,X,O,X,X,O,X
OTZJLIS,O,X,O,O,X,O,X
OTZJLSI,O,X,O,O,X,O,O
OTZJSIL,O,X,O,X,X,O,O
OTZJSLI,O,X,O,X,X,O,O
OTZSILJ,O,X,O,X,X,X,O
OTZSIJL,O,X,O,X,X,O,O
OTZSLIJ,O,X,O,X,X,X,O
OTZSLJI,O,X,O,X,X,X,O
OTZSJIL,O,X,O,X,X,O,O
OTZSJLI,O,X,O,X,X,O,O
OITLJSZ,X,X,O,O,X,O,X
OITLJZS,X,X,O,O,X,O,X
OITLSJZ,X,X,O,X,X,O,X
OITLSZJ,X,X,X,O,X,O,O
OITLZJS,X,X,O,O,X,O,X
OITLZSJ,X,X,O,O,X,O,O
OITJLSZ,X,X,O,O,X,O,X
OITJLZS,X,X,O,O,X,O,X
OITJSLZ,X,X,O,O,O,O,X
OITJSZL,X,X,X,X,O,O,X
OITJZLS,X,X,O,O,X,X,X
OITJZSL,X,X,O,X,O,O,X
OITSLJZ,X,X,O,X,X,O,X
OITSLZJ,X,X,X,O,X,X,O
OITSJLZ,X,X,O,X,O,O,X
OITSJZL,X,X,X,X,O,O,X
OITSZLJ,X,X,X,X,X,X,O
OITSZJL,X,X,X,X,X,O,O
OITZLJS,X,X,O,O,X,X,X
OITZLSJ,X,X,O,O,X,X,O
OITZJLS,X,X,O,X,X,X,X
OITZJSL,X,X,O,X,X,O,X
OITZSLJ,X,X,O,X,X,X,O
OITZSJL,X,X,O,X,X,O,O
OILTJSZ,X,O,O,O,X,O,X
OILTJZS,X,O,O,O,X,O,X
OILTSJZ,X,O,O,X,X,O,X
OILTSZJ,X,O,X,O,X,O,O
OILTZJS,X,O,O,O,X,O,X
OILTZSJ,X,O,O,O,X,O,O
OILJTSZ,X,O,O,O,X,O,X
OILJTZS,X,O,O,O,X,O,X
OILJSTZ,X,O,X,O,O,O,X
OILJSZT,X,O,X,O,O,X,O
OILJZTS,X,O,O,O,X,X,X
OILJZST,X,O,O,O,O,X,X
OILSTJZ,X,O,X,X,X,O,X
OILSTZJ,X,O,X,O,X,O,O
OILSJTZ,X,O,X,X,O,O,X
OILSJZT,X,O,X,X,O,X,O
OILSZTJ,X,O,X,O,X,O,O
OILSZJT,X,O,X,X,X,X,O
OILZTJS,X,O,O,O,X,X,X
OILZTSJ,X,O,O,O,X,X,O
OILZJTS,X,O,O,O,X,X,X
OILZJST,X,O,O,O,X,X,X
OILZSTJ,X,O,O,O,X,X,O
OILZSJT,X,O,O,X,X,X,O
OIJTLSZ,X,X,O,O,X,O,X
OIJTLZS,X,X,O,O,X,O,X
OIJTSLZ,X,X,O,O,O,O,X
OIJTSZL,X,X,X,X,O,O,X
OIJTZLS,X,X,O,O,X,X,X
OIJTZSL,X,X,O,X,O,O,X
OIJLTSZ,X,O,O,O,X,O,X
OIJLTZS,X,O,O,O,X,O,X
OIJLSTZ,X,O,X,O,O,O,X
OIJLSZT,X,O,X,O,O,X,O
OIJLZTS,X,O,O,O,X,X,X
OIJLZST,X,O,O,O,O,X,X
OIJSTLZ,X,X,X,O,O,O,X
OIJSTZL,X,X,X,X,O,O,X
OIJSLTZ,X,O,X,O,O,O,X
OIJSLZT,X,O,X,O,O,X,O
OIJSZTL,X,O,X,X,O,X,O
OIJSZLT,X,O,X,O,O,X,O
OIJZTLS,X,X,O,O,X,X,X
OIJZTSL,X,O,O,X,O,X,X
OIJZLTS,X,O,O,O,X,X,X
OIJZLST,X,O,O,O,O,X,X
OIJZSTL,X,O,O,X,O,X,X
OIJZSLT,X,O,O,O,O,X,X
OISTLJZ,X,X,X,X,X,O,X
OISTLZJ,X,X,X,O,X,X,O
OISTJLZ,X,X,X,X,O,O,X
OISTJZL,X,X,X,X,O,O,X
OISTZLJ,X,X,X,X,X,X,O
OISTZJL,X,X,X,X,O,O,O
OISLTJZ,X,O,X,X,X,O,X
OISLTZJ,X,O,X,O,X,O,O
OISLJTZ,X,O,X,X,O,O,X
OISLJZT,X,O,X,X,O,X,O
OISLZTJ,X,O,X,O,X,O,O
OISLZJT,X,O,X,X,X,X,O
OISJTLZ,X,X,X,X,O,O,X
OISJTZL,X,X,X,X,O,O,X
OISJLTZ,X,O,X,X,O,O,X
OISJLZT,X,O,X,X,O,X,O
OISJZTL,X,O,X,X,O,X,O
OISJZLT,X,O,X,X,O,X,O
OISZTLJ,X,O,X,X,X,X,O
OISZTJL,X,O,X,X,X,O,O
OISZLTJ,X,O,X,O,X,X,O
OISZLJT,X,O,X,X,X,X,O
OISZJTL,X,O,X,X,O,X,O
OISZJLT,X,O,X,X,O,X,O
OIZTLJS,X,X,O,O,X,X,X
OIZTLSJ,X,X,O,O,X,X,O
OIZTJLS,X,X,O,X,X,X,X
OIZTJSL,X,O,O,X,X,X,X
OIZTSLJ,X,O,O,X,X,X,O
OIZTSJL,X,O,O,X,X,X,O
OIZLTJS,X,O,O,O,X,X,X
OIZLTSJ,X,O,O,O,X,X,O
OIZLJTS,X,O,O,O,X,X,X
OIZLJST,X,O,O,O,X,X,X
OIZLSTJ,X,O,O,O,X,X,O
OIZLSJT,X,O,O,X,X,X,O
OIZJTLS,X,X,O,O,X,X,X
OIZJTSL,X,O,O,X,O,X,X
OIZJLTS,X,O,O,O,X,X,X
OIZJLST,X,O,O,O,O,X,X
OIZJSTL,X,O,O,X,O,X,X
OIZJSLT,X,O,O,O,O,X,X
OIZSTLJ,X,O,O,X,X,X,O
OIZSTJL,X,O,O,X,X,X,O
OIZSLTJ,X,O,O,O,X,X,O
OIZSLJT,X,O,O,X,X,X,O
OIZSJTL,X,O,O,X,O,X,O
OIZSJLT,X,O,O,X,O,X,O
OLTIJSZ,X,O,O,O,X,O,X
OLTIJZS,X,O,O,O,X,O,X
OLTISJZ,X,O,O,X,X,O,X
OLTISZJ,X,O,X,O,X,O,O
OLTIZJS,X,O,O,O,X,O,X
OLTIZSJ,X,O,O,O,X,O,O
OLTJISZ,X,O,O,O,X,O,X
OLTJIZS,X,O,O,O,X,O,X
OLTJSIZ,X,O,O,O,X,O,X
OLTJSZI,X,O,O,O,X,O,X
OLTJZIS,X,O,O,O,X,O,X
OLTJZSI,X,O,O,O,X,O,O
OLTSIJZ,X,O,O,X,X,O,X
OLTSIZJ,X,O,X,O,X,O,O
OLTSJIZ,X,O,O,O,X,O,X
OLTSJZI,X,O,O,O,X,O,X
OLTSZIJ,X,O,O,O,X,O,O
OLTSZJI,X,O,O,O,X,O,O
OLTZIJS,X,O,O,O,X,O,X
OLTZISJ,X,O,O,O,X,O,O
OLTZJIS,X,O,O,O,X,O,X
OLTZJSI,X,O,O,O,X,O,O
OLTZSIJ,X,O,O,O,X,O,O
OLTZSJI,X,O,O,O,X,O,O
OLITJSZ,X,O,O,O,X,O,X
OLITJZS,X,O,O,O,X,O,X
OLITSJZ,X,O,O,X,X,O,X
OLITSZJ,X,O,X,O,X,O,O
OLITZJS,X,O,O,O,X,O,X
OLITZSJ,X,O,O,O,X,O,O
OLIJTSZ,X,O,O,O,X,O,X
OLIJTZS,X,O,O,O,X,O,X
OLIJSTZ,X,O,X,O,O,O,X
OLIJSZT,X,O,X,O,O,X,O
OLIJZTS,X,O,O,O,X,X,X
OLIJZST,X,O,O,O,O,X,X
OLISTJZ,X,O,X,X,X,O,X
OLISTZJ,X,O,X,O,X,O,O
OLISJTZ,X,O,X,X,O,O,X
OLISJZT,X,O,X,X,O,X,O
OLISZTJ,X,O,X,O,X,O,O
OLISZJT,X,O,X,X,X,X,O
OLIZTJS,X,O,O,O,X,X,X
OLIZTSJ,X,O,O,O,X,X,O
OLIZJTS,X,O,O,O,X,X,X
OLIZJST,X,O,O,O,X,X,X
OLIZSTJ,X,O,O,O,X,X,O
OLIZSJT,X,O,O,X,X,X,O
OLJTISZ,X,O,O,O,X,O,X
OLJTIZS,X,O,O,O,X,O,X
OLJTSIZ,X,O,O,O,X,O,X
OLJTSZI,X,O,O,O,X,O,X
OLJTZIS,X,O,O,O,X,O,X
OLJTZSI,X,O,O,O,X,O,O
OLJITSZ,X,O,O,O,X,O,X
OLJITZS,X,O,O,O,X,O,X
OLJISTZ,X,O,X,O,O,O,X
OLJISZT,X,O,X,O,O,X,O
OLJIZTS,X,O,O,O,X,X,X
OLJIZST,X,O,O,O,O,X,X
OLJSTIZ,X,O,O,O,O,O,X
OLJSTZI,X,O,O,O,O,O,X
OLJSITZ,X,O,X,O,O,O,X
OLJSIZT,X,O,X,O,O,X,O
OLJSZTI,X,O,O,O,O,O,O
OLJSZIT,X,O,O,O,O,X,O
OLJZTIS,X,O,O,O,X,O,X
OLJZTSI,X,O,O,O,X,O,O
OLJZITS,X,O,O,O,X,X,X
OLJZIST,X,O,O,O,O,X,X
OLJZSTI,X,O,O,O,O,O,X
OLJZSIT,X,O,O,O,O,X,X
OLSTIJZ,X,O,O,X,X,O,X
OLSTIZJ,X,O,X,O,X,O,O
OLSTJIZ,X,O,O,O,O,O,X
OLSTJZI,X,O,O,O,O,O,X
OLSTZIJ,X,O,O,O,X,O,O
OLSTZJI,X,O,O,O,O,O,O
OLSITJZ,X,O,X,X,X,O,X
OLSITZJ,X,O,X,O,X,O,O
OLSIJTZ,X,O,X,X,O,O,X
OLSIJZT,X,O,X,X,O,X,O
OLSIZTJ,X,O,X,O,X,O,O
OLSIZJT,X,O,X,X,X,X,O
OLSJTIZ,X,O,O,O,O,O,X
OLSJTZI,X,O,O,O,O,O,X
OLSJITZ,X,O,X,O,O,O,X
OLSJIZT,X,O,X,O,O,X,O
OLSJZTI,X,O,O,O,O,O,O
OLSJZIT,X,O,O,O,O,X,O
OLSZTIJ,X,O,O,O,X,O,O
OLSZTJI,X,O,O,O,X,O,O
OLSZITJ,X,O,O,O,X,O,O
OLSZIJT,X,O,O,X,X,X,O
OLSZJTI,X,O,O,O,X,O,O
OLSZJIT,X,O,O,O,X,X,O
OLZTIJS,X,O,O,O,X,O,X
OLZTISJ,X,O,O,O,X,O,O
OLZTJIS,X,O,O,O,X,O,X
OLZTJSI,X,O,O,O,X,O,O
OLZTSIJ,X,O,O,O,X,O,O
OLZTSJI,X,O,O,O,X,O,O
OLZITJS,X,O,O,O,X,X,X
OLZITSJ,X,O,O,O,X,X,O
OLZIJTS,X,O,O,O,X,X,X
OLZIJST,X,O,O,O,X,X,X
OLZISTJ,X,O,O,O,X,X,O
OLZISJT,X,O,O,X,X,X,O
OLZJTIS,X,O,O,O,X,O,X
OLZJTSI,X,O,O,O,X,O,O
OLZJITS,X,O,O,O,X,X,X
OLZJIST,X,O,O,O,X,X,X
OLZJSTI,X,O,O,O,X,O,X
OLZJSIT,X,O,O,O,X,X,X
OLZSTIJ,X,O,O,O,X,O,O
OLZSTJI,X,O,O,O,X,O,O
OLZSITJ,X,O,O,O,X,O,O
OLZSIJT,X,O,O,X,X,X,O
OLZSJTI,X,O,O,O,X,O,O
OLZSJIT,X,O,O,O,X,X,O
OJTILSZ,X,X,O,O,X,O,X
OJTILZS,X,X,O,O,X,O,X
OJTISLZ,O,X,O,O,O,O,X
OJTISZL,O,X,X,X,O,O,X
OJTIZLS,O,X,O,O,X,X,X
OJTIZSL,O,X,O,X,O,O,X
OJTLISZ,X,X,O,O,X,O,X
OJTLIZS,X,X,O,O,X,O,X
OJTLSIZ,O,X,O,O,X,O,X
OJTLSZI,O,X,O,O,X,O,X
OJTLZIS,O,X,O,O,X,O,X
OJTLZSI,O,X,O,O,X,O,O
OJTSILZ,O,X,O,O,O,O,X
OJTSIZL,O,X,X,X,O,O,X
OJTSLIZ,O,X,O,O,O,O,X
OJTSLZI,O,X,O,O,O,O,X
OJTSZIL,O,X,O,X,O,O,X
OJTSZLI,O,X,O,X,O,O,X
OJTZILS,O,X,O,O,X,X,X
OJTZISL,O,X,O,X,O,O,X
OJTZLIS,O,X,O,O,X,O,X
OJTZLSI,O,X,O,O,X,O,O
OJTZSIL,O,X,O,X,O,O,O
OJTZSLI,O,X,O,X,O,O,O
OJITLSZ,X,X,O,O,X,O,X
OJITLZS,X,X,O,O,X,O,X
OJITSLZ,X,X,O,O,O,O,X
OJITSZL,X,X,X,X,O,O,X
OJITZLS,X,X,O,O,X,X,X
OJITZSL,X,X,O,X,O,O,X
OJILTSZ,X,O,O,O,X,O,X
OJILTZS,X,O,O,O,X,O,X
OJILSTZ,X,O,X,O,O,O,X
OJILSZT,X,O,X,O,O,X,O
OJILZTS,X,O,O,O,X,X,X
OJILZST,X,O,O,O,O,X,X
OJISTLZ,X,X,X,O,O,O,X
OJISTZL,X,X,X,X,O,O,X
OJISLTZ,X,O,X,O,O,O,X
OJISLZT,X,O,X,O,O,X,O
OJISZTL,X,O,X,X,O,X,O
OJISZLT,X,O,X,O,O,X,O
OJIZTLS,X,X,O,O,X,X,X
OJIZTSL,X,O,O,X,O,X,X
OJIZLTS,X,O,O,O,X,X,X
OJIZLST,X,O,O,O,O,X,X
OJIZSTL,X,O,O,X,O,X,X
OJIZSLT,X,O,O,O,O,X,X
OJLTISZ,X,O,O,O,X,O,X
OJLTIZS,X,O,O,O,X,O,X
OJLTSIZ,X,O,O,O,X,O,X
OJLTSZI,X,O,O,O,X,O,X
OJLTZIS,X,O,O,O,X,O,X
OJLTZSI,X,O,O,O,X,O,O
OJLITSZ,X,O,O,O,X,O,X
OJLITZS,X,O,O,O,X,O,X
OJLISTZ,X,O,X,O,O,O,X
OJLISZT,X,O,X,O,O,X,O
OJLIZTS,X,O,O,O,X,X,X
OJLIZST,X,O,O,O,O,X,X
OJLSTIZ,X,O,O,O,O,O,X
OJLSTZI,X,O,O,O,O,O,X
OJLSITZ,X,O,X,O,O,O,X
OJLSIZT,X,O,X,O,O,X,O
OJLSZTI,X,O,O,O,O,O,O
OJLSZIT,X,O,O,O,O,X,O
OJLZTIS,X,O,O,O,X,O,X
OJLZTSI,X,O,O,O,X,O,O
OJLZITS,X,O,O,O,X,X,X
OJLZIST,X,O,O,O,O,X,X
OJLZSTI,X,O,O,O,O,O,X
OJLZSIT,X,O,O,O,O,X,X
OJSTILZ,O,X,O,O,O,O,X
OJSTIZL,O,X,X,X,O,O,X
OJSTLIZ,O,X,O,O,O,O,X
OJSTLZI,O,X,O,O,O,O,X
OJSTZIL,O,X,O,X,O,O,X
OJSTZLI,O,X,O,X,O,O,X
OJSITLZ,X,X,X,O,O,O,X
OJSITZL,X,X,X,X,O,O,X
OJSILTZ,X,O,X,O,O,O,X
OJSILZT,X,O,X,O,O,X,O
OJSIZTL,X,O,X,X,O,X,O
OJSIZLT,X,O,X,O,O,X,O
OJSLTIZ,O,O,O,O,O,O,X
OJSLTZI,O,O,O,O,O,O,X
OJSLITZ,X,O,X,O,O,O,X
OJSLIZT,O,O,X,O,O,X,O
OJSLZTI,O,O,O,O,O,O,O
OJSLZIT,O,O,O,O,O,X,O
OJSZTIL,O,O,O,X,O,O,O
OJSZTLI,O,O,O,X,O,O,O
OJSZITL,O,O,O,X,O,X,O
OJSZILT,X,O,O,O,O,X,O
OJSZLTI,O,O,O,O,O,O,O
OJSZLIT,O,O,O,O,O,X,O
OJZTILS,O,X,O,O,X,X,X
OJZTISL,O,O,O,X,O,O,X
OJZTLIS,O,X,O,O,X,O,X
OJZTLSI,O,X,O,O,X,O,O
OJZTSIL,O,O,O,X,O,O,O
OJZTSLI,O,O,O,X,O,O,O
OJZITLS,O,X,O,O,X,X,X
OJZITSL,O,O,O,X,O,X,X
OJZILTS,X,O,O,O,X,X,X
OJZILST,X,O,O,O,O,X,X
OJZISTL,X,O,O,X,O,X,X
OJZISLT,X,O,O,O,O,X,X
OJZLTIS,X,O,O,O,X,O,X
OJZLTSI,X,O,O,O,X,O,O
OJZLITS,X,O,O,O,X,X,X
OJZLIST,X,O,O,O,O,X,X
OJZLSTI,X,O,O,O,O,O,X
OJZLSIT,X,O,O,O,O,X,X
OJZSTIL,O,O,O,X,O,O,X
OJZSTLI,O,O,O,X,O,O,X
OJZSITL,O,O,O,X,O,X,X
OJZSILT,X,O,O,O,O,X,X
OJZSLTI,O,O,O,O,O,O,X
OJZSLIT,O,O,O,O,O,X,X
OSTILJZ,O,X,O,X,X,O,X
OSTILZJ,O,X,X,O,X,X,O
OSTIJLZ,O,X,O,X,O,O,X
OSTIJZL,O,X,X,X,O,O,X
OSTIZLJ,O,X,X,X,X,X,O
OSTIZJL,O,X,X,X,O,O,O
OSTLIJZ,O,X,O,X,X,O,X
OSTLIZJ,O,X,X,O,X,O,O
OSTLJIZ,O,X,O,O,O,O,X
OSTLJZI,O,X,O,O,O,O,X
OSTLZIJ,O,X,O,O,X,O,O
OSTLZJI,O,X,O,O,O,O,O
OSTJILZ,O,X,O,O,O,O,X
OSTJIZL,O,X,X,X,O,O,X
OSTJLIZ,O,X,O,O,O,O,X
OSTJLZI,O,X,O,O,O,O,X
OSTJZIL,O,X,O,X,O,O,X
OSTJZLI,O,X,O,X,O,O,X
OSTZILJ,O,X,O,X,X,X,O
OSTZIJL,O,X,O,X,O,O,O
OSTZLIJ,O,X,O,X,X,X,O
OSTZLJI,O,X,O,X,O,X,O
OSTZJIL,O,X,O,X,O,O,O
OSTZJLI,O,X,O,X,O,O,O
OSITLJZ,X,X,X,X,X,O,X
OSITLZJ,X,X,X,O,X,X,O
OSITJLZ,X,X,X,X,O,O,X
OSITJZL,X,X,X,X,O,O,X
OSITZLJ,X,X,X,X,X,X,O
OSITZJL,X,X,X,X,O,O,O
OSILTJZ,X,O,X,X,X,O,X
OSILTZJ,X,O,X,O,X,O,O
OSILJTZ,X,O,X,X,O,O,X
OSILJZT,X,O,X,X,O,X,O
OSILZTJ,X,O,X,O,X,O,O
OSILZJT,X,O,X,X,X,X,O
OSIJTLZ,X,X,X,X,O,O,X
OSIJTZL,X,X,X,X,O,O,X
OSIJLTZ,X,O,X,X,O,O,X
OSIJLZT,X,O,X,X,O,X,O
OSIJZTL,X,O,X,X,O,X,O
OSIJZLT,X,O,X,X,O,X,O
OSIZTLJ,X,O,X,X,X,X,O
OSIZTJL,X,O,X,X,X,O,O
OSIZLTJ,X,O,X,O,X,X,O
OSIZLJT,X,O,X,X,X,X,O
OSIZJTL,X,O,X,X,O,X,O
OSIZJLT,X,O,X,X,O,X,O
OSLTIJZ,O,O,O,X,X,O,X
OSLTIZJ,O,O,X,O,X,O,O
OSLTJIZ,O,O,O,O,O,O,X
OSLTJZI,O,O,O,O,O,O,X
OSLTZIJ,O,O,O,O,X,O,O
OSLTZJI,O,O,O,O,O,O,O
OSLITJZ,X,O,X,X,X,O,X
OSLITZJ,X,O,X,O,X,O,O
OSLIJTZ,X,O,X,X,O,O,X
OSLIJZT,O,O,X,X,O,X,O
OSLIZTJ,O,O,X,O,X,O,O
OSLIZJT,O,O,X,X,X,X,O
OSLJTIZ,O,O,O,O,O,O,X
OSLJTZI,O,O,O,O,O,O,X
OSLJITZ,X,O,X,O,O,O,X
OSLJIZT,O,O,X,O,O,X,O
OSLJZTI,O,O,O,O,O,O,O
OSLJZIT,O,O,O,O,O,X,O
OSLZTIJ,O,O,O,O,X,O,O
OSLZTJI,O,O,O,O,X,O,O
OSLZITJ,O,O,O,O,X,O,O
OSLZIJT,O,O,O,X,X,X,O
OSLZJTI,O,O,O,O,X,O,O
OSLZJIT,O,O,O,O,X,X,O
OSJTILZ,O,X,O,O,O,O,X
OSJTIZL,O,X,X,X,O,O,X
OSJTLIZ,O,X,O,O,O,O,X
OSJTLZI,O,X,O,O,O,O,X
OSJTZIL,O,X,O,X,O,O,X
OSJTZLI,O,X,O,X,O,O,X
OSJITLZ,X,X,X,O,O,O,X
OSJITZL,X,X,X,X,O,O,X
OSJILTZ,X,O,X,O,O,O,X
OSJILZT,X,O,X,O,O,X,O
OSJIZTL,X,O,X,X,O,X,O
OSJIZLT,X,O,X,O,O,X,O
OSJLTIZ,O,O,O,O,O,O,X
OSJLTZI,O,O,O,O,O,O,X
OSJLITZ,X,O,X,O,O,O,X
OSJLIZT,O,O,X,O,O,X,O
OSJLZTI,O,O,O,O,O,O,O
OSJLZIT,O,O,O,O,O,X,O
OSJZTIL,O,O,O,X,O,O,O
OSJZTLI,O,O,O,X,O,O,O
OSJZITL,O,O,O,X,O,X,O
OSJZILT,X,O,O,O,O,X,O
OSJZLTI,O,O,O,O,O,O,O
OSJZLIT,O,O,O,O,O,X,O
OSZTILJ,O,O,O,X,X,X,O
OSZTIJL,O,O,O,X,O,O,O
OSZTLIJ,O,O,O,X,X,X,O
OSZTLJI,O,O,O,X,O,X,O
OSZTJIL,O,O,O,X,O,O,O
OSZTJLI,O,O,O,X,O,O,O
OSZITLJ,O,O,O,X,X,X,O
OSZITJL,O,O,O,X,X,O,O
OSZILTJ,X,O,O,O,X,X,O
OSZILJT,X,O,O,X,X,X,O
OSZIJTL,O,O,O,X,O,X,O
OSZIJLT,X,O,O,X,O,X,O
OSZLTIJ,O,O,O,O,X,O,O
OSZLTJI,O,O,O,O,X,O,O
OSZLITJ,O,O,O,O,X,O,O
OSZLIJT,O,O,O,X,X,X,O
OSZLJTI,O,O,O,O,X,O,O
OSZLJIT,O,O,O,O,X,X,O
OSZJTIL,O,O,O,X,O,O,O
OSZJTLI,O,O,O,X,O,O,O
