sequence,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFUdBRgBWnBllBTr?B3qB,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFRcBUgBFhBTiB+r?B3qB,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFRcBUgBGhBTiB/r?B1vB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFUdB/lBFhBCnBml?BxvB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhF2gBqhB/iBllBUm?BxvB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFOgB/iBChB0hBVr?BxvB,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFUcBFgBTiB3hBWr?BxvB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhF0bB/lBGiBimBlm?BxvB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFUdBxmBGrB/qBFr?BiqB,v115@6gC8HeD8FeE8CeF8DeD8Jex6IvhF8gBzcBmfBSnB/r?B1vB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFXcBViB0lBxmBSw?BOqB,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFGcB/iBRgBlmBUr?BTqB,v115@6gC8HeD8FeE8CeF8DeD8Jex6IvhF/iB0lBlmB6rBmp?BzqB,v115@6gC8HeD8FeE8CeF8DeD8Je/CJvhFxfB0lBlmBTrBmp?BCrB,v115@6gC8HeD8FeE8CeF8DeD8Je2/IvhFRbBShB/iBlmBUr?BTqB,v115@6gC8HeD8FeE8CeF8DeD8Je/CJvhFxfB0hBllBTrBmp?BCrB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFShB/iBlmBUrBZl?BuqB
LIJZOTS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJZOST,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LIJOTSZ,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LIJOTZS,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LIJOSTZ,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LIJOSZT,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LIJOZTS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJOZST,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LISTJZO,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X
LISTJOZ,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LISTZJO,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LISTZOJ,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,O,X
LISTOJZ,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LISTOZJ,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X
LISJTZO,X,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X
LISJTOZ,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LISJZTO,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LISJZOT,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LISJOTZ,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LISJOZT,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LISZTJO,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
LISZTOJ,X,X,X,O,O,X,X,X,X,X,O,O,X,O,X,O,X
LISZJTO,X,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LISZJOT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LISZOTJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
LISZOJT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LISOTJZ,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LISOTZJ,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X
LISOJTZ,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LISOJZT,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LISOZTJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
LISOZJT,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LIZTJSO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZTJOS,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZTSJO,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LIZTSOJ,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZTOJS,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZTOSJ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZJTSO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZJTOS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZJSTO,X,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X
LIZJSOT,O,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X
LIZJOTS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZJOST,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LIZSTJO,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LIZSTOJ,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X
LIZSJTO,X,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LIZSJOT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LIZSOTJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZSOJT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LIZOTJS,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZOTSJ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZOJTS,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZOJST,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LIZOSTJ,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZOSJT,X,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LIOTJSZ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LIOTJZS,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LIOTSJZ,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LIOTSZJ,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
LIOTZJS,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LIOTZSJ,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
LIOJTSZ,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LIOJTZS,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LIOJSTZ,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LIOJSZT,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LIOJZTS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOJZST,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LIOSTJZ,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LIOSTZJ,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
LIOSJTZ,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LIOSJZT,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LIOSZTJ,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
LIOSZJT,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LIOZTJS,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOZTSJ,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOZJTS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOZJST,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LIOZSTJ,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOZSJT,X,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LJTISZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTISOZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTIZSO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTIZOS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTIOZS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTSIZO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSIOZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSZIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSZOI,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJTSOIZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSOZI,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJTZISO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZIOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZSOI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZOIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOISZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTOIZS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOSZI,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTOZIS,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTOZSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITSZO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITSOZ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJITZSO,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LJITZOS,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJITOSZ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJITOZS,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJISTZO,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LJISTOZ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJISZTO,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LJISZOT,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
LJISOTZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJISOZT,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
LJIZTSO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIZTOS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIZSTO,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LJIZSOT,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LJIZOTS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIZOST,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJIOTSZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJIOTZS,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJIOSTZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJIOSZT,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJIOZTS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOZST,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJSTIZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOZI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSITZO,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LJSITOZ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJSIZTO,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LJSIZOT,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
LJSIOTZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJSIOZT,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
LJSZTIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJSZTOI,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X
LJSZITO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSZIOT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJSZOTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSZOIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSOTIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTZI,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSOITZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJSOIZT,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJSOZTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSOZIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZTISO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTIOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTOIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTOSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZITSO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZITOS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZISTO,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJZISOT,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJZIOTS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZIOST,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZSTIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJZSTOI,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X
LJZSITO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZSIOT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJZSOTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZSOIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZOTIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOTSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOITS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZOIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZOSTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZOSIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOTISZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOTIZS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTSZI,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOTZIS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOTZSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOITSZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJOITZS,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJOISTZ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJOISZT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJOIZTS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOIZST,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJOSTIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTZI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOSITZ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJOSIZT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJOSZTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOSZIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOZTIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZTSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZITS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOZIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOZSTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOZSIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSTIJZO,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LSTIJOZ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTIZJO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTIZOJ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LSTIOJZ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTIOZJ,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTJIZO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTJIOZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTJZIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJZOI,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSTJOIZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTJOZI,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSTZIJO,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LSTZIOJ,X,X,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X
LSTZJIO,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LSTZJOI,X,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X
LSTZOIJ,X,X,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X
LSTZOJI,X,X,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X
LSTOIJZ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTOIZJ,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTOJIZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTOJZI,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSTOZIJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTOZJI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSITJZO,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X
LSITJOZ,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LSITZJO,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LSITZOJ,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,O,X
LSITOJZ,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LSITOZJ,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X
LSIJTZO,X,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X
LSIJTOZ,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LSIJZTO,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LSIJZOT,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LSIJOTZ,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LSIJOZT,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LSIZTJO,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
LSIZTOJ,X,X,X,O,O,X,X,X,X,X,O,O,X,O,X,O,X
LSIZJTO,X,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LSIZJOT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LSIZOTJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
LSIZOJT,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LSIOTJZ,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LSIOTZJ,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X
LSIOJTZ,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LSIOJZT,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LSIOZTJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
LSIOZJT,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LSJTIZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTIOZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJTZIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTZOI,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJTOIZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJTOZI,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJITZO,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSJITOZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJIZTO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSJIZOT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LSJIOTZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJIOZT,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LSJZTIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LSJZTOI,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X
LSJZITO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSJZIOT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LSJZOTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJZOIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJOTIZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJOTZI,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJOITZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJOIZT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJOZTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJOZIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSZTIJO,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O
LSZTIOJ,X,O,O,O,X,X,X,X,X,X,X,O,O,O,O,O,O
LSZTJIO,X,O,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O
LSZTJOI,X,O,O,O,O,X,X,X,X,X,X,O,O,X,O,X,O
LSZTOIJ,X,X,O,O,X,X,X,X,X,X,X,O,O,O,O,X,O
LSZTOJI,X,X,O,O,O,X,X,X,X,X,X,O,O,X,O,X,O
LSZITJO,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LSZITOJ,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,O,X
LSZIJTO,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LSZIJOT,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LSZIOTJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X
LSZIOJT,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LSZJTIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LSZJTOI,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X
LSZJITO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSZJIOT,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LSZJOTI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSZJOIT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSZOTIJ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O
LSZOTJI,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O
LSZOITJ,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSZOIJT,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LSZOJTI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSZOJIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSOTIJZ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSOTIZJ,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSOTJIZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOTJZI,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSOTZIJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSOTZJI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOITJZ,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LSOITZJ,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
LSOIJTZ,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LSOIJZT,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LSOIZTJ,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
LSOIZJT,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LSOJTIZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOJTZI,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSOJITZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOJIZT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
