sequence,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF8lBzhBaoB5oB+s?BlrB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhFmhBziB5oBCmB0r?BlsB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF6mBmiB5oBzlB0n?BVxB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF0hBliB5oBzlBys?BWxB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhFVmBUiBaoB5oBGr?BTsB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhFlhBaoB5oBzlB8r?B+sB,v115@9gB8HeA8IeC8GeE8CeA8KeVFJvhFUhBanBziB5oBGr?B3sB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF8lB+mBiiB5oBzn?BVxB
ZLSOITJ,X,O,X,O,X,X,X,X
ZLSOIJT,O,O,X,O,O,O,X,X
ZLSOJTI,O,O,X,O,O,O,X,X
ZLSOJIT,O,O,X,O,O,O,X,X
ZLOTIJS,X,O,X,O,O,O,X,X
ZLOTISJ,X,O,X,O,X,O,X,X
ZLOTJIS,X,O,X,O,O,O,X,X
ZLOTJSI,X,O,X,O,O,O,X,X
ZLOTSIJ,X,O,X,O,X,O,X,X
ZLOTSJI,X,O,X,O,X,O,X,X
ZLOITJS,X,O,X,O,O,O,X,X
ZLOITSJ,X,O,X,O,X,O,X,X
ZLOIJTS,O,O,X,O,O,O,X,X
ZLOIJST,O,O,X,O,O,O,X,X
ZLOISTJ,X,O,X,O,X,O,X,X
ZLOISJT,O,O,X,O,O,O,X,X
ZLOJTIS,O,O,X,O,O,O,X,X
ZLOJTSI,O,O,X,O,O,O,X,X
ZLOJITS,O,O,X,O,O,O,X,X
ZLOJIST,O,O,X,O,O,O,X,X
ZLOJSTI,O,O,X,O,O,O,X,X
ZLOJSIT,O,O,X,O,O,O,X,X
ZLOSTIJ,X,O,X,O,X,O,X,X
ZLOSTJI,X,O,X,O,X,O,X,X
ZLOSITJ,X,O,X,O,X,O,X,X
ZLOSIJT,O,O,X,O,O,O,X,X
ZLOSJTI,O,O,X,O,O,O,X,X
ZLOSJIT,O,O,X,O,O,O,X,X
ZJTILSO,O,O,X,O,O,O,O,O
ZJTILOS,O,O,X,O,O,O,O,O
ZJTISLO,O,O,X,O,O,O,O,O
ZJTISOL,O,O,X,O,O,O,O,O
ZJTIOLS,O,O,X,X,O,O,O,O
ZJTIOSL,O,O,X,O,O,O,O,O
ZJTLISO,O,O,X,O,O,O,O,O
ZJTLIOS,O,O,X,O,O,O,O,O
ZJTLSIO,O,O,X,O,O,O,O,O
ZJTLSOI,O,O,X,O,O,O,O,O
ZJTLOIS,O,O,X,O,O,O,O,O
ZJTLOSI,O,O,X,O,O,O,X,O
ZJTSILO,O,O,X,O,O,O,O,O
ZJTSIOL,O,O,X,O,O,O,O,O
ZJTSLIO,O,O,X,O,O,O,O,O
ZJTSLOI,O,O,X,O,O,O,O,O
ZJTSOIL,O,O,X,O,O,O,O,O
ZJTSOLI,O,O,X,X,O,O,O,O
ZJTOILS,O,O,X,X,O,O,O,O
ZJTOISL,O,O,X,O,O,O,O,O
ZJTOLIS,O,O,X,X,O,O,O,O
ZJTOLSI,O,O,X,X,O,O,X,O
ZJTOSIL,O,O,X,O,O,O,O,O
ZJTOSLI,O,O,X,X,O,O,O,O
ZJITLSO,O,O,X,O,O,O,O,O
ZJITLOS,O,O,X,O,O,O,O,O
ZJITSLO,O,O,X,O,O,O,O,O
ZJITSOL,O,O,X,O,O,O,O,O
ZJITOLS,O,O,X,X,O,O,O,O
ZJITOSL,O,O,X,O,O,O,O,O
ZJILTSO,O,O,X,O,O,O,X,X
ZJILTOS,O,O,X,O,O,O,X,X
ZJILSTO,O,O,X,O,O,O,X,X
ZJILSOT,O,O,X,O,X,O,X,X
ZJILOTS,O,O,X,O,X,O,X,X
ZJILOST,O,O,X,O,X,O,X,X
ZJISTLO,O,O,X,O,O,O,O,O
ZJISTOL,O,O,X,O,O,O,O,O
ZJISLTO,O,O,X,O,O,O,O,X
ZJISLOT,O,O,X,O,X,O,O,X
ZJISOTL,O,X,X,O,O,O,O,X
ZJISOLT,O,X,X,O,O,O,O,X
ZJIOTLS,O,X,X,O,O,O,X,X
ZJIOTSL,O,X,X,O,O,O,X,X
ZJIOLTS,O,X,X,O,O,O,X,X
ZJIOLST,O,X,X,O,O,O,X,X
ZJIOSTL,O,X,X,O,O,O,X,X
ZJIOSLT,O,X,X,O,O,O,X,X
ZJLTISO,O,O,X,O,O,O,X,X
ZJLTIOS,O,O,X,O,O,O,X,X
ZJLTSIO,O,O,X,O,O,O,X,X
ZJLTSOI,O,O,X,O,O,O,X,X
ZJLTOIS,O,O,X,O,O,O,X,X
ZJLTOSI,O,O,X,O,O,O,X,X
ZJLITSO,O,O,X,O,O,O,X,X
ZJLITOS,O,O,X,O,O,O,X,X
ZJLISTO,O,O,X,O,O,O,X,X
ZJLISOT,O,O,X,O,X,O,X,X
ZJLIOTS,O,O,X,O,X,O,X,X
ZJLIOST,O,O,X,O,X,O,X,X
ZJLSTIO,O,O,X,O,O,O,X,X
ZJLSTOI,O,O,X,O,O,O,X,X
ZJLSITO,O,O,X,O,O,O,X,X
ZJLSIOT,O,O,X,O,X,O,X,X
ZJLSOTI,O,O,X,O,X,O,X,X
ZJLSOIT,O,O,X,O,X,O,X,X
ZJLOTIS,O,O,X,O,X,O,X,X
ZJLOTSI,O,O,X,O,X,O,X,X
ZJLOITS,O,O,X,O,X,O,X,X
ZJLOIST,O,O,X,O,X,O,X,X
ZJLOSTI,O,O,X,O,X,O,X,X
ZJLOSIT,O,O,X,O,X,O,X,X
ZJSTILO,O,O,X,O,O,O,O,O
ZJSTIOL,O,O,X,O,O,O,O,O
ZJSTLIO,O,O,X,O,O,O,O,O
ZJSTLOI,O,O,X,O,O,O,O,O
ZJSTOIL,O,O,X,O,O,O,O,O
ZJSTOLI,O,O,X,X,O,O,O,O
ZJSITLO,O,O,X,O,O,O,O,O
ZJSITOL,O,O,X,O,O,O,O,O
ZJSILTO,O,O,X,O,O,O,O,X
ZJSILOT,O,O,X,O,X,O,O,X
ZJSIOTL,O,X,X,O,O,O,O,X
ZJSIOLT,O,X,X,O,O,O,O,X
ZJSLTIO,O,O,X,O,O,O,O,X
ZJSLTOI,O,O,X,O,O,O,O,X
ZJSLITO,O,O,X,O,O,O,O,X
ZJSLIOT,O,O,X,O,X,O,O,X
ZJSLOTI,O,O,X,O,X,O,O,X
ZJSLOIT,O,O,X,O,X,O,O,X
ZJSOTIL,O,X,X,O,O,O,O,X
ZJSOTLI,O,X,X,X,O,O,O,X
ZJSOITL,O,X,X,O,O,O,O,X
ZJSOILT,O,X,X,O,O,O,O,X
ZJSOLTI,O,X,X,O,O,O,O,X
ZJSOLIT,O,X,X,O,O,O,O,X
ZJOTILS,O,X,X,O,O,O,X,X
ZJOTISL,O,X,X,O,O,O,X,X
ZJOTLIS,O,X,X,O,O,O,X,X
ZJOTLSI,O,X,X,O,O,O,X,X
ZJOTSIL,O,X,X,O,O,O,X,X
ZJOTSLI,O,X,X,O,O,O,X,X
ZJOITLS,O,X,X,O,O,O,X,X
ZJOITSL,O,X,X,O,O,O,X,X
ZJOILTS,O,X,X,O,O,O,X,X
ZJOILST,O,X,X,O,O,O,X,X
ZJOISTL,O,X,X,O,O,O,X,X
ZJOISLT,O,X,X,O,O,O,X,X
ZJOLTIS,O,X,X,O,O,O,X,X
ZJOLTSI,O,X,X,O,O,O,X,X
ZJOLITS,O,X,X,O,O,O,X,X
ZJOLIST,O,X,X,O,O,O,X,X
ZJOLSTI,O,X,X,O,O,O,X,X
ZJOLSIT,O,X,X,O,O,O,X,X
ZJOSTIL,O,X,X,O,O,O,X,X
ZJOSTLI,O,X,X,O,O,O,X,X
ZJOSITL,O,X,X,O,O,O,X,X
ZJOSILT,O,X,X,O,O,O,X,X
ZJOSLTI,O,X,X,O,O,O,X,X
ZJOSLIT,O,X,X,O,O,O,X,X
ZSTILJO,O,O,O,X,X,O,O,O
ZSTILOJ,O,O,O,X,X,X,O,O
ZSTIJLO,O,O,O,X,X,O,O,O
ZSTIJOL,O,O,O,X,X,O,O,O
ZSTIOLJ,O,O,O,X,X,X,O,O
ZSTIOJL,O,O,O,X,X,O,O,O
ZSTLIJO,O,O,O,X,X,O,O,O
ZSTLIOJ,O,O,O,X,X,X,O,O
ZSTLJIO,O,O,O,X,X,O,O,O
ZSTLJOI,O,O,O,X,X,O,O,O
ZSTLOIJ,O,O,O,X,X,X,O,O
ZSTLOJI,O,O,O,X,X,X,O,O
ZSTJILO,O,O,O,X,X,O,O,O
ZSTJIOL,O,O,O,X,X,O,O,O
ZSTJLIO,O,O,O,X,X,O,O,O
ZSTJLOI,O,O,O,X,X,O,O,O
ZSTJOIL,O,O,O,X,X,O,O,O
ZSTJOLI,O,O,O,X,X,O,O,O
ZSTOILJ,O,O,O,X,X,X,O,O
ZSTOIJL,O,O,O,X,X,O,O,O
ZSTOLIJ,O,O,O,X,X,X,O,O
ZSTOLJI,O,O,O,X,X,X,O,O
ZSTOJIL,O,O,O,X,X,O,O,O
ZSTOJLI,O,O,O,X,X,O,O,O
ZSITLJO,O,O,O,X,X,O,O,O
ZSITLOJ,O,O,O,X,X,X,O,O
ZSITJLO,O,O,O,X,X,O,O,O
ZSITJOL,O,O,O,X,X,O,O,O
ZSITOLJ,O,O,O,X,X,X,O,O
ZSITOJL,O,O,O,X,X,O,O,O
ZSILTJO,O,O,X,O,X,O,O,O
ZSILTOJ,O,O,X,O,X,X,O,O
ZSILJTO,O,O,X,O,O,O,O,X
ZSILJOT,O,O,X,O,X,O,O,X
ZSILOTJ,X,O,X,O,X,X,O,X
ZSILOJT,O,O,X,O,O,O,O,X
ZSIJTLO,O,O,X,O,O,O,O,O
ZSIJTOL,O,O,X,O,O,O,O,O
ZSIJLTO,O,O,X,O,O,O,O,X
ZSIJLOT,O,O,X,O,X,O,O,X
ZSIJOTL,O,X,X,O,O,O,O,X
ZSIJOLT,O,X,X,O,O,O,O,X
ZSIOTLJ,O,O,O,O,X,O,O,O
ZSIOTJL,O,O,O,O,X,O,O,O
ZSIOLTJ,X,O,X,O,X,O,O,X
ZSIOLJT,O,O,X,O,O,O,O,X
ZSIOJTL,O,X,X,O,O,O,O,X
ZSIOJLT,O,X,X,O,O,O,O,X
ZSLTIJO,O,O,X,O,X,O,O,O
ZSLTIOJ,O,O,X,O,X,X,O,O
ZSLTJIO,O,O,X,O,X,O,O,O
ZSLTJOI,O,O,X,X,X,O,O,O
ZSLTOIJ,O,O,X,O,X,X,O,O
ZSLTOJI,O,O,X,O,X,X,O,O
ZSLITJO,O,O,X,O,X,O,O,O
ZSLITOJ,O,O,X,O,X,X,O,O
ZSLIJTO,O,O,X,O,O,O,O,X
ZSLIJOT,O,O,X,O,X,O,O,X
ZSLIOTJ,X,O,X,O,X,X,O,X
ZSLIOJT,O,O,X,O,O,O,O,X
ZSLJTIO,O,O,X,O,O,O,O,X
ZSLJTOI,O,O,X,O,O,O,O,X
ZSLJITO,O,O,X,O,O,O,O,X
ZSLJIOT,O,O,X,O,X,O,O,X
ZSLJOTI,O,O,X,O,X,O,O,X
ZSLJOIT,O,O,X,O,X,O,O,X
ZSLOTIJ,X,O,X,O,X,X,O,X
ZSLOTJI,X,O,X,O,X,X,O,X
ZSLOITJ,X,O,X,O,X,X,O,X
ZSLOIJT,O,O,X,O,O,O,O,X
ZSLOJTI,O,O,X,O,O,O,O,X
ZSLOJIT,O,O,X,O,O,O,O,X
ZSJTILO,O,O,X,O,O,O,O,O
ZSJTIOL,O,O,X,O,O,O,O,O
ZSJTLIO,O,O,X,O,O,O,O,O
ZSJTLOI,O,O,X,O,O,O,O,O
ZSJTOIL,O,O,X,O,O,O,O,O
ZSJTOLI,O,O,X,X,O,O,O,O
ZSJITLO,O,O,X,O,O,O,O,O
ZSJITOL,O,O,X,O,O,O,O,O
ZSJILTO,O,O,X,O,O,O,O,X
ZSJILOT,O,O,X,O,X,O,O,X
ZSJIOTL,O,X,X,O,O,O,O,X
ZSJIOLT,O,X,X,O,O,O,O,X
ZSJLTIO,O,O,X,O,O,O,O,X
ZSJLTOI,O,O,X,O,O,O,O,X
ZSJLITO,O,O,X,O,O,O,O,X
ZSJLIOT,O,O,X,O,X,O,O,X
ZSJLOTI,O,O,X,O,X,O,O,X
ZSJLOIT,O,O,X,O,X,O,O,X
ZSJOTIL,O,X,X,O,O,O,O,X
ZSJOTLI,O,X,X,X,O,O,O,X
ZSJOITL,O,X,X,O,O,O,O,X
ZSJOILT,O,X,X,O,O,O,O,X
ZSJOLTI,O,X,X,O,O,O,O,X
ZSJOLIT,O,X,X,O,O,O,O,X
ZSOTILJ,O,O,O,O,X,O,O,O
ZSOTIJL,O,O,O,O,X,O,O,O
ZSOTLIJ,O,O,O,O,X,O,O,O
ZSOTLJI,O,O,O,O,X,O,O,O
ZSOTJIL,O,O,O,O,X,O,O,O
ZSOTJLI,O,O,O,O,X,O,O,O
ZSOITLJ,O,O,O,O,X,O,O,O
ZSOITJL,O,O,O,O,X,O,O,O
ZSOILTJ,X,O,X,O,X,O,O,X
ZSOILJT,O,O,X,O,O,O,O,X
ZSOIJTL,O,X,X,O,O,O,O,X
ZSOIJLT,O,X,X,O,O,O,O,X
ZSOLTIJ,X,O,X,O,X,O,O,X
ZSOLTJI,X,O,X,O,X,O,O,X
ZSOLITJ,X,O,X,O,X,O,O,X
ZSOLIJT,O,O,X,O,O,O,O,X
ZSOLJTI,O,O,X,O,O,O,O,X
ZSOLJIT,O,O,X,O,O,O,O,X
ZSOJTIL,O,X,X,O,O,O,O,X
ZSOJTLI,O,X,X,O,O,O,O,X
ZSOJITL,O,X,X,O,O,O,O,X
ZSOJILT,O,X,X,O,O,O,O,X
ZSOJLTI,O,X,X,O,O,O,O,X
ZSOJLIT,O,X,X,O,O,O,O,X
ZOTILJS,O,O,O,O,O,O,X,O
ZOTILSJ,O,O,O,O,X,O,X,O
ZOTIJLS,O,O,O,O,O,O,X,O
ZOTIJSL,O,O,O,O,O,O,X,O
ZOTISLJ,O,O,O,O,X,O,X,O
ZOTISJL,O,O,O,O,X,O,X,O
ZOTLIJS,O,O,O,O,O,O,X,O
ZOTLISJ,O,O,O,O,X,O,X,O
ZOTLJIS,O,O,O,O,O,O,X,O
ZOTLJSI,O,O,O,O,O,O,X,O
ZOTLSIJ,O,O,O,O,X,O,X,O
ZOTLSJI,O,O,O,O,X,O,X,O
ZOTJILS,O,O,O,O,O,O,X,O
ZOTJISL,O,O,O,O,O,O,X,O
ZOTJLIS,O,O,O,O,O,O,X,O
ZOTJLSI,O,O,O,O,O,O,X,O
ZOTJSIL,O,O,O,O,O,O,X,O
ZOTJSLI,O,O,O,O,O,O,X,O
ZOTSILJ,O,O,O,O,X,O,X,O
ZOTSIJL,O,O,O,O,X,O,X,O
ZOTSLIJ,O,O,O,O,X,O,X,O
ZOTSLJI,O,O,O,O,X,O,X,O
ZOTSJIL,O,O,O,O,X,O,X,O
ZOTSJLI,O,O,O,O,X,O,X,O
ZOITLJS,O,O,O,O,O,O,X,O
ZOITLSJ,O,O,O,O,X,O,X,O
ZOITJLS,O,O,O,O,O,O,X,O
ZOITJSL,O,O,O,O,O,O,X,O
ZOITSLJ,O,O,O,O,X,O,X,O
ZOITSJL,O,O,O,O,X,O,X,O
ZOILTJS,X,O,X,O,O,O,X,X
ZOILTSJ,X,O,X,O,X,O,X,X
ZOILJTS,O,O,X,O,O,O,X,X
ZOILJST,O,O,X,O,O,O,X,X
ZOILSTJ,X,O,X,O,X,O,X,X
ZOILSJT,O,O,X,O,O,O,X,X
ZOIJTLS,O,X,X,O,O,O,X,X
ZOIJTSL,O,X,X,O,O,O,X,X
ZOIJLTS,O,X,X,O,O,O,X,X
ZOIJLST,O,X,X,O,O,O,X,X
ZOIJSTL,O,X,X,O,O,O,X,X
ZOIJSLT,O,X,X,O,O,O,X,X
ZOISTLJ,O,O,O,O,X,O,X,O
ZOISTJL,O,O,O,O,X,O,X,O
ZOISLTJ,X,O,X,O,X,O,X,X
ZOISLJT,O,O,X,O,O,O,X,X
ZOISJTL,O,X,X,O,O,O,X,X
ZOISJLT,O,X,X,O,O,O,X,X
ZOLTIJS,X,O,X,O,O,O,X,X
ZOLTISJ,X,O,X,O,X,O,X,X
ZOLTJIS,X,O,X,O,O,O,X,X
ZOLTJSI,X,O,X,O,O,O,X,X
ZOLTSIJ,X,O,X,O,X,O,X,X
ZOLTSJI,X,O,X,O,X,O,X,X
ZOLITJS,X,O,X,O,O,O,X,X
ZOLITSJ,X,O,X,O,X,O,X,X
ZOLIJTS,O,O,X,O,O,O,X,X
ZOLIJST,O,O,X,O,O,O,X,X
ZOLISTJ,X,O,X,O,X,O,X,X
ZOLISJT,O,O,X,O,O,O,X,X
ZOLJTIS,O,O,X,O,O,O,X,X
ZOLJTSI,O,O,X,O,O,O,X,X
ZOLJITS,O,O,X,O,O,O,X,X
ZOLJIST,O,O,X,O,O,O,X,X
ZOLJSTI,O,O,X,O,O,O,X,X
ZOLJSIT,O,O,X,O,O,O,X,X
ZOLSTIJ,X,O,X,O,X,O,X,X
ZOLSTJI,X,O,X,O,X,O,X,X
ZOLSITJ,X,O,X,O,X,O,X,X
ZOLSIJT,O,O,X,O,O,O,X,X
ZOLSJTI,O,O,X,O,O,O,X,X
ZOLSJIT,O,O,X,O,O,O,X,X
ZOJTILS,O,X,X,O,O,O,X,X
ZOJTISL,O,X,X,O,O,O,X,X
ZOJTLIS,O,X,X,O,O,O,X,X
ZOJTLSI,O,X,X,O,O,O,X,X
ZOJTSIL,O,X,X,O,O,O,X,X
ZOJTSLI,O,X,X,O,O,O,X,X
ZOJITLS,O,X,X,O,O,O,X,X
ZOJITSL,O,X,X,O,O,O,X,X
ZOJILTS,O,X,X,O,O,O,X,X
ZOJILST,O,X,X,O,O,O,X,X
ZOJISTL,O,X,X,O,O,O,X,X
ZOJISLT,O,X,X,O,O,O,X,X
ZOJLTIS,O,X,X,O,O,O,X,X
ZOJLTSI,O,X,X,O,O,O,X,X
ZOJLITS,O,X,X,O,O,O,X,X
ZOJLIST,O,X,X,O,O,O,X,X
ZOJLSTI,O,X,X,O,O,O,X,X
ZOJLSIT,O,X,X,O,O,O,X,X
ZOJSTIL,O,X,X,O,O,O,X,X
ZOJSTLI,O,X,X,O,O,O,X,X
ZOJSITL,O,X,X,O,O,O,X,X
ZOJSILT,O,X,X,O,O,O,X,X
ZOJSLTI,O,X,X,O,O,O,X,X
ZOJSLIT,O,X,X,O,O,O,X,X
ZOSTILJ,O,O,O,O,X,O,X,O
ZOSTIJL,O,O,O,O,X,O,X,O
ZOSTLIJ,O,O,O,O,X,O,X,O
ZOSTLJI,O,O,O,O,X,O,X,O
ZOSTJIL,O,O,O,O,X,O,X,O
ZOSTJLI,O,O,O,O,X,O,X,O
ZOSITLJ,O,O,O,O,X,O,X,O
ZOSITJL,O,O,O,O,X,O,X,O
ZOSILTJ,X,O,X,O,X,O,X,X
ZOSILJT,O,O,X,O,O,O,X,X
ZOSIJTL,O,X,X,O,O,O,X,X
ZOSIJLT,O,X,X,O,O,O,X,X
ZOSLTIJ,X,O,X,O,X,O,X,X
ZOSLTJI,X,O,X,O,X,O,X,X
ZOSLITJ,X,O,X,O,X,O,X,X
ZOSLIJT,O,O,X,O,O,O,X,X
ZOSLJTI,O,O,X,O,O,O,X,X
ZOSLJIT,O,O,X,O,O,O,X,X
ZOSJTIL,O,X,X,O,O,O,X,X
ZOSJTLI,O,X,X,O,O,O,X,X
ZOSJITL,O,X,X,O,O,O,X,X
ZOSJILT,O,X,X,O,O,O,X,X
ZOSJLTI,O,X,X,O,O,O,X,X
ZOSJLIT,O,X,X,O,O,O,X,X
OTILJSZ,O,O,O,O,O,O,X,O
OTILJZS,O,O,O,O,O,O,X,O
OTILSJZ,X,O,O,O,O,O,X,O
OTILSZJ,X,O,O,O,X,O,X,O
OTILZJS,O,O,O,O,O,O,X,O
OTILZSJ,O,O,O,O,X,O,X,O
OTIJLSZ,O,O,O,O,O,O,X,O
OTIJLZS,O,O,O,O,O,O,X,O
OTIJSLZ,O,O,O,O,O,O,O,O
OTIJSZL,O,O,O,O,O,O,O,O
OTIJZLS,O,O,O,O,O,O,O,O
OTIJZSL,O,O,O,O,O,O,O,O
OTISLJZ,X,O,O,O,O,O,O,O
OTISLZJ,X,O,O,O,X,O,O,O
OTISJLZ,O,O,O,O,O,O,O,O
OTISJZL,O,O,O,O,O,O,O,O
OTISZLJ,O,O,O,O,X,O,O,O
OTISZJL,O,O,O,O,X,O,O,O
OTIZLJS,O,O,O,O,O,O,X,O
OTIZLSJ,O,O,O,O,X,O,O,O
OTIZJLS,O,O,O,O,O,O,O,O
OTIZJSL,O,O,O,O,O,O,O,O
OTIZSLJ,O,O,O,O,X,O,O,O
OTIZSJL,O,O,O,O,X,O,O,O
OTLIJSZ,O,O,O,O,O,O,X,O
OTLIJZS,O,O,O,O,O,O,X,O
OTLISJZ,X,O,O,O,O,O,X,O
OTLISZJ,X,O,O,O,X,O,X,O
OTLIZJS,O,O,O,O,O,O,X,O
OTLIZSJ,O,O,O,O,X,O,X,O
OTLJISZ,O,O,O,O,O,O,X,O
OTLJIZS,O,O,O,O,O,O,X,O
OTLJSIZ,O,O,O,O,O,O,X,O
OTLJSZI,O,O,O,O,O,O,X,O
OTLJZIS,O,O,O,O,O,O,X,O
OTLJZSI,O,O,O,O,O,O,X,O
OTLSIJZ,X,O,O,O,O,O,X,O
OTLSIZJ,X,O,O,O,X,O,X,O
OTLSJIZ,X,O,O,O,O,O,X,O
OTLSJZI,X,O,O,O,O,O,X,O
OTLSZIJ,X,O,O,O,X,O,X,O
OTLSZJI,X,O,O,O,X,O,X,O
OTLZIJS,O,O,O,O,O,O,X,O
OTLZISJ,O,O,O,O,X,O,X,O
OTLZJIS,O,O,O,O,O,O,X,O
OTLZJSI,O,O,O,O,O,O,X,O
OTLZSIJ,O,O,O,O,X,O,X,O
OTLZSJI,O,O,O,O,X,O,X,O
OTJILSZ,O,O,O,O,O,O,X,O
OTJILZS,O,O,O,O,O,O,X,O
OTJISLZ,O,O,O,O,O,O,O,O
OTJISZL,O,O,O,O,O,O,O,O
OTJIZLS,O,O,O,O,O,O,O,O
OTJIZSL,O,O,O,O,O,O,O,O
OTJLISZ,O,O,O,O,O,O,X,O
OTJLIZS,O,O,O,O,O,O,X,O
OTJLSIZ,O,O,O,O,O,O,X,O
OTJLSZI,O,O,O,O,O,O,X,O
OTJLZIS,O,O,O,O,O,O,X,O
OTJLZSI,O,O,O,O,O,O,X,O
OTJSILZ,O,O,O,O,O,O,O,O
OTJSIZL,O,O,O,O,O,O,O,O
OTJSLIZ,O,O,O,O,O,O,O,O
OTJSLZI,O,O,O,O,O,O,O,O
OTJSZIL,O,O,O,O,O,O,O,O
OTJSZLI,O,O,O,O,O,O,O,O
OTJZILS,O,O,O,O,O,O,O,O
OTJZISL,O,O,O,O,O,O,O,O
OTJZLIS,O,O,O,O,O,O,O,O
OTJZLSI,O,O,O,O,O,O,X,O
OTJZSIL,O,O,O,O,O,O,O,O
OTJZSLI,O,O,O,O,O,O,O,O
OTSILJZ,X,O,O,O,O,O,O,O
OTSILZJ,X,O,O,O,X,O,O,O
OTSIJLZ,O,O,O,O,O,O,O,O
OTSIJZL,O,O,O,O,O,O,O,O
OTSIZLJ,O,O,O,O,X,O,O,O
OTSIZJL,O,O,O,O,X,O,O,O
OTSLIJZ,X,O,O,O,O,O,O,O
OTSLIZJ,X,O,O,O,X,O,O,O
OTSLJIZ,X,O,O,O,O,O,O,O
OTSLJZI,X,O,O,O,O,O,O,O
OTSLZIJ,X,O,O,O,X,O,O,O
OTSLZJI,X,O,O,O,X,O,O,O
OTSJILZ,O,O,O,O,O,O,O,O
OTSJIZL,O,O,O,O,O,O,O,O
OTSJLIZ,O,O,O,O,O,O,O,O
OTSJLZI,O,O,O,O,O,O,O,O
OTSJZIL,O,O,O,O,O,O,O,O
OTSJZLI,O,O,O,O,O,O,O,O
OTSZILJ,O,O,O,O,X,O,O,O
OTSZIJL,O,O,O,O,X,O,O,O
OTSZLIJ,O,O,O,O,X,O,O,O
OTSZLJI,O,O,O,O,X,O,O,O
OTSZJIL,O,O,O,O,X,O,O,O
OTSZJLI,O,O,O,O,X,O,O,O
OTZILJS,O,O,O,O,O,O,X,O
OTZILSJ,O,O,O,O,X,O,O,O
OTZIJLS,O,O,O,O,O,O,O,O
OTZIJSL,O,O,O,O,O,O,O,O
OTZISLJ,O,O,O,O,X,O,O,O
OTZISJL,O,O,O,O,X,O,O,O
OTZLIJS,O,O,O,O,O,O,X,O
OTZLISJ,O,O,O,O,X,O,O,O
OTZLJIS,O,O,O,O,O,O,X,O
OTZLJSI,O,O,O,O,O,O,X,O
OTZLSIJ,O,O,O,O,X,O,X,O
OTZLSJI,O,O,O,O,X,O,X,O
OTZJILS,O,O,O,O,O,O,O,O
OTZJISL,O,O,O,O,O,O,O,O
OTZJLIS,O,O,O,O,O,O,O,O
OTZJLSI,O,O,O,O,O,O,X,O
OTZJSIL,O,O,O,O,O,O,O,O
OTZJSLI,O,O,O,O,O,O,O,O
OTZSILJ,O,O,O,O,X,O,O,O
OTZSIJL,O,O,O,O,X,O,O,O
OTZSLIJ,O,O,O,O,X,O,O,O
OTZSLJI,O,O,O,O,X,O,O,O
OTZSJIL,O,O,O,O,X,O,O,O
OTZSJLI,O,O,O,O,X,O,O,O
OITLJSZ,O,O,O,O,O,O,X,O
OITLJZS,O,O,O,O,O,O,X,O
OITLSJZ,X,O,O,O,O,O,X,O
OITLSZJ,X,O,O,O,X,O,X,O
OITLZJS,O,O,O,O,O,O,X,O
OITLZSJ,O,O,O,O,X,O,X,O
OITJLSZ,O,O,O,O,O,O,X,O
OITJLZS,O,O,O,O,O,O,X,O
OITJSLZ,O,O,O,O,O,O,O,O
OITJSZL,O,O,O,O,O,O,O,O
OITJZLS,O,O,O,O,O,O,O,O
OITJZSL,O,O,O,O,O,O,O,O
OITSLJZ,X,O,O,O,O,O,O,O
OITSLZJ,X,O,O,O,X,O,O,O
OITSJLZ,O,O,O,O,O,O,O,O
OITSJZL,O,O,O,O,O,O,O,O
OITSZLJ,O,O,O,O,X,O,O,O
OITSZJL,O,O,O,O,X,O,O,O
OITZLJS,O,O,O,O,O,O,X,O
OITZLSJ,O,O,O,O,X,O,O,O
OITZJLS,O,O,O,O,O,O,O,O
OITZJSL,O,O,O,O,O,O,O,O
OITZSLJ,O,O,O,O,X,O,O,O
OITZSJL,O,O,O,O,X,O,O,O
OILTJSZ,X,O,O,O,O,O,X,X
OILTJZS,X,O,O,O,O,O,X,X
OILTSJZ,X,O,O,O,O,O,X,X
OILTSZJ,X,O,O,O,X,O,X,X
OILTZJS,X,O,O,O,O,O,X,X
OILTZSJ,X,O,O,O,X,O,X,X
OILJTSZ,O,O,X,O,O,O,X,X
OILJTZS,O,O,X,O,O,O,X,X
OILJSTZ,X,O,X,O,O,O,X,X
OILJSZT,O,O,X,O,O,O,X,X
OILJZTS,O,O,X,O,O,O,X,X
OILJZST,O,O,X,O,O,O,X,X
OILSTJZ,X,O,O,O,O,O,X,X
OILSTZJ,X,O,O,O,X,O,X,X
OILSJTZ,X,O,X,O,O,O,X,X
OILSJZT,O,O,X,O,O,O,X,X
OILSZTJ,X,O,X,O,X,O,X,X
OILSZJT,O,O,X,O,O,O,X,X
OILZTJS,X,O,X,O,O,O,X,X
OILZTSJ,X,O,X,O,X,O,X,X
OILZJTS,O,O,X,O,O,O,X,X
OILZJST,O,O,X,O,O,O,X,X
OILZSTJ,X,O,X,O,X,O,X,X
