sequence,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8JeO/IvhF8f?BfhB6hBTdBZjBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8Jei6IvhFGc?BTdBZjB3fBUhBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8JeO/IvhF8f?BzbBRdB3hBaoBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8JeO/IvhF8f?BzbBSiBZjB3hBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8Je2/IvhFSh?BTdBZjB3fBUhBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8Jez7IvhFGd?BZjB3hB0kBikBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8JeSBJvhFTd?BZjBlfBUhB/pBmpB
SOLTZJI,O,O,O,O,X,X,X
SOLITJZ,O,X,O,X,O,X,O
SOLITZJ,O,O,O,O,X,X,O
SOLIJTZ,O,X,O,X,O,X,O
SOLIJZT,O,O,O,X,O,O,X
SOLIZTJ,O,O,O,X,X,O,O
SOLIZJT,O,O,O,O,X,O,X
SOLJTIZ,O,X,O,X,X,X,O
SOLJTZI,O,X,O,X,X,X,X
SOLJITZ,O,X,O,X,O,X,O
SOLJIZT,O,O,O,X,O,O,X
SOLJZTI,O,O,O,X,X,X,X
SOLJZIT,O,O,O,X,X,O,X
SOLZTIJ,O,O,O,X,X,X,O
SOLZTJI,O,O,O,X,X,X,X
SOLZITJ,O,O,O,X,X,O,O
SOLZIJT,O,O,O,O,X,O,X
SOLZJTI,O,O,O,X,X,X,X
SOLZJIT,O,O,O,O,X,O,X
SOJTILZ,O,X,X,X,X,X,O
SOJTIZL,O,X,O,X,X,O,X
SOJTLIZ,O,X,O,X,X,X,O
SOJTLZI,O,X,O,X,X,X,X
SOJTZIL,O,X,O,X,X,O,X
SOJTZLI,O,X,O,X,X,X,X
SOJITLZ,O,X,X,X,X,X,O
SOJITZL,O,X,O,X,X,O,X
SOJILTZ,O,X,X,X,O,X,O
SOJILZT,O,O,X,X,O,O,X
SOJIZTL,O,O,O,X,X,O,X
SOJIZLT,O,O,O,X,X,O,X
SOJLTIZ,O,X,O,X,X,X,O
SOJLTZI,O,X,O,X,X,X,X
SOJLITZ,O,X,O,X,O,X,O
SOJLIZT,O,O,O,X,O,O,X
SOJLZTI,O,O,O,X,X,X,X
SOJLZIT,O,O,O,X,X,O,X
SOJZTIL,O,O,O,X,X,O,X
SOJZTLI,O,O,O,X,X,X,X
SOJZITL,O,O,O,X,X,O,X
SOJZILT,O,O,O,X,X,O,X
SOJZLTI,O,O,O,X,X,X,X
SOJZLIT,O,O,O,X,X,O,X
SOZTILJ,O,O,O,X,X,O,O
SOZTIJL,O,O,O,X,X,O,X
SOZTLIJ,O,O,O,X,X,X,O
SOZTLJI,O,O,O,X,X,X,X
SOZTJIL,O,O,O,X,X,O,X
SOZTJLI,O,O,O,X,X,X,X
SOZITLJ,O,O,O,X,X,O,O
SOZITJL,O,O,O,X,X,O,X
SOZILTJ,O,O,O,X,X,O,O
SOZILJT,O,O,O,O,X,O,X
SOZIJTL,O,O,O,X,X,O,X
SOZIJLT,O,O,O,O,X,O,X
SOZLTIJ,O,O,O,X,X,X,O
SOZLTJI,O,O,O,X,X,X,X
SOZLITJ,O,O,O,X,X,O,O
SOZLIJT,O,O,O,O,X,O,X
SOZLJTI,O,O,O,X,X,X,X
SOZLJIT,O,O,O,O,X,O,X
SOZJTIL,O,O,O,X,X,O,X
SOZJTLI,O,O,O,X,X,X,X
SOZJITL,O,O,O,X,X,O,X
SOZJILT,O,O,O,O,X,O,X
SOZJLTI,O,O,O,X,X,X,X
SOZJLIT,O,O,O,O,X,O,X
ZTILJSO,O,O,O,O,X,X,X
ZTILJOS,O,O,O,O,O,X,X
ZTILSJO,O,O,O,O,X,X,X
ZTILSOJ,O,O,O,O,X,X,X
ZTILOJS,O,O,O,O,O,X,X
ZTILOSJ,O,O,O,O,X,X,X
ZTIJLSO,O,O,O,O,X,X,X
ZTIJLOS,O,O,O,O,O,X,X
ZTIJSLO,O,O,O,O,X,O,X
ZTIJSOL,O,O,O,O,X,O,X
ZTIJOLS,O,O,O,O,O,X,X
ZTIJOSL,O,O,X,O,X,X,X
ZTISLJO,O,O,O,O,X,O,X
ZTISLOJ,O,O,O,O,X,O,X
ZTISJLO,O,O,O,O,X,O,X
ZTISJOL,O,O,O,O,X,O,X
ZTISOLJ,O,O,O,O,X,O,X
ZTISOJL,O,O,O,O,X,O,X
ZTIOLJS,O,O,O,O,O,X,X
ZTIOLSJ,O,O,O,O,X,X,X
ZTIOJLS,O,O,O,O,O,X,X
ZTIOJSL,O,O,X,O,X,X,X
ZTIOSLJ,O,O,X,O,X,X,X
ZTIOSJL,O,O,X,O,X,X,X
ZTLIJSO,O,O,O,O,X,X,X
ZTLIJOS,O,O,O,O,O,X,X
ZTLISJO,O,O,O,O,X,X,X
ZTLISOJ,O,O,O,O,X,X,X
ZTLIOJS,O,O,O,O,O,X,X
ZTLIOSJ,O,O,O,O,X,X,X
ZTLJISO,O,O,O,O,X,X,X
ZTLJIOS,O,O,O,O,O,X,X
ZTLJSIO,O,O,O,O,X,X,X
ZTLJSOI,O,O,O,O,X,X,X
ZTLJOIS,O,O,O,O,O,X,X
ZTLJOSI,O,O,O,O,X,X,X
ZTLSIJO,O,O,O,O,X,X,X
ZTLSIOJ,O,O,O,O,X,X,X
ZTLSJIO,O,O,O,O,X,X,X
ZTLSJOI,O,O,O,O,X,X,X
ZTLSOIJ,O,O,O,O,X,X,X
ZTLSOJI,O,O,O,O,X,X,X
ZTLOIJS,O,O,O,O,O,X,X
ZTLOISJ,O,O,O,O,X,X,X
ZTLOJIS,O,O,O,O,O,X,X
ZTLOJSI,O,O,O,O,X,X,X
ZTLOSIJ,O,O,O,O,X,X,X
ZTLOSJI,O,O,O,O,X,X,X
ZTJILSO,O,O,O,O,X,X,X
ZTJILOS,O,O,O,O,O,X,X
ZTJISLO,O,O,O,O,X,O,X
ZTJISOL,O,O,O,O,X,O,X
ZTJIOLS,O,O,O,O,O,X,X
ZTJIOSL,O,O,X,O,X,X,X
ZTJLISO,O,O,O,O,X,X,X
ZTJLIOS,O,O,O,O,O,X,X
ZTJLSIO,O,O,O,O,X,X,X
ZTJLSOI,O,O,O,O,X,X,X
ZTJLOIS,O,O,O,O,O,X,X
ZTJLOSI,O,O,O,O,X,X,X
ZTJSILO,O,O,O,O,X,O,X
ZTJSIOL,O,O,O,O,X,O,X
ZTJSLIO,O,O,O,O,X,X,X
ZTJSLOI,O,O,O,O,X,X,X
ZTJSOIL,O,O,O,O,X,O,X
ZTJSOLI,O,O,O,O,X,X,X
ZTJOILS,O,O,O,O,O,X,X
ZTJOISL,O,O,X,O,X,X,X
ZTJOLIS,O,O,O,O,O,X,X
ZTJOLSI,O,O,O,O,X,X,X
ZTJOSIL,O,O,O,O,X,X,X
ZTJOSLI,O,O,O,O,X,X,X
ZTSILJO,O,O,O,O,X,O,X
ZTSILOJ,O,O,O,O,X,O,X
ZTSIJLO,O,O,O,O,X,O,X
ZTSIJOL,O,O,O,O,X,O,X
ZTSIOLJ,O,O,O,O,X,O,X
ZTSIOJL,O,O,O,O,X,O,X
ZTSLIJO,O,O,O,O,X,X,X
ZTSLIOJ,O,O,O,O,X,X,X
ZTSLJIO,O,O,O,O,X,X,X
ZTSLJOI,O,O,O,O,X,X,X
ZTSLOIJ,O,O,O,O,X,X,X
ZTSLOJI,O,O,O,O,X,X,X
ZTSJILO,O,O,O,O,X,O,X
ZTSJIOL,O,O,O,O,X,O,X
ZTSJLIO,O,O,O,O,X,X,X
ZTSJLOI,O,O,O,O,X,X,X
ZTSJOIL,O,O,O,O,X,O,X
ZTSJOLI,O,O,O,O,X,X,X
ZTSOILJ,O,O,O,O,X,O,X
ZTSOIJL,O,O,O,O,X,O,X
ZTSOLIJ,O,O,O,O,X,X,X
ZTSOLJI,O,O,O,O,X,X,X
ZTSOJIL,O,O,O,O,X,O,X
ZTSOJLI,O,O,O,O,X,X,X
ZTOILJS,O,O,O,O,O,X,X
ZTOILSJ,O,O,O,O,X,X,X
ZTOIJLS,O,O,O,O,O,X,X
ZTOIJSL,O,O,X,O,X,X,X
ZTOISLJ,O,O,X,O,X,X,X
ZTOISJL,O,O,X,O,X,X,X
ZTOLIJS,O,O,O,O,O,X,X
ZTOLISJ,O,O,O,O,X,X,X
ZTOLJIS,O,O,O,O,O,X,X
ZTOLJSI,O,O,O,O,X,X,X
ZTOLSIJ,O,O,O,O,X,X,X
ZTOLSJI,O,O,O,O,X,X,X
ZTOJILS,O,O,O,O,O,X,X
ZTOJISL,O,O,X,O,X,X,X
ZTOJLIS,O,O,O,O,O,X,X
ZTOJLSI,O,O,O,O,X,X,X
ZTOJSIL,O,O,O,O,X,X,X
ZTOJSLI,O,O,O,O,X,X,X
ZTOSILJ,O,O,O,O,X,X,X
ZTOSIJL,O,O,O,O,X,X,X
ZTOSLIJ,O,O,O,O,X,X,X
ZTOSLJI,O,O,O,O,X,X,X
ZTOSJIL,O,O,O,O,X,X,X
ZTOSJLI,O,O,O,O,X,X,X
ZITLJSO,O,O,X,O,X,X,X
ZITLJOS,O,O,X,O,O,X,X
ZITLSJO,O,O,X,O,X,X,X
ZITLSOJ,O,O,X,O,X,X,X
ZITLOJS,O,O,X,O,O,X,X
ZITLOSJ,O,O,X,O,X,X,X
ZITJLSO,O,O,X,O,X,X,X
ZITJLOS,O,O,X,O,O,X,X
ZITJSLO,O,O,X,O,X,O,X
ZITJSOL,O,O,X,O,X,O,X
ZITJOLS,O,O,X,O,O,X,X
ZITJOSL,O,O,X,O,X,X,X
ZITSLJO,O,O,X,O,X,O,X
ZITSLOJ,O,O,X,O,X,O,X
ZITSJLO,O,O,X,O,X,O,X
ZITSJOL,O,O,X,O,X,O,X
ZITSOLJ,O,O,X,O,X,O,X
ZITSOJL,O,O,X,O,X,O,X
ZITOLJS,O,O,X,O,O,X,X
ZITOLSJ,O,O,X,O,X,X,X
ZITOJLS,O,O,X,O,O,X,X
ZITOJSL,O,O,X,O,X,X,X
ZITOSLJ,O,O,X,O,X,X,X
ZITOSJL,O,O,X,O,X,X,X
ZILTJSO,X,O,O,O,X,X,X
ZILTJOS,X,O,O,O,O,X,X
ZILTSJO,X,O,O,O,X,X,X
ZILTSOJ,X,O,O,O,X,X,X
ZILTOJS,X,O,O,O,O,X,X
ZILTOSJ,X,O,X,O,X,X,X
ZILJTSO,X,O,O,X,X,X,X
ZILJTOS,X,O,O,O,X,X,X
ZILJSTO,O,O,O,X,X,O,X
ZILJSOT,O,O,O,O,X,O,X
ZILJOTS,X,O,O,O,O,X,X
ZILJOST,O,O,O,O,O,X,X
ZILSTJO,O,O,O,X,X,O,X
ZILSTOJ,O,O,O,X,X,O,O
ZILSJTO,O,O,O,X,X,O,X
ZILSJOT,O,O,O,O,X,O,X
ZILSOTJ,O,O,O,X,X,O,O
ZILSOJT,O,O,O,O,X,O,X
ZILOTJS,X,O,O,O,O,X,X
ZILOTSJ,X,O,X,O,X,X,X
ZILOJTS,X,O,O,O,O,X,X
ZILOJST,O,O,O,O,O,X,X
ZILOSTJ,O,O,O,X,X,X,O
ZILOSJT,O,O,O,O,X,X,X
ZIJTLSO,X,O,X,X,X,X,X
ZIJTLOS,X,O,X,O,X,X,X
ZIJTSLO,O,O,X,X,X,O,X
ZIJTSOL,O,O,X,X,X,O,X
ZIJTOLS,X,O,X,O,X,X,X
ZIJTOSL,O,O,X,X,X,X,X
ZIJLTSO,X,O,O,X,X,X,X
ZIJLTOS,X,O,O,O,X,X,X
ZIJLSTO,O,O,O,X,X,O,X
ZIJLSOT,O,O,O,O,X,O,X
ZIJLOTS,X,O,O,O,O,X,X
ZIJLOST,O,O,O,O,O,X,X
ZIJSTLO,O,O,X,X,X,O,X
ZIJSTOL,O,O,O,X,X,O,X
ZIJSLTO,O,O,O,X,X,O,X
ZIJSLOT,O,O,O,O,X,O,X
ZIJSOTL,O,O,O,X,X,O,X
ZIJSOLT,O,O,O,O,X,O,X
ZIJOTLS,X,O,X,O,X,X,X
ZIJOTSL,O,O,X,X,X,X,X
ZIJOLTS,X,O,O,O,O,X,X
ZIJOLST,O,O,O,O,O,X,X
ZIJOSTL,O,O,X,X,X,O,X
ZIJOSLT,O,O,X,O,X,O,X
ZISTLJO,O,O,X,X,X,O,X
ZISTLOJ,O,O,X,X,X,O,O
ZISTJLO,O,O,X,X,X,O,X
ZISTJOL,O,O,O,X,X,O,X
ZISTOLJ,O,O,X,X,X,O,O
ZISTOJL,O,O,O,X,X,O,X
ZISLTJO,O,O,O,X,X,O,X
ZISLTOJ,O,O,O,X,X,O,O
ZISLJTO,O,O,O,X,X,O,X
ZISLJOT,O,O,O,O,X,O,X
ZISLOTJ,O,O,O,X,X,O,O
ZISLOJT,O,O,O,O,X,O,X
ZISJTLO,O,O,X,X,X,O,X
ZISJTOL,O,O,O,X,X,O,X
ZISJLTO,O,O,O,X,X,O,X
ZISJLOT,O,O,O,O,X,O,X
ZISJOTL,O,O,O,X,X,O,X
ZISJOLT,O,O,O,O,X,O,X
ZISOTLJ,O,O,X,X,X,O,O
ZISOTJL,O,O,O,X,X,O,X
ZISOLTJ,O,O,O,X,X,O,O
ZISOLJT,O,O,O,O,X,O,X
ZISOJTL,O,O,O,X,X,O,X
ZISOJLT,O,O,O,O,X,O,X
ZIOTLJS,O,O,X,O,O,X,X
ZIOTLSJ,O,O,X,O,X,X,X
ZIOTJLS,O,O,X,O,O,X,X
ZIOTJSL,O,O,X,O,X,X,X
ZIOTSLJ,O,O,X,O,X,X,X
ZIOTSJL,O,O,X,O,X,X,X
ZIOLTJS,X,O,O,O,O,X,X
ZIOLTSJ,X,O,X,O,X,X,X
ZIOLJTS,X,O,O,O,O,X,X
ZIOLJST,O,O,O,O,O,X,X
ZIOLSTJ,O,O,X,X,X,X,O
ZIOLSJT,O,O,O,O,X,X,X
ZIOJTLS,X,O,X,O,X,X,X
ZIOJTSL,O,O,X,X,X,X,X
ZIOJLTS,X,O,O,O,O,X,X
ZIOJLST,O,O,O,O,O,X,X
ZIOJSTL,O,O,X,X,X,O,X
ZIOJSLT,O,O,X,O,X,O,X
ZIOSTLJ,O,O,X,X,X,O,O
ZIOSTJL,O,O,X,X,X,O,X
ZIOSLTJ,O,O,X,X,X,O,O
ZIOSLJT,O,O,X,O,X,O,X
ZIOSJTL,O,O,X,X,X,O,X
ZIOSJLT,O,O,X,O,X,O,X
ZLTIJSO,X,O,O,O,X,X,X
ZLTIJOS,X,O,O,O,O,X,X
ZLTISJO,X,O,O,O,X,X,X
ZLTISOJ,X,O,O,O,X,X,X
ZLTIOJS,X,O,O,O,O,X,X
ZLTIOSJ,X,O,O,O,X,X,X
ZLTJISO,X,O,O,O,X,X,X
ZLTJIOS,X,O,O,O,O,X,X
ZLTJSIO,X,O,O,O,X,X,X
ZLTJSOI,X,O,O,O,X,X,X
ZLTJOIS,X,O,O,O,O,X,X
ZLTJOSI,X,O,O,O,X,X,X
ZLTSIJO,X,O,O,O,X,X,X
ZLTSIOJ,X,O,O,O,X,X,X
ZLTSJIO,X,O,O,O,X,X,X
ZLTSJOI,X,O,O,O,X,X,X
ZLTSOIJ,X,O,O,O,X,X,X
ZLTSOJI,X,O,O,O,X,X,X
ZLTOIJS,X,O,O,O,O,X,X
ZLTOISJ,X,O,O,O,X,X,X
ZLTOJIS,X,O,O,O,O,X,X
ZLTOJSI,X,O,O,O,X,X,X
ZLTOSIJ,X,O,O,O,X,X,X
ZLTOSJI,X,O,O,O,X,X,X
ZLITJSO,X,O,O,O,X,X,X
ZLITJOS,X,O,O,O,O,X,X
ZLITSJO,X,O,O,O,X,X,X
ZLITSOJ,X,O,O,O,X,X,X
ZLITOJS,X,O,O,O,O,X,X
ZLITOSJ,X,O,O,O,X,X,X
ZLIJTSO,X,O,O,X,X,X,X
ZLIJTOS,X,O,O,O,X,X,X
ZLIJSTO,O,O,O,X,X,O,X
ZLIJSOT,O,O,O,O,X,O,X
ZLIJOTS,X,O,O,O,O,X,X
ZLIJOST,O,O,O,O,O,X,X
ZLISTJO,O,O,O,X,X,O,X
ZLISTOJ,O,O,O,X,X,O,O
ZLISJTO,O,O,O,X,X,O,X
ZLISJOT,O,O,O,O,X,O,X
ZLISOTJ,O,O,O,X,X,O,O
ZLISOJT,O,O,O,O,X,O,X
ZLIOTJS,X,O,O,O,O,X,X
ZLIOTSJ,X,O,O,O,X,X,X
ZLIOJTS,X,O,O,O,O,X,X
ZLIOJST,O,O,O,O,O,X,X
ZLIOSTJ,O,O,O,X,X,X,O
ZLIOSJT,O,O,O,O,X,X,X
ZLJTISO,X,O,O,X,X,X,X
ZLJTIOS,X,O,O,O,X,X,X
ZLJTSIO,X,O,O,X,X,X,X
ZLJTSOI,X,O,O,X,X,X,X
ZLJTOIS,X,O,O,O,X,X,X
ZLJTOSI,X,O,X,X,X,X,X
ZLJITSO,X,O,O,X,X,X,X
ZLJITOS,X,O,O,O,X,X,X
ZLJISTO,O,O,O,X,X,O,X
ZLJISOT,O,O,O,O,X,O,X
ZLJIOTS,X,O,O,O,O,X,X
ZLJIOST,O,O,O,O,O,X,X
ZLJSTIO,O,O,O,X,X,X,X
ZLJSTOI,O,O,O,X,X,X,X
ZLJSITO,O,O,O,X,X,O,X
ZLJSIOT,O,O,O,O,X,O,X
ZLJSOTI,O,O,O,X,X,X,X
ZLJSOIT,O,O,O,O,X,O,X
ZLJOTIS,X,O,O,O,X,X,X
ZLJOTSI,X,O,X,X,X,X,X
ZLJOITS,X,O,O,O,O,X,X
ZLJOIST,O,O,O,O,O,X,X
ZLJOSTI,O,O,O,X,X,X,X
ZLJOSIT,O,O,O,O,X,X,X
ZLSTIJO,O,O,O,X,X,X,X
ZLSTIOJ,O,O,O,X,X,X,O
ZLSTJIO,O,O,O,X,X,X,X
ZLSTJOI,O,O,O,X,X,X,X
ZLSTOIJ,O,O,O,X,X,X,O
ZLSTOJI,O,O,O,X,X,X,X
ZLSITJO,O,O,O,X,X,O,X
ZLSITOJ,O,O,O,X,X,O,O
ZLSIJTO,O,O,O,X,X,O,X
ZLSIJOT,O,O,O,O,X,O,X
ZLSIOTJ,O,O,O,X,X,O,O
ZLSIOJT,O,O,O,O,X,O,X
ZLSJTIO,O,O,O,X,X,X,X
ZLSJTOI,O,O,O,X,X,X,X
ZLSJITO,O,O,O,X,X,O,X
ZLSJIOT,O,O,O,O,X,O,X
ZLSJOTI,O,O,O,X,X,X,X
ZLSJOIT,O,O,O,O,X,O,X
ZLSOTIJ,O,O,O,X,X,X,O
ZLSOTJI,O,O,O,X,X,X,X
ZLSOITJ,O,O,O,X,X,O,O
ZLSOIJT,O,O,O,O,X,O,X
ZLSOJTI,O,O,O,X,X,X,X
ZLSOJIT,O,O,O,O,X,O,X
ZLOTIJS,X,O,O,O,O,X,X
ZLOTISJ,X,O,O,O,X,X,X
ZLOTJIS,X,O,O,O,O,X,X
ZLOTJSI,X,O,O,O,X,X,X
ZLOTSIJ,X,O,O,O,X,X,X
ZLOTSJI,X,O,O,O,X,X,X
ZLOITJS,X,O,O,O,O,X,X
ZLOITSJ,X,O,O,O,X,X,X
ZLOIJTS,X,O,O,O,O,X,X
ZLOIJST,O,O,O,O,O,X,X
ZLOISTJ,O,O,O,X,X,X,O
ZLOISJT,O,O,O,O,X,X,X
ZLOJTIS,X,O,O,O,X,X,X
ZLOJTSI,X,O,X,X,X,X,X
ZLOJITS,X,O,O,O,O,X,X
ZLOJIST,O,O,O,O,O,X,X
ZLOJSTI,O,O,O,X,X,X,X
ZLOJSIT,O,O,O,O,X,X,X
ZLOSTIJ,O,O,O,X,X,X,O
ZLOSTJI,O,O,O,X,X,X,X
ZLOSITJ,O,O,O,X,X,X,O
ZLOSIJT,O,O,O,O,X,X,X
ZLOSJTI,O,O,O,X,X,X,X
ZLOSJIT,O,O,O,O,X,X,X
ZJTILSO,X,O,X,X,X,X,X
ZJTILOS,X,O,X,O,X,X,X
ZJTISLO,O,O,X,X,X,O,X
ZJTISOL,O,O,X,X,X,O,X
ZJTIOLS,X,O,X,O,X,X,X
ZJTIOSL,O,O,X,X,X,X,X
ZJTLISO,X,O,O,X,X,X,X
ZJTLIOS,X,O,O,O,X,X,X
ZJTLSIO,X,O,O,X,X,X,X
ZJTLSOI,X,O,O,X,X,X,X
ZJTLOIS,X,O,O,O,X,X,X
ZJTLOSI,X,O,X,X,X,X,X
ZJTSILO,O,O,X,X,X,O,X
ZJTSIOL,O,O,O,X,X,O,X
ZJTSLIO,O,O,O,X,X,X,X
ZJTSLOI,O,O,O,X,X,X,X
ZJTSOIL,O,O,O,X,X,O,X
ZJTSOLI,O,O,O,X,X,X,X
ZJTOILS,X,O,X,O,X,X,X
ZJTOISL,O,O,X,X,X,X,X
ZJTOLIS,X,O,O,O,X,X,X
ZJTOLSI,X,O,X,X,X,X,X
ZJTOSIL,O,O,X,X,X,X,X
ZJTOSLI,O,O,X,X,X,X,X
ZJITLSO,X,O,X,X,X,X,X
ZJITLOS,X,O,X,O,X,X,X
ZJITSLO,O,O,X,X,X,O,X
ZJITSOL,O,O,X,X,X,O,X
ZJITOLS,X,O,X,O,X,X,X
ZJITOSL,O,O,X,X,X,X,X
ZJILTSO,X,O,O,X,X,X,X
ZJILTOS,X,O,O,O,X,X,X
ZJILSTO,O,O,O,X,X,O,X
ZJILSOT,O,O,O,O,X,O,X
ZJILOTS,X,O,O,O,O,X,X
ZJILOST,O,O,O,O,O,X,X
ZJISTLO,O,O,X,X,X,O,X
ZJISTOL,O,O,O,X,X,O,X
ZJISLTO,O,O,O,X,X,O,X
ZJISLOT,O,O,O,O,X,O,X
ZJISOTL,O,O,O,X,X,O,X
ZJISOLT,O,O,O,O,X,O,X
ZJIOTLS,X,O,X,O,X,X,X
ZJIOTSL,O,O,X,X,X,X,X
ZJIOLTS,X,O,O,O,O,X,X
ZJIOLST,O,O,O,O,O,X,X
ZJIOSTL,O,O,X,X,X,O,X
ZJIOSLT,O,O,X,O,X,O,X
ZJLTISO,X,O,O,X,X,X,X
ZJLTIOS,X,O,O,O,X,X,X
ZJLTSIO,X,O,O,X,X,X,X
ZJLTSOI,X,O,O,X,X,X,X
ZJLTOIS,X,O,O,O,X,X,X
ZJLTOSI,X,O,X,X,X,X,X
ZJLITSO,X,O,O,X,X,X,X
ZJLITOS,X,O,O,O,X,X,X
ZJLISTO,O,O,O,X,X,O,X
ZJLISOT,O,O,O,O,X,O,X
ZJLIOTS,X,O,O,O,O,X,X
ZJLIOST,O,O,O,O,O,X,X
ZJLSTIO,O,O,O,X,X,X,X
ZJLSTOI,O,O,O,X,X,X,X
ZJLSITO,O,O,O,X,X,O,X
ZJLSIOT,O,O,O,O,X,O,X
ZJLSOTI,O,O,O,X,X,X,X
ZJLSOIT,O,O,O,O,X,O,X
ZJLOTIS,X,O,O,O,X,X,X
ZJLOTSI,X,O,X,X,X,X,X
ZJLOITS,X,O,O,O,O,X,X
ZJLOIST,O,O,O,O,O,X,X
ZJLOSTI,O,O,O,X,X,X,X
ZJLOSIT,O,O,O,O,X,X,X
ZJSTILO,O,O,X,X,X,O,X
ZJSTIOL,O,O,O,X,X,O,X
ZJSTLIO,O,O,O,X,X,X,X
ZJSTLOI,O,O,O,X,X,X,X
ZJSTOIL,O,O,O,X,X,O,X
ZJSTOLI,O,O,O,X,X,X,X
ZJSITLO,O,O,X,X,X,O,X
ZJSITOL,O,O,O,X,X,O,X
ZJSILTO,O,O,O,X,X,O,X
ZJSILOT,O,O,O,O,X,O,X
ZJSIOTL,O,O,O,X,X,O,X
ZJSIOLT,O,O,O,O,X,O,X
ZJSLTIO,O,O,O,X,X,X,X
ZJSLTOI,O,O,O,X,X,X,X
ZJSLITO,O,O,O,X,X,O,X
ZJSLIOT,O,O,O,O,X,O,X
ZJSLOTI,O,O,O,X,X,X,X
ZJSLOIT,O,O,O,O,X,O,X
ZJSOTIL,O,O,O,X,X,O,X
ZJSOTLI,O,O,O,X,X,X,X
ZJSOITL,O,O,O,X,X,O,X
ZJSOILT,O,O,O,O,X,O,X
ZJSOLTI,O,O,O,X,X,X,X
ZJSOLIT,O,O,O,O,X,O,X
ZJOTILS,X,O,X,O,X,X,X
ZJOTISL,O,O,X,X,X,X,X
ZJOTLIS,X,O,O,O,X,X,X
ZJOTLSI,X,O,X,X,X,X,X
ZJOTSIL,O,O,X,X,X,X,X
ZJOTSLI,O,O,X,X,X,X,X
ZJOITLS,X,O,X,O,X,X,X
ZJOITSL,O,O,X,X,X,X,X
ZJOILTS,X,O,O,O,O,X,X
ZJOILST,O,O,O,O,O,X,X
ZJOISTL,O,O,X,X,X,O,X
ZJOISLT,O,O,X,O,X,O,X
ZJOLTIS,X,O,O,O,X,X,X
ZJOLTSI,X,O,X,X,X,X,X
ZJOLITS,X,O,O,O,O,X,X
ZJOLIST,O,O,O,O,O,X,X
ZJOLSTI,O,O,O,X,X,X,X
ZJOLSIT,O,O,O,O,X,X,X
ZJOSTIL,O,O,O,X,X,O,X
ZJOSTLI,O,O,O,X,X,X,X
ZJOSITL,O,O,O,X,X,O,X
ZJOSILT,O,O,O,O,X,O,X
ZJOSLTI,O,O,O,X,X,X,X
ZJOSLIT,O,O,O,O,X,O,X
ZSTILJO,O,O,O,X,X,O,X
ZSTILOJ,O,O,O,X,X,O,O
ZSTIJLO,O,O,O,X,X,O,X
ZSTIJOL,O,O,O,X,X,O,X
ZSTIOLJ,O,O,O,X,X,O,O
ZSTIOJL,O,O,O,X,X,O,X
ZSTLIJO,O,O,O,X,X,X,X
ZSTLIOJ,O,O,O,X,X,X,O
ZSTLJIO,O,O,O,X,X,X,X
ZSTLJOI,O,O,O,X,X,X,X
ZSTLOIJ,O,O,O,X,X,X,O
ZSTLOJI,O,O,O,X,X,X,X
ZSTJILO,O,O,O,X,X,O,X
ZSTJIOL,O,O,O,X,X,O,X
ZSTJLIO,O,O,O,X,X,X,X
ZSTJLOI,O,O,O,X,X,X,X
ZSTJOIL,O,O,O,X,X,O,X
ZSTJOLI,O,O,O,X,X,X,X
ZSTOILJ,O,O,O,X,X,O,O
ZSTOIJL,O,O,O,X,X,O,X
ZSTOLIJ,O,O,O,X,X,X,O
ZSTOLJI,O,O,O,X,X,X,X
ZSTOJIL,O,O,O,X,X,O,X
ZSTOJLI,O,O,O,X,X,X,X
ZSITLJO,O,O,O,X,X,O,X
ZSITLOJ,O,O,O,X,X,O,O
ZSITJLO,O,O,O,X,X,O,X
ZSITJOL,O,O,O,X,X,O,X
ZSITOLJ,O,O,O,X,X,O,O
ZSITOJL,O,O,O,X,X,O,X
ZSILTJO,O,O,O,X,X,O,X
ZSILTOJ,O,O,O,X,X,O,O
ZSILJTO,O,O,O,X,X,O,X
ZSILJOT,O,O,O,O,X,O,X
ZSILOTJ,O,O,O,X,X,O,O
ZSILOJT,O,O,O,O,X,O,X
ZSIJTLO,O,O,X,X,X,O,X
ZSIJTOL,O,O,O,X,X,O,X
ZSIJLTO,O,O,O,X,X,O,X
ZSIJLOT,O,O,O,O,X,O,X
ZSIJOTL,O,O,O,X,X,O,X
ZSIJOLT,O,O,O,O,X,O,X
ZSIOTLJ,O,O,O,X,X,O,O
ZSIOTJL,O,O,O,X,X,O,X
ZSIOLTJ,O,O,O,X,X,O,O
ZSIOLJT,O,O,O,O,X,O,X
ZSIOJTL,O,O,O,X,X,O,X
ZSIOJLT,O,O,O,O,X,O,X
ZSLTIJO,O,O,O,X,X,X,X
ZSLTIOJ,O,O,O,X,X,X,O
ZSLTJIO,O,O,O,X,X,X,X
