sequence,v115@9gB8HeA8IeA8IeG8AeA8KeXAJvhFOmB8mBziB5oBSq?BlsB,v115@9gB8HeA8IeA8IeG8AeA8Ke8EJvhF+lBihBziB5oB3m?BlsB,v115@9gB8HeA8IeA8IeG8AeA8KelAJvhFUiBaoB5oBzkBXm?BGsB,v115@9gB8HeA8IeA8IeG8AeA8KeTAJvhFihB3iB5oBWqB1r?B8sB,v115@9gB8HeA8IeA8IeG8AeA8Ke6FJvhFlhB3iB5oBzkB2r?B8sB,v115@9gB8HeA8IeA8IeG8AeA8KeXBJvhFmiB5oBzkBCnB0l?BlsB,v115@9gB8HeA8IeA8IeG8AeA8KeXAJvhFOmBliB5oBSqBzm?B8sB
ZOSTILJ,X,O,O,O,O,X,O
ZOSTIJL,X,O,O,O,O,X,O
ZOSTLIJ,X,O,O,O,O,X,O
ZOSTLJI,X,O,O,O,O,X,O
ZOSTJIL,X,O,O,O,O,X,O
ZOSTJLI,X,O,O,O,O,X,O
ZOSITLJ,X,O,O,O,O,X,O
ZOSITJL,X,O,O,O,O,X,O
ZOSILTJ,X,X,O,X,O,X,O
ZOSILJT,X,X,O,X,O,X,O
ZOSIJTL,X,O,O,O,O,X,O
ZOSIJLT,X,O,O,O,O,X,O
ZOSLTIJ,X,X,O,X,O,X,O
ZOSLTJI,X,X,O,X,O,X,O
ZOSLITJ,X,X,O,X,O,X,O
ZOSLIJT,X,X,O,X,O,X,O
ZOSLJTI,X,X,O,X,O,X,O
ZOSLJIT,X,X,O,X,O,X,O
ZOSJTIL,X,O,O,O,O,X,O
ZOSJTLI,X,O,O,O,O,X,O
ZOSJITL,X,O,O,O,O,X,O
ZOSJILT,X,O,O,O,O,X,O
ZOSJLTI,X,O,O,O,O,X,O
ZOSJLIT,X,O,O,O,O,X,O
OTILJSZ,O,X,O,O,O,O,O
OTILJZS,O,X,O,O,O,O,O
OTILSJZ,O,X,O,X,X,O,O
OTILSZJ,O,O,O,X,X,O,O
OTILZJS,O,O,O,O,O,O,O
OTILZSJ,O,O,O,O,O,O,O
OTIJLSZ,O,X,O,O,O,O,O
OTIJLZS,O,X,O,O,O,O,O
OTIJSLZ,X,X,O,O,O,O,X
OTIJSZL,X,O,O,O,O,X,X
OTIJZLS,O,O,O,O,O,O,O
OTIJZSL,O,O,O,O,O,X,O
OTISLJZ,O,X,O,X,X,O,X
OTISLZJ,O,O,O,X,X,O,X
OTISJLZ,X,X,O,X,X,O,X
OTISJZL,X,O,O,X,X,X,X
OTISZLJ,O,O,O,X,X,X,X
OTISZJL,O,O,O,X,X,X,X
OTIZLJS,O,O,O,O,O,O,O
OTIZLSJ,O,O,O,O,O,O,O
OTIZJLS,O,O,O,O,O,O,O
OTIZJSL,O,O,O,O,O,X,O
OTIZSLJ,O,O,O,O,O,X,O
OTIZSJL,O,O,O,O,O,X,O
OTLIJSZ,O,X,O,O,O,O,O
OTLIJZS,O,X,O,O,O,O,O
OTLISJZ,O,X,O,X,X,O,O
OTLISZJ,O,O,O,X,X,O,O
OTLIZJS,O,O,O,O,O,O,O
OTLIZSJ,O,O,O,O,O,O,O
OTLJISZ,O,X,O,O,O,O,O
OTLJIZS,O,X,O,O,O,O,O
OTLJSIZ,O,X,O,O,O,O,O
OTLJSZI,O,X,O,O,O,O,O
OTLJZIS,O,X,O,O,O,O,O
OTLJZSI,O,X,O,O,O,O,O
OTLSIJZ,O,X,O,X,X,O,O
OTLSIZJ,O,O,O,X,X,O,O
OTLSJIZ,O,X,O,X,X,O,O
OTLSJZI,O,X,O,X,X,O,O
OTLSZIJ,O,O,O,X,X,O,O
OTLSZJI,O,O,O,X,X,O,O
OTLZIJS,O,O,O,O,O,O,O
OTLZISJ,O,O,O,O,O,O,O
OTLZJIS,O,O,O,O,O,O,O
OTLZJSI,O,O,O,O,O,O,O
OTLZSIJ,O,O,O,O,O,O,O
OTLZSJI,O,O,O,O,O,O,O
OTJILSZ,O,X,O,O,O,O,O
OTJILZS,O,X,O,O,O,O,O
OTJISLZ,X,X,O,O,O,O,X
OTJISZL,X,O,O,O,O,X,X
OTJIZLS,O,O,O,O,O,O,O
OTJIZSL,O,O,O,O,O,X,O
OTJLISZ,O,X,O,O,O,O,O
OTJLIZS,O,X,O,O,O,O,O
OTJLSIZ,O,X,O,O,O,O,O
OTJLSZI,O,X,O,O,O,O,O
OTJLZIS,O,X,O,O,O,O,O
OTJLZSI,O,X,O,O,O,O,O
OTJSILZ,X,X,O,O,O,O,X
OTJSIZL,X,O,O,O,O,X,X
OTJSLIZ,X,X,O,O,O,O,X
OTJSLZI,X,X,O,O,O,O,X
OTJSZIL,X,O,O,O,O,X,X
OTJSZLI,X,O,O,O,O,X,X
OTJZILS,O,O,O,O,O,O,O
OTJZISL,O,O,O,O,O,X,O
OTJZLIS,O,O,O,O,O,O,O
OTJZLSI,O,O,O,O,O,O,O
OTJZSIL,O,O,O,O,O,X,O
OTJZSLI,O,O,O,O,O,X,O
OTSILJZ,O,X,O,X,X,O,X
OTSILZJ,O,O,O,X,X,O,X
OTSIJLZ,X,X,O,X,X,O,X
OTSIJZL,X,O,O,X,X,X,X
OTSIZLJ,O,O,O,X,X,X,X
OTSIZJL,O,O,O,X,X,X,X
OTSLIJZ,O,X,O,X,X,O,X
OTSLIZJ,O,O,O,X,X,O,X
OTSLJIZ,O,X,O,X,X,O,X
OTSLJZI,O,X,O,X,X,O,X
OTSLZIJ,O,O,O,X,X,O,X
OTSLZJI,O,O,O,X,X,O,X
OTSJILZ,X,X,O,X,X,O,X
OTSJIZL,X,O,O,X,X,X,X
OTSJLIZ,X,X,O,X,X,O,X
OTSJLZI,X,X,O,X,X,O,X
OTSJZIL,X,O,O,X,X,X,X
OTSJZLI,X,O,O,X,X,X,X
OTSZILJ,O,O,O,X,X,X,X
OTSZIJL,O,O,O,X,X,X,X
OTSZLIJ,O,O,O,X,X,X,X
OTSZLJI,O,O,O,X,X,X,X
OTSZJIL,O,O,O,X,X,X,X
OTSZJLI,O,O,O,X,X,X,X
OTZILJS,O,O,O,O,O,O,O
OTZILSJ,O,O,O,O,O,O,O
OTZIJLS,O,O,O,O,O,O,O
OTZIJSL,O,O,O,O,O,X,O
OTZISLJ,O,O,O,O,O,X,O
OTZISJL,O,O,O,O,O,X,O
OTZLIJS,O,O,O,O,O,O,O
OTZLISJ,O,O,O,O,O,O,O
OTZLJIS,O,O,O,O,O,O,O
OTZLJSI,O,O,O,O,O,O,O
OTZLSIJ,O,O,O,O,O,O,O
OTZLSJI,O,O,O,O,O,O,O
OTZJILS,O,O,O,O,O,O,O
OTZJISL,O,O,O,O,O,X,O
OTZJLIS,O,O,O,O,O,O,O
OTZJLSI,O,O,O,O,O,O,O
OTZJSIL,O,O,O,O,O,X,O
OTZJSLI,O,O,O,O,O,X,O
OTZSILJ,O,O,O,O,O,X,O
OTZSIJL,O,O,O,O,O,X,O
OTZSLIJ,O,O,O,O,O,X,O
OTZSLJI,O,O,O,O,O,X,O
OTZSJIL,O,O,O,O,O,X,O
OTZSJLI,O,O,O,O,O,X,O
OITLJSZ,O,X,O,O,O,O,O
OITLJZS,O,X,O,O,O,O,O
OITLSJZ,O,X,O,X,X,O,O
OITLSZJ,O,O,O,X,X,O,O
OITLZJS,O,O,O,O,O,O,O
OITLZSJ,O,O,O,O,O,O,O
OITJLSZ,O,X,O,O,O,O,O
OITJLZS,O,X,O,O,O,O,O
OITJSLZ,X,X,O,O,O,O,X
OITJSZL,X,O,O,O,O,X,X
OITJZLS,O,O,O,O,O,O,O
OITJZSL,O,O,O,O,O,X,O
OITSLJZ,O,X,O,X,X,O,X
OITSLZJ,O,O,O,X,X,O,X
OITSJLZ,X,X,O,X,X,O,X
OITSJZL,X,O,O,X,X,X,X
OITSZLJ,O,O,O,X,X,X,X
OITSZJL,O,O,O,X,X,X,X
OITZLJS,O,O,O,O,O,O,O
OITZLSJ,O,O,O,O,O,O,O
OITZJLS,O,O,O,O,O,O,O
OITZJSL,O,O,O,O,O,X,O
OITZSLJ,O,O,O,O,O,X,O
OITZSJL,O,O,O,O,O,X,O
OILTJSZ,O,X,O,X,O,O,O
OILTJZS,O,X,O,X,O,O,O
OILTSJZ,O,X,O,X,X,O,O
OILTSZJ,O,X,O,X,X,O,O
OILTZJS,O,X,O,X,O,O,O
OILTZSJ,O,X,O,X,O,O,O
OILJTSZ,X,X,O,X,O,O,O
OILJTZS,X,X,O,X,O,X,O
OILJSTZ,X,X,O,X,O,O,O
OILJSZT,O,X,O,X,O,O,O
OILJZTS,O,X,O,X,O,X,O
OILJZST,O,X,O,X,O,O,O
OILSTJZ,O,X,O,X,X,O,O
OILSTZJ,O,X,O,X,X,O,O
OILSJTZ,X,X,O,X,O,O,O
OILSJZT,O,X,O,X,O,O,O
OILSZTJ,O,X,O,X,O,X,O
OILSZJT,O,X,O,X,O,O,O
OILZTJS,O,X,O,X,O,X,O
OILZTSJ,O,X,O,X,O,X,O
OILZJTS,O,X,O,X,O,X,O
OILZJST,O,X,O,X,O,O,O
OILZSTJ,O,X,O,X,O,X,O
OILZSJT,O,X,O,X,O,O,O
OIJTLSZ,X,X,O,O,O,O,O
OIJTLZS,X,X,O,O,O,O,O
OIJTSLZ,X,X,O,O,O,O,X
OIJTSZL,X,X,O,O,O,X,X
OIJTZLS,X,X,O,O,O,O,O
OIJTZSL,X,X,O,O,O,X,O
OIJLTSZ,X,X,O,O,O,O,O
OIJLTZS,X,X,O,O,O,X,O
OIJLSTZ,X,X,O,X,O,O,O
OIJLSZT,O,X,O,X,O,O,O
OIJLZTS,O,X,O,O,O,X,O
OIJLZST,O,X,O,O,O,O,O
OIJSTLZ,X,X,O,O,O,X,X
OIJSTZL,X,X,O,O,O,X,X
OIJSLTZ,X,X,O,X,O,X,O
OIJSLZT,X,X,O,X,O,X,O
OIJSZTL,X,X,O,O,O,X,O
OIJSZLT,X,X,O,O,O,X,O
OIJZTLS,O,X,O,O,O,X,O
OIJZTSL,O,X,O,O,O,X,O
OIJZLTS,O,X,O,O,O,X,O
OIJZLST,O,X,O,O,O,X,O
OIJZSTL,X,X,O,O,O,X,O
OIJZSLT,X,X,O,O,O,X,O
OISTLJZ,X,X,O,X,X,O,X
OISTLZJ,X,O,O,X,X,O,X
OISTJLZ,X,X,O,X,X,O,X
OISTJZL,X,O,O,X,X,X,X
OISTZLJ,X,O,O,X,X,X,X
OISTZJL,X,O,O,X,X,X,X
OISLTJZ,X,X,O,X,X,O,O
OISLTZJ,X,X,O,X,X,X,O
OISLJTZ,X,X,O,X,O,O,O
OISLJZT,X,X,O,X,O,O,O
OISLZTJ,X,X,O,X,O,X,O
OISLZJT,X,X,O,X,O,O,O
OISJTLZ,X,X,O,X,O,X,X
OISJTZL,X,X,O,X,O,X,X
OISJLTZ,X,X,O,X,O,X,O
OISJLZT,X,X,O,X,O,X,O
OISJZTL,X,X,O,X,O,X,O
OISJZLT,X,X,O,X,O,X,O
OISZTLJ,X,O,O,X,O,X,O
OISZTJL,X,O,O,X,O,X,O
OISZLTJ,X,X,O,X,O,X,O
OISZLJT,X,X,O,X,O,X,O
OISZJTL,X,O,O,X,O,X,O
OISZJLT,X,O,O,X,O,X,O
OIZTLJS,O,O,O,O,O,O,O
OIZTLSJ,O,O,O,O,O,O,O
OIZTJLS,O,O,O,O,O,O,O
OIZTJSL,O,O,O,O,O,X,O
OIZTSLJ,O,O,O,O,O,X,O
OIZTSJL,O,O,O,O,O,X,O
OIZLTJS,O,X,O,X,O,X,O
OIZLTSJ,O,X,O,X,O,X,O
OIZLJTS,O,X,O,X,O,X,O
OIZLJST,O,X,O,X,O,O,O
OIZLSTJ,O,X,O,X,O,X,O
OIZLSJT,O,X,O,X,O,O,O
OIZJTLS,O,O,O,O,O,X,O
OIZJTSL,O,O,O,O,O,X,O
OIZJLTS,O,X,O,O,O,X,O
OIZJLST,O,X,O,O,O,X,O
OIZJSTL,X,O,O,O,O,X,O
OIZJSLT,X,O,O,O,O,X,O
OIZSTLJ,X,O,O,O,O,X,O
OIZSTJL,X,O,O,O,O,X,O
OIZSLTJ,X,X,O,X,O,X,O
OIZSLJT,X,X,O,X,O,X,O
OIZSJTL,X,O,O,O,O,X,O
OIZSJLT,X,O,O,O,O,X,O
OLTIJSZ,O,X,O,X,O,O,O
OLTIJZS,O,X,O,X,O,O,O
OLTISJZ,O,X,O,X,X,O,O
OLTISZJ,O,X,O,X,X,O,O
OLTIZJS,O,X,O,X,O,O,O
OLTIZSJ,O,X,O,X,O,O,O
OLTJISZ,O,X,O,X,O,O,O
OLTJIZS,O,X,O,X,O,O,O
OLTJSIZ,O,X,O,X,O,O,O
OLTJSZI,O,X,O,X,O,O,O
OLTJZIS,O,X,O,X,O,O,O
OLTJZSI,O,X,O,X,O,O,O
OLTSIJZ,O,X,O,X,X,O,O
OLTSIZJ,O,X,O,X,X,O,O
OLTSJIZ,O,X,O,X,X,O,O
OLTSJZI,O,X,O,X,X,O,O
OLTSZIJ,O,X,O,X,X,O,O
OLTSZJI,O,X,O,X,X,O,O
OLTZIJS,O,X,O,X,O,O,O
OLTZISJ,O,X,O,X,O,O,O
OLTZJIS,O,X,O,X,O,O,O
OLTZJSI,O,X,O,X,O,O,O
OLTZSIJ,O,X,O,X,O,O,O
OLTZSJI,O,X,O,X,O,O,O
OLITJSZ,O,X,O,X,O,O,O
OLITJZS,O,X,O,X,O,O,O
OLITSJZ,O,X,O,X,X,O,O
OLITSZJ,O,X,O,X,X,O,O
OLITZJS,O,X,O,X,O,O,O
OLITZSJ,O,X,O,X,O,O,O
OLIJTSZ,X,X,O,X,O,O,O
OLIJTZS,X,X,O,X,O,X,O
OLIJSTZ,X,X,O,X,O,O,O
OLIJSZT,O,X,O,X,O,O,O
OLIJZTS,O,X,O,X,O,X,O
OLIJZST,O,X,O,X,O,O,O
OLISTJZ,O,X,O,X,X,O,O
OLISTZJ,O,X,O,X,X,O,O
OLISJTZ,X,X,O,X,O,O,O
OLISJZT,O,X,O,X,O,O,O
OLISZTJ,O,X,O,X,O,X,O
OLISZJT,O,X,O,X,O,O,O
OLIZTJS,O,X,O,X,O,X,O
OLIZTSJ,O,X,O,X,O,X,O
OLIZJTS,O,X,O,X,O,X,O
OLIZJST,O,X,O,X,O,O,O
OLIZSTJ,O,X,O,X,O,X,O
OLIZSJT,O,X,O,X,O,O,O
OLJTISZ,X,X,O,X,O,O,O
OLJTIZS,X,X,O,X,O,O,O
OLJTSIZ,X,X,O,X,O,O,O
OLJTSZI,X,X,O,X,O,O,O
OLJTZIS,X,X,O,X,O,O,O
OLJTZSI,X,X,O,X,O,O,O
OLJITSZ,X,X,O,X,O,O,O
OLJITZS,X,X,O,X,O,X,O
OLJISTZ,X,X,O,X,O,O,O
OLJISZT,O,X,O,X,O,O,O
OLJIZTS,O,X,O,X,O,X,O
OLJIZST,O,X,O,X,O,O,O
OLJSTIZ,X,X,O,X,O,O,O
OLJSTZI,X,X,O,X,O,O,O
OLJSITZ,X,X,O,X,O,O,O
OLJSIZT,O,X,O,X,O,O,O
OLJSZTI,O,X,O,X,O,X,O
OLJSZIT,O,X,O,X,O,O,O
OLJZTIS,O,X,O,X,O,X,O
OLJZTSI,O,X,O,X,O,X,O
OLJZITS,O,X,O,X,O,X,O
OLJZIST,O,X,O,X,O,O,O
OLJZSTI,O,X,O,X,O,X,O
OLJZSIT,O,X,O,X,O,O,O
OLSTIJZ,O,X,O,X,X,O,O
OLSTIZJ,O,X,O,X,X,O,O
OLSTJIZ,O,X,O,X,X,O,O
OLSTJZI,O,X,O,X,X,O,O
OLSTZIJ,O,X,O,X,X,O,O
OLSTZJI,O,X,O,X,X,O,O
OLSITJZ,O,X,O,X,X,O,O
OLSITZJ,O,X,O,X,X,O,O
OLSIJTZ,X,X,O,X,O,O,O
OLSIJZT,O,X,O,X,O,O,O
OLSIZTJ,O,X,O,X,O,X,O
OLSIZJT,O,X,O,X,O,O,O
OLSJTIZ,X,X,O,X,O,O,O
OLSJTZI,X,X,O,X,O,O,O
OLSJITZ,X,X,O,X,O,O,O
OLSJIZT,O,X,O,X,O,O,O
OLSJZTI,O,X,O,X,O,X,O
OLSJZIT,O,X,O,X,O,O,O
OLSZTIJ,O,X,O,X,O,O,O
OLSZTJI,O,X,O,X,O,O,O
OLSZITJ,O,X,O,X,O,X,O
OLSZIJT,O,X,O,X,O,O,O
OLSZJTI,O,X,O,X,O,X,O
OLSZJIT,O,X,O,X,O,O,O
OLZTIJS,O,X,O,X,O,O,O
OLZTISJ,O,X,O,X,O,O,O
OLZTJIS,O,X,O,X,O,O,O
OLZTJSI,O,X,O,X,O,O,O
OLZTSIJ,O,X,O,X,O,O,O
OLZTSJI,O,X,O,X,O,O,O
OLZITJS,O,X,O,X,O,X,O
OLZITSJ,O,X,O,X,O,X,O
OLZIJTS,O,X,O,X,O,X,O
OLZIJST,O,X,O,X,O,O,O
OLZISTJ,O,X,O,X,O,X,O
OLZISJT,O,X,O,X,O,O,O
OLZJTIS,O,X,O,X,O,X,O
OLZJTSI,O,X,O,X,O,X,O
OLZJITS,O,X,O,X,O,X,O
OLZJIST,O,X,O,X,O,O,O
OLZJSTI,O,X,O,X,O,X,O
OLZJSIT,O,X,O,X,O,O,O
OLZSTIJ,O,X,O,X,O,O,O
OLZSTJI,O,X,O,X,O,O,O
OLZSITJ,O,X,O,X,O,X,O
OLZSIJT,O,X,O,X,O,O,O
OLZSJTI,O,X,O,X,O,X,O
OLZSJIT,O,X,O,X,O,O,O
OJTILSZ,X,X,O,O,O,O,O
OJTILZS,X,X,O,O,O,O,O
OJTISLZ,X,X,O,O,O,O,X
OJTISZL,X,X,O,O,O,X,X
OJTIZLS,X,X,O,O,O,O,O
OJTIZSL,X,X,O,O,O,X,O
OJTLISZ,X,X,O,O,O,O,O
OJTLIZS,X,X,O,O,O,O,O
OJTLSIZ,X,X,O,O,O,O,O
OJTLSZI,X,X,O,O,O,O,O
OJTLZIS,X,X,O,O,O,O,O
OJTLZSI,X,X,O,O,O,O,O
OJTSILZ,X,X,O,O,O,O,X
OJTSIZL,X,X,O,O,O,X,X
OJTSLIZ,X,X,O,O,O,O,X
OJTSLZI,X,X,O,O,O,O,X
OJTSZIL,X,X,O,O,O,X,X
OJTSZLI,X,X,O,O,O,X,X
OJTZILS,X,X,O,O,O,O,O
OJTZISL,X,X,O,O,O,X,O
OJTZLIS,X,X,O,O,O,O,O
OJTZLSI,X,X,O,O,O,O,O
OJTZSIL,X,X,O,O,O,X,O
OJTZSLI,X,X,O,O,O,X,O
OJITLSZ,X,X,O,O,O,O,O
OJITLZS,X,X,O,O,O,O,O
OJITSLZ,X,X,O,O,O,O,X
OJITSZL,X,X,O,O,O,X,X
OJITZLS,X,X,O,O,O,O,O
OJITZSL,X,X,O,O,O,X,O
OJILTSZ,X,X,O,O,O,O,O
OJILTZS,X,X,O,O,O,X,O
OJILSTZ,X,X,O,X,O,O,O
OJILSZT,O,X,O,X,O,O,O
OJILZTS,O,X,O,O,O,X,O
OJILZST,O,X,O,O,O,O,O
OJISTLZ,X,X,O,O,O,X,X
OJISTZL,X,X,O,O,O,X,X
OJISLTZ,X,X,O,X,O,X,O
OJISLZT,X,X,O,X,O,X,O
OJISZTL,X,X,O,O,O,X,O
OJISZLT,X,X,O,O,O,X,O
OJIZTLS,O,X,O,O,O,X,O
OJIZTSL,O,X,O,O,O,X,O
OJIZLTS,O,X,O,O,O,X,O
OJIZLST,O,X,O,O,O,X,O
OJIZSTL,X,X,O,O,O,X,O
OJIZSLT,X,X,O,O,O,X,O
OJLTISZ,X,X,O,O,O,O,O
OJLTIZS,X,X,O,O,O,O,O
OJLTSIZ,X,X,O,O,O,O,O
OJLTSZI,X,X,O,O,O,O,O
OJLTZIS,X,X,O,O,O,O,O
OJLTZSI,X,X,O,O,O,O,O
OJLITSZ,X,X,O,O,O,O,O
OJLITZS,X,X,O,O,O,X,O
OJLISTZ,X,X,O,X,O,O,O
OJLISZT,O,X,O,X,O,O,O
OJLIZTS,O,X,O,O,O,X,O
OJLIZST,O,X,O,O,O,O,O
OJLSTIZ,X,X,O,X,O,O,O
OJLSTZI,X,X,O,X,O,O,O
OJLSITZ,X,X,O,X,O,O,O
OJLSIZT,O,X,O,X,O,O,O
OJLSZTI,O,X,O,X,O,X,O
OJLSZIT,O,X,O,X,O,O,O
OJLZTIS,O,X,O,O,O,X,O
OJLZTSI,O,X,O,O,O,X,O
OJLZITS,O,X,O,O,O,X,O
OJLZIST,O,X,O,O,O,O,O
OJLZSTI,O,X,O,O,O,X,O
OJLZSIT,O,X,O,O,O,O,O
OJSTILZ,X,X,O,O,O,X,X
OJSTIZL,X,X,O,O,O,X,X
OJSTLIZ,X,X,O,O,O,X,X
OJSTLZI,X,X,O,O,O,X,X
OJSTZIL,X,X,O,O,O,X,X
OJSTZLI,X,X,O,O,O,X,X
OJSITLZ,X,X,O,O,O,X,X
OJSITZL,X,X,O,O,O,X,X
OJSILTZ,X,X,O,X,O,X,O
OJSILZT,X,X,O,X,O,X,O
OJSIZTL,X,X,O,O,O,X,O
OJSIZLT,X,X,O,O,O,X,O
OJSLTIZ,X,X,O,X,O,X,O
OJSLTZI,X,X,O,X,O,X,O
OJSLITZ,X,X,O,X,O,X,O
OJSLIZT,X,X,O,X,O,X,O
OJSLZTI,X,X,O,X,O,X,O
OJSLZIT,X,X,O,X,O,X,O
OJSZTIL,X,X,O,O,O,X,O
OJSZTLI,X,X,O,O,O,X,O
OJSZITL,X,X,O,O,O,X,O
OJSZILT,X,X,O,O,O,X,O
OJSZLTI,X,X,O,O,O,X,O
OJSZLIT,X,X,O,O,O,X,O
OJZTILS,O,X,O,O,O,X,O
OJZTISL,O,X,O,O,O,X,O
OJZTLIS,O,X,O,O,O,X,O
OJZTLSI,O,X,O,O,O,X,O
OJZTSIL,O,X,O,O,O,X,O
OJZTSLI,O,X,O,O,O,X,O
OJZITLS,O,X,O,O,O,X,O
OJZITSL,O,X,O,O,O,X,O
OJZILTS,O,X,O,O,O,X,O
OJZILST,O,X,O,O,O,X,O
OJZISTL,X,X,O,O,O,X,O
OJZISLT,X,X,O,O,O,X,O
OJZLTIS,O,X,O,O,O,X,O
OJZLTSI,O,X,O,O,O,X,O
OJZLITS,O,X,O,O,O,X,O
OJZLIST,O,X,O,O,O,X,O
OJZLSTI,O,X,O,O,O,X,O
OJZLSIT,O,X,O,O,O,X,O
OJZSTIL,X,X,O,O,O,X,O
OJZSTLI,X,X,O,O,O,X,O
OJZSITL,X,X,O,O,O,X,O
OJZSILT,X,X,O,O,O,X,O
OJZSLTI,X,X,O,O,O,X,O
OJZSLIT,X,X,O,O,O,X,O
OSTILJZ,X,X,O,X,X,O,X
OSTILZJ,X,O,O,X,X,O,X
OSTIJLZ,X,X,O,X,X,O,X
OSTIJZL,X,O,O,X,X,X,X
OSTIZLJ,X,O,O,X,X,X,X
OSTIZJL,X,O,O,X,X,X,X
OSTLIJZ,X,X,O,X,X,O,X
OSTLIZJ,X,O,O,X,X,O,X
OSTLJIZ,X,X,O,X,X,O,X
OSTLJZI,X,X,O,X,X,O,X
OSTLZIJ,X,O,O,X,X,O,X
OSTLZJI,X,O,O,X,X,O,X
OSTJILZ,X,X,O,X,X,O,X
OSTJIZL,X,O,O,X,X,X,X
OSTJLIZ,X,X,O,X,X,O,X
OSTJLZI,X,X,O,X,X,O,X
OSTJZIL,X,O,O,X,X,X,X
OSTJZLI,X,O,O,X,X,X,X
OSTZILJ,X,O,O,X,X,X,X
OSTZIJL,X,O,O,X,X,X,X
OSTZLIJ,X,O,O,X,X,X,X
OSTZLJI,X,O,O,X,X,X,X
OSTZJIL,X,O,O,X,X,X,X
OSTZJLI,X,O,O,X,X,X,X
OSITLJZ,X,X,O,X,X,O,X
OSITLZJ,X,O,O,X,X,O,X
OSITJLZ,X,X,O,X,X,O,X
OSITJZL,X,O,O,X,X,X,X
OSITZLJ,X,O,O,X,X,X,X
OSITZJL,X,O,O,X,X,X,X
OSILTJZ,X,X,O,X,X,O,O
OSILTZJ,X,X,O,X,X,X,O
OSILJTZ,X,X,O,X,O,O,O
OSILJZT,X,X,O,X,O,O,O
OSILZTJ,X,X,O,X,O,X,O
OSILZJT,X,X,O,X,O,O,O
OSIJTLZ,X,X,O,X,O,X,X
OSIJTZL,X,X,O,X,O,X,X
OSIJLTZ,X,X,O,X,O,X,O
OSIJLZT,X,X,O,X,O,X,O
OSIJZTL,X,X,O,X,O,X,O
OSIJZLT,X,X,O,X,O,X,O
OSIZTLJ,X,O,O,X,O,X,O
OSIZTJL,X,O,O,X,O,X,O
OSIZLTJ,X,X,O,X,O,X,O
OSIZLJT,X,X,O,X,O,X,O
OSIZJTL,X,O,O,X,O,X,O
OSIZJLT,X,O,O,X,O,X,O
OSLTIJZ,X,X,O,X,X,O,O
OSLTIZJ,X,X,O,X,X,O,O
OSLTJIZ,X,X,O,X,X,O,O
OSLTJZI,X,X,O,X,X,O,O
OSLTZIJ,X,X,O,X,X,O,O
OSLTZJI,X,X,O,X,X,O,O
OSLITJZ,X,X,O,X,X,O,O
OSLITZJ,X,X,O,X,X,O,O
OSLIJTZ,X,X,O,X,O,O,O
OSLIJZT,X,X,O,X,O,O,O
OSLIZTJ,X,X,O,X,O,X,O
OSLIZJT,X,X,O,X,O,O,O
OSLJTIZ,X,X,O,X,O,O,O
OSLJTZI,X,X,O,X,O,O,O
OSLJITZ,X,X,O,X,O,O,O
OSLJIZT,X,X,O,X,O,O,O
OSLJZTI,X,X,O,X,O,X,O
OSLJZIT,X,X,O,X,O,O,O
OSLZTIJ,X,X,O,X,O,O,O
OSLZTJI,X,X,O,X,O,O,O
OSLZITJ,X,X,O,X,O,X,O
OSLZIJT,X,X,O,X,O,O,O
OSLZJTI,X,X,O,X,O,X,O
OSLZJIT,X,X,O,X,O,O,O
OSJTILZ,X,X,O,X,O,X,X
OSJTIZL,X,X,O,X,O,X,X
OSJTLIZ,X,X,O,X,O,X,X
OSJTLZI,X,X,O,X,O,X,X
OSJTZIL,X,X,O,X,O,X,X
OSJTZLI,X,X,O,X,O,X,X
OSJITLZ,X,X,O,X,O,X,X
OSJITZL,X,X,O,X,O,X,X
OSJILTZ,X,X,O,X,O,X,O
OSJILZT,X,X,O,X,O,X,O
OSJIZTL,X,X,O,X,O,X,O
OSJIZLT,X,X,O,X,O,X,O
OSJLTIZ,X,X,O,X,O,X,O
OSJLTZI,X,X,O,X,O,X,O
OSJLITZ,X,X,O,X,O,X,O
OSJLIZT,X,X,O,X,O,X,O
OSJLZTI,X,X,O,X,O,X,O
OSJLZIT,X,X,O,X,O,X,O
OSJZTIL,X,X,O,X,O,X,O
OSJZTLI,X,X,O,X,O,X,O
OSJZITL,X,X,O,X,O,X,O
OSJZILT,X,X,O,X,O,X,O
OSJZLTI,X,X,O,X,O,X,O
OSJZLIT,X,X,O,X,O,X,O
OSZTILJ,X,O,O,X,O,X,O
OSZTIJL,X,O,O,X,O,X,O
OSZTLIJ,X,O,O,X,O,X,O
OSZTLJI,X,O,O,X,O,X,O
OSZTJIL,X,O,O,X,O,X,O
OSZTJLI,X,O,O,X,O,X,O
OSZITLJ,X,O,O,X,O,X,O
OSZITJL,X,O,O,X,O,X,O
OSZILTJ,X,X,O,X,O,X,O
OSZILJT,X,X,O,X,O,X,O
OSZIJTL,X,O,O,X,O,X,O
OSZIJLT,X,O,O,X,O,X,O
OSZLTIJ,X,X,O,X,O,X,O
OSZLTJI,X,X,O,X,O,X,O
OSZLITJ,X,X,O,X,O,X,O
OSZLIJT,X,X,O,X,O,X,O
OSZLJTI,X,X,O,X,O,X,O
OSZLJIT,X,X,O,X,O,X,O
OSZJTIL,X,O,O,X,O,X,O
OSZJTLI,X,O,O,X,O,X,O
