sequence,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcBmdBFiB6rBcs?BzqB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmdBFhBXiBcsB6r?BzqB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcByiBcmBTiBWw?BFsB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFyiBFhBGnBXnBzq?B0rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFeiBzdBFhBcsBXm?BSwB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmdBFhBXiBcsBCr?BTrB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcBmdBFiBSsBzq?B0rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcBmdBFiBcsBCr?BTrB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmcBzdB8qBCnBXs?BFrB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmcBzdBFhBcsBCr?B3rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFidBFhB3iBWsBzq?B0rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmdBFhBXiBSsBzq?B0rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcBmdBlmBcsBzq?BCsB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFzdBFhB/nBumB8q?BywB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFidBGhB3iB8qBFs?BTrB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhF0cB3iBTmBuqBln?BywB
JOTZILS,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X
JOTZISL,O,O,O,X,X,X,X,X,X,O,O,X,O,X,X,X
JOTZLIS,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
JOTZLSI,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
JOTZSIL,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
JOTZSLI,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
JOITLSZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
JOITLZS,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
JOITSLZ,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
JOITSZL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
JOITZLS,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X
JOITZSL,O,O,O,X,X,X,X,X,X,O,O,X,O,X,X,X
JOILTSZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
JOILTZS,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
JOILSTZ,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
JOILSZT,O,X,X,X,X,X,O,O,X,X,O,O,O,X,X,X
JOILZTS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOILZST,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
JOISTLZ,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
JOISTZL,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JOISLTZ,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X
JOISLZT,O,X,X,X,X,X,O,O,O,X,O,O,O,X,X,X
JOISZTL,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X
JOISZLT,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X
JOIZTLS,O,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X
JOIZTSL,O,O,O,X,O,X,X,O,X,O,O,X,O,X,O,X
JOIZLTS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOIZLST,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
JOIZSTL,O,O,O,X,O,O,X,O,X,X,O,X,O,X,X,X
JOIZSLT,O,O,O,X,O,O,O,X,O,X,O,X,O,X,X,X
JOLTISZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
JOLTIZS,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
JOLTSIZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
JOLTSZI,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
JOLTZIS,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
JOLTZSI,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOLITSZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
JOLITZS,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
JOLISTZ,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
JOLISZT,O,X,X,X,X,X,O,O,X,X,O,O,O,X,X,X
JOLIZTS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOLIZST,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
JOLSTIZ,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
JOLSTZI,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
JOLSITZ,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
JOLSIZT,O,X,X,X,X,X,O,O,X,X,O,O,O,X,X,X
JOLSZTI,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
JOLSZIT,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
JOLZTIS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOLZTSI,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOLZITS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOLZIST,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
JOLZSTI,O,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X
JOLZSIT,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
JOSTILZ,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X
JOSTIZL,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
JOSTLIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
JOSTLZI,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
JOSTZIL,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JOSTZLI,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JOSITLZ,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
JOSITZL,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JOSILTZ,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X
JOSILZT,O,X,X,X,X,X,O,O,O,X,O,O,O,X,X,X
JOSIZTL,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X
JOSIZLT,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X
JOSLTIZ,O,X,X,O,X,X,O,X,O,X,O,O,X,O,X,X
JOSLTZI,X,X,X,O,X,X,O,X,O,X,O,O,X,O,X,X
JOSLITZ,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X
JOSLIZT,O,X,X,X,X,X,O,X,O,X,O,O,O,X,X,X
JOSLZTI,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X
JOSLZIT,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X
JOSZTIL,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
JOSZTLI,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
JOSZITL,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
JOSZILT,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X
JOSZLTI,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
JOSZLIT,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X
JOZTILS,O,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X
JOZTISL,O,O,O,X,O,X,X,O,X,O,O,X,O,X,O,X
JOZTLIS,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X
JOZTLSI,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X
JOZTSIL,O,O,O,X,O,X,X,O,X,O,O,X,O,X,O,X
JOZTSLI,O,O,O,X,O,X,X,X,X,X,O,X,O,X,O,X
JOZITLS,O,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X
JOZITSL,O,O,O,X,O,X,X,O,X,O,O,X,O,X,O,X
JOZILTS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOZILST,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
JOZISTL,O,O,O,X,O,O,X,O,X,X,O,X,O,X,X,X
JOZISLT,O,O,O,X,O,O,O,X,O,X,O,X,O,X,X,X
JOZLTIS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOZLTSI,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOZLITS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JOZLIST,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
JOZLSTI,O,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X
JOZLSIT,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
JOZSTIL,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,X
JOZSTLI,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,X
JOZSITL,O,O,O,X,O,O,X,O,X,X,O,X,O,X,X,X
JOZSILT,O,O,O,X,O,O,O,X,O,X,O,X,O,X,X,X
JOZSLTI,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,X
JOZSLIT,O,O,O,X,O,O,X,X,O,X,O,X,O,X,X,X
STILJZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
STILJOZ,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
STILZJO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
STILZOJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X
STILOJZ,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
STILOZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
STIJLZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
STIJLOZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STIJZLO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
STIJZOL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIJOLZ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STIJOZL,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STIZLJO,O,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X
STIZLOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
STIZJLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
STIZJOL,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X
STIZOLJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
STIZOJL,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
STIOLJZ,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X,X
STIOLZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
STIOJLZ,O,X,X,O,X,X,O,X,X,O,O,X,X,O,X,X
STIOJZL,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X
STIOZLJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
STIOZJL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLIJZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
STLIJOZ,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
STLIZJO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
STLIZOJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X
STLIOJZ,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
STLIOZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
STLJIZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
STLJIOZ,X,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X
STLJZIO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
STLJZOI,X,X,X,O,X,X,X,X,O,X,O,O,X,X,O,X
STLJOIZ,X,X,X,O,X,X,X,X,O,O,O,O,X,O,X,X
STLJOZI,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X
STLZIJO,O,X,O,X,O,O,X,O,O,O,X,X,X,X,O,X
STLZIOJ,O,X,O,X,X,O,X,O,O,O,X,X,X,X,O,X
STLZJIO,O,X,O,X,O,O,X,O,O,O,X,X,X,X,O,X
STLZJOI,O,X,O,X,O,O,X,O,O,O,X,O,X,X,O,X
STLZOIJ,O,X,O,X,X,O,X,O,O,O,X,X,X,X,O,X
STLZOJI,O,X,O,X,X,O,X,O,O,O,X,X,X,O,O,X
STLOIJZ,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
STLOIZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
STLOJIZ,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X,O
STLOJZI,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,O
STLOZIJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
STLOZJI,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X
STJILZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
STJILOZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STJIZLO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
STJIZOL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STJIOLZ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STJIOZL,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STJLIZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
STJLIOZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STJLZIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
STJLZOI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
STJLOIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STJLOZI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STJZILO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STJZIOL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STJZLIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STJZLOI,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
STJZOIL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STJZOLI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STJOILZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
STJOIZL,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
STJOLIZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STJOLZI,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STJOZIL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STJOZLI,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZILJO,O,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X
STZILOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
STZIJLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
STZIJOL,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X
STZIOLJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
STZIOJL,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
STZLIJO,O,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X
STZLIOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
STZLJIO,O,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X
STZLJOI,X,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X
STZLOIJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
STZLOJI,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
STZJILO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
STZJIOL,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X
STZJLIO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
STZJLOI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X
STZJOIL,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X
STZJOLI,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STZOILJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
STZOIJL,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
STZOLIJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
STZOLJI,X,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X
STZOJIL,O,O,X,X,X,O,X,O,X,O,X,X,X,O,O,X
STZOJLI,X,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X
STOILJZ,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X,X
STOILZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
STOIJLZ,O,X,X,O,X,X,O,X,X,O,O,X,X,O,X,X
STOIJZL,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X
STOIZLJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
STOIZJL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOLIJZ,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X,X
STOLIZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
STOLJIZ,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X,X
STOLJZI,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X
STOLZIJ,O,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X
STOLZJI,O,X,X,X,X,X,O,X,O,X,X,O,X,O,O,X
STOJILZ,O,X,X,O,X,X,O,X,X,O,O,X,X,O,X,X
STOJIZL,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X
STOJLIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
STOJLZI,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
STOJZIL,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STOJZLI,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STOZILJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
STOZIJL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOZLIJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
STOZLJI,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X
STOZJIL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X
STOZJLI,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SITLJZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
SITLJOZ,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
SITLZJO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
SITLZOJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X
SITLOJZ,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
SITLOZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SITJLZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
SITJLOZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITJZLO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
SITJZOL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SITJOLZ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SITJOZL,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
SITZLJO,O,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X
SITZLOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
SITZJLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
SITZJOL,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X
SITZOLJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
SITZOJL,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
SITOLJZ,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X,X
SITOLZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
SITOJLZ,O,X,X,O,X,X,O,X,X,O,O,X,X,O,X,X
SITOJZL,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X
SITOZLJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
SITOZJL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SILTJZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
SILTJOZ,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
SILTZJO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
SILTZOJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X
SILTOJZ,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
SILTOZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILJTZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
SILJTOZ,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SILJZTO,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SILJZOT,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SILJOTZ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SILJOZT,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X
SILZTJO,O,X,X,X,O,O,X,O,O,O,X,X,X,X,O,X
SILZTOJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X
SILZJTO,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
SILZJOT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
SILZOTJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X
SILZOJT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
SILOTJZ,O,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X
SILOTZJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
SILOJTZ,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,O
SILOJZT,O,X,X,X,X,X,O,O,O,X,O,X,O,X,X,O
SILOZTJ,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X
SILOZJT,O,X,X,X,O,X,O,O,O,O,X,X,O,X,X,X
SIJTLZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
SIJTLOZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SIJTZLO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
SIJTZOL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJTOLZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJTOZL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJLTZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
SIJLTOZ,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SIJLZTO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJLZOT,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SIJLOTZ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SIJLOZT,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X
SIJZTLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
SIJZTOL,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
SIJZLTO,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SIJZLOT,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SIJZOTL,O,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
SIJZOLT,O,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X
SIJOTLZ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SIJOTZL,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
SIJOLTZ,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X
SIJOLZT,O,X,X,X,X,X,O,O,O,X,O,O,O,X,X,X
SIJOZTL,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X
SIJOZLT,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X
SIZTLJO,O,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X
SIZTLOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
SIZTJLO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X
SIZTJOL,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X
SIZTOLJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
SIZTOJL,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
SIZLTJO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,O,X
SIZLTOJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X
SIZLJTO,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X
SIZLJOT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
SIZLOTJ,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X
SIZLOJT,O,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X
SIZJTLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
SIZJTOL,O,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X
SIZJLTO,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
SIZJLOT,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
SIZJOTL,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
SIZJOLT,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
SIZOTLJ,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
SIZOTJL,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
SIZOLTJ,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
SIZOLJT,O,O,X,X,O,X,O,X,O,O,X,X,O,X,X,X
SIZOJTL,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X
SIZOJLT,O,O,X,X,O,O,O,X,O,X,O,X,O,X,X,X
SIOTLJZ,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X,X
SIOTLZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
SIOTJLZ,O,X,X,O,X,X,O,X,X,O,O,X,X,O,X,X
SIOTJZL,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X
SIOTZLJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
SIOTZJL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOLTJZ,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X,X
SIOLTZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
SIOLJTZ,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X
SIOLJZT,O,X,X,X,X,X,O,O,O,X,O,O,O,X,X,X
SIOLZTJ,O,X,X,X,X,X,O,O,O,O,X,O,X,X,X,X
SIOLZJT,O,X,X,X,O,X,O,O,O,O,X,O,O,X,X,X
SIOJTLZ,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
SIOJTZL,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
