sequence,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcBmdBFiB6rBcs?BzqB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmdBFhBXiBcsB6r?BzqB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcByiBcmBTiBWw?BFsB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFyiBFhBGnBXnBzq?B0rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFeiBzdBFhBcsBXm?BSwB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmdBFhBXiBcsBCr?BTrB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcBmdBFiBSsBzq?B0rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcBmdBFiBcsBCr?BTrB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmcBzdB8qBCnBXs?BFrB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmcBzdBFhBcsBCr?B3rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFidBFhB3iBWsBzq?B0rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmdBFhBXiBSsBzq?B0rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcBmdBlmBcsBzq?BCsB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFzdBFhB/nBumB8q?BywB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFidBGhB3iB8qBFs?BTrB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhF0cB3iBTmBuqBln?BywB
JLIOZST,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
JLSTIZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JLSTIOZ,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
JLSTZIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSTZOI,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
JLSTOIZ,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X
JLSTOZI,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X
JLSITZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JLSITOZ,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
JLSIZTO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
JLSIZOT,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
JLSIOTZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JLSIOZT,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X
JLSZTIO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
JLSZTOI,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X
JLSZITO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
JLSZIOT,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
JLSZOTI,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
JLSZOIT,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
JLSOTIZ,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O
JLSOTZI,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O
JLSOITZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLSOIZT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
JLSOZTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLSOZIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLZTISO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
JLZTIOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
JLZTSIO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
JLZTSOI,O,X,O,O,O,O,X,O,X,O,X,X,X,X,O,X
JLZTOIS,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X
JLZTOSI,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X
JLZITSO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
JLZITOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
JLZISTO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
JLZISOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
JLZIOTS,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
JLZIOST,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
JLZSTIO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
JLZSTOI,O,O,O,X,O,O,X,O,X,O,X,O,X,X,X,X
JLZSITO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
JLZSIOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
JLZSOTI,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
JLZSOIT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
JLZOTIS,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
JLZOTSI,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
JLZOITS,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
JLZOIST,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
JLZOSTI,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
JLZOSIT,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
JLOTISZ,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
JLOTIZS,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
JLOTSIZ,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
JLOTSZI,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
JLOTZIS,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
JLOTZSI,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JLOITSZ,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
JLOITZS,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
JLOISTZ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
JLOISZT,O,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X
JLOIZTS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JLOIZST,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
JLOSTIZ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O
JLOSTZI,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O
JLOSITZ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O
JLOSIZT,O,X,X,X,X,X,O,O,X,X,X,O,O,X,X,O
JLOSZTI,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
JLOSZIT,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
JLOZTIS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JLOZTSI,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JLOZITS,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
JLOZIST,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
JLOZSTI,O,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X
JLOZSIT,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
JSTILZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
JSTILOZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JSTIZLO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
JSTIZOL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JSTIOLZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JSTIOZL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JSTLIZO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JSTLIOZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JSTLZIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JSTLZOI,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X
JSTLOIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JSTLOZI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JSTZILO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JSTZIOL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JSTZLIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JSTZLOI,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
JSTZOIL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JSTZOLI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JSTOILZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JSTOIZL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JSTOLIZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JSTOLZI,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JSTOZIL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JSTOZLI,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JSITLZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
JSITLOZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JSITZLO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
JSITZOL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JSITOLZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JSITOZL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JSILTZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
JSILTOZ,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
JSILZTO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
JSILZOT,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JSILOTZ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
JSILOZT,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X
JSIZTLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
JSIZTOL,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
JSIZLTO,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JSIZLOT,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JSIZOTL,O,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
JSIZOLT,O,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X
JSIOTLZ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JSIOTZL,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JSIOLTZ,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X
JSIOLZT,O,X,X,X,X,X,O,O,O,X,O,O,O,X,X,X
JSIOZTL,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X
JSIOZLT,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X
JSLTIZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
JSLTIOZ,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
JSLTZIO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
JSLTZOI,X,X,O,O,X,X,X,X,O,X,O,O,X,X,O,X
JSLTOIZ,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X
JSLTOZI,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X
JSLITZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
JSLITOZ,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
JSLIZTO,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JSLIZOT,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JSLIOTZ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
JSLIOZT,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X
JSLZTIO,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JSLZTOI,O,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X
JSLZITO,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JSLZIOT,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JSLZOTI,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JSLZOIT,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JSLOTIZ,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X,O
JSLOTZI,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X,O
JSLOITZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
JSLOIZT,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
JSLOZTI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
JSLOZIT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
JSZTILO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
JSZTIOL,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
JSZTLIO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
JSZTLOI,O,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X
JSZTOIL,O,O,O,X,X,O,X,O,X,X,X,X,O,X,O,X
JSZTOLI,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X
JSZITLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
JSZITOL,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
JSZILTO,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JSZILOT,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JSZIOTL,O,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
JSZIOLT,O,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X
JSZLTIO,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JSZLTOI,X,O,O,X,X,O,X,O,O,X,O,X,X,X,X,X
JSZLITO,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JSZLIOT,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JSZLOTI,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JSZLOIT,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JSZOTIL,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
JSZOTLI,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
JSZOITL,O,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
JSZOILT,O,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
JSZOLTI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
JSZOLIT,O,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
JSOTILZ,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
JSOTIZL,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
JSOTLIZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JSOTLZI,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JSOTZIL,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JSOTZLI,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JSOITLZ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JSOITZL,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JSOILTZ,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X
JSOILZT,O,X,X,X,X,X,O,O,O,X,O,O,O,X,X,X
JSOIZTL,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X
JSOIZLT,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X
JSOLTIZ,O,X,X,X,X,X,O,X,O,X,O,O,X,O,X,X
JSOLTZI,X,X,X,X,X,X,O,X,O,X,O,O,X,O,X,X
JSOLITZ,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X
JSOLIZT,O,X,X,X,X,X,O,X,O,X,O,O,O,X,X,X
JSOLZTI,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X
JSOLZIT,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X
JSOZTIL,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
JSOZTLI,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
JSOZITL,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
JSOZILT,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X
JSOZLTI,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
JSOZLIT,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X
JZTILSO,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X
JZTILOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
JZTISLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
JZTISOL,O,O,O,X,O,O,X,O,X,O,X,X,X,X,O,X
JZTIOLS,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
JZTIOSL,O,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X
JZTLISO,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X
JZTLIOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
JZTLSIO,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X
JZTLSOI,O,X,O,O,O,O,X,O,X,X,X,X,X,X,O,X
JZTLOIS,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X
JZTLOSI,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X
JZTSILO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
JZTSIOL,O,O,O,X,O,O,X,O,X,O,X,X,X,X,O,X
JZTSLIO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
JZTSLOI,O,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X
JZTSOIL,O,O,O,X,O,O,X,O,X,O,X,X,O,X,O,X
JZTSOLI,X,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X
JZTOILS,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
JZTOISL,O,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X
JZTOLIS,O,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X
JZTOLSI,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
JZTOSIL,O,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X
JZTOSLI,O,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X
JZITLSO,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X
JZITLOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
JZITSLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
JZITSOL,O,O,O,X,O,O,X,O,X,O,X,X,X,X,O,X
JZITOLS,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
JZITOSL,O,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X
JZILTSO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
JZILTOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
JZILSTO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
JZILSOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
JZILOTS,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
JZILOST,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
JZISTLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
JZISTOL,O,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X
JZISLTO,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
JZISLOT,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
JZISOTL,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
JZISOLT,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
JZIOTLS,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
JZIOTSL,O,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X
JZIOLTS,O,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X
JZIOLST,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
JZIOSTL,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
JZIOSLT,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
JZLTISO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
JZLTIOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
JZLTSIO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
JZLTSOI,O,X,O,O,O,O,X,O,X,O,X,X,X,X,O,X
JZLTOIS,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X
JZLTOSI,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X
JZLITSO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
JZLITOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
JZLISTO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
JZLISOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
JZLIOTS,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
JZLIOST,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
JZLSTIO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
JZLSTOI,O,O,O,X,O,O,X,O,X,O,X,O,X,X,X,X
JZLSITO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
JZLSIOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
JZLSOTI,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
JZLSOIT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
JZLOTIS,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
JZLOTSI,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
JZLOITS,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
JZLOIST,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
JZLOSTI,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
JZLOSIT,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
JZSTILO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
JZSTIOL,O,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X
JZSTLIO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
JZSTLOI,O,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X
JZSTOIL,O,O,O,X,O,O,X,O,X,X,X,X,O,X,O,X
JZSTOLI,X,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X
JZSITLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
JZSITOL,O,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X
JZSILTO,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
JZSILOT,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
JZSIOTL,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
JZSIOLT,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
JZSLTIO,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
JZSLTOI,X,O,O,X,O,O,X,O,O,X,O,X,X,X,X,X
JZSLITO,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
JZSLIOT,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
JZSLOTI,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
JZSLOIT,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
JZSOTIL,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X
JZSOTLI,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X
JZSOITL,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
JZSOILT,O,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X
JZSOLTI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X
JZSOLIT,O,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X
JZOTILS,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
JZOTISL,O,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X
JZOTLIS,O,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X
JZOTLSI,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
JZOTSIL,O,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X
JZOTSLI,O,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X
JZOITLS,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
JZOITSL,O,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X
JZOILTS,O,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X
JZOILST,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
JZOISTL,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
JZOISLT,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
JZOLTIS,O,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X
JZOLTSI,O,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X
JZOLITS,O,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X
JZOLIST,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
JZOLSTI,O,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X
JZOLSIT,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
JZOSTIL,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X
JZOSTLI,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X
JZOSITL,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
JZOSILT,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
JZOSLTI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X
JZOSLIT,O,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X
JOTILSZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
JOTILZS,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
JOTISLZ,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
JOTISZL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
JOTIZLS,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X
JOTIZSL,O,O,O,X,X,X,X,X,X,O,O,X,O,X,X,X
JOTLISZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
JOTLIZS,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
JOTLSIZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
JOTLSZI,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
JOTLZIS,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
JOTLZSI,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOTSILZ,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
JOTSIZL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
JOTSLIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOTSLZI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOTSZIL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOTSZLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
