sequence,v115@9gC8GeD8EeF8DeH8BeA8Jex6IvhFlcBCeBUhBenBXj?BzsB,v115@9gC8GeD8EeF8DeH8BeA8Jex6IvhFVhBciBTeB3hBat?BGsB,v115@9gC8GeD8EeF8DeH8BeA8Jex6IvhFXcBTeBGiBlmBys?B0sB,v115@9gC8GeD8EeF8DeH8BeA8Jex6IvhF3dBcjBFhBCnBmm?BzsB,v115@9gC8GeD8EeF8DeH8BeA8Jex6IvhFCeBFhB8mBXjBmm?BzsB,v115@9gC8GeD8EeF8DeH8BeA8Jex6IvhFWjBUhBanBXjBlm?BzsB
LZISJOT,O,X,X,X,X,O
LZISOTJ,X,O,O,O,O,X
LZISOJT,X,X,X,X,X,O
LZIOTJS,O,O,O,X,X,O
LZIOTSJ,X,O,O,O,O,X
LZIOJTS,O,O,X,X,X,O
LZIOJST,O,X,X,X,X,O
LZIOSTJ,X,O,O,O,O,X
LZIOSJT,O,X,X,X,O,O
LZJTISO,O,X,X,O,X,O
LZJTIOS,O,O,X,X,X,X
LZJTSIO,O,X,X,O,X,O
LZJTSOI,O,X,X,O,X,O
LZJTOIS,O,O,X,X,X,X
LZJTOSI,O,O,X,X,X,X
LZJITSO,O,X,X,O,X,O
LZJITOS,O,O,X,X,X,X
LZJISTO,O,X,X,O,X,O
LZJISOT,O,X,X,X,X,O
LZJIOTS,O,O,X,X,X,O
LZJIOST,O,X,X,X,X,O
LZJSTIO,O,X,X,O,X,O
LZJSTOI,O,X,X,O,X,O
LZJSITO,O,X,X,O,X,O
LZJSIOT,O,X,X,X,X,O
LZJSOTI,O,X,X,X,X,O
LZJSOIT,O,X,X,X,X,O
LZJOTIS,O,O,X,X,X,O
LZJOTSI,O,O,X,X,X,O
LZJOITS,O,O,X,X,X,O
LZJOIST,O,X,X,X,X,O
LZJOSTI,O,X,X,X,X,O
LZJOSIT,O,X,X,X,X,O
LZSTIJO,X,X,X,O,O,X
LZSTIOJ,X,O,O,O,O,X
LZSTJIO,X,X,X,O,O,X
LZSTJOI,X,X,X,O,O,X
LZSTOIJ,X,O,O,O,O,X
LZSTOJI,X,O,O,O,O,X
LZSITJO,X,X,X,O,O,X
LZSITOJ,X,O,O,O,O,X
LZSIJTO,O,X,X,O,O,O
LZSIJOT,O,X,X,X,X,O
LZSIOTJ,X,O,O,O,O,X
LZSIOJT,X,X,X,X,X,O
LZSJTIO,O,X,X,O,O,O
LZSJTOI,O,X,X,O,O,O
LZSJITO,O,X,X,O,O,O
LZSJIOT,O,X,X,X,X,O
LZSJOTI,O,X,X,X,X,O
LZSJOIT,O,X,X,X,X,O
LZSOTIJ,X,O,O,O,O,X
LZSOTJI,X,O,O,O,O,X
LZSOITJ,X,O,O,O,O,X
LZSOIJT,X,X,X,X,X,O
LZSOJTI,X,X,X,X,X,O
LZSOJIT,X,X,X,X,X,O
LZOTIJS,O,O,O,X,X,O
LZOTISJ,X,O,O,O,O,X
LZOTJIS,O,O,O,X,X,O
LZOTJSI,O,O,O,X,X,O
LZOTSIJ,X,O,O,O,O,X
LZOTSJI,X,O,O,O,O,X
LZOITJS,O,O,O,X,X,O
LZOITSJ,X,O,O,O,O,X
LZOIJTS,O,O,X,X,X,O
LZOIJST,O,X,X,X,X,O
LZOISTJ,X,O,O,O,O,X
LZOISJT,O,X,X,X,O,O
LZOJTIS,O,O,X,X,X,O
LZOJTSI,O,O,X,X,X,O
LZOJITS,O,O,X,X,X,O
LZOJIST,O,X,X,X,X,O
LZOJSTI,O,X,X,X,X,O
LZOJSIT,O,X,X,X,X,O
LZOSTIJ,X,O,O,O,O,X
LZOSTJI,X,O,O,O,O,X
LZOSITJ,X,O,O,O,O,X
LZOSIJT,O,X,X,X,O,O
LZOSJTI,O,X,X,X,O,O
LZOSJIT,O,X,X,X,O,O
LOTIJSZ,X,O,O,X,X,X
LOTIJZS,X,O,O,O,X,O
LOTISJZ,X,O,O,X,X,X
LOTISZJ,X,O,O,O,X,X
LOTIZJS,X,O,O,O,X,O
LOTIZSJ,X,O,O,O,O,X
LOTJISZ,X,O,O,X,X,X
LOTJIZS,X,O,O,O,X,O
LOTJSIZ,X,O,O,X,X,X
LOTJSZI,X,O,O,X,X,X
LOTJZIS,X,O,O,O,X,O
LOTJZSI,X,O,O,O,X,O
LOTSIJZ,X,O,O,X,X,X
LOTSIZJ,X,O,O,O,X,X
LOTSJIZ,X,O,O,X,X,X
LOTSJZI,X,O,O,X,X,X
LOTSZIJ,X,O,O,O,X,X
LOTSZJI,X,O,O,O,X,X
LOTZIJS,X,O,O,O,X,O
LOTZISJ,X,O,O,O,O,X
LOTZJIS,X,O,O,O,X,O
LOTZJSI,X,O,O,O,X,O
LOTZSIJ,X,O,O,O,O,X
LOTZSJI,X,O,O,O,O,X
LOITJSZ,X,O,O,X,X,X
LOITJZS,X,O,O,O,X,O
LOITSJZ,X,O,O,X,X,X
LOITSZJ,X,O,O,O,X,X
LOITZJS,X,O,O,O,X,O
LOITZSJ,X,O,O,O,O,X
LOIJTSZ,O,O,O,X,X,X
LOIJTZS,X,O,O,O,X,O
LOIJSTZ,O,X,O,X,X,X
LOIJSZT,O,X,X,X,X,O
LOIJZTS,O,O,X,O,X,O
LOIJZST,O,X,X,O,X,O
LOISTJZ,O,O,O,X,X,X
LOISTZJ,X,O,O,O,O,X
LOISJTZ,O,X,O,X,X,X
LOISJZT,O,X,X,X,O,O
LOISZTJ,X,O,O,O,O,X
LOISZJT,O,X,X,O,O,O
LOIZTJS,O,O,O,O,X,O
LOIZTSJ,X,O,O,O,O,X
LOIZJTS,O,O,X,O,X,O
LOIZJST,O,X,X,O,X,O
LOIZSTJ,X,O,O,O,O,X
LOIZSJT,O,X,X,O,O,O
LOJTISZ,O,O,O,X,X,X
LOJTIZS,X,O,O,O,X,O
LOJTSIZ,O,O,O,X,X,X
LOJTSZI,O,O,O,X,X,X
LOJTZIS,X,O,O,O,X,O
LOJTZSI,X,O,O,O,X,O
LOJITSZ,O,O,O,X,X,X
LOJITZS,X,O,O,O,X,O
LOJISTZ,O,X,O,X,X,X
LOJISZT,O,X,X,X,X,O
LOJIZTS,O,O,X,O,X,O
LOJIZST,O,X,X,O,X,O
LOJSTIZ,O,X,O,X,X,X
LOJSTZI,O,X,O,X,X,X
LOJSITZ,O,X,O,X,X,X
LOJSIZT,O,X,X,X,X,O
LOJSZTI,O,X,X,X,X,O
LOJSZIT,O,X,X,X,X,O
LOJZTIS,O,O,X,O,X,O
LOJZTSI,O,O,X,O,X,O
LOJZITS,O,O,X,O,X,O
LOJZIST,O,X,X,O,X,O
LOJZSTI,O,X,X,O,X,O
LOJZSIT,O,X,X,O,X,O
LOSTIJZ,O,O,O,X,X,X
LOSTIZJ,X,O,O,O,O,X
LOSTJIZ,O,O,O,X,X,X
LOSTJZI,O,O,O,X,X,X
LOSTZIJ,X,O,O,O,O,X
LOSTZJI,X,O,O,O,O,X
LOSITJZ,O,O,O,X,X,X
LOSITZJ,X,O,O,O,O,X
LOSIJTZ,O,X,O,X,X,X
LOSIJZT,O,X,X,X,O,O
LOSIZTJ,X,O,O,O,O,X
LOSIZJT,O,X,X,O,O,O
LOSJTIZ,O,X,O,X,X,X
LOSJTZI,O,X,O,X,X,X
LOSJITZ,O,X,O,X,X,X
LOSJIZT,O,X,X,X,O,O
LOSJZTI,O,X,X,X,O,O
LOSJZIT,O,X,X,X,O,O
LOSZTIJ,X,O,O,O,O,X
LOSZTJI,X,O,O,O,O,X
LOSZITJ,X,O,O,O,O,X
LOSZIJT,O,X,X,O,O,O
LOSZJTI,O,X,X,O,O,O
LOSZJIT,O,X,X,O,O,O
LOZTIJS,O,O,O,O,X,O
LOZTISJ,X,O,O,O,O,X
LOZTJIS,O,O,O,O,X,O
LOZTJSI,O,O,O,O,X,O
LOZTSIJ,X,O,O,O,O,X
LOZTSJI,X,O,O,O,O,X
LOZITJS,O,O,O,O,X,O
LOZITSJ,X,O,O,O,O,X
LOZIJTS,O,O,X,O,X,O
LOZIJST,O,X,X,O,X,O
LOZISTJ,X,O,O,O,O,X
LOZISJT,O,X,X,O,O,O
LOZJTIS,O,O,X,O,X,O
LOZJTSI,O,O,X,O,X,O
LOZJITS,O,O,X,O,X,O
LOZJIST,O,X,X,O,X,O
LOZJSTI,O,X,X,O,X,O
LOZJSIT,O,X,X,O,X,O
LOZSTIJ,X,O,O,O,O,X
LOZSTJI,X,O,O,O,O,X
LOZSITJ,X,O,O,O,O,X
LOZSIJT,O,X,X,O,O,O
LOZSJTI,O,X,X,O,O,O
LOZSJIT,O,X,X,O,O,O
JTILSZO,O,O,O,X,X,X
JTILSOZ,O,O,O,X,X,X
JTILZSO,X,O,O,O,X,O
JTILZOS,X,O,O,X,X,X
JTILOSZ,O,O,O,X,X,X
JTILOZS,X,O,O,X,X,X
JTISLZO,O,O,X,X,X,X
JTISLOZ,O,O,O,X,X,X
JTISZLO,O,X,X,X,O,X
JTISZOL,O,O,X,X,X,X
JTISOLZ,O,X,O,X,X,X
JTISOZL,O,O,X,X,X,X
JTIZLSO,O,O,X,O,X,O
JTIZLOS,O,O,X,X,X,X
JTIZSLO,O,X,X,O,O,X
JTIZSOL,O,O,X,X,X,X
JTIZOLS,O,O,X,X,X,X
JTIZOSL,O,O,X,X,O,X
JTIOLSZ,O,O,O,X,X,X
JTIOLZS,X,O,O,O,X,O
JTIOSLZ,O,X,O,X,X,X
JTIOSZL,O,O,X,X,X,X
JTIOZLS,O,O,X,O,X,O
JTIOZSL,O,O,X,O,O,X
JTLISZO,O,O,O,X,X,X
JTLISOZ,O,O,O,X,X,X
JTLIZSO,X,O,O,O,X,O
JTLIZOS,X,O,O,X,X,X
JTLIOSZ,O,O,O,X,X,X
JTLIOZS,X,O,O,X,X,X
JTLSIZO,O,O,O,X,X,X
JTLSIOZ,O,O,O,X,X,X
JTLSZIO,O,O,O,X,X,X
JTLSZOI,X,O,O,X,X,X
JTLSOIZ,O,O,O,X,X,X
JTLSOZI,X,O,O,X,X,X
JTLZISO,X,O,O,O,X,O
JTLZIOS,X,O,O,X,X,X
JTLZSIO,X,O,O,O,X,O
JTLZSOI,X,O,O,O,X,O
JTLZOIS,X,O,O,X,X,X
JTLZOSI,X,O,O,X,X,X
JTLOISZ,O,O,O,X,X,X
JTLOIZS,X,O,O,X,X,X
JTLOSIZ,O,O,O,X,X,X
JTLOSZI,O,O,O,X,X,X
JTLOZIS,X,O,O,X,X,X
JTLOZSI,X,O,O,X,X,X
JTSILZO,O,O,X,X,X,X
JTSILOZ,O,O,O,X,X,X
JTSIZLO,O,X,X,X,O,X
JTSIZOL,O,O,X,X,X,X
JTSIOLZ,O,X,O,X,X,X
JTSIOZL,O,O,X,X,X,X
JTSLIZO,O,O,X,X,X,X
JTSLIOZ,O,O,O,X,X,X
JTSLZIO,O,O,X,X,X,X
JTSLZOI,O,O,X,X,X,X
JTSLOIZ,O,O,O,X,X,X
JTSLOZI,X,O,O,X,X,X
JTSZILO,O,X,X,X,O,X
JTSZIOL,O,O,X,X,X,X
JTSZLIO,O,X,X,X,O,X
JTSZLOI,O,X,X,X,O,X
JTSZOIL,O,O,X,X,X,X
JTSZOLI,O,O,X,X,X,X
JTSOILZ,O,X,O,X,X,X
JTSOIZL,O,O,X,X,X,X
JTSOLIZ,O,X,O,X,X,X
JTSOLZI,O,X,O,X,X,X
JTSOZIL,O,O,X,X,X,X
JTSOZLI,O,O,X,X,X,X
JTZILSO,O,O,X,O,X,O
JTZILOS,O,O,X,X,X,X
JTZISLO,O,X,X,O,O,X
JTZISOL,O,O,X,X,X,X
JTZIOLS,O,O,X,X,X,X
JTZIOSL,O,O,X,X,O,X
JTZLISO,O,O,X,O,X,O
JTZLIOS,O,O,X,X,X,X
JTZLSIO,O,O,X,O,X,O
JTZLSOI,O,O,X,O,X,O
JTZLOIS,O,O,X,X,X,X
JTZLOSI,O,O,X,X,X,X
JTZSILO,O,X,X,O,O,X
JTZSIOL,O,O,X,X,X,X
JTZSLIO,O,X,X,O,O,X
JTZSLOI,O,X,X,O,O,X
JTZSOIL,O,O,X,X,X,X
JTZSOLI,O,O,X,X,X,X
JTZOILS,O,O,X,X,X,X
JTZOISL,O,O,X,X,O,X
JTZOLIS,O,O,X,X,X,X
JTZOLSI,O,O,X,X,X,X
JTZOSIL,O,O,X,X,O,X
JTZOSLI,O,O,X,X,O,X
JTOILSZ,O,O,O,X,X,X
JTOILZS,X,O,O,O,X,O
JTOISLZ,O,X,O,X,X,X
JTOISZL,O,O,X,X,X,X
JTOIZLS,O,O,X,O,X,O
JTOIZSL,O,O,X,O,O,X
JTOLISZ,O,O,O,X,X,X
JTOLIZS,X,O,O,O,X,O
JTOLSIZ,O,O,O,X,X,X
JTOLSZI,O,O,O,X,X,X
JTOLZIS,X,O,O,O,X,O
JTOLZSI,X,O,O,O,X,O
JTOSILZ,O,X,O,X,X,X
JTOSIZL,O,O,X,X,X,X
JTOSLIZ,O,X,O,X,X,X
JTOSLZI,O,X,O,X,X,X
JTOSZIL,O,O,X,X,X,X
JTOSZLI,O,O,X,X,X,X
JTOZILS,O,O,X,O,X,O
JTOZISL,O,O,X,O,O,X
JTOZLIS,O,O,X,O,X,O
JTOZLSI,O,O,X,O,X,O
JTOZSIL,O,O,X,O,O,X
JTOZSLI,O,O,X,O,O,X
JITLSZO,O,O,O,X,X,X
JITLSOZ,O,O,O,X,X,X
JITLZSO,X,O,O,O,X,O
JITLZOS,X,O,O,X,X,X
JITLOSZ,O,O,O,X,X,X
JITLOZS,X,O,O,X,X,X
JITSLZO,O,O,X,X,X,X
JITSLOZ,O,O,O,X,X,X
JITSZLO,O,X,X,X,O,X
JITSZOL,O,O,X,X,X,X
JITSOLZ,O,X,O,X,X,X
JITSOZL,O,O,X,X,X,X
JITZLSO,O,O,X,O,X,O
JITZLOS,O,O,X,X,X,X
JITZSLO,O,X,X,O,O,X
JITZSOL,O,O,X,X,X,X
JITZOLS,O,O,X,X,X,X
JITZOSL,O,O,X,X,O,X
JITOLSZ,O,O,O,X,X,X
JITOLZS,X,O,O,O,X,O
JITOSLZ,O,X,O,X,X,X
JITOSZL,O,O,X,X,X,X
JITOZLS,O,O,X,O,X,O
JITOZSL,O,O,X,O,O,X
JILTSZO,O,O,O,X,X,X
JILTSOZ,O,O,O,X,X,X
JILTZSO,X,O,O,O,X,O
JILTZOS,X,O,O,X,X,X
JILTOSZ,O,O,O,X,X,X
JILTOZS,X,O,O,X,X,X
JILSTZO,O,O,X,X,X,X
JILSTOZ,O,O,O,X,X,X
JILSZTO,O,O,X,X,X,O
JILSZOT,O,O,X,X,X,O
JILSOTZ,O,O,O,X,X,X
JILSOZT,O,O,X,X,X,X
JILZTSO,O,O,X,O,X,O
JILZTOS,O,O,X,X,X,X
JILZSTO,O,O,X,O,X,O
JILZSOT,O,O,X,X,X,O
JILZOTS,O,O,X,X,X,O
JILZOST,O,O,X,X,X,O
JILOTSZ,O,O,O,X,X,X
JILOTZS,X,O,O,X,X,O
JILOSTZ,O,O,O,X,X,X
JILOSZT,O,O,X,X,X,O
JILOZTS,O,O,X,X,X,O
JILOZST,O,O,X,X,X,O
JISTLZO,O,O,X,X,X,X
JISTLOZ,O,O,O,X,X,X
JISTZLO,O,X,X,X,O,X
JISTZOL,O,O,X,X,X,X
JISTOLZ,O,X,O,X,X,X
JISTOZL,O,O,X,X,X,X
JISLTZO,O,O,X,X,X,X
JISLTOZ,O,O,O,X,X,X
JISLZTO,O,O,X,X,O,O
JISLZOT,O,O,X,X,X,O
JISLOTZ,O,O,O,X,X,X
JISLOZT,O,O,X,X,X,X
JISZTLO,O,X,X,X,O,X
JISZTOL,O,O,X,X,X,X
JISZLTO,O,X,X,X,O,O
JISZLOT,O,X,X,X,X,O
JISZOTL,O,O,X,X,X,X
JISZOLT,O,X,X,X,X,X
JISOTLZ,O,X,O,X,X,X
JISOTZL,O,O,X,X,X,X
JISOLTZ,O,X,O,X,X,X
JISOLZT,O,X,X,X,X,O
JISOZTL,O,O,X,X,X,X
JISOZLT,O,X,X,X,X,O
JIZTLSO,O,O,X,O,X,O
JIZTLOS,O,O,X,X,X,X
JIZTSLO,O,X,X,O,O,X
JIZTSOL,O,O,X,X,X,X
JIZTOLS,O,O,X,X,X,X
JIZTOSL,O,O,X,X,O,X
JIZLTSO,O,O,X,O,X,O
JIZLTOS,O,O,X,X,X,X
JIZLSTO,O,O,X,O,X,O
JIZLSOT,O,O,X,X,X,O
JIZLOTS,O,O,X,X,X,O
JIZLOST,O,O,X,X,X,O
JIZSTLO,O,X,X,O,O,X
JIZSTOL,O,O,X,X,X,X
JIZSLTO,O,X,X,O,O,O
JIZSLOT,O,X,X,X,X,O
JIZSOTL,O,O,X,X,X,X
JIZSOLT,O,X,X,X,X,X
JIZOTLS,O,O,X,X,X,O
JIZOTSL,O,O,X,X,O,X
JIZOLTS,O,O,X,X,X,O
JIZOLST,O,X,X,X,X,O
JIZOSTL,O,O,X,X,O,X
JIZOSLT,O,X,X,X,O,O
JIOTLSZ,O,O,O,X,X,X
JIOTLZS,X,O,O,O,X,O
JIOTSLZ,O,X,O,X,X,X
JIOTSZL,O,O,X,X,X,X
JIOTZLS,O,O,X,O,X,O
JIOTZSL,O,O,X,O,O,X
JIOLTSZ,O,O,O,X,X,X
JIOLTZS,X,O,O,O,X,O
JIOLSTZ,O,O,O,X,X,X
JIOLSZT,O,O,X,X,X,O
JIOLZTS,O,O,X,O,X,O
JIOLZST,O,O,X,O,X,O
JIOSTLZ,O,X,O,X,X,X
JIOSTZL,O,O,X,X,X,X
JIOSLTZ,O,X,O,X,X,X
JIOSLZT,O,X,X,X,O,O
JIOSZTL,O,O,X,X,O,X
JIOSZLT,O,X,X,X,O,O
JIOZTLS,O,O,X,O,X,O
JIOZTSL,O,O,X,O,O,X
JIOZLTS,O,O,X,O,X,O
JIOZLST,O,X,X,O,X,O
JIOZSTL,O,O,X,O,O,X
JIOZSLT,O,X,X,O,O,O
JLTISZO,O,O,O,X,X,X
JLTISOZ,O,O,O,X,X,X
JLTIZSO,X,O,O,O,X,O
JLTIZOS,X,O,O,X,X,X
JLTIOSZ,O,O,O,X,X,X
JLTIOZS,X,O,O,X,X,X
JLTSIZO,O,O,O,X,X,X
JLTSIOZ,O,O,O,X,X,X
JLTSZIO,O,O,O,X,X,X
JLTSZOI,X,O,O,X,X,X
JLTSOIZ,O,O,O,X,X,X
JLTSOZI,X,O,O,X,X,X
JLTZISO,X,O,O,O,X,O
JLTZIOS,X,O,O,X,X,X
JLTZSIO,X,O,O,O,X,O
JLTZSOI,X,O,O,O,X,O
JLTZOIS,X,O,O,X,X,X
JLTZOSI,X,O,O,X,X,X
JLTOISZ,O,O,O,X,X,X
JLTOIZS,X,O,O,X,X,X
JLTOSIZ,O,O,O,X,X,X
JLTOSZI,O,O,O,X,X,X
JLTOZIS,X,O,O,X,X,X
JLTOZSI,X,O,O,X,X,X
JLITSZO,O,O,O,X,X,X
JLITSOZ,O,O,O,X,X,X
JLITZSO,X,O,O,O,X,O
JLITZOS,X,O,O,X,X,X
JLITOSZ,O,O,O,X,X,X
JLITOZS,X,O,O,X,X,X
JLISTZO,O,O,X,X,X,X
JLISTOZ,O,O,O,X,X,X
JLISZTO,O,O,X,X,X,O
JLISZOT,O,O,X,X,X,O
JLISOTZ,O,O,O,X,X,X
JLISOZT,O,O,X,X,X,X
JLIZTSO,O,O,X,O,X,O
JLIZTOS,O,O,X,X,X,X
JLIZSTO,O,O,X,O,X,O
JLIZSOT,O,O,X,X,X,O
JLIZOTS,O,O,X,X,X,O
JLIZOST,O,O,X,X,X,O
JLIOTSZ,O,O,O,X,X,X
JLIOTZS,X,O,O,X,X,O
JLIOSTZ,O,O,O,X,X,X
JLIOSZT,O,O,X,X,X,O
JLIOZTS,O,O,X,X,X,O
JLIOZST,O,O,X,X,X,O
JLSTIZO,O,O,X,X,X,X
JLSTIOZ,O,O,O,X,X,X
JLSTZIO,O,O,X,X,X,X
JLSTZOI,O,O,X,X,X,X
JLSTOIZ,O,O,O,X,X,X
JLSTOZI,X,O,O,X,X,X
JLSITZO,O,O,X,X,X,X
JLSITOZ,O,O,O,X,X,X
JLSIZTO,O,O,X,X,X,O
JLSIZOT,O,O,X,X,X,O
JLSIOTZ,O,O,O,X,X,X
JLSIOZT,O,O,X,X,X,X
JLSZTIO,O,O,X,X,X,O
JLSZTOI,O,O,X,X,X,O
JLSZITO,O,O,X,X,X,O
JLSZIOT,O,O,X,X,X,O
JLSZOTI,O,O,X,X,X,O
JLSZOIT,O,O,X,X,X,O
JLSOTIZ,O,O,O,X,X,X
JLSOTZI,X,O,O,X,X,X
JLSOITZ,O,O,O,X,X,X
JLSOIZT,O,O,X,X,X,X
JLSOZTI,O,O,X,X,X,X
JLSOZIT,O,O,X,X,X,X
JLZTISO,O,O,X,O,X,O
JLZTIOS,O,O,X,X,X,X
JLZTSIO,O,O,X,O,X,O
JLZTSOI,O,O,X,O,X,O
JLZTOIS,O,O,X,X,X,X
JLZTOSI,O,O,X,X,X,X
JLZITSO,O,O,X,O,X,O
JLZITOS,O,O,X,X,X,X
JLZISTO,O,O,X,O,X,O
JLZISOT,O,O,X,X,X,O
JLZIOTS,O,O,X,X,X,O
JLZIOST,O,O,X,X,X,O
JLZSTIO,O,O,X,O,X,O
JLZSTOI,O,O,X,O,X,O
JLZSITO,O,O,X,O,X,O
JLZSIOT,O,O,X,X,X,O
JLZSOTI,O,O,X,X,X,O
JLZSOIT,O,O,X,X,X,O
JLZOTIS,O,O,X,X,X,O
JLZOTSI,O,O,X,X,X,O
JLZOITS,O,O,X,X,X,O
JLZOIST,O,O,X,X,X,O
JLZOSTI,O,O,X,X,X,O
JLZOSIT,O,O,X,X,X,O
JLOTISZ,O,O,O,X,X,X
JLOTIZS,X,O,O,X,X,O
JLOTSIZ,O,O,O,X,X,X
JLOTSZI,O,O,O,X,X,X
JLOTZIS,X,O,O,X,X,O
JLOTZSI,X,O,O,X,X,O
JLOITSZ,O,O,O,X,X,X
JLOITZS,X,O,O,X,X,O
JLOISTZ,O,O,O,X,X,X
JLOISZT,O,O,X,X,X,O
JLOIZTS,O,O,X,X,X,O
JLOIZST,O,O,X,X,X,O
JLOSTIZ,O,O,O,X,X,X
JLOSTZI,O,O,O,X,X,X
JLOSITZ,O,O,O,X,X,X
JLOSIZT,O,O,X,X,X,O
JLOSZTI,O,O,X,X,X,O
JLOSZIT,O,O,X,X,X,O
JLOZTIS,O,O,X,X,X,O
JLOZTSI,O,O,X,X,X,O
JLOZITS,O,O,X,X,X,O
JLOZIST,O,O,X,X,X,O
JLOZSTI,O,O,X,X,X,O
JLOZSIT,O,O,X,X,X,O
JSTILZO,O,O,X,X,X,X
JSTILOZ,O,O,O,X,X,X
JSTIZLO,O,X,X,X,O,X
JSTIZOL,O,O,X,X,X,X
JSTIOLZ,O,X,O,X,X,X
JSTIOZL,O,O,X,X,X,X
JSTLIZO,O,O,X,X,X,X
JSTLIOZ,O,O,O,X,X,X
JSTLZIO,O,O,X,X,X,X
JSTLZOI,O,O,X,X,X,X
JSTLOIZ,O,O,O,X,X,X
JSTLOZI,X,O,O,X,X,X
JSTZILO,O,X,X,X,O,X
JSTZIOL,O,O,X,X,X,X
JSTZLIO,O,X,X,X,O,X
JSTZLOI,O,X,X,X,O,X
JSTZOIL,O,O,X,X,X,X
JSTZOLI,O,O,X,X,X,X
JSTOILZ,O,X,O,X,X,X
JSTOIZL,O,O,X,X,X,X
JSTOLIZ,O,X,O,X,X,X
JSTOLZI,O,X,O,X,X,X
JSTOZIL,O,O,X,X,X,X
JSTOZLI,O,O,X,X,X,X
JSITLZO,O,O,X,X,X,X
JSITLOZ,O,O,O,X,X,X
JSITZLO,O,X,X,X,O,X
JSITZOL,O,O,X,X,X,X
JSITOLZ,O,X,O,X,X,X
JSITOZL,O,O,X,X,X,X
JSILTZO,O,O,X,X,X,X
JSILTOZ,O,O,O,X,X,X
JSILZTO,O,O,X,X,O,O
JSILZOT,O,O,X,X,X,O
JSILOTZ,O,O,O,X,X,X
JSILOZT,O,O,X,X,X,X
JSIZTLO,O,X,X,X,O,X
JSIZTOL,O,O,X,X,X,X
JSIZLTO,O,X,X,X,O,O
JSIZLOT,O,X,X,X,X,O
JSIZOTL,O,O,X,X,X,X
JSIZOLT,O,X,X,X,X,X
JSIOTLZ,O,X,O,X,X,X
JSIOTZL,O,O,X,X,X,X
JSIOLTZ,O,X,O,X,X,X
JSIOLZT,O,X,X,X,X,O
JSIOZTL,O,O,X,X,X,X
JSIOZLT,O,X,X,X,X,O
JSLTIZO,O,O,X,X,X,X
JSLTIOZ,O,O,O,X,X,X
JSLTZIO,O,O,X,X,X,X
JSLTZOI,O,O,X,X,X,X
JSLTOIZ,O,O,O,X,X,X
JSLTOZI,X,O,O,X,X,X
JSLITZO,O,O,X,X,X,X
JSLITOZ,O,O,O,X,X,X
JSLIZTO,O,O,X,X,O,O
JSLIZOT,O,O,X,X,X,O
JSLIOTZ,O,O,O,X,X,X
JSLIOZT,O,O,X,X,X,X
JSLZTIO,O,O,X,X,O,O
JSLZTOI,O,O,X,X,O,O
JSLZITO,O,O,X,X,O,O
JSLZIOT,O,O,X,X,X,O
JSLZOTI,O,O,X,X,X,O
JSLZOIT,O,O,X,X,X,O
JSLOTIZ,O,O,O,X,X,X
JSLOTZI,X,O,O,X,X,X
JSLOITZ,O,O,O,X,X,X
JSLOIZT,O,O,X,X,X,X
JSLOZTI,O,O,X,X,X,X
JSLOZIT,O,O,X,X,X,X
JSZTILO,O,X,X,X,O,X
JSZTIOL,O,O,X,X,X,X
JSZTLIO,O,X,X,X,O,X
JSZTLOI,O,X,X,X,O,X
JSZTOIL,O,O,X,X,X,X
JSZTOLI,O,O,X,X,X,X
JSZITLO,O,X,X,X,O,X
JSZITOL,O,O,X,X,X,X
JSZILTO,O,X,X,X,O,O
JSZILOT,O,X,X,X,X,O
JSZIOTL,O,O,X,X,X,X
JSZIOLT,O,X,X,X,X,X
JSZLTIO,O,X,X,X,O,O
JSZLTOI,O,X,X,X,O,O
JSZLITO,O,X,X,X,O,O
JSZLIOT,O,X,X,X,X,O
JSZLOTI,O,X,X,X,X,O
JSZLOIT,O,X,X,X,X,O
JSZOTIL,O,O,X,X,X,X
JSZOTLI,O,O,X,X,X,X
JSZOITL,O,O,X,X,X,X
JSZOILT,O,X,X,X,X,X
JSZOLTI,O,X,X,X,X,X
JSZOLIT,O,X,X,X,X,X
JSOTILZ,O,X,O,X,X,X
JSOTIZL,O,O,X,X,X,X
JSOTLIZ,O,X,O,X,X,X
JSOTLZI,O,X,O,X,X,X
JSOTZIL,O,O,X,X,X,X
JSOTZLI,O,O,X,X,X,X
JSOITLZ,O,X,O,X,X,X
JSOITZL,O,O,X,X,X,X
JSOILTZ,O,X,O,X,X,X
JSOILZT,O,X,X,X,X,O
JSOIZTL,O,O,X,X,X,X
JSOIZLT,O,X,X,X,X,O
JSOLTIZ,O,X,O,X,X,X
JSOLTZI,O,X,O,X,X,X
JSOLITZ,O,X,O,X,X,X
JSOLIZT,O,X,X,X,X,O
JSOLZTI,O,X,X,X,X,O
JSOLZIT,O,X,X,X,X,O
JSOZTIL,O,O,X,X,X,X
JSOZTLI,O,O,X,X,X,X
JSOZITL,O,O,X,X,X,X
JSOZILT,O,X,X,X,X,O
JSOZLTI,O,X,X,X,X,O
JSOZLIT,O,X,X,X,X,O
JZTILSO,O,O,X,O,X,O
JZTILOS,O,O,X,X,X,X
JZTISLO,O,X,X,O,O,X
JZTISOL,O,O,X,X,X,X
JZTIOLS,O,O,X,X,X,X
JZTIOSL,O,O,X,X,O,X
JZTLISO,O,O,X,O,X,O
JZTLIOS,O,O,X,X,X,X
