sequence,v115@EhD8EeF8DeI8BeC8JeT6IvhFegBCcBxdBlhB3lB0rB,v115@EhD8EeF8DeI8BeC8Jei6IvhFFcBxdBzfB+lB3hB0rB,v115@EhD8EeF8DeI8BeC8JeT6IvhF0cBxdBmgBXgB1qBqrB,v115@EhD8EeF8DeI8BeC8JeT6IvhFxdBSlBXmBOlBlmB0rB,v115@EhD8EeF8DeI8BeC8JeT6IvhFibBxdBUhBFlBGrBfsB,v115@EhD8EeF8DeI8BeC8JeT6IvhF2gBxdB3hBFlBCmB0rB,v115@EhD8EeF8DeI8BeC8Je//IvhFFbBOhBxdBclBSrBzrB,v115@EhD8EeF8DeI8BeC8Jei6IvhFfhBxdBzfBumB1qB0rB
SZITOJL,O,X,X,X,X,O,X,X
SZILTJO,X,O,O,O,X,X,O,X
SZILTOJ,X,X,O,O,X,X,O,X
SZILJTO,X,O,X,O,X,X,O,X
SZILJOT,O,X,X,O,X,X,O,X
SZILOTJ,X,X,O,O,X,X,O,X
SZILOJT,X,X,X,O,X,X,O,X
SZIJTLO,O,O,X,X,X,X,O,X
SZIJTOL,O,O,X,X,X,X,X,X
SZIJLTO,X,O,X,X,X,X,O,X
SZIJLOT,O,X,X,X,X,X,O,X
SZIJOTL,O,O,X,X,X,X,X,X
SZIJOLT,O,O,X,X,X,X,X,X
SZIOTLJ,X,X,X,X,X,X,O,X
SZIOTJL,O,X,X,X,X,O,X,X
SZIOLTJ,X,X,O,X,X,X,O,X
SZIOLJT,X,O,X,X,X,X,O,X
SZIOJTL,O,O,X,X,X,X,X,X
SZIOJLT,O,O,X,X,X,X,X,X
SZLTIJO,X,O,O,O,X,X,O,X
SZLTIOJ,X,X,O,O,X,X,O,X
SZLTJIO,X,X,O,O,X,X,O,X
SZLTJOI,X,X,O,O,X,X,O,X
SZLTOIJ,X,X,O,O,X,X,O,X
SZLTOJI,X,X,O,O,X,X,O,X
SZLITJO,X,O,O,O,X,X,O,X
SZLITOJ,X,X,O,O,X,X,O,X
SZLIJTO,X,O,X,O,X,X,O,X
SZLIJOT,O,X,X,O,X,X,O,X
SZLIOTJ,X,X,O,O,X,X,O,X
SZLIOJT,X,X,X,O,X,X,O,X
SZLJTIO,X,O,X,O,X,X,O,X
SZLJTOI,X,X,X,O,X,X,O,X
SZLJITO,X,O,X,O,X,X,O,X
SZLJIOT,O,X,X,O,X,X,O,X
SZLJOTI,X,X,X,O,X,X,O,X
SZLJOIT,O,X,X,O,X,X,O,X
SZLOTIJ,X,X,O,O,X,X,O,X
SZLOTJI,X,X,O,O,X,X,O,X
SZLOITJ,X,X,O,O,X,X,O,X
SZLOIJT,X,X,X,O,X,X,O,X
SZLOJTI,X,X,X,O,X,X,O,X
SZLOJIT,X,X,X,O,X,X,O,X
SZJTILO,O,O,X,X,X,X,O,X
SZJTIOL,O,O,X,X,X,X,X,X
SZJTLIO,O,O,X,X,X,X,O,X
SZJTLOI,O,X,X,X,X,X,O,X
SZJTOIL,O,O,X,X,X,X,X,X
SZJTOLI,O,O,X,X,X,X,X,X
SZJITLO,O,O,X,X,X,X,O,X
SZJITOL,O,O,X,X,X,X,X,X
SZJILTO,X,O,X,X,X,X,O,X
SZJILOT,O,X,X,X,X,X,O,X
SZJIOTL,O,O,X,X,X,X,X,X
SZJIOLT,O,O,X,X,X,X,X,X
SZJLTIO,X,O,X,X,X,X,O,X
SZJLTOI,X,X,X,X,X,X,O,X
SZJLITO,X,O,X,X,X,X,O,X
SZJLIOT,O,X,X,X,X,X,O,X
SZJLOTI,X,X,X,X,X,X,O,X
SZJLOIT,O,X,X,X,X,X,O,X
SZJOTIL,O,O,X,X,X,X,X,X
SZJOTLI,O,O,X,X,X,X,X,X
SZJOITL,O,O,X,X,X,X,X,X
SZJOILT,O,O,X,X,X,X,X,X
SZJOLTI,X,O,X,X,X,X,X,X
SZJOLIT,O,O,X,X,X,X,X,X
SZOTILJ,X,X,X,X,X,X,O,X
SZOTIJL,O,X,X,X,X,O,X,X
SZOTLIJ,X,X,X,X,X,X,O,X
SZOTLJI,X,X,X,X,X,X,O,X
SZOTJIL,O,X,X,X,X,O,X,X
SZOTJLI,O,X,X,X,X,O,X,X
SZOITLJ,X,X,X,X,X,X,O,X
SZOITJL,O,X,X,X,X,O,X,X
SZOILTJ,X,X,O,X,X,X,O,X
SZOILJT,X,O,X,X,X,X,O,X
SZOIJTL,O,O,X,X,X,X,X,X
SZOIJLT,O,O,X,X,X,X,X,X
SZOLTIJ,X,X,O,X,X,X,O,X
SZOLTJI,X,X,O,X,X,X,O,X
SZOLITJ,X,X,O,X,X,X,O,X
SZOLIJT,X,O,X,X,X,X,O,X
SZOLJTI,X,O,X,X,X,X,O,X
SZOLJIT,X,O,X,X,X,X,O,X
SZOJTIL,O,O,X,X,X,X,X,X
SZOJTLI,O,O,X,X,X,X,X,X
SZOJITL,O,O,X,X,X,X,X,X
SZOJILT,O,O,X,X,X,X,X,X
SZOJLTI,X,O,X,X,X,X,X,X
SZOJLIT,O,O,X,X,X,X,X,X
SOTILJZ,O,O,O,X,X,O,X,O
SOTILZJ,X,X,O,X,X,X,X,X
SOTIJLZ,O,O,X,X,X,O,X,O
SOTIJZL,O,O,X,X,X,O,X,O
SOTIZLJ,X,X,X,X,X,O,O,X
SOTIZJL,O,X,X,X,X,O,X,X
SOTLIJZ,O,O,O,X,X,O,X,O
SOTLIZJ,X,X,O,X,X,X,X,X
SOTLJIZ,O,O,O,X,X,O,X,O
SOTLJZI,O,O,O,X,O,O,X,O
SOTLZIJ,X,X,O,X,X,X,X,X
SOTLZJI,X,X,O,X,O,X,X,O
SOTJILZ,O,O,X,X,X,O,X,O
SOTJIZL,O,O,X,X,X,O,X,O
SOTJLIZ,O,O,X,X,X,O,X,O
SOTJLZI,O,O,X,X,O,O,X,O
SOTJZIL,O,O,X,X,O,O,X,O
SOTJZLI,O,O,X,X,O,O,X,O
SOTZILJ,X,X,X,X,X,O,O,X
SOTZIJL,O,X,X,X,X,O,X,X
SOTZLIJ,X,X,X,X,X,O,O,X
SOTZLJI,X,X,X,X,O,O,O,O
SOTZJIL,O,X,X,X,O,O,X,O
SOTZJLI,O,X,X,X,O,O,X,O
SOITLJZ,O,O,O,X,X,O,X,X
SOITLZJ,X,X,O,X,X,X,X,X
SOITJLZ,O,O,X,X,X,O,X,X
SOITJZL,O,O,X,X,X,O,X,X
SOITZLJ,X,X,X,X,X,O,O,X
SOITZJL,O,X,X,X,X,O,X,X
SOILTJZ,O,O,O,O,X,O,X,X
SOILTZJ,X,X,O,O,X,X,X,X
SOILJTZ,O,O,X,O,X,X,X,O
SOILJZT,O,O,X,O,X,X,O,X
SOILZTJ,X,X,O,O,X,X,O,X
SOILZJT,X,O,X,O,X,X,O,X
SOIJTLZ,O,O,X,X,X,O,X,O
SOIJTZL,O,O,X,X,X,O,X,O
SOIJLTZ,O,O,X,X,X,X,X,O
SOIJLZT,O,O,X,X,X,X,X,X
SOIJZTL,O,O,X,X,X,X,X,X
SOIJZLT,O,O,X,X,X,X,X,X
SOIZTLJ,X,X,X,X,X,X,O,X
SOIZTJL,O,X,X,X,X,O,X,X
SOIZLTJ,X,X,O,X,X,X,O,X
SOIZLJT,X,O,X,X,X,X,O,X
SOIZJTL,O,O,X,X,X,X,X,X
SOIZJLT,O,O,X,X,X,X,X,X
SOLTIJZ,O,O,O,O,X,O,X,O
SOLTIZJ,X,X,O,O,X,X,X,X
SOLTJIZ,O,O,O,O,X,O,X,O
SOLTJZI,O,O,O,O,X,O,X,O
SOLTZIJ,X,X,O,O,X,X,X,X
SOLTZJI,X,X,O,O,X,X,X,O
SOLITJZ,O,O,O,O,X,O,X,X
SOLITZJ,X,X,O,O,X,X,X,X
SOLIJTZ,O,O,X,O,X,X,X,O
SOLIJZT,O,O,X,O,X,X,O,X
SOLIZTJ,X,X,O,O,X,X,O,X
SOLIZJT,X,O,X,O,X,X,O,X
SOLJTIZ,O,O,X,O,X,X,X,O
SOLJTZI,O,O,X,O,X,X,X,O
SOLJITZ,O,O,X,O,X,X,X,O
SOLJIZT,O,O,X,O,X,X,O,X
SOLJZTI,X,O,X,O,X,X,O,X
SOLJZIT,O,O,X,O,X,X,O,X
SOLZTIJ,X,X,O,O,X,X,O,X
SOLZTJI,X,X,O,O,X,X,O,X
SOLZITJ,X,X,O,O,X,X,O,X
SOLZIJT,X,O,X,O,X,X,O,X
SOLZJTI,X,O,X,O,X,X,O,X
SOLZJIT,X,O,X,O,X,X,O,X
SOJTILZ,O,O,X,X,X,O,X,O
SOJTIZL,O,O,X,X,X,O,X,O
SOJTLIZ,O,O,X,X,X,O,X,O
SOJTLZI,O,O,X,X,O,O,X,O
SOJTZIL,O,O,X,X,O,O,X,O
SOJTZLI,O,O,X,X,O,O,X,O
SOJITLZ,O,O,X,X,X,O,X,O
SOJITZL,O,O,X,X,X,O,X,O
SOJILTZ,O,O,X,X,X,X,X,O
SOJILZT,O,O,X,X,X,X,X,X
SOJIZTL,O,O,X,X,X,X,X,X
SOJIZLT,O,O,X,X,X,X,X,X
SOJLTIZ,O,O,X,X,X,X,X,O
SOJLTZI,O,O,X,X,X,X,X,O
SOJLITZ,O,O,X,X,X,X,X,O
SOJLIZT,O,O,X,X,X,X,X,X
SOJLZTI,X,O,X,X,X,X,X,X
SOJLZIT,O,O,X,X,X,X,X,X
SOJZTIL,O,O,X,X,X,X,X,X
SOJZTLI,O,O,X,X,X,X,X,X
SOJZITL,O,O,X,X,X,X,X,X
SOJZILT,O,O,X,X,X,X,X,X
SOJZLTI,X,O,X,X,X,X,X,X
SOJZLIT,O,O,X,X,X,X,X,X
SOZTILJ,X,X,X,X,X,X,O,X
SOZTIJL,O,X,X,X,X,O,X,X
SOZTLIJ,X,X,X,X,X,X,O,X
SOZTLJI,X,X,X,X,X,X,O,X
SOZTJIL,O,X,X,X,X,O,X,X
SOZTJLI,O,X,X,X,X,O,X,X
SOZITLJ,X,X,X,X,X,X,O,X
SOZITJL,O,X,X,X,X,O,X,X
SOZILTJ,X,X,O,X,X,X,O,X
SOZILJT,X,O,X,X,X,X,O,X
SOZIJTL,O,O,X,X,X,X,X,X
SOZIJLT,O,O,X,X,X,X,X,X
SOZLTIJ,X,X,O,X,X,X,O,X
SOZLTJI,X,X,O,X,X,X,O,X
SOZLITJ,X,X,O,X,X,X,O,X
SOZLIJT,X,O,X,X,X,X,O,X
SOZLJTI,X,O,X,X,X,X,O,X
SOZLJIT,X,O,X,X,X,X,O,X
SOZJTIL,O,O,X,X,X,X,X,X
SOZJTLI,O,O,X,X,X,X,X,X
SOZJITL,O,O,X,X,X,X,X,X
SOZJILT,O,O,X,X,X,X,X,X
SOZJLTI,X,O,X,X,X,X,X,X
SOZJLIT,O,O,X,X,X,X,X,X
ZTILJSO,X,X,O,X,O,O,O,X
ZTILJOS,O,X,O,X,O,O,X,X
ZTILSJO,O,X,O,X,X,O,O,X
ZTILSOJ,X,X,O,X,X,O,O,X
ZTILOJS,X,X,O,X,O,O,X,X
ZTILOSJ,X,X,O,X,X,O,X,X
ZTIJLSO,X,X,X,X,O,O,X,X
ZTIJLOS,O,X,X,X,O,O,X,X
ZTIJSLO,X,X,X,X,O,O,X,X
ZTIJSOL,X,X,X,X,O,O,X,X
ZTIJOLS,O,X,X,X,O,O,X,X
ZTIJOSL,X,X,X,X,O,O,X,X
ZTISLJO,O,X,X,X,X,O,O,X
ZTISLOJ,X,X,X,X,X,O,O,X
ZTISJLO,O,X,X,X,X,O,O,X
ZTISJOL,O,X,X,X,X,O,X,X
ZTISOLJ,X,X,X,X,X,O,O,X
ZTISOJL,O,X,X,X,X,O,X,X
ZTIOLJS,X,X,O,X,O,O,X,X
ZTIOLSJ,X,X,O,X,X,O,X,X
ZTIOJLS,O,X,X,X,O,O,X,X
ZTIOJSL,X,X,X,X,O,O,X,X
ZTIOSLJ,X,X,X,X,X,O,X,X
ZTIOSJL,O,X,X,X,X,O,X,X
ZTLIJSO,X,X,O,X,O,O,O,X
ZTLIJOS,O,X,O,X,O,O,X,X
ZTLISJO,O,X,O,X,X,O,O,X
ZTLISOJ,X,X,O,X,X,O,O,X
ZTLIOJS,X,X,O,X,O,O,X,X
ZTLIOSJ,X,X,O,X,X,O,X,X
ZTLJISO,X,X,O,X,O,O,O,X
ZTLJIOS,O,X,O,X,O,O,X,X
ZTLJSIO,X,X,O,X,O,O,O,X
ZTLJSOI,X,X,O,X,O,O,O,X
ZTLJOIS,O,X,O,X,O,O,X,X
ZTLJOSI,X,X,O,X,O,O,X,X
ZTLSIJO,O,X,O,X,X,O,O,X
ZTLSIOJ,X,X,O,X,X,O,O,X
ZTLSJIO,O,X,O,X,O,O,O,X
ZTLSJOI,O,X,O,X,O,O,O,X
ZTLSOIJ,X,X,O,X,X,O,O,X
ZTLSOJI,X,X,O,X,O,O,O,X
ZTLOIJS,X,X,O,X,O,O,X,X
ZTLOISJ,X,X,O,X,X,O,X,X
ZTLOJIS,X,X,O,X,O,O,X,X
ZTLOJSI,X,X,O,X,O,O,X,X
ZTLOSIJ,X,X,O,X,X,O,X,X
ZTLOSJI,X,X,O,X,O,O,X,X
ZTJILSO,X,X,X,X,O,O,X,X
ZTJILOS,O,X,X,X,O,O,X,X
ZTJISLO,X,X,X,X,O,O,X,X
ZTJISOL,X,X,X,X,O,O,X,O
ZTJIOLS,O,X,X,X,O,O,X,O
ZTJIOSL,X,X,X,X,O,O,X,O
ZTJLISO,X,X,X,X,O,O,X,X
ZTJLIOS,O,X,X,X,O,O,X,X
ZTJLSIO,X,X,X,X,O,O,X,X
ZTJLSOI,X,X,X,X,O,O,X,X
ZTJLOIS,O,X,X,X,O,O,X,X
ZTJLOSI,X,X,X,X,O,O,X,X
ZTJSILO,X,X,X,X,O,O,X,X
ZTJSIOL,X,X,X,X,O,O,X,O
ZTJSLIO,X,X,X,X,O,O,X,X
ZTJSLOI,X,X,X,X,O,O,X,X
ZTJSOIL,X,X,X,X,O,O,X,O
ZTJSOLI,X,X,X,X,O,O,X,O
ZTJOILS,O,X,X,X,O,O,X,O
ZTJOISL,X,X,X,X,O,O,X,O
ZTJOLIS,O,X,X,X,O,O,X,O
ZTJOLSI,X,X,X,X,O,O,X,O
ZTJOSIL,X,X,X,X,O,O,X,O
ZTJOSLI,X,X,X,X,O,O,X,O
ZTSILJO,O,X,X,X,X,O,O,X
ZTSILOJ,X,X,X,X,X,O,O,X
ZTSIJLO,O,X,X,X,X,O,O,X
ZTSIJOL,O,X,X,X,X,O,X,X
ZTSIOLJ,X,X,X,X,X,O,O,X
ZTSIOJL,O,X,X,X,X,O,X,X
ZTSLIJO,O,X,X,X,X,O,O,X
ZTSLIOJ,X,X,X,X,X,O,O,X
ZTSLJIO,O,X,X,X,O,O,O,X
ZTSLJOI,O,X,X,X,O,O,O,X
ZTSLOIJ,X,X,X,X,X,O,O,X
ZTSLOJI,X,X,X,X,O,O,O,X
ZTSJILO,O,X,X,X,O,O,O,X
ZTSJIOL,O,X,X,X,O,O,X,O
ZTSJLIO,O,X,X,X,O,O,O,X
ZTSJLOI,O,X,X,X,O,O,O,X
ZTSJOIL,O,X,X,X,O,O,X,O
ZTSJOLI,O,X,X,X,O,O,X,O
ZTSOILJ,X,X,X,X,X,O,O,X
ZTSOIJL,O,X,X,X,X,O,X,X
ZTSOLIJ,X,X,X,X,X,O,O,X
ZTSOLJI,X,X,X,X,O,O,O,O
ZTSOJIL,O,X,X,X,O,O,X,O
ZTSOJLI,O,X,X,X,O,O,X,O
ZTOILJS,X,X,O,X,O,O,X,X
ZTOILSJ,X,X,O,X,X,O,X,X
ZTOIJLS,O,X,X,X,O,O,X,X
ZTOIJSL,X,X,X,X,O,O,X,X
ZTOISLJ,X,X,X,X,X,O,X,X
ZTOISJL,O,X,X,X,X,O,X,X
ZTOLIJS,X,X,O,X,O,O,X,X
ZTOLISJ,X,X,O,X,X,O,X,X
ZTOLJIS,X,X,O,X,O,O,X,O
ZTOLJSI,X,X,O,X,O,O,X,O
ZTOLSIJ,X,X,O,X,X,O,X,X
ZTOLSJI,X,X,O,X,O,O,X,O
ZTOJILS,O,X,X,X,O,O,X,O
ZTOJISL,X,X,X,X,O,O,X,O
ZTOJLIS,O,X,X,X,O,O,X,O
ZTOJLSI,X,X,X,X,O,O,X,O
ZTOJSIL,X,X,X,X,O,O,X,O
ZTOJSLI,X,X,X,X,O,O,X,O
ZTOSILJ,X,X,X,X,X,O,X,X
ZTOSIJL,O,X,X,X,X,O,X,X
ZTOSLIJ,X,X,X,X,X,O,X,X
ZTOSLJI,X,X,X,X,O,O,X,O
ZTOSJIL,O,X,X,X,O,O,X,O
ZTOSJLI,O,X,X,X,O,O,X,O
ZITLJSO,X,X,O,X,X,O,O,X
ZITLJOS,O,X,O,X,X,O,X,X
ZITLSJO,O,X,O,X,X,O,O,X
ZITLSOJ,X,X,O,X,X,O,O,X
ZITLOJS,X,X,O,X,X,O,X,X
ZITLOSJ,X,X,O,X,X,O,X,X
ZITJLSO,X,X,X,X,X,O,X,X
ZITJLOS,O,X,X,X,X,O,X,X
ZITJSLO,X,X,X,X,X,O,X,X
ZITJSOL,X,X,X,X,X,O,X,X
ZITJOLS,O,X,X,X,X,O,X,X
ZITJOSL,X,X,X,X,X,O,X,X
ZITSLJO,O,X,X,X,X,O,O,X
ZITSLOJ,X,X,X,X,X,O,O,X
ZITSJLO,O,X,X,X,X,O,O,X
ZITSJOL,O,X,X,X,X,O,X,X
ZITSOLJ,X,X,X,X,X,O,O,X
ZITSOJL,O,X,X,X,X,O,X,X
ZITOLJS,X,X,O,X,X,O,X,X
ZITOLSJ,X,X,O,X,X,O,X,X
ZITOJLS,O,X,X,X,X,O,X,X
ZITOJSL,X,X,X,X,X,O,X,X
ZITOSLJ,X,X,X,X,X,O,X,X
ZITOSJL,O,X,X,X,X,O,X,X
ZILTJSO,X,X,O,X,X,X,O,X
ZILTJOS,X,X,O,X,X,X,X,X
ZILTSJO,X,X,O,X,X,X,O,X
ZILTSOJ,X,X,O,X,X,X,O,X
ZILTOJS,X,X,O,X,X,X,X,X
ZILTOSJ,X,X,O,X,X,X,X,X
ZILJTSO,X,O,O,X,X,X,O,X
ZILJTOS,X,O,O,X,X,X,X,X
ZILJSTO,X,O,X,X,X,X,O,X
ZILJSOT,X,O,X,X,X,X,O,X
ZILJOTS,X,O,O,X,X,X,X,O
ZILJOST,X,O,X,X,X,X,O,X
ZILSTJO,X,O,O,O,X,X,O,X
ZILSTOJ,X,X,O,O,X,X,O,X
ZILSJTO,X,O,X,O,X,X,O,X
ZILSJOT,X,X,X,O,X,X,O,X
ZILSOTJ,X,X,O,O,X,X,O,X
ZILSOJT,X,X,X,O,X,X,O,X
ZILOTJS,X,X,O,X,X,X,X,X
ZILOTSJ,X,X,O,X,X,X,X,X
ZILOJTS,X,O,O,X,X,X,X,O
ZILOJST,X,O,X,X,X,X,O,X
ZILOSTJ,X,X,O,O,X,X,O,X
ZILOSJT,X,O,X,O,X,X,O,X
ZIJTLSO,X,O,X,X,X,X,X,X
ZIJTLOS,O,O,X,X,X,X,X,X
ZIJTSLO,X,O,X,X,X,X,X,X
ZIJTSOL,X,O,X,X,X,X,X,O
ZIJTOLS,O,O,X,X,X,X,X,O
ZIJTOSL,X,O,X,X,X,X,X,O
ZIJLTSO,X,O,O,X,X,X,O,X
ZIJLTOS,X,O,O,X,X,X,X,X
ZIJLSTO,X,O,X,X,X,X,O,X
ZIJLSOT,X,O,X,X,X,X,O,X
ZIJLOTS,X,O,O,X,X,X,X,O
ZIJLOST,X,O,X,X,X,X,O,X
ZIJSTLO,O,O,X,X,X,X,O,X
ZIJSTOL,O,O,X,X,X,X,X,X
ZIJSLTO,X,O,X,X,X,X,O,X
ZIJSLOT,O,O,X,X,X,X,O,X
ZIJSOTL,O,O,X,X,X,X,X,X
ZIJSOLT,O,O,X,X,X,X,X,X
ZIJOTLS,O,O,X,X,X,X,X,O
ZIJOTSL,X,O,X,X,X,X,X,O
ZIJOLTS,X,O,O,X,X,X,X,O
ZIJOLST,X,O,X,X,X,X,X,X
ZIJOSTL,O,O,X,X,X,X,X,X
ZIJOSLT,O,O,X,X,X,X,X,X
ZISTLJO,O,O,X,X,X,X,O,X
ZISTLOJ,X,X,X,X,X,X,O,X
ZISTJLO,O,O,X,X,X,X,O,X
ZISTJOL,O,O,X,X,X,O,X,X
ZISTOLJ,X,X,X,X,X,X,O,X
ZISTOJL,O,X,X,X,X,O,X,X
ZISLTJO,X,O,O,O,X,X,O,X
ZISLTOJ,X,X,O,O,X,X,O,X
ZISLJTO,X,O,X,O,X,X,O,X
ZISLJOT,O,X,X,O,X,X,O,X
ZISLOTJ,X,X,O,O,X,X,O,X
ZISLOJT,X,X,X,O,X,X,O,X
ZISJTLO,O,O,X,X,X,X,O,X
ZISJTOL,O,O,X,X,X,X,X,X
ZISJLTO,X,O,X,X,X,X,O,X
ZISJLOT,O,X,X,X,X,X,O,X
ZISJOTL,O,O,X,X,X,X,X,X
ZISJOLT,O,O,X,X,X,X,X,X
ZISOTLJ,X,X,X,X,X,X,O,X
ZISOTJL,O,X,X,X,X,O,X,X
ZISOLTJ,X,X,O,X,X,X,O,X
ZISOLJT,X,O,X,X,X,X,O,X
ZISOJTL,O,O,X,X,X,X,X,X
ZISOJLT,O,O,X,X,X,X,X,X
ZIOTLJS,X,X,O,X,X,O,X,X
ZIOTLSJ,X,X,O,X,X,O,X,X
ZIOTJLS,O,X,X,X,X,O,X,X
ZIOTJSL,X,X,X,X,X,O,X,X
ZIOTSLJ,X,X,X,X,X,O,X,X
ZIOTSJL,O,X,X,X,X,O,X,X
ZIOLTJS,X,X,O,X,X,X,X,X
ZIOLTSJ,X,X,O,X,X,X,X,X
ZIOLJTS,X,O,O,X,X,X,X,O
ZIOLJST,X,O,X,X,X,X,O,X
ZIOLSTJ,X,X,O,O,X,X,O,X
ZIOLSJT,X,O,X,O,X,X,O,X
ZIOJTLS,O,O,X,X,X,X,X,O
ZIOJTSL,X,O,X,X,X,X,X,O
ZIOJLTS,X,O,O,X,X,X,X,O
ZIOJLST,X,O,X,X,X,X,X,X
ZIOJSTL,O,O,X,X,X,X,X,X
ZIOJSLT,O,O,X,X,X,X,X,X
ZIOSTLJ,X,X,X,X,X,X,O,X
ZIOSTJL,O,X,X,X,X,O,X,X
ZIOSLTJ,X,X,O,X,X,X,O,X
ZIOSLJT,X,O,X,X,X,X,O,X
ZIOSJTL,O,O,X,X,X,X,X,X
ZIOSJLT,O,O,X,X,X,X,X,X
ZLTIJSO,X,X,O,X,X,X,O,X
ZLTIJOS,X,X,O,X,X,X,X,X
ZLTISJO,X,X,O,X,X,X,O,X
ZLTISOJ,X,X,O,X,X,X,O,X
ZLTIOJS,X,X,O,X,X,X,X,X
ZLTIOSJ,X,X,O,X,X,X,X,X
ZLTJISO,X,X,O,X,X,X,O,X
ZLTJIOS,X,X,O,X,X,X,X,X
ZLTJSIO,X,X,O,X,X,X,O,X
ZLTJSOI,X,X,O,X,X,X,O,X
ZLTJOIS,X,X,O,X,X,X,X,X
ZLTJOSI,X,X,O,X,X,X,X,X
ZLTSIJO,X,X,O,X,X,X,O,X
ZLTSIOJ,X,X,O,X,X,X,O,X
ZLTSJIO,X,X,O,X,X,X,O,X
ZLTSJOI,X,X,O,X,X,X,O,X
ZLTSOIJ,X,X,O,X,X,X,O,X
ZLTSOJI,X,X,O,X,X,X,O,X
ZLTOIJS,X,X,O,X,X,X,X,X
ZLTOISJ,X,X,O,X,X,X,X,X
ZLTOJIS,X,X,O,X,X,X,X,X
ZLTOJSI,X,X,O,X,X,X,X,X
ZLTOSIJ,X,X,O,X,X,X,X,X
ZLTOSJI,X,X,O,X,X,X,X,X
ZLITJSO,X,X,O,X,X,X,O,X
ZLITJOS,X,X,O,X,X,X,X,X
ZLITSJO,X,X,O,X,X,X,O,X
ZLITSOJ,X,X,O,X,X,X,O,X
ZLITOJS,X,X,O,X,X,X,X,X
ZLITOSJ,X,X,O,X,X,X,X,X
ZLIJTSO,X,O,O,X,X,X,O,X
ZLIJTOS,X,O,O,X,X,X,X,X
ZLIJSTO,X,O,X,X,X,X,O,X
ZLIJSOT,X,O,X,X,X,X,O,X
ZLIJOTS,X,O,O,X,X,X,X,O
ZLIJOST,X,O,X,X,X,X,O,X
ZLISTJO,X,O,O,O,X,X,O,X
ZLISTOJ,X,X,O,O,X,X,O,X
ZLISJTO,X,O,X,O,X,X,O,X
ZLISJOT,X,X,X,O,X,X,O,X
ZLISOTJ,X,X,O,O,X,X,O,X
ZLISOJT,X,X,X,O,X,X,O,X
ZLIOTJS,X,X,O,X,X,X,X,X
ZLIOTSJ,X,X,O,X,X,X,X,X
ZLIOJTS,X,O,O,X,X,X,X,O
ZLIOJST,X,O,X,X,X,X,O,X
ZLIOSTJ,X,X,O,O,X,X,O,X
ZLIOSJT,X,O,X,O,X,X,O,X
ZLJTISO,X,O,O,X,X,X,O,X
ZLJTIOS,X,O,O,X,X,X,X,X
ZLJTSIO,X,O,O,X,X,X,O,X
ZLJTSOI,X,O,O,X,X,X,O,X
ZLJTOIS,X,O,O,X,X,X,X,X
ZLJTOSI,X,X,O,X,X,X,X,X
ZLJITSO,X,O,O,X,X,X,O,X
ZLJITOS,X,O,O,X,X,X,X,X
ZLJISTO,X,O,X,X,X,X,O,X
ZLJISOT,X,O,X,X,X,X,O,X
ZLJIOTS,X,O,O,X,X,X,X,O
ZLJIOST,X,O,X,X,X,X,O,X
ZLJSTIO,X,O,X,X,X,X,O,X
ZLJSTOI,X,O,X,X,X,X,O,X
ZLJSITO,X,O,X,X,X,X,O,X
ZLJSIOT,X,O,X,X,X,X,O,X
ZLJSOTI,X,O,X,X,X,X,O,X
ZLJSOIT,X,O,X,X,X,X,O,X
ZLJOTIS,X,O,O,X,X,X,X,O
ZLJOTSI,X,X,O,X,X,X,X,O
ZLJOITS,X,O,O,X,X,X,X,O
ZLJOIST,X,O,X,X,X,X,O,X
ZLJOSTI,X,O,X,X,X,X,O,X
ZLJOSIT,X,O,X,X,X,X,O,X
ZLSTIJO,X,O,O,O,X,X,O,X
ZLSTIOJ,X,X,O,O,X,X,O,X
ZLSTJIO,X,X,O,O,X,X,O,X
ZLSTJOI,X,X,O,O,X,X,O,X
ZLSTOIJ,X,X,O,O,X,X,O,X
ZLSTOJI,X,X,O,O,X,X,O,X
ZLSITJO,X,O,O,O,X,X,O,X
ZLSITOJ,X,X,O,O,X,X,O,X
ZLSIJTO,X,O,X,O,X,X,O,X
ZLSIJOT,X,X,X,O,X,X,O,X
ZLSIOTJ,X,X,O,O,X,X,O,X
ZLSIOJT,X,X,X,O,X,X,O,X
ZLSJTIO,X,O,X,O,X,X,O,X
ZLSJTOI,X,X,X,O,X,X,O,X
ZLSJITO,X,O,X,O,X,X,O,X
ZLSJIOT,X,X,X,O,X,X,O,X
ZLSJOTI,X,X,X,O,X,X,O,X
ZLSJOIT,X,X,X,O,X,X,O,X
ZLSOTIJ,X,X,O,O,X,X,O,X
ZLSOTJI,X,X,O,O,X,X,O,X
ZLSOITJ,X,X,O,O,X,X,O,X
ZLSOIJT,X,X,X,O,X,X,O,X
ZLSOJTI,X,X,X,O,X,X,O,X
ZLSOJIT,X,X,X,O,X,X,O,X
ZLOTIJS,X,X,O,X,X,X,X,X
ZLOTISJ,X,X,O,X,X,X,X,X
ZLOTJIS,X,X,O,X,X,X,X,O
ZLOTJSI,X,X,O,X,X,X,X,O
ZLOTSIJ,X,X,O,X,X,X,X,X
ZLOTSJI,X,X,O,X,X,X,X,O
ZLOITJS,X,X,O,X,X,X,X,X
ZLOITSJ,X,X,O,X,X,X,X,X
ZLOIJTS,X,O,O,X,X,X,X,O
