sequence,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFVgBUcBRdBy?mBziBXsB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFXcBldBifB8?nBmmBzrB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFVgBRcBzdBy?mB3nB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFeiBifBFhBz?iB3nB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFXbBzdBFhBR?nBKnB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFzdBifBFhB3?nB8rBmrB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFXbByiBFhBR?nBTnB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFlcBzdBifBU?hB3nBesB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFeiBzdBifBF?hB3nB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFejBifBFhBX?iBTnB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeT9IvhFejBxfB0hBi?fBFhBXsB
JSOLITZ,O,X,O,O,X,X,X,O,O,O,X
JSOLIZT,O,O,X,X,X,O,X,O,O,X,O
JSOLZTI,O,O,O,X,X,O,X,O,O,X,X
JSOLZIT,O,O,X,X,X,O,X,O,O,X,O
JSOZTIL,O,O,O,X,X,X,X,O,X,X,O
JSOZTLI,O,O,O,X,X,O,X,O,O,X,X
JSOZITL,O,O,X,X,X,X,X,O,X,X,O
JSOZILT,O,X,X,X,X,X,X,O,X,X,O
JSOZLTI,O,O,O,X,X,O,X,O,O,X,X
JSOZLIT,O,O,X,X,X,O,X,O,O,X,O
JZTILSO,O,O,O,X,O,X,O,X,X,X,X
JZTILOS,O,O,X,X,O,X,X,X,X,X,X
JZTISLO,O,O,O,X,O,X,O,X,X,X,X
JZTISOL,O,O,O,X,O,X,X,X,X,X,X
JZTIOLS,O,X,X,X,O,X,X,X,X,X,O
JZTIOSL,O,X,X,X,O,X,X,X,X,X,O
JZTLISO,O,O,O,X,X,X,X,X,O,O,X
JZTLIOS,O,O,X,O,X,X,X,X,X,X,X
JZTLSIO,O,O,O,X,X,X,X,X,O,O,X
JZTLSOI,O,O,O,X,X,X,X,X,O,O,X
JZTLOIS,O,O,X,O,X,X,X,X,X,X,X
JZTLOSI,O,O,X,O,X,X,X,X,X,X,X
JZTSILO,O,O,O,X,O,X,O,X,X,X,X
JZTSIOL,O,O,O,X,O,X,X,X,X,X,X
JZTSLIO,O,O,O,X,X,X,X,X,O,O,X
JZTSLOI,O,O,O,X,X,X,X,X,O,O,X
JZTSOIL,O,O,O,X,X,X,X,X,X,X,X
JZTSOLI,O,O,O,X,X,X,X,X,O,X,X
JZTOILS,O,X,X,X,X,X,X,X,X,X,O
JZTOISL,O,X,X,X,X,X,X,X,X,X,O
JZTOLIS,O,O,X,O,X,X,X,X,X,X,X
JZTOLSI,O,O,X,O,X,X,X,X,X,X,X
JZTOSIL,O,O,X,X,X,X,X,X,X,X,X
JZTOSLI,O,O,X,X,X,X,X,X,X,X,X
JZITLSO,X,O,X,X,O,X,O,X,X,X,X
JZITLOS,X,O,X,X,O,X,X,X,X,X,X
JZITSLO,X,O,X,X,O,X,O,X,X,X,X
JZITSOL,X,O,X,X,O,X,X,X,X,X,X
JZITOLS,X,X,X,X,O,X,X,X,X,X,O
JZITOSL,X,X,X,X,O,X,X,X,X,X,O
JZILTSO,X,O,X,X,X,X,O,X,X,X,X
JZILTOS,X,O,X,X,X,X,X,X,X,X,X
JZILSTO,X,O,X,X,X,X,O,X,X,X,X
JZILSOT,X,O,X,X,X,X,X,X,X,X,X
JZILOTS,X,O,X,X,X,X,X,X,X,X,O
JZILOST,X,O,X,X,X,X,X,X,X,X,O
JZISTLO,X,O,X,X,O,X,O,O,X,X,X
JZISTOL,X,O,X,X,O,X,X,O,X,X,O
JZISLTO,X,O,X,X,X,X,O,O,X,X,X
JZISLOT,X,O,X,X,X,X,X,O,X,X,O
JZISOTL,X,O,X,X,O,X,X,O,X,X,O
JZISOLT,X,X,X,X,X,X,X,O,X,X,O
JZIOTLS,X,X,X,X,O,X,X,X,X,X,O
JZIOTSL,X,X,X,X,O,X,X,X,X,X,O
JZIOLTS,X,X,X,X,X,X,X,X,X,X,O
JZIOLST,X,X,X,X,X,X,X,X,X,X,O
JZIOSTL,X,X,X,X,O,X,X,X,X,X,O
JZIOSLT,X,X,X,X,X,X,X,X,X,X,O
JZLTISO,O,O,O,X,X,X,X,X,O,O,X
JZLTIOS,O,O,X,O,X,X,X,X,X,X,X
JZLTSIO,O,O,O,X,X,X,X,X,O,O,X
JZLTSOI,O,O,O,X,X,X,X,X,O,O,X
JZLTOIS,O,O,X,O,X,X,X,X,X,X,X
JZLTOSI,O,O,X,O,X,X,X,X,X,X,X
JZLITSO,O,O,X,X,X,X,X,X,O,O,X
JZLITOS,O,O,X,O,X,X,X,X,X,X,X
JZLISTO,X,O,X,X,X,X,X,O,O,O,X
JZLISOT,X,O,X,X,X,X,X,O,O,X,X
JZLIOTS,X,O,X,O,X,X,X,X,X,X,O
JZLIOST,X,O,X,X,X,X,X,X,X,X,O
JZLSTIO,X,O,O,X,X,X,X,O,O,O,X
JZLSTOI,X,O,O,X,X,X,X,O,O,O,X
JZLSITO,X,O,X,X,X,X,X,O,O,O,X
JZLSIOT,X,O,X,X,X,X,X,O,O,X,X
JZLSOTI,X,O,O,X,X,X,X,O,O,X,X
JZLSOIT,X,O,X,X,X,X,X,O,O,X,X
JZLOTIS,O,O,X,O,X,X,X,X,X,X,X
JZLOTSI,O,O,X,O,X,X,X,X,X,X,X
JZLOITS,O,O,X,O,X,X,X,X,X,X,O
JZLOIST,X,O,X,X,X,X,X,X,X,X,O
JZLOSTI,X,O,X,X,X,X,X,X,X,X,X
JZLOSIT,X,O,X,X,X,X,X,X,X,X,X
JZSTILO,O,O,O,X,O,X,O,O,X,X,X
JZSTIOL,O,O,O,X,O,X,X,O,X,X,O
JZSTLIO,O,O,O,X,X,X,X,O,O,O,X
JZSTLOI,O,O,O,X,X,X,X,O,O,O,X
JZSTOIL,O,O,O,X,X,X,X,O,X,X,O
JZSTOLI,O,O,O,X,X,X,X,O,O,X,X
JZSITLO,X,O,X,X,O,X,O,O,X,X,X
JZSITOL,X,O,X,X,O,X,X,O,X,X,O
JZSILTO,X,O,X,X,X,X,O,O,X,X,X
JZSILOT,X,O,X,X,X,X,X,O,X,X,O
JZSIOTL,X,O,X,X,O,X,X,O,X,X,O
JZSIOLT,X,X,X,X,X,X,X,O,X,X,O
JZSLTIO,O,O,O,X,X,X,X,O,O,O,X
JZSLTOI,O,O,O,X,X,X,X,O,O,O,X
JZSLITO,O,O,X,X,X,X,X,O,O,O,X
JZSLIOT,X,O,X,X,X,X,X,O,O,X,O
JZSLOTI,O,O,O,X,X,X,X,O,O,X,X
JZSLOIT,O,O,X,X,X,X,X,O,O,X,O
JZSOTIL,O,O,O,X,X,X,X,O,X,X,O
JZSOTLI,O,O,O,X,X,X,X,O,O,X,X
JZSOITL,O,O,X,X,X,X,X,O,X,X,O
JZSOILT,O,X,X,X,X,X,X,O,X,X,O
JZSOLTI,O,O,O,X,X,X,X,O,O,X,X
JZSOLIT,O,O,X,X,X,X,X,O,O,X,O
JZOTILS,O,X,X,X,X,X,X,X,X,X,O
JZOTISL,O,X,X,X,X,X,X,X,X,X,O
JZOTLIS,O,O,X,O,X,X,X,X,X,X,X
JZOTLSI,O,O,X,O,X,X,X,X,X,X,X
JZOTSIL,O,O,X,X,X,X,X,X,X,X,X
JZOTSLI,O,O,X,X,X,X,X,X,X,X,X
JZOITLS,O,X,X,X,X,X,X,X,X,X,O
JZOITSL,O,X,X,X,X,X,X,X,X,X,O
JZOILTS,O,X,X,X,X,X,X,X,X,X,O
JZOILST,X,X,X,X,X,X,X,X,X,X,O
JZOISTL,O,X,X,X,X,X,X,X,X,X,O
JZOISLT,O,X,X,X,X,X,X,X,X,X,O
JZOLTIS,O,O,X,O,X,X,X,X,X,X,X
JZOLTSI,O,O,X,O,X,X,X,X,X,X,X
JZOLITS,O,O,X,O,X,X,X,X,X,X,O
JZOLIST,X,O,X,X,X,X,X,X,X,X,O
JZOLSTI,X,O,X,X,X,X,X,X,X,X,X
JZOLSIT,X,O,X,X,X,X,X,X,X,X,X
JZOSTIL,O,O,X,X,X,X,X,X,X,X,X
JZOSTLI,O,O,X,X,X,X,X,X,X,X,X
JZOSITL,O,O,X,X,X,X,X,X,X,X,O
JZOSILT,O,X,X,X,X,X,X,X,X,X,O
JZOSLTI,O,O,X,X,X,X,X,X,X,X,X
JZOSLIT,O,O,X,X,X,X,X,X,X,X,X
JOTILSZ,O,X,O,O,O,X,O,X,X,X,X
JOTILZS,O,X,X,O,O,X,X,X,X,X,X
JOTISLZ,O,X,O,X,O,X,O,X,X,X,X
JOTISZL,O,X,O,X,O,X,X,X,X,X,X
JOTIZLS,O,X,X,X,O,X,X,X,X,X,O
JOTIZSL,O,X,X,X,O,X,X,X,X,X,O
JOTLISZ,O,X,O,O,X,X,X,X,O,O,X
JOTLIZS,O,X,X,O,X,X,X,X,X,X,X
JOTLSIZ,O,X,O,O,X,X,X,X,O,O,X
JOTLSZI,O,X,O,O,X,X,X,X,O,O,X
JOTLZIS,O,X,X,O,X,X,X,X,X,X,X
JOTLZSI,O,X,X,O,X,X,X,X,X,X,X
JOTSILZ,O,X,O,X,O,X,O,X,O,X,X
JOTSIZL,O,X,O,X,O,X,X,X,X,X,X
JOTSLIZ,O,X,O,O,X,X,X,X,O,O,X
JOTSLZI,O,X,O,O,X,X,X,X,O,O,X
JOTSZIL,O,X,O,X,X,X,X,X,X,X,X
JOTSZLI,O,X,O,X,X,X,X,X,O,X,X
JOTZILS,O,X,X,X,X,X,X,X,X,X,O
JOTZISL,O,X,X,X,X,X,X,X,X,X,O
JOTZLIS,O,X,X,O,X,X,X,X,X,X,X
JOTZLSI,O,X,X,O,X,X,X,X,X,X,X
JOTZSIL,O,X,X,X,X,X,X,X,X,X,X
JOTZSLI,O,X,X,X,X,X,X,X,X,X,X
JOITLSZ,O,X,X,O,O,X,O,X,X,X,X
JOITLZS,O,X,X,O,O,X,X,X,X,X,X
JOITSLZ,O,X,X,X,O,X,O,X,X,X,X
JOITSZL,O,X,X,X,O,X,X,X,X,X,X
JOITZLS,O,X,X,X,O,X,X,X,X,X,O
JOITZSL,O,X,X,X,O,X,X,X,X,X,O
JOILTSZ,O,X,X,O,O,X,O,X,X,X,X
JOILTZS,O,X,X,O,O,X,X,X,X,X,X
JOILSTZ,O,X,X,O,O,X,O,X,X,X,X
JOILSZT,O,X,X,X,X,X,X,X,X,X,X
JOILZTS,O,X,X,O,X,X,X,X,X,X,O
JOILZST,X,X,X,X,X,X,X,X,X,X,O
JOISTLZ,O,X,X,X,O,X,O,X,X,X,X
JOISTZL,O,X,X,X,O,X,X,X,X,X,O
JOISLTZ,O,X,X,X,O,X,O,X,X,X,X
JOISLZT,O,X,X,X,X,X,X,X,X,X,O
JOISZTL,O,X,X,X,O,X,X,X,X,X,O
JOISZLT,O,X,X,X,X,X,X,X,X,X,O
JOIZTLS,O,X,X,X,O,X,X,X,X,X,O
JOIZTSL,O,X,X,X,O,X,X,X,X,X,O
JOIZLTS,O,X,X,X,X,X,X,X,X,X,O
JOIZLST,X,X,X,X,X,X,X,X,X,X,O
JOIZSTL,O,X,X,X,O,X,X,X,X,X,O
JOIZSLT,O,X,X,X,X,X,X,X,X,X,O
JOLTISZ,O,X,O,O,X,X,X,X,O,O,X
JOLTIZS,O,X,X,O,X,X,X,X,X,X,X
JOLTSIZ,O,X,O,O,X,X,X,X,O,O,X
JOLTSZI,O,X,O,O,X,X,X,X,O,O,X
JOLTZIS,O,X,X,O,X,X,X,X,X,X,X
JOLTZSI,O,X,X,O,X,X,X,X,X,X,X
JOLITSZ,O,X,X,O,X,X,X,X,O,O,X
JOLITZS,O,X,X,O,X,X,X,X,X,X,X
JOLISTZ,O,X,X,O,X,X,X,X,O,O,X
JOLISZT,O,O,X,X,X,X,X,X,O,X,X
JOLIZTS,O,O,X,O,X,X,X,X,X,X,O
JOLIZST,X,O,X,X,X,X,X,X,X,X,O
JOLSTIZ,O,X,O,O,X,X,X,X,O,O,X
JOLSTZI,O,X,O,O,X,X,X,X,O,O,X
JOLSITZ,O,X,O,O,X,X,X,X,O,O,X
JOLSIZT,O,O,X,X,X,X,X,X,O,X,X
JOLSZTI,O,O,O,X,X,X,X,X,O,X,X
JOLSZIT,O,O,X,X,X,X,X,X,O,X,X
JOLZTIS,O,O,X,O,X,X,X,X,X,X,X
JOLZTSI,O,O,X,O,X,X,X,X,X,X,X
JOLZITS,O,O,X,O,X,X,X,X,X,X,O
JOLZIST,X,O,X,X,X,X,X,X,X,X,O
JOLZSTI,X,O,X,X,X,X,X,X,X,X,X
JOLZSIT,X,O,X,X,X,X,X,X,X,X,X
JOSTILZ,O,X,O,X,O,X,O,X,O,X,X
JOSTIZL,O,X,O,X,O,X,X,X,X,X,O
JOSTLIZ,O,X,O,O,X,X,X,X,O,O,X
JOSTLZI,O,X,O,O,X,X,X,X,O,O,X
JOSTZIL,O,X,O,X,X,X,X,X,X,X,O
JOSTZLI,O,X,O,X,X,X,X,X,O,X,X
JOSITLZ,O,X,O,X,O,X,O,X,O,X,X
JOSITZL,O,X,O,X,O,X,X,X,X,X,O
JOSILTZ,O,X,O,X,O,X,O,X,O,X,X
JOSILZT,O,X,X,X,X,X,X,X,O,X,O
JOSIZTL,O,O,X,X,O,X,X,X,X,X,O
JOSIZLT,O,X,X,X,X,X,X,X,X,X,O
JOSLTIZ,O,X,O,O,X,X,X,X,O,O,X
JOSLTZI,O,X,O,O,X,X,X,X,O,O,X
JOSLITZ,O,X,O,O,X,X,X,X,O,O,X
JOSLIZT,O,O,X,X,X,X,X,X,O,X,O
JOSLZTI,O,O,O,X,X,X,X,X,O,X,X
JOSLZIT,O,O,X,X,X,X,X,X,O,X,O
JOSZTIL,O,O,O,X,X,X,X,X,X,X,O
JOSZTLI,O,O,O,X,X,X,X,X,O,X,X
JOSZITL,O,O,X,X,X,X,X,X,X,X,O
JOSZILT,O,X,X,X,X,X,X,X,X,X,O
JOSZLTI,O,O,O,X,X,X,X,X,O,X,X
JOSZLIT,O,O,X,X,X,X,X,X,O,X,O
JOZTILS,O,X,X,X,X,X,X,X,X,X,O
JOZTISL,O,X,X,X,X,X,X,X,X,X,O
JOZTLIS,O,O,X,O,X,X,X,X,X,X,X
JOZTLSI,O,O,X,O,X,X,X,X,X,X,X
JOZTSIL,O,O,X,X,X,X,X,X,X,X,X
JOZTSLI,O,O,X,X,X,X,X,X,X,X,X
JOZITLS,O,X,X,X,X,X,X,X,X,X,O
JOZITSL,O,X,X,X,X,X,X,X,X,X,O
JOZILTS,O,X,X,X,X,X,X,X,X,X,O
JOZILST,X,X,X,X,X,X,X,X,X,X,O
JOZISTL,O,X,X,X,X,X,X,X,X,X,O
JOZISLT,O,X,X,X,X,X,X,X,X,X,O
JOZLTIS,O,O,X,O,X,X,X,X,X,X,X
JOZLTSI,O,O,X,O,X,X,X,X,X,X,X
JOZLITS,O,O,X,O,X,X,X,X,X,X,O
JOZLIST,X,O,X,X,X,X,X,X,X,X,O
JOZLSTI,X,O,X,X,X,X,X,X,X,X,X
JOZLSIT,X,O,X,X,X,X,X,X,X,X,X
JOZSTIL,O,O,X,X,X,X,X,X,X,X,X
JOZSTLI,O,O,X,X,X,X,X,X,X,X,X
JOZSITL,O,O,X,X,X,X,X,X,X,X,O
JOZSILT,O,X,X,X,X,X,X,X,X,X,O
JOZSLTI,O,O,X,X,X,X,X,X,X,X,X
JOZSLIT,O,O,X,X,X,X,X,X,X,X,X
STILJZO,O,X,O,X,O,X,O,X,X,X,X
STILJOZ,O,X,O,X,O,X,O,X,X,X,X
STILZJO,O,X,O,X,X,X,O,X,X,X,X
STILZOJ,O,X,O,X,X,X,X,X,X,X,X
STILOJZ,O,X,O,X,O,X,O,X,X,X,X
STILOZJ,O,X,O,X,X,X,X,X,X,X,X
STIJLZO,O,X,O,X,O,X,O,X,X,X,X
STIJLOZ,O,X,O,X,O,X,O,X,X,X,X
STIJZLO,O,O,O,X,O,X,O,X,X,X,X
STIJZOL,O,O,O,X,O,X,X,X,X,X,O
STIJOLZ,O,X,O,X,O,X,O,X,X,X,X
STIJOZL,O,X,O,X,O,X,X,X,X,X,O
STIZLJO,O,O,O,X,X,X,O,X,X,X,X
STIZLOJ,O,O,O,X,X,X,X,X,X,X,X
STIZJLO,O,O,O,X,O,X,O,X,X,X,X
STIZJOL,O,O,O,X,O,X,X,X,X,X,O
STIZOLJ,O,O,X,X,X,X,X,X,X,X,X
STIZOJL,O,O,O,X,O,X,X,X,X,X,X
STIOLJZ,O,X,O,X,O,X,O,X,X,X,X
STIOLZJ,O,X,O,X,X,X,X,X,X,X,X
STIOJLZ,O,X,O,X,O,X,O,X,X,X,X
STIOJZL,O,X,O,X,O,X,X,X,X,X,X
STIOZLJ,O,X,X,X,X,X,X,X,X,X,X
STIOZJL,O,X,O,X,O,X,X,X,X,X,X
STLIJZO,O,O,O,X,O,X,O,O,O,O,X
STLIJOZ,O,X,O,O,O,X,O,O,O,O,X
STLIZJO,O,O,O,X,X,O,O,O,X,X,X
STLIZOJ,O,O,O,X,X,O,X,X,X,X,X
STLIOJZ,O,X,O,O,O,X,O,O,X,X,X
STLIOZJ,O,X,O,X,X,O,X,X,X,X,X
STLJIZO,O,O,O,X,O,X,O,O,O,O,X
STLJIOZ,O,X,O,O,O,X,O,O,O,O,X
STLJZIO,O,O,O,X,X,X,X,O,O,O,X
STLJZOI,O,O,O,X,X,X,X,O,O,O,X
STLJOIZ,O,X,O,O,X,X,X,O,O,O,X
STLJOZI,O,X,O,O,X,X,X,O,O,O,X
STLZIJO,O,O,O,X,X,O,X,O,X,X,X
STLZIOJ,O,O,O,X,X,O,X,X,X,X,X
STLZJIO,O,O,O,X,X,O,X,O,X,X,X
STLZJOI,O,O,O,X,X,O,X,O,X,X,X
STLZOIJ,O,O,O,X,X,O,X,X,X,X,X
STLZOJI,O,X,O,X,X,O,X,X,X,X,X
STLOIJZ,O,X,O,O,X,X,X,O,X,X,X
STLOIZJ,O,X,O,X,X,O,X,X,X,X,X
STLOJIZ,O,X,O,O,X,X,X,O,X,X,X
STLOJZI,O,X,O,O,X,X,X,O,X,X,X
STLOZIJ,O,X,O,X,X,O,X,X,X,X,X
STLOZJI,O,X,O,X,X,O,X,X,X,X,X
STJILZO,O,X,O,X,O,X,O,O,O,O,X
STJILOZ,O,X,O,X,O,X,O,O,O,O,X
STJIZLO,O,O,O,X,O,X,O,X,X,X,X
STJIZOL,O,O,O,X,O,X,X,X,X,X,O
STJIOLZ,O,X,O,X,O,X,O,O,O,X,X
STJIOZL,O,X,O,X,O,X,X,X,X,X,O
STJLIZO,O,O,O,X,O,X,O,O,O,O,X
STJLIOZ,O,X,O,O,O,X,O,O,O,O,X
STJLZIO,O,O,O,X,X,X,X,O,O,O,X
STJLZOI,O,O,O,X,X,X,X,O,O,O,X
STJLOIZ,O,X,O,O,X,X,X,O,O,O,X
STJLOZI,O,X,O,O,X,X,X,O,O,O,X
STJZILO,O,O,O,X,O,X,O,O,X,X,X
STJZIOL,O,O,O,X,O,X,X,O,X,X,O
STJZLIO,O,O,O,X,X,X,X,O,O,O,X
STJZLOI,O,O,O,X,X,X,X,O,O,O,X
STJZOIL,O,O,O,X,X,X,X,O,X,X,O
STJZOLI,O,O,O,X,X,X,X,O,O,X,X
STJOILZ,O,X,O,X,O,X,O,O,O,X,X
STJOIZL,O,X,O,X,O,X,X,X,X,X,O
STJOLIZ,O,X,O,O,X,X,X,O,O,O,X
STJOLZI,O,X,O,O,X,X,X,O,O,O,X
STJOZIL,O,X,O,X,X,X,X,O,X,X,O
STJOZLI,O,X,O,X,X,X,X,O,O,X,X
STZILJO,O,O,O,X,X,O,O,X,X,X,X
STZILOJ,O,O,O,X,X,O,X,X,X,X,X
STZIJLO,O,O,O,X,O,X,O,O,X,X,X
STZIJOL,O,O,O,X,O,X,X,O,X,X,O
STZIOLJ,O,O,X,X,X,O,X,X,X,X,X
STZIOJL,O,O,O,X,O,X,X,X,X,X,X
STZLIJO,O,O,O,X,X,O,X,O,X,X,X
STZLIOJ,O,O,O,X,X,O,X,X,X,X,X
STZLJIO,O,O,O,X,X,O,X,O,X,X,X
STZLJOI,O,O,O,X,X,O,X,O,X,X,X
STZLOIJ,O,O,O,X,X,O,X,X,X,X,X
STZLOJI,O,X,O,X,X,O,X,X,X,X,X
STZJILO,O,O,O,X,O,X,O,O,X,X,X
STZJIOL,O,O,O,X,O,X,X,O,X,X,O
STZJLIO,O,O,O,X,X,O,X,O,X,X,X
STZJLOI,O,O,O,X,X,O,X,O,X,X,X
STZJOIL,O,O,O,X,X,X,X,O,X,X,O
STZJOLI,O,O,O,X,X,O,X,O,X,X,X
STZOILJ,O,O,X,X,X,O,X,X,X,X,X
STZOIJL,O,O,O,X,X,X,X,X,X,X,X
STZOLIJ,O,O,O,X,X,O,X,X,X,X,X
STZOLJI,O,X,O,X,X,O,X,X,X,X,X
STZOJIL,O,X,O,X,X,X,X,X,X,X,X
STZOJLI,O,X,O,X,X,O,X,X,X,X,X
STOILJZ,O,X,O,X,O,X,O,X,X,X,X
STOILZJ,O,X,O,X,X,X,X,X,X,X,X
STOIJLZ,O,X,O,X,O,X,O,X,X,X,X
STOIJZL,O,X,O,X,O,X,X,X,X,X,X
STOIZLJ,O,X,X,X,X,X,X,X,X,X,X
STOIZJL,O,X,O,X,O,X,X,X,X,X,X
STOLIJZ,O,X,O,O,X,X,X,O,X,X,X
STOLIZJ,O,X,O,X,X,O,X,X,X,X,X
STOLJIZ,O,X,O,O,X,X,X,O,X,X,X
STOLJZI,O,X,O,O,X,X,X,O,X,X,X
STOLZIJ,O,X,O,X,X,O,X,X,X,X,X
STOLZJI,O,X,O,X,X,O,X,X,X,X,X
STOJILZ,O,X,O,X,O,X,O,O,X,X,X
STOJIZL,O,X,O,X,O,X,X,X,X,X,X
STOJLIZ,O,X,O,O,X,X,X,O,X,X,X
STOJLZI,O,X,O,O,X,X,X,O,X,X,X
STOJZIL,O,X,O,X,X,X,X,O,X,X,X
STOJZLI,O,X,O,X,X,X,X,O,X,X,X
STOZILJ,O,X,X,X,X,O,X,X,X,X,X
STOZIJL,O,X,O,X,X,X,X,X,X,X,X
STOZLIJ,O,X,O,X,X,O,X,X,X,X,X
STOZLJI,O,X,O,X,X,O,X,X,X,X,X
STOZJIL,O,X,O,X,X,X,X,X,X,X,X
STOZJLI,O,X,O,X,X,O,X,X,X,X,X
SITLJZO,O,X,O,X,O,X,O,X,X,X,X
SITLJOZ,O,X,O,X,O,X,O,X,X,X,X
SITLZJO,O,X,O,X,X,X,O,X,X,X,X
SITLZOJ,O,X,O,X,X,X,X,X,X,X,X
SITLOJZ,O,X,O,X,O,X,O,X,X,X,X
SITLOZJ,O,X,O,X,X,X,X,X,X,X,X
SITJLZO,O,X,O,X,O,X,O,X,X,X,X
SITJLOZ,O,X,O,X,O,X,O,X,X,X,X
SITJZLO,O,O,O,X,O,X,O,X,X,X,X
SITJZOL,O,O,O,X,O,X,X,X,X,X,O
SITJOLZ,O,X,O,X,O,X,O,X,X,X,X
SITJOZL,O,X,O,X,O,X,X,X,X,X,O
SITZLJO,O,O,O,X,X,X,O,X,X,X,X
SITZLOJ,O,O,O,X,X,X,X,X,X,X,X
SITZJLO,O,O,O,X,O,X,O,X,X,X,X
SITZJOL,O,O,O,X,O,X,X,X,X,X,O
SITZOLJ,O,O,X,X,X,X,X,X,X,X,X
SITZOJL,O,O,O,X,O,X,X,X,X,X,X
SITOLJZ,O,X,O,X,O,X,O,X,X,X,X
SITOLZJ,O,X,O,X,X,X,X,X,X,X,X
SITOJLZ,O,X,O,X,O,X,O,X,X,X,X
SITOJZL,O,X,O,X,O,X,X,X,X,X,X
SITOZLJ,O,X,X,X,X,X,X,X,X,X,X
SITOZJL,O,X,O,X,O,X,X,X,X,X,X
SILTJZO,O,O,O,X,O,X,O,O,X,X,X
SILTJOZ,O,X,O,X,O,X,O,O,X,X,X
SILTZJO,O,O,O,X,X,O,O,O,X,X,X
SILTZOJ,O,O,O,X,X,O,X,X,X,X,X
SILTOJZ,O,X,O,X,O,X,O,O,X,X,X
SILTOZJ,O,X,O,X,X,O,X,X,X,X,X
SILJTZO,O,O,O,X,O,X,O,O,X,X,X
SILJTOZ,O,X,O,X,O,X,O,O,X,X,X
SILJZTO,O,O,X,X,X,O,O,O,X,X,X
SILJZOT,X,O,X,X,X,O,X,O,X,X,O
SILJOTZ,O,X,O,X,O,X,O,O,X,X,X
SILJOZT,O,O,X,X,X,O,X,O,X,X,O
SILZTJO,O,O,O,X,X,O,O,O,X,X,X
SILZTOJ,O,O,O,X,X,O,X,X,X,X,X
SILZJTO,O,O,X,X,X,O,O,O,X,X,X
SILZJOT,X,O,X,X,X,O,X,O,X,X,O
SILZOTJ,O,O,O,X,X,O,X,X,X,X,X
SILZOJT,O,O,X,X,X,O,X,O,X,X,X
SILOTJZ,O,X,O,X,O,X,O,O,X,X,X
SILOTZJ,O,X,O,X,X,O,X,X,X,X,X
SILOJTZ,O,X,O,X,O,X,O,O,X,X,X
SILOJZT,O,O,X,X,X,O,X,O,X,X,X
SILOZTJ,O,O,O,X,X,O,X,X,X,X,X
SILOZJT,O,O,X,X,X,O,X,O,X,X,X
SIJTLZO,O,X,O,X,O,X,O,O,X,X,X
SIJTLOZ,O,X,O,X,O,X,O,O,X,X,X
SIJTZLO,O,O,O,X,O,X,O,X,X,X,X
SIJTZOL,O,O,O,X,O,X,X,X,X,X,O
SIJTOLZ,O,X,O,X,O,X,O,O,X,X,X
SIJTOZL,O,X,O,X,O,X,X,X,X,X,O
SIJLTZO,O,O,O,X,O,X,O,O,X,X,X
SIJLTOZ,O,X,O,X,O,X,O,O,X,X,X
SIJLZTO,O,O,X,X,X,X,O,O,X,X,X
SIJLZOT,X,O,X,X,X,X,X,O,X,X,O
SIJLOTZ,O,X,O,X,O,X,O,O,X,X,X
SIJLOZT,O,O,X,X,X,X,X,O,X,X,O
SIJZTLO,X,O,X,X,O,X,O,O,X,X,X
SIJZTOL,X,O,X,X,O,X,X,O,X,X,O
SIJZLTO,X,O,X,X,X,X,O,O,X,X,X
SIJZLOT,X,O,X,X,X,X,X,O,X,X,O
SIJZOTL,X,O,X,X,O,X,X,O,X,X,O
SIJZOLT,X,X,X,X,X,X,X,O,X,X,O
SIJOTLZ,O,X,O,X,O,X,O,O,X,X,X
SIJOTZL,O,X,O,X,O,X,X,X,X,X,O
SIJOLTZ,O,X,O,X,O,X,O,O,X,X,X
SIJOLZT,O,X,X,X,X,X,X,O,X,X,O
SIJOZTL,O,O,X,X,O,X,X,O,X,X,O
SIJOZLT,O,X,X,X,X,X,X,O,X,X,O
SIZTLJO,X,O,X,X,X,O,O,X,X,X,X
SIZTLOJ,X,O,X,X,X,O,X,X,X,X,X
SIZTJLO,X,O,X,X,O,X,O,O,X,X,X
SIZTJOL,X,O,X,X,O,X,X,O,X,X,O
SIZTOLJ,X,O,X,X,X,O,X,X,X,X,X
SIZTOJL,X,O,X,X,O,X,X,X,X,X,X
SIZLTJO,X,O,X,X,X,O,O,O,X,X,X
SIZLTOJ,X,O,X,X,X,O,X,X,X,X,X
SIZLJTO,X,O,X,X,X,O,O,O,X,X,X
SIZLJOT,X,O,X,X,X,O,X,O,X,X,O
SIZLOTJ,X,O,X,X,X,O,X,X,X,X,X
