sequence,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFVgBUcBRdBy?mBziBXsB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFXcBldBifB8?nBmmBzrB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFVgBRcBzdBy?mB3nB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFeiBifBFhBz?iB3nB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFXbBzdBFhBR?nBKnB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFzdBifBFhB3?nB8rBmrB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFXbByiBFhBR?nBTnB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFlcBzdBifBU?hB3nBesB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFeiBzdBifBF?hB3nB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFejBifBFhBX?iBTnB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeT9IvhFejBxfB0hBi?fBFhBXsB
ILTSZOJ,X,O,O,X,X,O,X,X,X,X,X
ILTSOJZ,X,X,O,O,O,X,O,O,X,X,X
ILTSOZJ,X,X,O,X,X,O,X,X,X,X,X
ILTZJSO,O,O,O,X,X,X,O,X,O,O,X
ILTZJOS,O,O,X,O,X,X,X,X,X,X,X
ILTZSJO,O,O,O,X,X,X,O,O,X,X,X
ILTZSOJ,X,O,O,X,X,X,X,X,X,X,X
ILTZOJS,O,O,X,O,X,X,X,X,X,X,X
ILTZOSJ,O,O,X,X,X,X,X,X,X,X,X
ILTOJSZ,O,X,O,O,O,X,O,X,O,O,X
ILTOJZS,O,X,X,O,O,X,X,X,X,X,X
ILTOSJZ,O,X,O,O,O,X,O,X,X,X,X
ILTOSZJ,O,X,O,X,X,X,X,X,X,X,X
ILTOZJS,O,X,X,O,X,X,X,X,X,X,X
ILTOZSJ,O,X,X,X,X,X,X,X,X,X,X
ILJTSZO,O,O,O,X,O,X,O,X,O,O,X
ILJTSOZ,X,X,O,O,O,X,O,X,O,O,X
ILJTZSO,O,O,O,X,O,X,O,X,O,O,X
ILJTZOS,O,O,X,O,O,X,X,X,X,X,X
ILJTOSZ,O,X,O,O,O,X,O,X,O,O,X
ILJTOZS,O,X,X,O,O,X,X,X,X,X,X
ILJSTZO,O,O,O,X,O,X,O,O,O,O,X
ILJSTOZ,X,X,O,O,O,X,O,O,O,O,X
ILJSZTO,X,O,X,X,X,O,O,O,O,O,X
ILJSZOT,X,O,X,X,X,O,X,O,O,X,O
ILJSOTZ,X,X,O,O,O,X,O,O,O,O,X
ILJSOZT,X,O,X,X,X,O,X,O,O,X,O
ILJZTSO,O,O,X,X,X,X,O,X,O,O,X
ILJZTOS,O,O,X,O,X,X,X,X,X,X,X
ILJZSTO,X,O,X,X,X,X,O,O,O,O,X
ILJZSOT,X,O,X,X,X,X,X,O,O,X,X
ILJZOTS,X,O,X,O,X,X,X,X,X,X,O
ILJZOST,X,O,X,X,X,X,X,X,X,X,O
ILJOTSZ,O,X,X,O,O,X,O,X,O,O,X
ILJOTZS,O,X,X,O,O,X,X,X,X,X,X
ILJOSTZ,O,X,X,O,O,X,O,X,O,O,X
ILJOSZT,X,O,X,X,X,X,X,X,O,X,X
ILJOZTS,O,O,X,O,X,X,X,X,X,X,O
ILJOZST,X,O,X,X,X,X,X,X,X,X,O
ILSTJZO,O,O,O,X,O,X,O,O,O,O,X
ILSTJOZ,X,X,O,O,O,X,O,O,O,O,X
ILSTZJO,O,O,O,X,X,O,O,O,X,X,X
ILSTZOJ,X,O,O,X,X,O,X,X,X,X,X
ILSTOJZ,X,X,O,O,O,X,O,O,X,X,X
ILSTOZJ,X,X,O,X,X,O,X,X,X,X,X
ILSJTZO,O,O,O,X,O,X,O,O,O,O,X
ILSJTOZ,X,X,O,O,O,X,O,O,O,O,X
ILSJZTO,X,O,X,X,X,O,O,O,O,O,X
ILSJZOT,X,O,X,X,X,O,X,O,O,X,O
ILSJOTZ,X,X,O,O,O,X,O,O,O,O,X
ILSJOZT,X,O,X,X,X,O,X,O,O,X,O
ILSZTJO,O,O,O,X,X,O,O,O,X,X,X
ILSZTOJ,X,O,O,X,X,O,X,X,X,X,X
ILSZJTO,X,O,X,X,X,O,O,O,X,X,X
ILSZJOT,X,O,X,X,X,O,X,O,X,X,O
ILSZOTJ,X,O,O,X,X,O,X,X,X,X,X
ILSZOJT,X,O,X,X,X,O,X,O,X,X,X
ILSOTJZ,X,X,O,O,O,X,O,O,X,X,X
ILSOTZJ,X,X,O,X,X,O,X,X,X,X,X
ILSOJTZ,X,X,O,O,O,X,O,O,X,X,X
ILSOJZT,X,O,X,X,X,O,X,O,X,X,X
ILSOZTJ,X,O,O,X,X,O,X,X,X,X,X
ILSOZJT,X,O,X,X,X,O,X,O,X,X,X
ILZTJSO,O,O,O,X,X,X,O,X,O,O,X
ILZTJOS,O,O,X,O,X,X,X,X,X,X,X
ILZTSJO,O,O,O,X,X,X,O,O,X,X,X
ILZTSOJ,X,O,O,X,X,X,X,X,X,X,X
ILZTOJS,O,O,X,O,X,X,X,X,X,X,X
ILZTOSJ,O,O,X,X,X,X,X,X,X,X,X
ILZJTSO,O,O,X,X,X,X,O,X,O,O,X
ILZJTOS,O,O,X,O,X,X,X,X,X,X,X
ILZJSTO,X,O,X,X,X,X,O,O,O,O,X
ILZJSOT,X,O,X,X,X,X,X,O,O,X,X
ILZJOTS,X,O,X,O,X,X,X,X,X,X,O
ILZJOST,X,O,X,X,X,X,X,X,X,X,O
ILZSTJO,O,O,O,X,X,O,O,O,X,X,X
ILZSTOJ,X,O,O,X,X,O,X,X,X,X,X
ILZSJTO,X,O,X,X,X,O,O,O,X,X,X
ILZSJOT,X,O,X,X,X,O,X,O,X,X,X
ILZSOTJ,X,O,O,X,X,O,X,X,X,X,X
ILZSOJT,X,O,X,X,X,O,X,O,X,X,X
ILZOTJS,O,O,X,O,X,X,X,X,X,X,X
ILZOTSJ,O,O,X,X,X,X,X,X,X,X,X
ILZOJTS,O,O,X,O,X,X,X,X,X,X,X
ILZOJST,X,O,X,X,X,X,X,X,X,X,X
ILZOSTJ,O,O,X,X,X,X,X,X,X,X,X
ILZOSJT,X,O,X,X,X,X,X,O,X,X,X
ILOTJSZ,O,X,O,O,O,X,O,X,O,O,X
ILOTJZS,O,X,X,O,O,X,X,X,X,X,X
ILOTSJZ,O,X,O,O,O,X,O,X,X,X,X
ILOTSZJ,O,X,O,X,X,X,X,X,X,X,X
ILOTZJS,O,X,X,O,X,X,X,X,X,X,X
ILOTZSJ,O,X,X,X,X,X,X,X,X,X,X
ILOJTSZ,O,X,X,O,O,X,O,X,O,O,X
ILOJTZS,O,X,X,O,O,X,X,X,X,X,X
ILOJSTZ,O,X,X,O,O,X,O,X,O,O,X
ILOJSZT,X,O,X,X,X,X,X,X,O,X,X
ILOJZTS,O,O,X,O,X,X,X,X,X,X,X
ILOJZST,X,O,X,X,X,X,X,X,X,X,X
ILOSTJZ,O,X,O,O,O,X,O,O,X,X,X
ILOSTZJ,O,X,O,X,X,O,X,X,X,X,X
ILOSJTZ,O,X,O,O,O,X,O,O,X,X,X
ILOSJZT,X,O,X,X,X,O,X,O,X,X,X
ILOSZTJ,O,O,O,X,X,O,X,X,X,X,X
ILOSZJT,X,O,X,X,X,O,X,O,X,X,X
ILOZTJS,O,O,X,O,X,X,X,X,X,X,X
ILOZTSJ,O,O,X,X,X,X,X,X,X,X,X
ILOZJTS,O,O,X,O,X,X,X,X,X,X,X
ILOZJST,X,O,X,X,X,X,X,X,X,X,X
ILOZSTJ,O,O,X,X,X,X,X,X,X,X,X
ILOZSJT,X,O,X,X,X,X,X,O,X,X,X
IJTLSZO,O,X,O,X,O,X,O,X,O,O,X
IJTLSOZ,X,X,O,O,O,X,O,X,O,O,X
IJTLZSO,O,X,O,X,O,X,O,X,O,O,X
IJTLZOS,O,X,X,O,O,X,X,X,X,X,X
IJTLOSZ,O,X,O,O,O,X,O,X,O,O,X
IJTLOZS,O,X,X,O,O,X,X,X,X,X,X
IJTSLZO,O,X,O,X,O,X,O,X,O,O,X
IJTSLOZ,O,X,O,X,O,X,O,X,O,O,X
IJTSZLO,O,X,O,X,O,X,O,X,X,X,X
IJTSZOL,O,X,O,X,O,X,X,X,X,X,O
IJTSOLZ,O,X,O,X,O,X,O,X,O,X,X
IJTSOZL,O,X,O,X,O,X,X,X,X,X,O
IJTZLSO,O,X,O,X,O,X,O,X,X,X,X
IJTZLOS,O,X,X,X,O,X,X,X,X,X,X
IJTZSLO,O,X,O,X,O,X,O,X,X,X,X
IJTZSOL,O,X,O,X,O,X,X,X,X,X,X
IJTZOLS,O,X,X,X,O,X,X,X,X,X,O
IJTZOSL,O,X,X,X,O,X,X,X,X,X,O
IJTOLSZ,O,X,O,O,O,X,O,X,X,X,X
IJTOLZS,O,X,X,O,O,X,X,X,X,X,X
IJTOSLZ,O,X,O,X,O,X,O,X,X,X,X
IJTOSZL,O,X,O,X,O,X,X,X,X,X,X
IJTOZLS,O,X,X,X,O,X,X,X,X,X,O
IJTOZSL,O,X,X,X,O,X,X,X,X,X,O
IJLTSZO,O,O,O,X,O,X,O,X,O,O,X
IJLTSOZ,X,X,O,O,O,X,O,X,O,O,X
IJLTZSO,O,O,O,X,O,X,O,X,O,O,X
IJLTZOS,O,O,X,O,O,X,X,X,X,X,X
IJLTOSZ,O,X,O,O,O,X,O,X,O,O,X
IJLTOZS,O,X,X,O,O,X,X,X,X,X,X
IJLSTZO,O,O,O,X,O,X,O,X,O,O,X
IJLSTOZ,X,X,O,O,O,X,O,X,O,O,X
IJLSZTO,X,O,X,X,X,X,O,X,O,O,X
IJLSZOT,X,O,X,X,X,X,X,X,O,X,O
IJLSOTZ,X,X,O,O,O,X,O,X,O,O,X
IJLSOZT,X,O,X,X,X,X,X,X,O,X,O
IJLZTSO,O,O,X,X,X,X,O,X,O,O,X
IJLZTOS,O,O,X,O,X,X,X,X,X,X,X
IJLZSTO,X,O,X,X,X,X,O,X,O,O,X
IJLZSOT,X,O,X,X,X,X,X,X,O,X,X
IJLZOTS,X,O,X,O,X,X,X,X,X,X,O
IJLZOST,X,O,X,X,X,X,X,X,X,X,O
IJLOTSZ,O,X,X,O,O,X,O,X,O,O,X
IJLOTZS,O,X,X,O,O,X,X,X,X,X,X
IJLOSTZ,O,X,X,O,O,X,O,X,O,O,X
IJLOSZT,X,O,X,X,X,X,X,X,O,X,X
IJLOZTS,O,O,X,O,X,X,X,X,X,X,O
IJLOZST,X,O,X,X,X,X,X,X,X,X,O
IJSTLZO,O,X,O,X,O,X,O,X,O,O,X
IJSTLOZ,O,X,O,X,O,X,O,X,O,O,X
IJSTZLO,O,O,O,X,O,X,O,X,X,X,X
IJSTZOL,O,O,O,X,O,X,X,X,X,X,O
IJSTOLZ,O,X,O,X,O,X,O,X,O,X,X
IJSTOZL,O,X,O,X,O,X,X,X,X,X,O
IJSLTZO,O,O,O,X,O,X,O,X,O,O,X
IJSLTOZ,O,X,O,X,O,X,O,X,O,O,X
IJSLZTO,O,O,X,X,X,X,O,X,O,O,X
IJSLZOT,X,O,X,X,X,X,X,X,O,X,O
IJSLOTZ,O,X,O,X,O,X,O,X,O,O,X
IJSLOZT,O,O,X,X,X,X,X,X,O,X,O
IJSZTLO,X,O,X,X,O,X,O,X,X,X,X
IJSZTOL,X,O,X,X,O,X,X,X,X,X,O
IJSZLTO,X,O,X,X,X,X,O,X,X,X,X
IJSZLOT,X,O,X,X,X,X,X,X,X,X,O
IJSZOTL,X,O,X,X,O,X,X,X,X,X,O
IJSZOLT,X,X,X,X,X,X,X,X,X,X,O
IJSOTLZ,O,X,O,X,O,X,O,X,O,X,X
IJSOTZL,O,X,O,X,O,X,X,X,X,X,O
IJSOLTZ,O,X,O,X,O,X,O,X,O,X,X
IJSOLZT,O,X,X,X,X,X,X,X,O,X,O
IJSOZTL,O,O,X,X,O,X,X,X,X,X,O
IJSOZLT,O,X,X,X,X,X,X,X,X,X,O
IJZTLSO,X,O,X,X,O,X,O,X,X,X,X
IJZTLOS,X,O,X,X,O,X,X,X,X,X,X
IJZTSLO,X,O,X,X,O,X,O,X,X,X,X
IJZTSOL,X,O,X,X,O,X,X,X,X,X,X
IJZTOLS,X,X,X,X,O,X,X,X,X,X,O
IJZTOSL,X,X,X,X,O,X,X,X,X,X,O
IJZLTSO,X,O,X,X,X,X,O,X,X,X,X
IJZLTOS,X,O,X,X,X,X,X,X,X,X,X
IJZLSTO,X,O,X,X,X,X,O,X,X,X,X
IJZLSOT,X,O,X,X,X,X,X,X,X,X,X
IJZLOTS,X,O,X,X,X,X,X,X,X,X,O
IJZLOST,X,O,X,X,X,X,X,X,X,X,O
IJZSTLO,X,O,X,X,O,X,O,X,X,X,X
IJZSTOL,X,O,X,X,O,X,X,X,X,X,O
IJZSLTO,X,O,X,X,X,X,O,X,X,X,X
IJZSLOT,X,O,X,X,X,X,X,X,X,X,O
IJZSOTL,X,O,X,X,O,X,X,X,X,X,O
IJZSOLT,X,X,X,X,X,X,X,X,X,X,O
IJZOTLS,X,X,X,X,O,X,X,X,X,X,O
IJZOTSL,X,X,X,X,O,X,X,X,X,X,O
IJZOLTS,X,X,X,X,X,X,X,X,X,X,O
IJZOLST,X,X,X,X,X,X,X,X,X,X,O
IJZOSTL,X,X,X,X,O,X,X,X,X,X,O
IJZOSLT,X,X,X,X,X,X,X,X,X,X,O
IJOTLSZ,O,X,X,O,O,X,O,X,X,X,X
IJOTLZS,O,X,X,O,O,X,X,X,X,X,X
IJOTSLZ,O,X,X,X,O,X,O,X,X,X,X
IJOTSZL,O,X,X,X,O,X,X,X,X,X,X
IJOTZLS,O,X,X,X,O,X,X,X,X,X,O
IJOTZSL,O,X,X,X,O,X,X,X,X,X,O
IJOLTSZ,O,X,X,O,O,X,O,X,X,X,X
IJOLTZS,O,X,X,O,O,X,X,X,X,X,X
IJOLSTZ,O,X,X,O,O,X,O,X,X,X,X
IJOLSZT,O,X,X,X,X,X,X,X,X,X,X
IJOLZTS,O,X,X,O,X,X,X,X,X,X,O
IJOLZST,X,X,X,X,X,X,X,X,X,X,O
IJOSTLZ,O,X,X,X,O,X,O,X,X,X,X
IJOSTZL,O,X,X,X,O,X,X,X,X,X,O
IJOSLTZ,O,X,X,X,O,X,O,X,X,X,X
IJOSLZT,O,X,X,X,X,X,X,X,X,X,O
IJOSZTL,O,X,X,X,O,X,X,X,X,X,O
IJOSZLT,O,X,X,X,X,X,X,X,X,X,O
IJOZTLS,O,X,X,X,O,X,X,X,X,X,O
IJOZTSL,O,X,X,X,O,X,X,X,X,X,O
IJOZLTS,O,X,X,X,X,X,X,X,X,X,O
IJOZLST,X,X,X,X,X,X,X,X,X,X,O
IJOZSTL,O,X,X,X,O,X,X,X,X,X,O
IJOZSLT,O,X,X,X,X,X,X,X,X,X,O
ISTLJZO,O,X,O,X,O,X,O,X,X,X,X
ISTLJOZ,O,X,O,X,O,X,O,X,X,X,X
ISTLZJO,O,X,O,X,X,X,O,X,X,X,X
ISTLZOJ,O,X,O,X,X,X,X,X,X,X,X
ISTLOJZ,O,X,O,X,O,X,O,X,X,X,X
ISTLOZJ,O,X,O,X,X,X,X,X,X,X,X
ISTJLZO,O,X,O,X,O,X,O,X,X,X,X
ISTJLOZ,O,X,O,X,O,X,O,X,X,X,X
ISTJZLO,O,O,O,X,O,X,O,X,X,X,X
ISTJZOL,O,O,O,X,O,X,X,X,X,X,O
ISTJOLZ,O,X,O,X,O,X,O,X,X,X,X
ISTJOZL,O,X,O,X,O,X,X,X,X,X,O
ISTZLJO,O,O,O,X,X,X,O,X,X,X,X
ISTZLOJ,O,O,O,X,X,X,X,X,X,X,X
ISTZJLO,O,O,O,X,O,X,O,X,X,X,X
ISTZJOL,O,O,O,X,O,X,X,X,X,X,O
ISTZOLJ,O,O,X,X,X,X,X,X,X,X,X
ISTZOJL,O,O,O,X,O,X,X,X,X,X,X
ISTOLJZ,O,X,O,X,O,X,O,X,X,X,X
ISTOLZJ,O,X,O,X,X,X,X,X,X,X,X
ISTOJLZ,O,X,O,X,O,X,O,X,X,X,X
ISTOJZL,O,X,O,X,O,X,X,X,X,X,X
ISTOZLJ,O,X,X,X,X,X,X,X,X,X,X
ISTOZJL,O,X,O,X,O,X,X,X,X,X,X
ISLTJZO,O,O,O,X,O,X,O,O,X,X,X
ISLTJOZ,O,X,O,X,O,X,O,O,X,X,X
ISLTZJO,O,O,O,X,X,O,O,O,X,X,X
ISLTZOJ,O,O,O,X,X,O,X,X,X,X,X
ISLTOJZ,O,X,O,X,O,X,O,O,X,X,X
ISLTOZJ,O,X,O,X,X,O,X,X,X,X,X
ISLJTZO,O,O,O,X,O,X,O,O,X,X,X
ISLJTOZ,O,X,O,X,O,X,O,O,X,X,X
ISLJZTO,O,O,X,X,X,O,O,O,X,X,X
ISLJZOT,X,O,X,X,X,O,X,O,X,X,O
ISLJOTZ,O,X,O,X,O,X,O,O,X,X,X
ISLJOZT,O,O,X,X,X,O,X,O,X,X,O
ISLZTJO,O,O,O,X,X,O,O,O,X,X,X
ISLZTOJ,O,O,O,X,X,O,X,X,X,X,X
ISLZJTO,O,O,X,X,X,O,O,O,X,X,X
ISLZJOT,X,O,X,X,X,O,X,O,X,X,O
ISLZOTJ,O,O,O,X,X,O,X,X,X,X,X
ISLZOJT,O,O,X,X,X,O,X,O,X,X,X
ISLOTJZ,O,X,O,X,O,X,O,O,X,X,X
ISLOTZJ,O,X,O,X,X,O,X,X,X,X,X
ISLOJTZ,O,X,O,X,O,X,O,O,X,X,X
ISLOJZT,O,O,X,X,X,O,X,O,X,X,X
ISLOZTJ,O,O,O,X,X,O,X,X,X,X,X
ISLOZJT,O,O,X,X,X,O,X,O,X,X,X
ISJTLZO,O,X,O,X,O,X,O,O,X,X,X
ISJTLOZ,O,X,O,X,O,X,O,O,X,X,X
ISJTZLO,O,O,O,X,O,X,O,X,X,X,X
ISJTZOL,O,O,O,X,O,X,X,X,X,X,O
ISJTOLZ,O,X,O,X,O,X,O,O,X,X,X
ISJTOZL,O,X,O,X,O,X,X,X,X,X,O
ISJLTZO,O,O,O,X,O,X,O,O,X,X,X
ISJLTOZ,O,X,O,X,O,X,O,O,X,X,X
ISJLZTO,O,O,X,X,X,X,O,O,X,X,X
ISJLZOT,X,O,X,X,X,X,X,O,X,X,O
ISJLOTZ,O,X,O,X,O,X,O,O,X,X,X
ISJLOZT,O,O,X,X,X,X,X,O,X,X,O
ISJZTLO,X,O,X,X,O,X,O,O,X,X,X
ISJZTOL,X,O,X,X,O,X,X,O,X,X,O
ISJZLTO,X,O,X,X,X,X,O,O,X,X,X
ISJZLOT,X,O,X,X,X,X,X,O,X,X,O
ISJZOTL,X,O,X,X,O,X,X,O,X,X,O
ISJZOLT,X,X,X,X,X,X,X,O,X,X,O
ISJOTLZ,O,X,O,X,O,X,O,O,X,X,X
ISJOTZL,O,X,O,X,O,X,X,X,X,X,O
ISJOLTZ,O,X,O,X,O,X,O,O,X,X,X
ISJOLZT,O,X,X,X,X,X,X,O,X,X,O
ISJOZTL,O,O,X,X,O,X,X,O,X,X,O
ISJOZLT,O,X,X,X,X,X,X,O,X,X,O
ISZTLJO,X,O,X,X,X,O,O,X,X,X,X
ISZTLOJ,X,O,X,X,X,O,X,X,X,X,X
ISZTJLO,X,O,X,X,O,X,O,O,X,X,X
ISZTJOL,X,O,X,X,O,X,X,O,X,X,O
ISZTOLJ,X,O,X,X,X,O,X,X,X,X,X
ISZTOJL,X,O,X,X,O,X,X,X,X,X,X
ISZLTJO,X,O,X,X,X,O,O,O,X,X,X
ISZLTOJ,X,O,X,X,X,O,X,X,X,X,X
ISZLJTO,X,O,X,X,X,O,O,O,X,X,X
ISZLJOT,X,O,X,X,X,O,X,O,X,X,O
ISZLOTJ,X,O,X,X,X,O,X,X,X,X,X
ISZLOJT,X,O,X,X,X,O,X,O,X,X,X
ISZJTLO,X,O,X,X,O,X,O,O,X,X,X
ISZJTOL,X,O,X,X,O,X,X,O,X,X,O
ISZJLTO,X,O,X,X,X,X,O,O,X,X,X
ISZJLOT,X,O,X,X,X,X,X,O,X,X,O
ISZJOTL,X,O,X,X,O,X,X,O,X,X,O
ISZJOLT,X,X,X,X,X,X,X,O,X,X,O
ISZOTLJ,X,O,X,X,X,O,X,X,X,X,X
ISZOTJL,X,O,X,X,O,X,X,X,X,X,X
ISZOLTJ,X,X,X,X,X,O,X,X,X,X,X
ISZOLJT,X,X,X,X,X,O,X,X,X,X,X
ISZOJTL,X,O,X,X,O,X,X,O,X,X,O
ISZOJLT,X,X,X,X,X,X,X,O,X,X,O
ISOTLJZ,O,X,O,X,O,X,O,X,X,X,X
ISOTLZJ,O,X,O,X,X,X,X,X,X,X,X
ISOTJLZ,O,X,O,X,O,X,O,X,X,X,X
ISOTJZL,O,X,O,X,O,X,X,X,X,X,X
ISOTZLJ,O,X,X,X,X,X,X,X,X,X,X
ISOTZJL,O,X,O,X,O,X,X,X,X,X,X
ISOLTJZ,O,X,O,X,O,X,O,O,X,X,X
ISOLTZJ,O,X,O,X,X,O,X,X,X,X,X
ISOLJTZ,O,X,O,X,O,X,O,O,X,X,X
ISOLJZT,O,X,X,X,X,O,X,O,X,X,X
ISOLZTJ,O,X,O,X,X,O,X,X,X,X,X
ISOLZJT,O,X,X,X,X,O,X,O,X,X,X
ISOJTLZ,O,X,O,X,O,X,O,O,X,X,X
ISOJTZL,O,X,O,X,O,X,X,X,X,X,O
ISOJLTZ,O,X,O,X,O,X,O,O,X,X,X
ISOJLZT,O,X,X,X,X,X,X,O,X,X,O
ISOJZTL,O,O,X,X,O,X,X,O,X,X,O
ISOJZLT,O,X,X,X,X,X,X,O,X,X,O
ISOZTLJ,O,O,X,X,X,O,X,X,X,X,X
ISOZTJL,O,O,X,X,O,X,X,X,X,X,X
ISOZLTJ,O,X,X,X,X,O,X,X,X,X,X
ISOZLJT,O,X,X,X,X,O,X,X,X,X,X
ISOZJTL,O,O,X,X,O,X,X,X,X,X,O
ISOZJLT,O,X,X,X,X,X,X,X,X,X,O
IZTLJSO,X,O,X,X,X,X,O,X,X,X,X
IZTLJOS,X,O,X,X,X,X,X,X,X,X,X
IZTLSJO,X,O,X,X,X,X,O,X,X,X,X
IZTLSOJ,X,O,X,X,X,X,X,X,X,X,X
IZTLOJS,X,O,X,X,X,X,X,X,X,X,X
IZTLOSJ,X,O,X,X,X,X,X,X,X,X,X
IZTJLSO,X,O,X,X,O,X,O,X,X,X,X
IZTJLOS,X,O,X,X,O,X,X,X,X,X,X
IZTJSLO,X,O,X,X,O,X,O,X,X,X,X
IZTJSOL,X,O,X,X,O,X,X,X,X,X,X
IZTJOLS,X,X,X,X,O,X,X,X,X,X,O
IZTJOSL,X,X,X,X,O,X,X,X,X,X,O
IZTSLJO,X,O,X,X,X,X,O,X,X,X,X
IZTSLOJ,X,O,X,X,X,X,X,X,X,X,X
IZTSJLO,X,O,X,X,O,X,O,O,X,X,X
IZTSJOL,X,O,X,X,O,X,X,O,X,X,X
IZTSOLJ,X,O,X,X,X,X,X,X,X,X,X
IZTSOJL,X,O,X,X,O,X,X,X,X,X,X
IZTOLJS,X,X,X,X,X,X,X,X,X,X,X
IZTOLSJ,X,X,X,X,X,X,X,X,X,X,X
IZTOJLS,X,X,X,X,O,X,X,X,X,X,X
IZTOJSL,X,X,X,X,O,X,X,X,X,X,X
IZTOSLJ,X,X,X,X,X,X,X,X,X,X,X
IZTOSJL,X,X,X,X,O,X,X,X,X,X,X
IZLTJSO,X,O,X,X,X,X,O,X,X,X,X
IZLTJOS,X,O,X,X,X,X,X,X,X,X,X
IZLTSJO,X,O,X,X,X,X,O,O,X,X,X
IZLTSOJ,X,O,X,X,X,X,X,X,X,X,X
IZLTOJS,X,O,X,X,X,X,X,X,X,X,X
IZLTOSJ,X,O,X,X,X,X,X,X,X,X,X
IZLJTSO,X,O,X,X,X,X,O,X,X,X,X
IZLJTOS,X,O,X,X,X,X,X,X,X,X,X
IZLJSTO,X,O,X,X,X,X,O,O,X,X,X
IZLJSOT,X,O,X,X,X,X,X,O,X,X,X
IZLJOTS,X,O,X,X,X,X,X,X,X,X,O
IZLJOST,X,O,X,X,X,X,X,X,X,X,O
IZLSTJO,X,O,X,X,X,X,O,O,X,X,X
IZLSTOJ,X,O,X,X,X,X,X,X,X,X,X
IZLSJTO,X,O,X,X,X,X,O,O,X,X,X
IZLSJOT,X,O,X,X,X,X,X,O,X,X,X
IZLSOTJ,X,O,X,X,X,X,X,X,X,X,X
IZLSOJT,X,O,X,X,X,X,X,O,X,X,X
IZLOTJS,X,O,X,X,X,X,X,X,X,X,X
IZLOTSJ,X,O,X,X,X,X,X,X,X,X,X
IZLOJTS,X,O,X,X,X,X,X,X,X,X,X
IZLOJST,X,O,X,X,X,X,X,X,X,X,X
IZLOSTJ,X,O,X,X,X,X,X,X,X,X,X
IZLOSJT,X,O,X,X,X,X,X,O,X,X,X
IZJTLSO,X,O,X,X,O,X,O,X,X,X,X
IZJTLOS,X,O,X,X,O,X,X,X,X,X,X
IZJTSLO,X,O,X,X,O,X,O,X,X,X,X
IZJTSOL,X,O,X,X,O,X,X,X,X,X,X
IZJTOLS,X,X,X,X,O,X,X,X,X,X,O
IZJTOSL,X,X,X,X,O,X,X,X,X,X,O
IZJLTSO,X,O,X,X,X,X,O,X,X,X,X
IZJLTOS,X,O,X,X,X,X,X,X,X,X,X
IZJLSTO,X,O,X,X,X,X,O,X,X,X,X
IZJLSOT,X,O,X,X,X,X,X,X,X,X,X
IZJLOTS,X,O,X,X,X,X,X,X,X,X,O
IZJLOST,X,O,X,X,X,X,X,X,X,X,O
IZJSTLO,X,O,X,X,O,X,O,O,X,X,X
IZJSTOL,X,O,X,X,O,X,X,O,X,X,O
IZJSLTO,X,O,X,X,X,X,O,O,X,X,X
IZJSLOT,X,O,X,X,X,X,X,O,X,X,O
IZJSOTL,X,O,X,X,O,X,X,O,X,X,O
IZJSOLT,X,X,X,X,X,X,X,O,X,X,O
IZJOTLS,X,X,X,X,O,X,X,X,X,X,O
IZJOTSL,X,X,X,X,O,X,X,X,X,X,O
IZJOLTS,X,X,X,X,X,X,X,X,X,X,O
IZJOLST,X,X,X,X,X,X,X,X,X,X,O
IZJOSTL,X,X,X,X,O,X,X,X,X,X,O
IZJOSLT,X,X,X,X,X,X,X,X,X,X,O
IZSTLJO,X,O,X,X,X,X,O,X,X,X,X
IZSTLOJ,X,O,X,X,X,X,X,X,X,X,X
IZSTJLO,X,O,X,X,O,X,O,O,X,X,X
IZSTJOL,X,O,X,X,O,X,X,O,X,X,O
IZSTOLJ,X,O,X,X,X,X,X,X,X,X,X
IZSTOJL,X,O,X,X,O,X,X,X,X,X,X
IZSLTJO,X,O,X,X,X,X,O,O,X,X,X
IZSLTOJ,X,O,X,X,X,X,X,X,X,X,X
IZSLJTO,X,O,X,X,X,X,O,O,X,X,X
IZSLJOT,X,O,X,X,X,X,X,O,X,X,O
IZSLOTJ,X,O,X,X,X,X,X,X,X,X,X
IZSLOJT,X,O,X,X,X,X,X,O,X,X,X
IZSJTLO,X,O,X,X,O,X,O,O,X,X,X
IZSJTOL,X,O,X,X,O,X,X,O,X,X,O
IZSJLTO,X,O,X,X,X,X,O,O,X,X,X
IZSJLOT,X,O,X,X,X,X,X,O,X,X,O
IZSJOTL,X,O,X,X,O,X,X,O,X,X,O
IZSJOLT,X,X,X,X,X,X,X,O,X,X,O
IZSOTLJ,X,O,X,X,X,X,X,X,X,X,X
