sequence,v115@9gB8HeD8EeF8CeH8BeB8Jex6IvhFygBzcBGeB0mBln?B3sB,v115@9gB8HeD8EeF8CeH8BeB8Jem6IvhFzbBRdBSjBlmB3n?BUsB,v115@9gB8HeD8EeF8CeH8BeB8Jex6IvhFygBGdBTeBlmB3n?BUsB,v115@9gB8HeD8EeF8CeH8BeB8Jem6IvhFzbBRdBSjB3hBln?BUsB,v115@9gB8HeD8EeF8CeH8BeB8Jex6IvhF0cBTeBmgBfsBln?B6sB,v115@9gB8HeD8EeF8CeH8BeB8Jem6IvhFfhBxcBTeBCiBln?BUsB,v115@9gB8HeD8EeF8CeH8BeB8Jex6IvhFygBGdBTeB3hBln?BUsB
ZTLSIJO,O,X,O,O,X,O,O
ZTLSIOJ,O,X,O,O,X,O,O
ZTLSJIO,O,X,O,O,X,O,O
ZTLSJOI,O,X,O,O,X,O,O
ZTLSOIJ,O,X,O,O,X,O,O
ZTLSOJI,O,X,O,O,X,O,O
ZTLOIJS,O,X,X,O,X,O,O
ZTLOISJ,O,X,O,O,X,O,O
ZTLOJIS,O,X,X,O,X,O,O
ZTLOJSI,O,X,X,O,X,O,O
ZTLOSIJ,O,X,O,O,X,O,O
ZTLOSJI,O,X,O,O,X,O,O
ZTJILSO,O,X,X,O,X,O,O
ZTJILOS,O,X,X,O,X,O,O
ZTJISLO,O,X,X,O,X,O,O
ZTJISOL,O,X,X,O,X,O,O
ZTJIOLS,O,X,X,O,X,O,O
ZTJIOSL,O,X,X,X,X,O,O
ZTJLISO,O,X,X,O,X,O,O
ZTJLIOS,O,X,X,O,X,O,O
ZTJLSIO,O,X,X,O,X,O,O
ZTJLSOI,O,X,X,O,X,O,O
ZTJLOIS,O,X,X,O,X,O,O
ZTJLOSI,O,X,X,O,X,O,O
ZTJSILO,O,O,X,O,X,O,O
ZTJSIOL,O,O,X,O,X,O,O
ZTJSLIO,O,O,X,O,X,O,O
ZTJSLOI,O,O,X,O,X,O,O
ZTJSOIL,O,O,X,O,X,O,O
ZTJSOLI,O,O,X,O,X,O,O
ZTJOILS,O,X,X,O,X,O,O
ZTJOISL,O,X,X,X,X,O,O
ZTJOLIS,O,X,X,O,X,O,O
ZTJOLSI,O,X,X,O,X,O,O
ZTJOSIL,O,O,X,O,X,O,O
ZTJOSLI,O,O,X,O,X,O,O
ZTSILJO,O,O,O,O,X,O,O
ZTSILOJ,O,O,O,O,X,O,O
ZTSIJLO,O,O,O,O,X,O,O
ZTSIJOL,O,O,O,O,X,O,O
ZTSIOLJ,O,O,O,O,X,O,O
ZTSIOJL,O,O,O,O,X,O,O
ZTSLIJO,O,O,O,O,X,O,O
ZTSLIOJ,O,O,O,O,X,O,O
ZTSLJIO,O,O,O,O,X,O,O
ZTSLJOI,O,O,O,O,X,O,O
ZTSLOIJ,O,O,O,O,X,O,O
ZTSLOJI,O,O,O,O,X,O,O
ZTSJILO,O,O,O,O,X,O,O
ZTSJIOL,O,O,O,O,X,O,O
ZTSJLIO,O,O,O,O,X,O,O
ZTSJLOI,O,O,O,O,X,O,O
ZTSJOIL,O,O,O,O,X,O,O
ZTSJOLI,O,O,O,O,X,O,O
ZTSOILJ,O,O,O,O,X,O,O
ZTSOIJL,O,O,O,O,X,O,O
ZTSOLIJ,O,O,O,O,X,O,O
ZTSOLJI,O,O,O,O,X,O,O
ZTSOJIL,O,O,O,O,X,O,O
ZTSOJLI,O,O,O,O,X,O,O
ZTOILJS,O,X,X,O,X,O,O
ZTOILSJ,O,X,O,O,X,O,O
ZTOIJLS,O,X,X,O,X,O,O
ZTOIJSL,O,X,X,X,X,O,O
ZTOISLJ,O,X,O,X,X,O,O
ZTOISJL,O,X,O,X,X,O,O
ZTOLIJS,O,X,X,O,X,O,O
ZTOLISJ,O,X,O,O,X,O,O
ZTOLJIS,O,X,X,O,X,O,O
ZTOLJSI,O,X,X,O,X,O,O
ZTOLSIJ,O,X,O,O,X,O,O
ZTOLSJI,O,X,O,O,X,O,O
ZTOJILS,O,X,X,O,X,O,O
ZTOJISL,O,X,X,X,X,O,O
ZTOJLIS,O,X,X,O,X,O,O
ZTOJLSI,O,X,X,O,X,O,O
ZTOJSIL,O,O,X,O,X,O,O
ZTOJSLI,O,O,X,O,X,O,O
ZTOSILJ,O,O,O,O,X,O,O
ZTOSIJL,O,O,O,O,X,O,O
ZTOSLIJ,O,O,O,O,X,O,O
ZTOSLJI,O,O,O,O,X,O,O
ZTOSJIL,O,O,O,O,X,O,O
ZTOSJLI,O,O,O,O,X,O,O
ZITLJSO,O,X,X,O,X,O,O
ZITLJOS,O,X,X,O,X,O,O
ZITLSJO,O,X,O,O,X,O,O
ZITLSOJ,O,X,O,O,X,O,O
ZITLOJS,O,X,X,O,X,O,O
ZITLOSJ,O,X,O,O,X,O,O
ZITJLSO,O,X,X,O,X,O,O
ZITJLOS,O,X,X,O,X,O,O
ZITJSLO,O,X,X,O,X,O,O
ZITJSOL,O,X,X,O,X,O,O
ZITJOLS,O,X,X,O,X,O,O
ZITJOSL,O,X,X,X,X,O,O
ZITSLJO,O,X,O,O,X,O,O
ZITSLOJ,O,X,O,O,X,O,O
ZITSJLO,O,X,O,O,X,O,O
ZITSJOL,O,X,O,O,X,O,O
ZITSOLJ,O,X,O,O,X,O,O
ZITSOJL,O,X,O,O,X,O,O
ZITOLJS,O,X,X,O,X,O,O
ZITOLSJ,O,X,O,O,X,O,O
ZITOJLS,O,X,X,O,X,O,O
ZITOJSL,O,X,X,X,X,O,O
ZITOSLJ,O,X,O,X,X,O,O
ZITOSJL,O,X,O,X,X,O,O
ZILTJSO,O,X,X,O,X,X,O
ZILTJOS,O,X,X,O,X,X,O
ZILTSJO,O,X,O,O,X,X,O
ZILTSOJ,O,X,O,O,X,X,O
ZILTOJS,O,X,X,O,X,X,O
ZILTOSJ,O,X,O,X,X,X,O
ZILJTSO,O,X,X,O,X,X,O
ZILJTOS,O,X,X,O,X,X,O
ZILJSTO,O,X,X,O,X,O,O
ZILJSOT,O,X,X,O,X,O,O
ZILJOTS,O,X,X,O,X,X,O
ZILJOST,O,X,X,O,X,O,O
ZILSTJO,O,X,O,O,X,O,O
ZILSTOJ,O,X,O,O,X,O,O
ZILSJTO,O,X,X,O,X,O,O
ZILSJOT,O,X,O,O,X,O,O
ZILSOTJ,O,X,O,O,X,O,O
ZILSOJT,O,X,O,O,X,O,O
ZILOTJS,O,X,X,O,X,X,O
ZILOTSJ,O,X,O,O,X,X,O
ZILOJTS,O,X,X,O,X,X,O
ZILOJST,O,X,X,O,X,O,O
ZILOSTJ,O,X,O,O,X,O,O
ZILOSJT,O,X,O,O,X,O,O
ZIJTLSO,O,X,X,O,X,O,O
ZIJTLOS,O,X,X,O,X,O,O
ZIJTSLO,O,X,X,O,O,O,O
ZIJTSOL,O,X,X,O,O,O,O
ZIJTOLS,O,X,X,O,X,O,O
ZIJTOSL,O,X,X,X,X,O,O
ZIJLTSO,O,X,X,O,X,X,O
ZIJLTOS,O,X,X,O,X,X,O
ZIJLSTO,O,X,X,O,O,O,O
ZIJLSOT,O,X,X,O,X,O,O
ZIJLOTS,O,X,X,O,X,X,O
ZIJLOST,O,X,X,O,X,O,O
ZIJSTLO,O,X,X,O,O,O,O
ZIJSTOL,O,X,X,O,O,O,O
ZIJSLTO,O,X,X,O,O,O,O
ZIJSLOT,O,X,X,O,X,O,O
ZIJSOTL,X,X,X,O,O,O,O
ZIJSOLT,O,X,X,O,X,O,O
ZIJOTLS,O,X,X,O,X,O,O
ZIJOTSL,O,X,X,X,X,O,O
ZIJOLTS,O,X,X,O,X,X,O
ZIJOLST,O,X,X,O,X,O,O
ZIJOSTL,X,X,X,O,O,O,O
ZIJOSLT,O,X,X,O,X,O,O
ZISTLJO,O,X,O,O,X,O,O
ZISTLOJ,O,X,O,O,X,O,O
ZISTJLO,O,X,O,O,O,O,O
ZISTJOL,O,X,O,O,O,O,O
ZISTOLJ,O,X,O,O,X,O,O
ZISTOJL,O,X,O,O,O,O,O
ZISLTJO,O,X,O,O,X,O,O
ZISLTOJ,O,X,O,O,X,O,O
ZISLJTO,O,X,X,O,X,O,O
ZISLJOT,O,X,O,O,X,O,O
ZISLOTJ,O,X,O,O,X,O,O
ZISLOJT,O,X,O,O,X,O,O
ZISJTLO,O,X,X,O,O,O,O
ZISJTOL,O,X,X,O,O,O,O
ZISJLTO,O,X,X,O,O,O,O
ZISJLOT,O,X,O,O,X,O,O
ZISJOTL,X,X,X,O,O,O,O
ZISJOLT,O,X,O,O,X,O,O
ZISOTLJ,O,X,O,O,X,O,O
ZISOTJL,O,X,O,O,O,O,O
ZISOLTJ,O,X,O,O,X,O,O
ZISOLJT,O,X,O,O,X,O,O
ZISOJTL,X,X,X,O,O,O,O
ZISOJLT,O,X,O,O,X,O,O
ZIOTLJS,O,X,X,O,X,O,O
ZIOTLSJ,O,X,O,O,X,O,O
ZIOTJLS,O,X,X,O,X,O,O
ZIOTJSL,O,X,X,X,X,O,O
ZIOTSLJ,O,X,O,X,X,O,O
ZIOTSJL,O,X,O,X,X,O,O
ZIOLTJS,O,X,X,O,X,X,O
ZIOLTSJ,O,X,O,O,X,X,O
ZIOLJTS,O,X,X,O,X,X,O
ZIOLJST,O,X,X,O,X,O,O
ZIOLSTJ,O,X,O,O,X,O,O
ZIOLSJT,O,X,O,O,X,O,O
ZIOJTLS,O,X,X,O,X,O,O
ZIOJTSL,O,X,X,X,X,O,O
ZIOJLTS,O,X,X,O,X,X,O
ZIOJLST,O,X,X,O,X,O,O
ZIOJSTL,X,X,X,O,O,O,O
ZIOJSLT,O,X,X,O,X,O,O
ZIOSTLJ,O,X,O,O,X,O,O
ZIOSTJL,O,X,O,O,O,O,O
ZIOSLTJ,O,X,O,O,X,O,O
ZIOSLJT,O,X,O,O,X,O,O
ZIOSJTL,X,X,X,O,O,O,O
ZIOSJLT,O,X,O,O,X,O,O
ZLTIJSO,O,X,X,O,X,O,O
ZLTIJOS,O,X,X,O,X,O,O
ZLTISJO,O,X,O,O,X,O,O
ZLTISOJ,O,X,O,O,X,O,O
ZLTIOJS,O,X,X,O,X,O,O
ZLTIOSJ,O,X,O,O,X,O,O
ZLTJISO,O,X,X,O,X,O,O
ZLTJIOS,O,X,X,O,X,O,O
ZLTJSIO,O,X,X,O,X,O,O
ZLTJSOI,O,X,X,O,X,O,O
ZLTJOIS,O,X,X,O,X,O,O
ZLTJOSI,O,X,X,O,X,O,O
ZLTSIJO,O,X,O,O,X,O,O
ZLTSIOJ,O,X,O,O,X,O,O
ZLTSJIO,O,X,O,O,X,O,O
ZLTSJOI,O,X,O,O,X,O,O
ZLTSOIJ,O,X,O,O,X,O,O
ZLTSOJI,O,X,O,O,X,O,O
ZLTOIJS,O,X,X,O,X,O,O
ZLTOISJ,O,X,O,O,X,O,O
ZLTOJIS,O,X,X,O,X,O,O
ZLTOJSI,O,X,X,O,X,O,O
ZLTOSIJ,O,X,O,O,X,O,O
ZLTOSJI,O,X,O,O,X,O,O
ZLITJSO,O,X,X,O,X,X,O
ZLITJOS,O,X,X,O,X,X,O
ZLITSJO,O,X,O,O,X,X,O
ZLITSOJ,O,X,O,O,X,X,O
ZLITOJS,O,X,X,O,X,X,O
ZLITOSJ,O,X,O,X,X,X,O
ZLIJTSO,O,X,X,O,X,X,O
ZLIJTOS,O,X,X,O,X,X,O
ZLIJSTO,O,O,X,O,X,O,O
ZLIJSOT,O,O,X,O,X,O,O
ZLIJOTS,O,X,X,O,X,X,O
ZLIJOST,O,O,X,O,X,O,O
ZLISTJO,O,O,O,O,X,O,O
ZLISTOJ,O,O,O,O,X,O,O
ZLISJTO,O,O,X,O,X,O,O
ZLISJOT,O,O,O,O,X,O,O
ZLISOTJ,O,X,O,O,X,O,O
ZLISOJT,O,O,O,O,X,O,O
ZLIOTJS,O,X,X,O,X,X,O
ZLIOTSJ,O,X,O,O,X,X,O
ZLIOJTS,O,X,X,O,X,X,O
ZLIOJST,O,O,X,O,X,O,O
ZLIOSTJ,O,X,O,O,X,O,O
ZLIOSJT,O,X,O,O,X,O,O
ZLJTISO,O,X,X,O,X,O,O
ZLJTIOS,O,X,X,O,X,O,O
ZLJTSIO,O,X,X,O,X,O,O
ZLJTSOI,O,X,X,O,X,O,O
ZLJTOIS,O,X,X,O,X,O,O
ZLJTOSI,O,X,X,O,X,O,O
ZLJITSO,O,X,X,O,X,X,O
ZLJITOS,O,X,X,O,X,X,O
ZLJISTO,O,O,X,O,X,O,O
ZLJISOT,O,O,X,O,X,O,O
ZLJIOTS,O,X,X,O,X,X,O
ZLJIOST,O,O,X,O,X,O,O
ZLJSTIO,O,O,X,O,X,O,O
ZLJSTOI,O,O,X,O,X,O,O
ZLJSITO,O,O,X,O,X,O,O
ZLJSIOT,O,O,X,O,X,O,O
ZLJSOTI,X,O,X,O,X,O,O
ZLJSOIT,O,O,X,O,X,O,O
ZLJOTIS,O,X,X,O,X,O,O
ZLJOTSI,O,X,X,O,X,O,O
ZLJOITS,O,X,X,O,X,X,O
ZLJOIST,O,O,X,O,X,O,O
ZLJOSTI,X,O,X,O,X,O,O
ZLJOSIT,O,O,X,O,X,O,O
ZLSTIJO,O,O,O,O,X,O,O
ZLSTIOJ,O,O,O,O,X,O,O
ZLSTJIO,O,O,O,O,X,O,O
ZLSTJOI,O,O,O,O,X,O,O
ZLSTOIJ,O,O,O,O,X,O,O
ZLSTOJI,O,O,O,O,X,O,O
ZLSITJO,O,O,O,O,X,O,O
ZLSITOJ,O,O,O,O,X,O,O
ZLSIJTO,O,O,X,O,X,O,O
ZLSIJOT,O,O,O,O,X,O,O
ZLSIOTJ,O,X,O,O,X,O,O
ZLSIOJT,O,O,O,O,X,O,O
ZLSJTIO,O,O,X,O,X,O,O
ZLSJTOI,O,O,X,O,X,O,O
ZLSJITO,O,O,X,O,X,O,O
ZLSJIOT,O,O,O,O,X,O,O
ZLSJOTI,X,O,X,O,X,O,O
ZLSJOIT,O,O,O,O,X,O,O
ZLSOTIJ,O,O,O,O,X,O,O
ZLSOTJI,O,O,O,O,X,O,O
ZLSOITJ,O,X,O,O,X,O,O
ZLSOIJT,O,O,O,O,X,O,O
ZLSOJTI,X,O,X,O,X,O,O
ZLSOJIT,O,O,O,O,X,O,O
ZLOTIJS,O,X,X,O,X,O,O
ZLOTISJ,O,X,O,O,X,O,O
ZLOTJIS,O,X,X,O,X,O,O
ZLOTJSI,O,X,X,O,X,O,O
ZLOTSIJ,O,X,O,O,X,O,O
ZLOTSJI,O,X,O,O,X,O,O
ZLOITJS,O,X,X,O,X,X,O
ZLOITSJ,O,X,O,O,X,X,O
ZLOIJTS,O,X,X,O,X,X,O
ZLOIJST,O,O,X,O,X,O,O
ZLOISTJ,O,X,O,O,X,O,O
ZLOISJT,O,X,O,O,X,O,O
ZLOJTIS,O,X,X,O,X,O,O
ZLOJTSI,O,X,X,O,X,O,O
ZLOJITS,O,X,X,O,X,X,O
ZLOJIST,O,O,X,O,X,O,O
ZLOJSTI,X,O,X,O,X,O,O
ZLOJSIT,O,O,X,O,X,O,O
ZLOSTIJ,O,O,O,O,X,O,O
ZLOSTJI,O,O,O,O,X,O,O
ZLOSITJ,O,X,O,O,X,O,O
ZLOSIJT,O,O,O,O,X,O,O
ZLOSJTI,X,O,X,O,X,O,O
ZLOSJIT,O,O,O,O,X,O,O
ZJTILSO,O,X,X,O,X,O,O
ZJTILOS,O,X,X,O,X,O,O
ZJTISLO,O,X,X,O,O,O,O
ZJTISOL,O,X,X,O,O,O,O
ZJTIOLS,O,X,X,O,X,O,O
ZJTIOSL,O,X,X,X,X,O,O
ZJTLISO,O,X,X,O,X,O,O
ZJTLIOS,O,X,X,O,X,O,O
ZJTLSIO,O,X,X,O,X,O,O
ZJTLSOI,O,X,X,O,X,O,O
ZJTLOIS,O,X,X,O,X,O,O
ZJTLOSI,O,X,X,O,X,O,O
ZJTSILO,O,O,X,O,O,O,O
ZJTSIOL,O,O,X,O,O,O,O
ZJTSLIO,O,O,X,O,O,O,O
ZJTSLOI,O,O,X,O,O,O,O
ZJTSOIL,O,O,X,O,O,O,O
ZJTSOLI,O,O,X,O,O,O,O
ZJTOILS,O,X,X,O,X,O,O
ZJTOISL,O,X,X,X,X,O,O
ZJTOLIS,O,X,X,O,X,O,O
ZJTOLSI,O,X,X,O,X,O,O
ZJTOSIL,O,O,X,O,X,O,O
ZJTOSLI,O,O,X,O,X,O,O
ZJITLSO,O,X,X,O,X,O,O
ZJITLOS,O,X,X,O,X,O,O
ZJITSLO,O,X,X,O,O,O,O
ZJITSOL,O,X,X,O,O,O,O
ZJITOLS,O,X,X,O,X,O,O
ZJITOSL,O,X,X,X,X,O,O
ZJILTSO,O,X,X,O,X,X,O
ZJILTOS,O,X,X,O,X,X,O
ZJILSTO,O,X,X,O,O,O,O
ZJILSOT,O,X,X,O,X,O,O
ZJILOTS,O,X,X,O,X,X,O
ZJILOST,O,X,X,O,X,O,O
ZJISTLO,O,X,X,O,O,O,O
ZJISTOL,O,X,X,O,O,O,O
ZJISLTO,O,X,X,O,O,O,O
ZJISLOT,O,X,X,O,X,O,O
ZJISOTL,X,X,X,O,O,O,O
ZJISOLT,O,X,X,O,X,O,O
ZJIOTLS,O,X,X,O,X,O,O
ZJIOTSL,O,X,X,X,X,O,O
ZJIOLTS,O,X,X,O,X,X,O
ZJIOLST,O,X,X,O,X,O,O
ZJIOSTL,X,X,X,O,O,O,O
ZJIOSLT,O,X,X,O,X,O,O
ZJLTISO,O,X,X,O,X,O,O
ZJLTIOS,O,X,X,O,X,O,O
ZJLTSIO,O,X,X,O,X,O,O
ZJLTSOI,O,X,X,O,X,O,O
ZJLTOIS,O,X,X,O,X,O,O
ZJLTOSI,O,X,X,O,X,O,O
ZJLITSO,O,X,X,O,X,X,O
ZJLITOS,O,X,X,O,X,X,O
ZJLISTO,O,O,X,O,O,O,O
ZJLISOT,O,O,X,O,X,O,O
ZJLIOTS,O,X,X,O,X,X,O
ZJLIOST,O,O,X,O,X,O,O
ZJLSTIO,O,O,X,O,O,O,O
ZJLSTOI,O,O,X,O,O,O,O
ZJLSITO,O,O,X,O,O,O,O
ZJLSIOT,O,O,X,O,X,O,O
ZJLSOTI,X,O,X,O,X,O,O
ZJLSOIT,O,O,X,O,X,O,O
ZJLOTIS,O,X,X,O,X,O,O
ZJLOTSI,O,X,X,O,X,O,O
ZJLOITS,O,X,X,O,X,X,O
ZJLOIST,O,O,X,O,X,O,O
ZJLOSTI,X,O,X,O,X,O,O
ZJLOSIT,O,O,X,O,X,O,O
ZJSTILO,O,O,X,O,O,O,O
ZJSTIOL,O,O,X,O,O,O,O
ZJSTLIO,O,O,X,O,O,O,O
ZJSTLOI,O,O,X,O,O,O,O
ZJSTOIL,O,O,X,O,O,O,O
ZJSTOLI,O,O,X,O,O,O,O
ZJSITLO,O,X,X,O,O,O,O
ZJSITOL,O,X,X,O,O,O,O
ZJSILTO,O,X,X,O,O,O,O
ZJSILOT,O,X,X,O,X,O,O
ZJSIOTL,X,X,X,O,O,O,O
ZJSIOLT,O,X,X,O,X,O,O
ZJSLTIO,O,O,X,O,O,O,O
ZJSLTOI,O,O,X,O,O,O,O
ZJSLITO,O,O,X,O,O,O,O
ZJSLIOT,O,O,X,O,X,O,O
ZJSLOTI,X,O,X,O,X,O,O
ZJSLOIT,O,O,X,O,X,O,O
ZJSOTIL,X,O,X,O,O,O,O
ZJSOTLI,X,O,X,O,O,O,O
ZJSOITL,X,X,X,O,O,O,O
ZJSOILT,O,X,X,O,X,O,O
ZJSOLTI,X,O,X,O,X,O,O
ZJSOLIT,O,O,X,O,X,O,O
ZJOTILS,O,X,X,O,X,O,O
ZJOTISL,O,X,X,X,X,O,O
ZJOTLIS,O,X,X,O,X,O,O
ZJOTLSI,O,X,X,O,X,O,O
ZJOTSIL,O,O,X,O,X,O,O
ZJOTSLI,O,O,X,O,X,O,O
ZJOITLS,O,X,X,O,X,O,O
ZJOITSL,O,X,X,X,X,O,O
ZJOILTS,O,X,X,O,X,X,O
ZJOILST,O,X,X,O,X,O,O
ZJOISTL,X,X,X,O,O,O,O
ZJOISLT,O,X,X,O,X,O,O
ZJOLTIS,O,X,X,O,X,O,O
ZJOLTSI,O,X,X,O,X,O,O
ZJOLITS,O,X,X,O,X,X,O
ZJOLIST,O,O,X,O,X,O,O
ZJOLSTI,X,O,X,O,X,O,O
ZJOLSIT,O,O,X,O,X,O,O
ZJOSTIL,X,O,X,O,O,O,O
ZJOSTLI,X,O,X,O,O,O,O
ZJOSITL,X,X,X,O,O,O,O
ZJOSILT,O,X,X,O,X,O,O
ZJOSLTI,X,O,X,O,X,O,O
ZJOSLIT,O,O,X,O,X,O,O
ZSTILJO,O,O,O,O,X,O,O
ZSTILOJ,O,O,O,O,X,O,O
ZSTIJLO,O,O,O,O,O,O,O
ZSTIJOL,O,O,O,O,O,O,O
ZSTIOLJ,O,O,O,O,X,O,O
ZSTIOJL,O,O,O,O,O,O,O
ZSTLIJO,O,O,O,O,X,O,O
ZSTLIOJ,O,O,O,O,X,O,O
ZSTLJIO,O,O,O,O,X,O,O
ZSTLJOI,O,O,O,O,X,O,O
ZSTLOIJ,O,O,O,O,X,O,O
ZSTLOJI,O,O,O,O,X,O,O
ZSTJILO,O,O,O,O,O,O,O
ZSTJIOL,O,O,O,O,O,O,O
ZSTJLIO,O,O,O,O,O,O,O
ZSTJLOI,O,O,O,O,O,O,O
ZSTJOIL,O,O,O,O,O,O,O
ZSTJOLI,O,O,O,O,O,O,O
ZSTOILJ,O,O,O,O,X,O,O
ZSTOIJL,O,O,O,O,O,O,O
ZSTOLIJ,O,O,O,O,X,O,O
ZSTOLJI,O,O,O,O,X,O,O
ZSTOJIL,O,O,O,O,O,O,O
ZSTOJLI,O,O,O,O,O,O,O
ZSITLJO,O,X,O,O,X,O,O
ZSITLOJ,O,X,O,O,X,O,O
ZSITJLO,O,X,O,O,O,O,O
ZSITJOL,O,X,O,O,O,O,O
ZSITOLJ,O,X,O,O,X,O,O
ZSITOJL,O,X,O,O,O,O,O
ZSILTJO,O,X,O,O,X,O,O
ZSILTOJ,O,X,O,O,X,O,O
ZSILJTO,O,X,X,O,X,O,O
ZSILJOT,O,X,O,O,X,O,O
ZSILOTJ,O,X,O,O,X,O,O
ZSILOJT,O,X,O,O,X,O,O
ZSIJTLO,O,X,X,O,O,O,O
ZSIJTOL,O,X,X,O,O,O,O
ZSIJLTO,O,X,X,O,O,O,O
ZSIJLOT,O,X,O,O,X,O,O
ZSIJOTL,X,X,X,O,O,O,O
ZSIJOLT,O,X,O,O,X,O,O
ZSIOTLJ,O,X,O,O,X,O,O
ZSIOTJL,O,X,O,O,O,O,O
ZSIOLTJ,O,X,O,O,X,O,O
ZSIOLJT,O,X,O,O,X,O,O
ZSIOJTL,X,X,X,O,O,O,O
ZSIOJLT,O,X,O,O,X,O,O
ZSLTIJO,O,O,O,O,X,O,O
ZSLTIOJ,O,O,O,O,X,O,O
ZSLTJIO,O,O,O,O,X,O,O
ZSLTJOI,O,O,O,O,X,O,O
ZSLTOIJ,O,O,O,O,X,O,O
ZSLTOJI,O,O,O,O,X,O,O
ZSLITJO,O,O,O,O,X,O,O
ZSLITOJ,O,O,O,O,X,O,O
ZSLIJTO,O,O,X,O,X,O,O
ZSLIJOT,O,O,O,O,X,O,O
ZSLIOTJ,O,X,O,O,X,O,O
ZSLIOJT,O,O,O,O,X,O,O
ZSLJTIO,O,O,X,O,X,O,O
ZSLJTOI,O,O,X,O,X,O,O
ZSLJITO,O,O,X,O,X,O,O
ZSLJIOT,O,O,O,O,X,O,O
ZSLJOTI,X,O,X,O,X,O,O
ZSLJOIT,O,O,O,O,X,O,O
ZSLOTIJ,O,O,O,O,X,O,O
ZSLOTJI,O,O,O,O,X,O,O
ZSLOITJ,O,X,O,O,X,O,O
ZSLOIJT,O,O,O,O,X,O,O
ZSLOJTI,X,O,X,O,X,O,O
ZSLOJIT,O,O,O,O,X,O,O
ZSJTILO,O,O,O,O,O,O,O
ZSJTIOL,O,O,O,O,O,O,O
ZSJTLIO,O,O,O,O,O,O,O
ZSJTLOI,O,O,O,O,O,O,O
ZSJTOIL,O,O,O,O,O,O,O
ZSJTOLI,O,O,O,O,O,O,O
ZSJITLO,O,X,X,O,O,O,O
ZSJITOL,O,X,X,O,O,O,O
ZSJILTO,O,X,X,O,O,O,O
ZSJILOT,O,X,O,O,X,O,O
ZSJIOTL,X,X,X,O,O,O,O
ZSJIOLT,O,X,O,O,X,O,O
ZSJLTIO,O,O,X,O,O,O,O
ZSJLTOI,O,O,X,O,O,O,O
ZSJLITO,O,O,X,O,O,O,O
ZSJLIOT,O,O,O,O,X,O,O
ZSJLOTI,X,O,X,O,X,O,O
ZSJLOIT,O,O,O,O,X,O,O
ZSJOTIL,X,O,O,O,O,O,O
ZSJOTLI,X,O,O,O,O,O,O
ZSJOITL,X,X,X,O,O,O,O
ZSJOILT,O,X,O,O,X,O,O
ZSJOLTI,X,O,X,O,X,O,O
ZSJOLIT,O,O,O,O,X,O,O
ZSOTILJ,O,O,O,O,X,O,O
ZSOTIJL,O,O,O,O,O,O,O
ZSOTLIJ,O,O,O,O,X,O,O
ZSOTLJI,O,O,O,O,X,O,O
ZSOTJIL,O,O,O,O,O,O,O
ZSOTJLI,O,O,O,O,O,O,O
ZSOITLJ,O,X,O,O,X,O,O
ZSOITJL,O,X,O,O,O,O,O
ZSOILTJ,O,X,O,O,X,O,O
ZSOILJT,O,X,O,O,X,O,O
ZSOIJTL,X,X,X,O,O,O,O
ZSOIJLT,O,X,O,O,X,O,O
ZSOLTIJ,O,O,O,O,X,O,O
ZSOLTJI,O,O,O,O,X,O,O
ZSOLITJ,O,X,O,O,X,O,O
ZSOLIJT,O,O,O,O,X,O,O
ZSOLJTI,X,O,X,O,X,O,O
ZSOLJIT,O,O,O,O,X,O,O
ZSOJTIL,X,O,O,O,O,O,O
ZSOJTLI,X,O,O,O,O,O,O
ZSOJITL,X,X,X,O,O,O,O
ZSOJILT,O,X,O,O,X,O,O
ZSOJLTI,X,O,X,O,X,O,O
ZSOJLIT,O,O,O,O,X,O,O
ZOTILJS,O,X,X,O,X,O,O
ZOTILSJ,O,X,O,O,X,O,O
ZOTIJLS,O,X,X,O,X,O,O
ZOTIJSL,O,X,X,X,X,O,O
ZOTISLJ,O,X,O,X,X,O,O
ZOTISJL,O,X,O,X,X,O,O
ZOTLIJS,O,X,X,O,X,O,O
ZOTLISJ,O,X,O,O,X,O,O
ZOTLJIS,O,X,X,O,X,O,O
ZOTLJSI,O,X,X,O,X,O,O
ZOTLSIJ,O,X,O,O,X,O,O
ZOTLSJI,O,X,O,O,X,O,O
ZOTJILS,O,X,X,O,X,O,O
ZOTJISL,O,X,X,X,X,O,O
ZOTJLIS,O,X,X,O,X,O,O
ZOTJLSI,O,X,X,O,X,O,O
ZOTJSIL,O,O,X,O,X,O,O
ZOTJSLI,O,O,X,O,X,O,O
ZOTSILJ,O,O,O,O,X,O,O
ZOTSIJL,O,O,O,O,X,O,O
ZOTSLIJ,O,O,O,O,X,O,O
ZOTSLJI,O,O,O,O,X,O,O
ZOTSJIL,O,O,O,O,X,O,O
ZOTSJLI,O,O,O,O,X,O,O
ZOITLJS,O,X,X,O,X,O,O
ZOITLSJ,O,X,O,O,X,O,O
ZOITJLS,O,X,X,O,X,O,O
ZOITJSL,O,X,X,X,X,O,O
ZOITSLJ,O,X,O,X,X,O,O
ZOITSJL,O,X,O,X,X,O,O
ZOILTJS,O,X,X,O,X,X,O
ZOILTSJ,O,X,O,O,X,X,O
ZOILJTS,O,X,X,O,X,X,O
ZOILJST,O,X,X,O,X,O,O
ZOILSTJ,O,X,O,O,X,O,O
ZOILSJT,O,X,O,O,X,O,O
