sequence,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8Je5/IvhFmbBCdB?XeBTgB0mBlqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8Jez6IvhFWhBxcB?XeBClB0mBlqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8Jeq/IvhFTbBxcB?XeBFmB0mBGqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeR7IvhFCdBXeB?8lBzkB1rBGqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeWAJvhFxcBXeB?zkBFmB0mB6qB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeC9IvhFXeBRlB?1rB8lBzkBGqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeU8IvhFXeBukB?5lBaqBTrBFsB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8Je5/IvhFCdBXeB?TlB0mBmlBlqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeR7IvhFXeBzfB?SmBUmBFnBGqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeR7IvhFXeBGgB?6mBzkB8qBFsB
JITOLSZ,O,X,O,X,X,X,X,X,X,X
JITOLZS,O,X,O,X,X,X,X,X,X,X
JITOSLZ,O,X,O,X,X,X,X,X,X,X
JITOSZL,O,X,X,X,X,X,O,X,X,X
JITOZLS,O,X,X,X,X,X,X,X,X,X
JITOZSL,O,X,X,X,X,X,O,X,X,X
JILTSZO,X,X,O,X,X,X,X,X,X,X
JILTSOZ,O,O,O,X,X,X,X,X,X,X
JILTZSO,X,X,O,X,X,X,X,X,X,X
JILTZOS,X,X,O,X,X,X,X,X,X,X
JILTOSZ,O,O,O,X,X,X,X,X,X,X
JILTOZS,O,X,O,X,X,X,X,X,X,X
JILSTZO,X,X,O,X,X,X,X,X,X,X
JILSTOZ,O,O,O,X,X,X,X,X,X,X
JILSZTO,O,O,O,X,X,X,X,X,X,X
JILSZOT,O,O,O,X,X,X,X,O,X,X
JILSOTZ,X,O,O,X,X,X,X,X,X,X
JILSOZT,X,O,O,X,X,X,O,X,O,X
JILZTSO,O,O,O,X,X,X,X,X,X,X
JILZTOS,O,O,O,X,X,X,X,X,X,X
JILZSTO,O,O,O,X,X,X,X,X,X,X
JILZSOT,O,O,O,X,X,X,X,O,X,X
JILZOTS,X,O,X,X,X,X,X,O,X,X
JILZOST,O,O,O,X,X,X,X,O,X,X
JILOTSZ,X,O,O,X,X,X,X,X,X,X
JILOTZS,X,X,O,X,X,X,X,X,X,X
JILOSTZ,X,O,O,X,X,X,X,X,X,X
JILOSZT,X,O,O,X,X,X,O,X,O,X
JILOZTS,X,X,X,X,X,X,X,X,O,X
JILOZST,X,O,O,X,X,X,O,X,O,X
JISTLZO,X,O,O,X,X,X,X,X,X,X
JISTLOZ,O,O,O,X,X,X,X,X,X,X
JISTZLO,X,X,O,X,X,X,X,X,X,X
JISTZOL,X,X,X,X,X,X,X,X,X,X
JISTOLZ,O,X,O,X,X,X,X,X,X,X
JISTOZL,O,X,X,X,X,X,O,X,X,X
JISLTZO,X,X,O,X,X,X,X,X,X,X
JISLTOZ,O,O,O,X,X,X,X,X,X,X
JISLZTO,O,O,O,X,X,X,X,X,X,X
JISLZOT,O,O,O,X,X,X,X,O,X,X
JISLOTZ,X,O,O,X,X,X,X,X,X,X
JISLOZT,X,O,O,X,X,X,O,X,O,X
JISZTLO,O,O,O,X,X,X,X,X,X,X
JISZTOL,O,O,X,X,X,X,X,X,X,X
JISZLTO,O,O,O,X,X,X,X,X,X,X
JISZLOT,O,O,O,X,X,X,X,O,X,X
JISZOTL,X,O,X,X,X,X,O,O,X,X
JISZOLT,O,O,X,X,X,X,O,O,X,X
JISOTLZ,X,X,O,X,X,X,X,X,X,X
JISOTZL,X,X,X,X,X,X,O,X,X,X
JISOLTZ,X,X,O,X,X,X,X,X,X,X
JISOLZT,X,X,O,X,X,X,O,X,O,X
JISOZTL,X,X,X,X,X,X,O,O,X,X
JISOZLT,X,X,X,X,X,X,O,O,X,X
JIZTLSO,O,O,O,X,X,X,X,X,X,X
JIZTLOS,O,O,O,X,X,X,X,X,X,X
JIZTSLO,O,O,O,X,X,X,X,X,X,X
JIZTSOL,O,O,X,X,X,X,X,X,X,X
JIZTOLS,O,O,X,X,X,X,X,X,X,X
JIZTOSL,O,O,X,X,X,X,X,X,X,X
JIZLTSO,O,O,O,X,X,X,X,X,X,X
JIZLTOS,O,O,O,X,X,X,X,X,X,X
JIZLSTO,O,O,O,X,X,X,X,X,X,X
JIZLSOT,O,O,O,X,X,X,X,O,X,X
JIZLOTS,X,O,X,X,X,X,X,O,X,X
JIZLOST,O,O,O,X,X,X,X,O,X,X
JIZSTLO,O,O,O,X,X,X,X,X,X,X
JIZSTOL,O,O,X,X,X,X,X,X,X,X
JIZSLTO,O,O,O,X,X,X,X,X,X,X
JIZSLOT,O,O,O,X,X,X,X,O,X,X
JIZSOTL,X,O,X,X,X,X,O,O,X,X
JIZSOLT,O,O,X,X,X,X,O,O,X,X
JIZOTLS,X,O,X,X,X,X,X,O,X,X
JIZOTSL,X,O,X,X,X,X,O,O,X,X
JIZOLTS,X,O,X,X,X,X,X,O,X,X
JIZOLST,O,O,X,X,X,X,O,O,X,X
JIZOSTL,X,O,X,X,X,X,O,O,X,X
JIZOSLT,O,O,X,X,X,X,O,O,X,X
JIOTLSZ,X,X,O,X,X,X,X,X,X,X
JIOTLZS,X,X,O,X,X,X,X,X,X,X
JIOTSLZ,X,X,O,X,X,X,X,X,X,X
JIOTSZL,X,X,X,X,X,X,O,X,X,X
JIOTZLS,X,X,X,X,X,X,X,X,X,X
JIOTZSL,X,X,X,X,X,X,O,X,X,X
JIOLTSZ,X,X,O,X,X,X,X,X,X,X
JIOLTZS,X,X,O,X,X,X,X,X,X,X
JIOLSTZ,X,X,O,X,X,X,X,X,X,X
JIOLSZT,X,X,O,X,X,X,O,X,O,X
JIOLZTS,X,X,X,X,X,X,X,X,O,X
JIOLZST,X,X,O,X,X,X,O,X,O,X
JIOSTLZ,X,X,O,X,X,X,X,X,X,X
JIOSTZL,X,X,X,X,X,X,O,X,X,X
JIOSLTZ,X,X,O,X,X,X,X,X,X,X
JIOSLZT,X,X,O,X,X,X,O,X,O,X
JIOSZTL,X,X,X,X,X,X,O,O,X,X
JIOSZLT,X,X,X,X,X,X,O,O,X,X
JIOZTLS,X,X,X,X,X,X,X,O,X,X
JIOZTSL,X,X,X,X,X,X,O,O,X,X
JIOZLTS,X,X,X,X,X,X,X,O,X,X
JIOZLST,X,X,X,X,X,X,O,O,X,X
JIOZSTL,X,X,X,X,X,X,O,O,X,X
JIOZSLT,X,X,X,X,X,X,O,O,X,X
JLTISZO,X,O,O,X,X,O,X,X,X,X
JLTISOZ,O,O,O,X,X,O,X,X,X,X
JLTIZSO,X,O,O,X,X,O,X,X,X,X
JLTIZOS,X,O,O,X,X,O,X,X,X,X
JLTIOSZ,O,O,O,X,X,O,X,X,X,X
JLTIOZS,O,O,O,X,X,O,X,X,X,X
JLTSIZO,X,O,O,X,X,O,X,X,X,X
JLTSIOZ,O,O,O,X,X,O,X,X,X,X
JLTSZIO,X,O,O,O,X,X,X,X,X,X
JLTSZOI,X,O,O,O,X,X,X,X,X,X
JLTSOIZ,O,O,O,X,X,X,X,X,X,X
JLTSOZI,O,O,O,O,X,X,X,X,O,X
JLTZISO,X,O,O,O,X,X,X,X,X,X
JLTZIOS,X,O,O,X,X,X,X,X,X,X
JLTZSIO,X,O,O,O,X,X,X,X,X,X
JLTZSOI,X,O,O,O,X,X,X,X,X,X
JLTZOIS,X,O,O,O,X,X,X,X,X,X
JLTZOSI,X,O,O,O,X,X,X,X,X,X
JLTOISZ,O,O,O,X,X,X,X,X,X,X
JLTOIZS,O,O,O,X,X,X,X,X,X,X
JLTOSIZ,O,O,O,X,X,X,X,X,X,X
JLTOSZI,O,O,O,O,X,X,X,X,O,X
JLTOZIS,O,O,O,O,X,X,X,X,O,X
JLTOZSI,O,O,O,O,X,X,X,X,O,X
JLITSZO,X,X,O,X,X,X,X,X,X,X
JLITSOZ,O,O,O,X,X,X,X,X,X,X
JLITZSO,X,X,O,X,X,X,X,X,X,X
JLITZOS,X,X,O,X,X,X,X,X,X,X
JLITOSZ,O,O,O,X,X,X,X,X,X,X
JLITOZS,O,X,O,X,X,X,X,X,X,X
JLISTZO,X,X,O,X,X,X,X,X,X,X
JLISTOZ,O,O,O,X,X,X,X,X,X,X
JLISZTO,O,O,O,X,X,X,X,X,X,X
JLISZOT,O,O,O,X,X,X,X,O,X,X
JLISOTZ,X,O,O,X,X,X,X,X,X,X
JLISOZT,X,O,O,X,X,X,O,X,O,X
JLIZTSO,O,O,O,X,X,X,X,X,X,X
JLIZTOS,O,O,O,X,X,X,X,X,X,X
JLIZSTO,O,O,O,X,X,X,X,X,X,X
JLIZSOT,O,O,O,X,X,X,X,O,X,X
JLIZOTS,X,O,X,X,X,X,X,O,X,X
JLIZOST,O,O,O,X,X,X,X,O,X,X
JLIOTSZ,X,O,O,X,X,X,X,X,X,X
JLIOTZS,X,X,O,X,X,X,X,X,X,X
JLIOSTZ,X,O,O,X,X,X,X,X,X,X
JLIOSZT,X,O,O,X,X,X,O,X,O,X
JLIOZTS,X,X,X,X,X,X,X,X,O,X
JLIOZST,X,O,O,X,X,X,O,X,O,X
JLSTIZO,X,O,O,X,X,O,X,X,X,X
JLSTIOZ,O,O,O,X,X,O,X,X,X,X
JLSTZIO,X,O,O,O,X,X,X,X,X,X
JLSTZOI,X,O,O,O,X,X,X,X,X,X
JLSTOIZ,O,O,O,X,X,X,X,X,X,X
JLSTOZI,O,O,O,O,X,X,X,X,O,X
JLSITZO,X,X,O,X,X,X,X,X,X,X
JLSITOZ,O,O,O,X,X,X,X,X,X,X
JLSIZTO,O,O,O,X,X,X,X,X,X,X
JLSIZOT,O,O,O,X,X,X,X,O,X,X
JLSIOTZ,X,O,O,X,X,X,X,X,X,X
JLSIOZT,X,O,O,X,X,X,O,X,O,X
JLSZTIO,O,O,O,X,X,X,X,X,X,X
JLSZTOI,O,O,O,X,X,X,X,X,X,O
JLSZITO,O,O,O,X,X,X,X,X,X,X
JLSZIOT,O,O,O,X,X,X,X,O,X,O
JLSZOTI,X,O,O,X,X,X,X,X,O,O
JLSZOIT,O,O,O,X,X,X,X,O,O,O
JLSOTIZ,X,O,O,X,X,X,X,X,X,X
JLSOTZI,X,O,O,O,X,X,X,X,O,X
JLSOITZ,X,O,O,X,X,X,X,X,X,X
JLSOIZT,X,O,O,X,X,X,O,X,O,X
JLSOZTI,X,O,O,X,X,X,X,X,O,X
JLSOZIT,X,O,O,X,X,X,X,X,O,X
JLZTISO,O,O,O,X,X,X,X,X,X,X
JLZTIOS,O,O,O,X,X,X,X,X,X,X
JLZTSIO,O,O,O,X,X,X,X,X,X,X
JLZTSOI,O,O,O,X,X,X,X,X,X,O
JLZTOIS,O,O,O,X,X,X,X,X,X,X
JLZTOSI,O,O,O,X,X,X,X,X,X,X
JLZITSO,O,O,O,X,X,X,X,X,X,X
JLZITOS,O,O,O,X,X,X,X,X,X,X
JLZISTO,O,O,O,X,X,X,X,X,X,X
JLZISOT,O,O,O,X,X,X,X,O,X,O
JLZIOTS,X,O,X,X,X,X,X,O,X,X
JLZIOST,O,O,O,X,X,X,X,O,X,X
JLZSTIO,O,O,O,X,X,X,X,X,X,X
JLZSTOI,O,O,O,X,X,X,X,X,X,O
JLZSITO,O,O,O,X,X,X,X,X,X,X
JLZSIOT,O,O,O,X,X,X,X,O,X,O
JLZSOTI,X,O,O,X,X,X,X,X,O,O
JLZSOIT,O,O,O,X,X,X,X,O,O,O
JLZOTIS,X,O,O,X,X,X,X,X,O,O
JLZOTSI,X,O,O,X,X,X,X,X,O,O
JLZOITS,X,O,X,X,X,X,X,O,O,O
JLZOIST,O,O,O,X,X,X,X,O,O,O
JLZOSTI,X,O,O,X,X,X,X,X,O,O
JLZOSIT,O,O,O,X,X,X,X,O,O,O
JLOTISZ,X,O,O,X,X,X,X,X,X,X
JLOTIZS,X,O,O,X,X,X,X,X,X,X
JLOTSIZ,X,O,O,X,X,X,X,X,X,X
JLOTSZI,X,O,O,O,X,X,X,X,O,X
JLOTZIS,X,O,O,O,X,X,X,X,O,X
JLOTZSI,X,O,O,O,X,X,X,X,O,X
JLOITSZ,X,O,O,X,X,X,X,X,X,X
JLOITZS,X,X,O,X,X,X,X,X,X,X
JLOISTZ,X,O,O,X,X,X,X,X,X,X
JLOISZT,X,O,O,X,X,X,O,X,O,X
JLOIZTS,X,X,X,X,X,X,X,X,O,X
JLOIZST,X,O,O,X,X,X,O,X,O,X
JLOSTIZ,X,O,O,X,X,X,X,X,X,X
JLOSTZI,X,O,O,O,X,X,X,X,O,X
JLOSITZ,X,O,O,X,X,X,X,X,X,X
JLOSIZT,X,O,O,X,X,X,O,X,O,X
JLOSZTI,X,O,O,X,X,X,X,X,O,X
JLOSZIT,X,O,O,X,X,X,X,X,O,X
JLOZTIS,X,O,O,X,X,X,X,X,O,X
JLOZTSI,X,O,O,X,X,X,X,X,O,X
JLOZITS,X,O,X,X,X,X,X,X,O,X
JLOZIST,X,O,O,X,X,X,X,X,O,X
JLOZSTI,X,O,O,X,X,X,X,X,O,X
JLOZSIT,X,O,O,X,X,X,X,X,O,X
JSTILZO,X,O,O,X,X,O,X,X,X,X
JSTILOZ,O,O,O,X,X,O,X,X,X,X
JSTIZLO,X,X,O,X,X,O,X,X,X,X
JSTIZOL,X,X,X,X,X,O,X,X,X,X
JSTIOLZ,O,X,O,X,X,O,X,X,X,X
JSTIOZL,O,X,X,X,X,O,O,X,X,X
JSTLIZO,X,O,O,X,X,O,X,X,X,X
JSTLIOZ,O,O,O,X,X,O,X,X,X,X
JSTLZIO,X,O,O,O,X,X,X,X,X,X
JSTLZOI,X,O,O,O,X,X,X,X,X,X
JSTLOIZ,O,O,O,X,X,X,X,X,X,X
JSTLOZI,O,O,O,O,X,X,X,X,O,X
JSTZILO,X,X,O,O,X,X,X,X,X,X
JSTZIOL,X,X,X,X,X,X,X,X,X,X
JSTZLIO,X,X,O,O,X,X,X,X,X,X
JSTZLOI,X,X,O,O,X,X,X,X,X,X
JSTZOIL,X,X,X,O,X,X,X,X,X,X
JSTZOLI,X,X,X,O,X,X,X,X,X,X
JSTOILZ,O,X,O,X,X,X,X,X,X,X
JSTOIZL,O,X,X,X,O,X,O,X,X,X
JSTOLIZ,O,X,O,X,X,X,X,X,X,X
JSTOLZI,O,X,O,O,O,X,X,X,O,X
JSTOZIL,O,X,X,O,O,X,X,X,X,X
JSTOZLI,O,X,X,O,O,X,X,X,X,X
JSITLZO,X,O,O,X,X,X,X,X,X,X
JSITLOZ,O,O,O,X,X,X,X,X,X,X
JSITZLO,X,X,O,X,X,X,X,X,X,X
JSITZOL,X,X,X,X,X,X,X,X,X,X
JSITOLZ,O,X,O,X,X,X,X,X,X,X
JSITOZL,O,X,X,X,X,X,O,X,X,X
JSILTZO,X,X,O,X,X,X,X,X,X,X
JSILTOZ,O,O,O,X,X,X,X,X,X,X
JSILZTO,O,O,O,X,X,X,X,X,X,X
JSILZOT,O,O,O,X,X,X,X,O,X,X
JSILOTZ,X,O,O,X,X,X,X,X,X,X
JSILOZT,X,O,O,X,X,X,O,X,O,X
JSIZTLO,O,O,O,X,X,X,X,X,X,X
JSIZTOL,O,O,X,X,X,X,X,X,X,X
JSIZLTO,O,O,O,X,X,X,X,X,X,X
JSIZLOT,O,O,O,X,X,X,X,O,X,X
JSIZOTL,X,O,X,X,X,X,O,O,X,X
JSIZOLT,O,O,X,X,X,X,O,O,X,X
JSIOTLZ,X,X,O,X,X,X,X,X,X,X
JSIOTZL,X,X,X,X,X,X,O,X,X,X
JSIOLTZ,X,X,O,X,X,X,X,X,X,X
JSIOLZT,X,X,O,X,X,X,O,X,O,X
JSIOZTL,X,X,X,X,X,X,O,O,X,X
JSIOZLT,X,X,X,X,X,X,O,O,X,X
JSLTIZO,X,O,O,X,X,O,X,X,X,X
JSLTIOZ,O,O,O,X,X,O,X,X,X,X
JSLTZIO,X,O,O,O,X,X,X,X,X,X
JSLTZOI,X,O,O,O,X,X,X,X,X,X
JSLTOIZ,O,O,O,X,X,X,X,X,X,X
JSLTOZI,O,O,O,O,X,X,X,X,O,X
JSLITZO,X,X,O,X,X,X,X,X,X,X
JSLITOZ,O,O,O,X,X,X,X,X,X,X
JSLIZTO,O,O,O,X,X,X,X,X,X,X
JSLIZOT,O,O,O,X,X,X,X,O,X,X
JSLIOTZ,X,O,O,X,X,X,X,X,X,X
JSLIOZT,X,O,O,X,X,X,O,X,O,X
JSLZTIO,O,O,O,X,X,X,X,X,X,X
JSLZTOI,O,O,O,X,X,X,X,X,X,O
JSLZITO,O,O,O,X,X,X,X,X,X,X
JSLZIOT,O,O,O,X,X,X,X,O,X,O
JSLZOTI,X,O,O,X,X,X,X,X,O,O
JSLZOIT,O,O,O,X,X,X,X,O,O,O
JSLOTIZ,X,O,O,X,X,X,X,X,X,X
JSLOTZI,X,O,O,O,X,X,X,X,O,X
JSLOITZ,X,O,O,X,X,X,X,X,X,X
JSLOIZT,X,O,O,X,X,X,O,X,O,X
JSLOZTI,X,O,O,X,X,X,X,X,O,X
JSLOZIT,X,O,O,X,X,X,X,X,O,X
JSZTILO,O,O,O,X,X,X,X,X,X,X
JSZTIOL,O,O,X,X,X,X,X,X,X,X
JSZTLIO,O,O,O,X,X,X,X,X,X,X
JSZTLOI,O,O,O,X,X,X,X,X,X,O
JSZTOIL,O,O,X,X,X,X,X,X,X,X
JSZTOLI,O,O,X,X,X,X,X,X,X,X
JSZITLO,O,O,O,X,X,X,X,X,X,X
JSZITOL,O,O,X,X,X,X,X,X,X,X
JSZILTO,O,O,O,X,X,X,X,X,X,X
JSZILOT,O,O,O,X,X,X,X,O,X,O
JSZIOTL,X,O,X,X,X,X,O,O,X,X
JSZIOLT,O,O,X,X,X,X,O,O,X,X
JSZLTIO,O,O,O,X,X,X,X,X,X,X
JSZLTOI,O,O,O,X,X,X,X,X,X,O
JSZLITO,O,O,O,X,X,X,X,X,X,X
JSZLIOT,O,O,O,X,X,X,X,O,X,O
JSZLOTI,X,O,O,X,X,X,X,X,O,O
JSZLOIT,O,O,O,X,X,X,X,O,O,O
JSZOTIL,X,O,X,X,X,X,X,X,X,X
JSZOTLI,X,O,X,X,X,X,X,X,X,O
JSZOITL,X,O,X,X,X,X,O,O,X,X
JSZOILT,O,O,X,X,X,X,O,O,X,O
JSZOLTI,X,O,X,X,X,X,X,X,O,O
JSZOLIT,O,O,X,X,X,X,X,O,O,O
JSOTILZ,X,X,O,X,X,X,X,X,X,X
JSOTIZL,X,X,X,X,O,X,O,X,X,X
JSOTLIZ,X,X,O,X,X,X,X,X,X,X
JSOTLZI,X,X,O,O,O,X,X,X,O,X
JSOTZIL,X,X,X,O,O,X,X,X,X,X
JSOTZLI,X,X,X,O,O,X,X,X,X,X
JSOITLZ,X,X,O,X,X,X,X,X,X,X
JSOITZL,X,X,X,X,O,X,O,X,X,X
JSOILTZ,X,X,O,X,X,X,X,X,X,X
JSOILZT,X,X,O,X,X,X,O,X,O,X
JSOIZTL,X,X,X,X,X,X,O,O,X,X
JSOIZLT,X,X,X,X,X,X,O,O,X,X
JSOLTIZ,X,X,O,X,X,X,X,X,X,X
JSOLTZI,X,X,O,O,O,X,X,X,O,X
JSOLITZ,X,X,O,X,X,X,X,X,X,X
JSOLIZT,X,X,O,X,X,X,O,X,O,X
JSOLZTI,X,X,O,X,X,X,X,X,O,X
JSOLZIT,X,X,O,X,X,X,X,X,O,X
JSOZTIL,X,X,X,X,O,X,X,X,X,X
JSOZTLI,X,X,X,X,O,X,X,X,X,O
JSOZITL,X,X,X,X,X,X,O,O,X,X
JSOZILT,X,X,X,X,X,X,O,O,X,O
JSOZLTI,X,X,X,X,X,X,X,X,O,O
JSOZLIT,X,X,X,X,X,X,X,O,O,O
JZTILSO,O,O,O,X,X,X,X,X,X,X
JZTILOS,O,O,O,X,X,X,X,X,X,X
JZTISLO,O,O,O,X,X,X,X,X,X,X
JZTISOL,O,O,X,X,X,X,X,X,X,X
JZTIOLS,O,O,X,X,X,X,X,X,X,X
JZTIOSL,O,O,X,X,X,X,X,X,X,X
JZTLISO,O,O,O,X,X,X,X,X,X,X
JZTLIOS,O,O,O,X,X,X,X,X,X,X
JZTLSIO,O,O,O,X,X,X,X,X,X,X
JZTLSOI,O,O,O,X,X,X,X,X,X,O
JZTLOIS,O,O,O,X,X,X,X,X,X,X
JZTLOSI,O,O,O,X,X,X,X,X,X,X
JZTSILO,O,O,O,X,X,X,X,X,X,X
JZTSIOL,O,O,X,X,X,X,X,X,X,X
JZTSLIO,O,O,O,X,X,X,X,X,X,X
JZTSLOI,O,O,O,X,X,X,X,X,X,O
JZTSOIL,O,O,X,X,X,X,X,X,X,X
JZTSOLI,O,O,X,X,X,X,X,X,X,X
JZTOILS,O,O,X,X,X,X,X,X,X,X
JZTOISL,O,O,X,X,X,X,X,X,X,X
JZTOLIS,O,O,X,X,X,X,X,X,X,X
JZTOLSI,O,O,X,X,X,X,X,X,X,X
JZTOSIL,O,O,X,X,X,X,X,X,X,X
JZTOSLI,O,O,X,X,X,X,X,X,X,X
JZITLSO,O,O,O,X,X,X,X,X,X,X
JZITLOS,O,O,O,X,X,X,X,X,X,X
JZITSLO,O,O,O,X,X,X,X,X,X,X
JZITSOL,O,O,X,X,X,X,X,X,X,X
JZITOLS,O,O,X,X,X,X,X,X,X,X
JZITOSL,O,O,X,X,X,X,X,X,X,X
JZILTSO,O,O,O,X,X,X,X,X,X,X
JZILTOS,O,O,O,X,X,X,X,X,X,X
JZILSTO,O,O,O,X,X,X,X,X,X,X
JZILSOT,O,O,O,X,X,X,X,O,X,O
JZILOTS,X,O,X,X,X,X,X,O,X,X
JZILOST,O,O,O,X,X,X,X,O,X,X
JZISTLO,O,O,O,X,X,X,X,X,X,X
JZISTOL,O,O,X,X,X,X,X,X,X,X
JZISLTO,O,O,O,X,X,X,X,X,X,X
JZISLOT,O,O,O,X,X,X,X,O,X,O
JZISOTL,X,O,X,X,X,X,O,O,X,X
JZISOLT,O,O,X,X,X,X,O,O,X,X
JZIOTLS,X,O,X,X,X,X,X,O,X,X
JZIOTSL,X,O,X,X,X,X,O,O,X,X
JZIOLTS,X,O,X,X,X,X,X,O,X,X
JZIOLST,O,O,X,X,X,X,O,O,X,X
JZIOSTL,X,O,X,X,X,X,O,O,X,X
JZIOSLT,O,O,X,X,X,X,O,O,X,X
JZLTISO,O,O,O,X,X,X,X,X,X,X
JZLTIOS,O,O,O,X,X,X,X,X,X,X
JZLTSIO,O,O,O,X,X,X,X,X,X,X
JZLTSOI,O,O,O,X,X,X,X,X,X,O
JZLTOIS,O,O,O,X,X,X,X,X,X,X
JZLTOSI,O,O,O,X,X,X,X,X,X,X
JZLITSO,O,O,O,X,X,X,X,X,X,X
JZLITOS,O,O,O,X,X,X,X,X,X,X
JZLISTO,O,O,O,X,X,X,X,X,X,X
JZLISOT,O,O,O,X,X,X,X,O,X,O
JZLIOTS,X,O,X,X,X,X,X,O,X,X
JZLIOST,O,O,O,X,X,X,X,O,X,X
JZLSTIO,O,O,O,X,X,X,X,X,X,X
JZLSTOI,O,O,O,X,X,X,X,X,X,O
JZLSITO,O,O,O,X,X,X,X,X,X,X
JZLSIOT,O,O,O,X,X,X,X,O,X,O
JZLSOTI,X,O,O,X,X,X,X,X,O,O
JZLSOIT,O,O,O,X,X,X,X,O,O,O
JZLOTIS,X,O,O,X,X,X,X,X,O,O
JZLOTSI,X,O,O,X,X,X,X,X,O,O
JZLOITS,X,O,X,X,X,X,X,O,O,O
JZLOIST,O,O,O,X,X,X,X,O,O,O
JZLOSTI,X,O,O,X,X,X,X,X,O,O
JZLOSIT,O,O,O,X,X,X,X,O,O,O
JZSTILO,O,O,O,X,X,X,X,X,X,X
JZSTIOL,O,O,X,X,X,X,X,X,X,X
JZSTLIO,O,O,O,X,X,X,X,X,X,X
JZSTLOI,O,O,O,X,X,X,X,X,X,O
JZSTOIL,O,O,X,X,X,X,X,X,X,X
JZSTOLI,O,O,X,X,X,X,X,X,X,X
JZSITLO,O,O,O,X,X,X,X,X,X,X
JZSITOL,O,O,X,X,X,X,X,X,X,X
JZSILTO,O,O,O,X,X,X,X,X,X,X
JZSILOT,O,O,O,X,X,X,X,O,X,O
JZSIOTL,X,O,X,X,X,X,O,O,X,X
JZSIOLT,O,O,X,X,X,X,O,O,X,X
JZSLTIO,O,O,O,X,X,X,X,X,X,X
JZSLTOI,O,O,O,X,X,X,X,X,X,O
JZSLITO,O,O,O,X,X,X,X,X,X,X
JZSLIOT,O,O,O,X,X,X,X,O,X,O
JZSLOTI,X,O,O,X,X,X,X,X,O,O
JZSLOIT,O,O,O,X,X,X,X,O,O,O
JZSOTIL,X,O,X,X,X,X,X,X,X,X
JZSOTLI,X,O,X,X,X,X,X,X,X,O
JZSOITL,X,O,X,X,X,X,O,O,X,X
JZSOILT,O,O,X,X,X,X,O,O,X,O
JZSOLTI,X,O,X,X,X,X,X,X,O,O
JZSOLIT,O,O,X,X,X,X,X,O,O,O
JZOTILS,X,O,X,X,X,X,X,X,X,X
JZOTISL,X,O,X,X,X,X,X,X,X,X
JZOTLIS,X,O,X,X,X,X,X,X,X,O
JZOTLSI,X,O,X,X,X,X,X,X,X,O
JZOTSIL,X,O,X,X,X,X,X,X,X,X
JZOTSLI,X,O,X,X,X,X,X,X,X,O
JZOITLS,X,O,X,X,X,X,X,O,X,X
JZOITSL,X,O,X,X,X,X,O,O,X,X
JZOILTS,X,O,X,X,X,X,X,O,X,O
JZOILST,O,O,X,X,X,X,O,O,X,O
JZOISTL,X,O,X,X,X,X,O,O,X,X
JZOISLT,O,O,X,X,X,X,O,O,X,O
JZOLTIS,X,O,X,X,X,X,X,X,O,O
JZOLTSI,X,O,X,X,X,X,X,X,O,O
JZOLITS,X,O,X,X,X,X,X,O,O,O
JZOLIST,O,O,X,X,X,X,X,O,O,O
JZOLSTI,X,O,X,X,X,X,X,X,O,O
JZOLSIT,O,O,X,X,X,X,X,O,O,O
JZOSTIL,X,O,X,X,X,X,X,X,X,X
JZOSTLI,X,O,X,X,X,X,X,X,X,O
JZOSITL,X,O,X,X,X,X,O,O,X,X
JZOSILT,O,O,X,X,X,X,O,O,X,O
JZOSLTI,X,O,X,X,X,X,X,X,O,O
JZOSLIT,O,O,X,X,X,X,X,O,O,O
JOTILSZ,X,X,O,X,X,X,X,X,X,X
JOTILZS,X,X,O,X,X,X,X,X,X,X
JOTISLZ,X,X,O,X,X,X,X,X,X,X
JOTISZL,X,X,X,X,O,X,O,X,X,X
JOTIZLS,X,X,X,X,O,X,X,X,X,X
JOTIZSL,X,X,X,X,O,X,O,X,X,X
JOTLISZ,X,X,O,X,X,X,X,X,X,X
JOTLIZS,X,X,O,X,X,X,X,X,X,X
JOTLSIZ,X,X,O,X,X,X,X,X,X,X
JOTLSZI,X,X,O,O,O,X,X,X,O,X
JOTLZIS,X,X,O,O,O,X,X,X,O,X
JOTLZSI,X,X,O,O,O,X,X,X,O,X
JOTSILZ,X,X,O,X,X,X,X,X,X,X
JOTSIZL,X,X,X,X,O,X,O,X,X,X
JOTSLIZ,X,X,O,X,X,X,X,X,X,X
JOTSLZI,X,X,O,O,O,X,X,X,O,X
JOTSZIL,X,X,X,O,O,X,X,X,X,X
JOTSZLI,X,X,X,O,O,X,X,X,X,X
JOTZILS,X,X,X,O,O,X,X,X,X,X
JOTZISL,X,X,X,O,O,X,X,X,X,X
JOTZLIS,X,X,X,O,O,X,X,X,X,X
