sequence,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8Je5/IvhFmbBCdB?XeBTgB0mBlqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8Jez6IvhFWhBxcB?XeBClB0mBlqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8Jeq/IvhFTbBxcB?XeBFmB0mBGqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeR7IvhFCdBXeB?8lBzkB1rBGqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeWAJvhFxcBXeB?zkBFmB0mB6qB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeC9IvhFXeBRlB?1rB8lBzkBGqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeU8IvhFXeBukB?5lBaqBTrBFsB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8Je5/IvhFCdBXeB?TlB0mBmlBlqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeR7IvhFXeBzfB?SmBUmBFnBGqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeR7IvhFXeBGgB?6mBzkB8qBFsB
ILJTOSZ,O,O,O,X,X,X,X,X,X,X
ILJTOZS,O,X,O,X,X,X,X,X,X,X
ILJSTZO,X,X,O,X,X,X,X,X,X,X
ILJSTOZ,O,O,O,X,X,X,X,X,X,X
ILJSZTO,O,O,O,X,X,X,X,X,X,X
ILJSZOT,O,O,O,X,X,X,X,O,X,X
ILJSOTZ,X,O,O,X,X,X,X,X,X,X
ILJSOZT,X,O,O,X,X,X,O,X,X,X
ILJZTSO,O,O,O,X,X,X,X,X,X,X
ILJZTOS,O,O,O,X,X,X,X,X,X,X
ILJZSTO,O,O,O,X,X,X,X,X,X,X
ILJZSOT,O,O,O,X,X,X,X,O,X,X
ILJZOTS,X,O,X,X,X,X,X,O,X,X
ILJZOST,O,O,O,X,X,X,X,O,X,X
ILJOTSZ,X,O,O,X,X,X,X,X,X,X
ILJOTZS,X,X,O,X,X,X,X,X,X,X
ILJOSTZ,X,O,O,X,X,X,X,X,X,X
ILJOSZT,X,O,O,X,X,X,O,X,X,X
ILJOZTS,X,X,X,X,X,X,X,X,X,X
ILJOZST,X,O,O,X,X,X,O,X,X,X
ILSTJZO,X,O,O,X,X,O,X,X,X,X
ILSTJOZ,O,O,O,X,X,O,X,X,X,X
ILSTZJO,O,O,X,O,X,O,X,X,X,X
ILSTZOJ,O,O,X,O,X,O,X,O,X,X
ILSTOJZ,O,O,X,X,X,O,X,X,X,X
ILSTOZJ,O,O,X,O,X,O,X,X,X,X
ILSJTZO,X,X,O,X,X,X,X,X,X,X
ILSJTOZ,O,O,O,X,X,X,X,X,X,X
ILSJZTO,O,O,O,X,X,X,X,X,X,X
ILSJZOT,O,O,O,X,X,X,X,O,X,X
ILSJOTZ,X,O,O,X,X,X,X,X,X,X
ILSJOZT,X,O,O,X,X,X,O,X,X,X
ILSZTJO,O,O,X,X,X,X,X,X,X,X
ILSZTOJ,O,O,X,X,X,X,X,O,X,X
ILSZJTO,O,O,X,X,X,X,X,X,X,X
ILSZJOT,O,O,X,X,X,X,X,O,X,O
ILSZOTJ,O,O,X,X,X,X,X,O,X,X
ILSZOJT,O,O,X,X,X,X,X,O,X,O
ILSOTJZ,O,O,X,X,X,X,X,X,X,X
ILSOTZJ,O,O,X,O,X,X,X,X,X,X
ILSOJTZ,X,O,X,X,X,X,X,X,X,X
ILSOJZT,X,O,X,X,X,X,O,X,X,X
ILSOZTJ,O,O,X,X,X,X,X,O,X,X
ILSOZJT,O,O,X,X,X,X,O,O,X,X
ILZTJSO,O,O,X,X,X,X,X,X,X,X
ILZTJOS,O,O,X,X,X,X,X,X,X,X
ILZTSJO,O,O,X,X,X,X,X,X,X,X
ILZTSOJ,O,O,X,X,X,X,X,O,X,X
ILZTOJS,O,O,X,X,X,X,X,O,X,X
ILZTOSJ,O,O,X,X,X,X,X,O,X,X
ILZJTSO,O,O,X,X,X,X,X,X,X,X
ILZJTOS,O,O,X,X,X,X,X,X,X,X
ILZJSTO,O,O,X,X,X,X,X,X,X,X
ILZJSOT,O,O,X,X,X,X,X,O,X,O
ILZJOTS,X,O,X,X,X,X,X,O,X,X
ILZJOST,O,O,X,X,X,X,X,O,X,X
ILZSTJO,O,O,X,X,X,X,X,X,X,X
ILZSTOJ,O,O,X,X,X,X,X,O,X,X
ILZSJTO,O,O,X,X,X,X,X,X,X,X
ILZSJOT,O,O,X,X,X,X,X,O,X,O
ILZSOTJ,O,O,X,X,X,X,X,O,X,X
ILZSOJT,O,O,X,X,X,X,X,O,X,O
ILZOTJS,O,O,X,X,X,X,X,O,X,X
ILZOTSJ,O,O,X,X,X,X,X,O,X,X
ILZOJTS,X,O,X,X,X,X,X,O,X,O
ILZOJST,O,O,X,X,X,X,X,O,X,O
ILZOSTJ,O,O,X,X,X,X,X,O,X,X
ILZOSJT,O,O,X,X,X,X,X,O,X,O
ILOTJSZ,O,O,X,X,X,X,X,X,X,X
ILOTJZS,O,O,X,X,X,X,X,X,X,X
ILOTSJZ,O,O,X,X,X,X,X,X,X,X
ILOTSZJ,O,O,X,O,X,X,X,X,X,X
ILOTZJS,O,O,X,O,X,X,X,X,X,X
ILOTZSJ,O,O,X,O,X,X,X,X,X,X
ILOJTSZ,X,O,X,X,X,X,X,X,X,X
ILOJTZS,X,X,X,X,X,X,X,X,X,X
ILOJSTZ,X,O,X,X,X,X,X,X,X,X
ILOJSZT,X,O,X,X,X,X,O,X,X,X
ILOJZTS,X,X,X,X,X,X,X,X,X,X
ILOJZST,X,O,X,X,X,X,O,X,X,X
ILOSTJZ,O,O,X,X,X,X,X,X,X,X
ILOSTZJ,O,O,X,O,X,X,X,X,X,X
ILOSJTZ,X,O,X,X,X,X,X,X,X,X
ILOSJZT,X,O,X,X,X,X,O,X,X,X
ILOSZTJ,O,O,X,X,X,X,X,O,X,X
ILOSZJT,O,O,X,X,X,X,O,O,X,X
ILOZTJS,O,O,X,X,X,X,X,O,X,X
ILOZTSJ,O,O,X,X,X,X,X,O,X,X
ILOZJTS,X,O,X,X,X,X,X,O,X,X
ILOZJST,O,O,X,X,X,X,O,O,X,X
ILOZSTJ,O,O,X,X,X,X,X,O,X,X
ILOZSJT,O,O,X,X,X,X,O,O,X,X
IJTLSZO,X,O,O,X,X,X,X,X,X,X
IJTLSOZ,O,O,O,X,X,X,X,X,X,X
IJTLZSO,X,O,O,X,X,X,X,X,X,X
IJTLZOS,X,O,O,X,X,X,X,X,X,X
IJTLOSZ,O,O,O,X,X,X,X,X,X,X
IJTLOZS,O,O,O,X,X,X,X,X,X,X
IJTSLZO,X,O,O,X,X,X,X,X,X,X
IJTSLOZ,O,O,O,X,X,X,X,X,X,X
IJTSZLO,X,X,O,X,X,X,X,X,X,X
IJTSZOL,X,X,X,X,X,X,X,X,X,X
IJTSOLZ,O,X,O,X,X,X,X,X,X,X
IJTSOZL,O,X,X,X,X,X,O,X,X,X
IJTZLSO,X,X,O,X,X,X,X,X,X,X
IJTZLOS,X,X,O,X,X,X,X,X,X,X
IJTZSLO,X,X,O,X,X,X,X,X,X,X
IJTZSOL,X,X,X,X,X,X,X,X,X,X
IJTZOLS,X,X,X,X,X,X,X,X,X,X
IJTZOSL,X,X,X,X,X,X,X,X,X,X
IJTOLSZ,O,X,O,X,X,X,X,X,X,X
IJTOLZS,O,X,O,X,X,X,X,X,X,X
IJTOSLZ,O,X,O,X,X,X,X,X,X,X
IJTOSZL,O,X,X,X,X,X,O,X,X,X
IJTOZLS,O,X,X,X,X,X,X,X,X,X
IJTOZSL,O,X,X,X,X,X,O,X,X,X
IJLTSZO,X,X,O,X,X,X,X,X,X,X
IJLTSOZ,O,O,O,X,X,X,X,X,X,X
IJLTZSO,X,X,O,X,X,X,X,X,X,X
IJLTZOS,X,X,O,X,X,X,X,X,X,X
IJLTOSZ,O,O,O,X,X,X,X,X,X,X
IJLTOZS,O,X,O,X,X,X,X,X,X,X
IJLSTZO,X,X,O,X,X,X,X,X,X,X
IJLSTOZ,O,O,O,X,X,X,X,X,X,X
IJLSZTO,O,O,O,X,X,X,X,X,X,X
IJLSZOT,O,O,O,X,X,X,X,O,X,X
IJLSOTZ,X,O,O,X,X,X,X,X,X,X
IJLSOZT,X,O,O,X,X,X,O,X,O,X
IJLZTSO,O,O,O,X,X,X,X,X,X,X
IJLZTOS,O,O,O,X,X,X,X,X,X,X
IJLZSTO,O,O,O,X,X,X,X,X,X,X
IJLZSOT,O,O,O,X,X,X,X,O,X,X
IJLZOTS,X,O,X,X,X,X,X,O,X,X
IJLZOST,O,O,O,X,X,X,X,O,X,X
IJLOTSZ,X,O,O,X,X,X,X,X,X,X
IJLOTZS,X,X,O,X,X,X,X,X,X,X
IJLOSTZ,X,O,O,X,X,X,X,X,X,X
IJLOSZT,X,O,O,X,X,X,O,X,O,X
IJLOZTS,X,X,X,X,X,X,X,X,O,X
IJLOZST,X,O,O,X,X,X,O,X,O,X
IJSTLZO,X,O,O,X,X,X,X,X,X,X
IJSTLOZ,O,O,O,X,X,X,X,X,X,X
IJSTZLO,X,X,O,X,X,X,X,X,X,X
IJSTZOL,X,X,X,X,X,X,X,X,X,X
IJSTOLZ,O,X,O,X,X,X,X,X,X,X
IJSTOZL,O,X,X,X,X,X,O,X,X,X
IJSLTZO,X,X,O,X,X,X,X,X,X,X
IJSLTOZ,O,O,O,X,X,X,X,X,X,X
IJSLZTO,O,O,O,X,X,X,X,X,X,X
IJSLZOT,O,O,O,X,X,X,X,O,X,X
IJSLOTZ,X,O,O,X,X,X,X,X,X,X
IJSLOZT,X,O,O,X,X,X,O,X,O,X
IJSZTLO,O,O,O,X,X,X,X,X,X,X
IJSZTOL,O,O,X,X,X,X,X,X,X,X
IJSZLTO,O,O,O,X,X,X,X,X,X,X
IJSZLOT,O,O,O,X,X,X,X,O,X,X
IJSZOTL,X,O,X,X,X,X,O,O,X,X
IJSZOLT,O,O,X,X,X,X,O,O,X,X
IJSOTLZ,X,X,O,X,X,X,X,X,X,X
IJSOTZL,X,X,X,X,X,X,O,X,X,X
IJSOLTZ,X,X,O,X,X,X,X,X,X,X
IJSOLZT,X,X,O,X,X,X,O,X,O,X
IJSOZTL,X,X,X,X,X,X,O,O,X,X
IJSOZLT,X,X,X,X,X,X,O,O,X,X
IJZTLSO,O,O,O,X,X,X,X,X,X,X
IJZTLOS,O,O,O,X,X,X,X,X,X,X
IJZTSLO,O,O,O,X,X,X,X,X,X,X
IJZTSOL,O,O,X,X,X,X,X,X,X,X
IJZTOLS,O,O,X,X,X,X,X,X,X,X
IJZTOSL,O,O,X,X,X,X,X,X,X,X
IJZLTSO,O,O,O,X,X,X,X,X,X,X
IJZLTOS,O,O,O,X,X,X,X,X,X,X
IJZLSTO,O,O,O,X,X,X,X,X,X,X
IJZLSOT,O,O,O,X,X,X,X,O,X,X
IJZLOTS,X,O,X,X,X,X,X,O,X,X
IJZLOST,O,O,O,X,X,X,X,O,X,X
IJZSTLO,O,O,O,X,X,X,X,X,X,X
IJZSTOL,O,O,X,X,X,X,X,X,X,X
IJZSLTO,O,O,O,X,X,X,X,X,X,X
IJZSLOT,O,O,O,X,X,X,X,O,X,X
IJZSOTL,X,O,X,X,X,X,O,O,X,X
IJZSOLT,O,O,X,X,X,X,O,O,X,X
IJZOTLS,X,O,X,X,X,X,X,O,X,X
IJZOTSL,X,O,X,X,X,X,O,O,X,X
IJZOLTS,X,O,X,X,X,X,X,O,X,X
IJZOLST,O,O,X,X,X,X,O,O,X,X
IJZOSTL,X,O,X,X,X,X,O,O,X,X
IJZOSLT,O,O,X,X,X,X,O,O,X,X
IJOTLSZ,X,X,O,X,X,X,X,X,X,X
IJOTLZS,X,X,O,X,X,X,X,X,X,X
IJOTSLZ,X,X,O,X,X,X,X,X,X,X
IJOTSZL,X,X,X,X,X,X,O,X,X,X
IJOTZLS,X,X,X,X,X,X,X,X,X,X
IJOTZSL,X,X,X,X,X,X,O,X,X,X
IJOLTSZ,X,X,O,X,X,X,X,X,X,X
IJOLTZS,X,X,O,X,X,X,X,X,X,X
IJOLSTZ,X,X,O,X,X,X,X,X,X,X
IJOLSZT,X,X,O,X,X,X,O,X,O,X
IJOLZTS,X,X,X,X,X,X,X,X,O,X
IJOLZST,X,X,O,X,X,X,O,X,O,X
IJOSTLZ,X,X,O,X,X,X,X,X,X,X
IJOSTZL,X,X,X,X,X,X,O,X,X,X
IJOSLTZ,X,X,O,X,X,X,X,X,X,X
IJOSLZT,X,X,O,X,X,X,O,X,O,X
IJOSZTL,X,X,X,X,X,X,O,O,X,X
IJOSZLT,X,X,X,X,X,X,O,O,X,X
IJOZTLS,X,X,X,X,X,X,X,O,X,X
IJOZTSL,X,X,X,X,X,X,O,O,X,X
IJOZLTS,X,X,X,X,X,X,X,O,X,X
IJOZLST,X,X,X,X,X,X,O,O,X,X
IJOZSTL,X,X,X,X,X,X,O,O,X,X
IJOZSLT,X,X,X,X,X,X,O,O,X,X
ISTLJZO,X,O,O,X,X,O,X,X,X,X
ISTLJOZ,O,O,O,X,X,O,X,X,X,X
ISTLZJO,O,O,X,O,X,O,X,X,X,X
ISTLZOJ,O,O,X,O,X,O,X,O,X,X
ISTLOJZ,O,O,X,X,X,O,X,X,X,X
ISTLOZJ,O,O,X,O,X,O,X,X,X,X
ISTJLZO,X,O,O,X,X,O,X,X,X,X
ISTJLOZ,O,O,O,X,X,O,X,X,X,X
ISTJZLO,X,X,O,X,X,O,X,X,X,X
ISTJZOL,X,X,X,X,X,O,X,X,X,X
ISTJOLZ,O,X,O,X,X,O,X,X,X,X
ISTJOZL,O,X,X,X,X,O,O,X,X,X
ISTZLJO,O,O,X,O,X,O,X,X,X,X
ISTZLOJ,O,O,X,O,X,O,X,O,X,X
ISTZJLO,O,O,O,O,X,O,X,X,X,X
ISTZJOL,O,O,X,X,X,O,X,X,X,X
ISTZOLJ,O,O,X,O,X,O,X,O,X,X
ISTZOJL,O,O,X,O,X,O,X,O,X,X
ISTOLJZ,O,O,X,X,X,O,X,X,X,X
ISTOLZJ,O,O,X,O,X,O,X,X,X,X
ISTOJLZ,O,X,O,X,X,O,X,X,X,X
ISTOJZL,O,X,X,X,O,O,O,X,X,X
ISTOZLJ,O,X,X,O,O,O,X,O,X,X
ISTOZJL,O,X,X,O,O,O,O,O,X,X
ISLTJZO,X,O,O,X,X,O,X,X,X,X
ISLTJOZ,O,O,O,X,X,O,X,X,X,X
ISLTZJO,O,O,X,O,X,O,X,X,X,X
ISLTZOJ,O,O,X,O,X,O,X,O,X,X
ISLTOJZ,O,O,X,X,X,O,X,X,X,X
ISLTOZJ,O,O,X,O,X,O,X,X,X,X
ISLJTZO,X,X,O,X,X,X,X,X,X,X
ISLJTOZ,O,O,O,X,X,X,X,X,X,X
ISLJZTO,O,O,O,X,X,X,X,X,X,X
ISLJZOT,O,O,O,X,X,X,X,O,X,X
ISLJOTZ,X,O,O,X,X,X,X,X,X,X
ISLJOZT,X,O,O,X,X,X,O,X,X,X
ISLZTJO,O,O,X,X,X,X,X,X,X,X
ISLZTOJ,O,O,X,X,X,X,X,O,X,X
ISLZJTO,O,O,X,X,X,X,X,X,X,X
ISLZJOT,O,O,X,X,X,X,X,O,X,O
ISLZOTJ,O,O,X,X,X,X,X,O,X,X
ISLZOJT,O,O,X,X,X,X,X,O,X,O
ISLOTJZ,O,O,X,X,X,X,X,X,X,X
ISLOTZJ,O,O,X,O,X,X,X,X,X,X
ISLOJTZ,X,O,X,X,X,X,X,X,X,X
ISLOJZT,X,O,X,X,X,X,O,X,X,X
ISLOZTJ,O,O,X,X,X,X,X,O,X,X
ISLOZJT,O,O,X,X,X,X,O,O,X,X
ISJTLZO,X,O,O,X,X,X,X,X,X,X
ISJTLOZ,O,O,O,X,X,X,X,X,X,X
ISJTZLO,X,X,O,X,X,X,X,X,X,X
ISJTZOL,X,X,X,X,X,X,X,X,X,X
ISJTOLZ,O,X,O,X,X,X,X,X,X,X
ISJTOZL,O,X,X,X,X,X,O,X,X,X
ISJLTZO,X,X,O,X,X,X,X,X,X,X
ISJLTOZ,O,O,O,X,X,X,X,X,X,X
ISJLZTO,O,O,O,X,X,X,X,X,X,X
ISJLZOT,O,O,O,X,X,X,X,O,X,X
ISJLOTZ,X,O,O,X,X,X,X,X,X,X
ISJLOZT,X,O,O,X,X,X,O,X,O,X
ISJZTLO,O,O,O,X,X,X,X,X,X,X
ISJZTOL,O,O,X,X,X,X,X,X,X,X
ISJZLTO,O,O,O,X,X,X,X,X,X,X
ISJZLOT,O,O,O,X,X,X,X,O,X,X
ISJZOTL,X,O,X,X,X,X,O,O,X,X
ISJZOLT,O,O,X,X,X,X,O,O,X,X
ISJOTLZ,X,X,O,X,X,X,X,X,X,X
ISJOTZL,X,X,X,X,X,X,O,X,X,X
ISJOLTZ,X,X,O,X,X,X,X,X,X,X
ISJOLZT,X,X,O,X,X,X,O,X,O,X
ISJOZTL,X,X,X,X,X,X,O,O,X,X
ISJOZLT,X,X,X,X,X,X,O,O,X,X
ISZTLJO,O,O,X,X,X,X,X,X,X,X
ISZTLOJ,O,O,X,X,X,X,X,O,X,X
ISZTJLO,O,O,O,X,X,X,X,X,X,X
ISZTJOL,O,O,X,X,X,X,X,X,X,X
ISZTOLJ,O,O,X,X,X,X,X,O,X,X
ISZTOJL,O,O,X,X,X,X,X,O,X,X
ISZLTJO,O,O,X,X,X,X,X,X,X,X
ISZLTOJ,O,O,X,X,X,X,X,O,X,X
ISZLJTO,O,O,X,X,X,X,X,X,X,X
ISZLJOT,O,O,X,X,X,X,X,O,X,O
ISZLOTJ,O,O,X,X,X,X,X,O,X,X
ISZLOJT,O,O,X,X,X,X,X,O,X,O
ISZJTLO,O,O,O,X,X,X,X,X,X,X
ISZJTOL,O,O,X,X,X,X,X,X,X,X
ISZJLTO,O,O,O,X,X,X,X,X,X,X
ISZJLOT,O,O,O,X,X,X,X,O,X,O
ISZJOTL,X,O,X,X,X,X,O,O,X,X
ISZJOLT,O,O,X,X,X,X,O,O,X,X
ISZOTLJ,O,O,X,X,X,X,X,O,X,X
ISZOTJL,O,O,X,X,X,X,O,O,X,X
ISZOLTJ,O,O,X,X,X,X,X,O,X,X
ISZOLJT,O,O,X,X,X,X,O,O,X,O
ISZOJTL,X,O,X,X,X,X,O,O,X,X
ISZOJLT,O,O,X,X,X,X,O,O,X,O
ISOTLJZ,O,O,X,X,X,X,X,X,X,X
ISOTLZJ,O,O,X,O,X,X,X,X,X,X
ISOTJLZ,O,X,O,X,X,X,X,X,X,X
ISOTJZL,O,X,X,X,O,X,O,X,X,X
ISOTZLJ,O,X,X,O,O,X,X,O,X,X
ISOTZJL,O,X,X,O,O,X,O,O,X,X
ISOLTJZ,O,O,X,X,X,X,X,X,X,X
ISOLTZJ,O,X,X,O,X,X,X,X,X,X
ISOLJTZ,X,O,X,X,X,X,X,X,X,X
ISOLJZT,X,O,X,X,X,X,O,X,X,X
ISOLZTJ,O,O,X,X,X,X,X,O,X,X
ISOLZJT,O,O,X,X,X,X,O,O,X,X
ISOJTLZ,X,X,O,X,X,X,X,X,X,X
ISOJTZL,X,X,X,X,O,X,O,X,X,X
ISOJLTZ,X,X,O,X,X,X,X,X,X,X
ISOJLZT,X,X,O,X,X,X,O,X,X,X
ISOJZTL,X,X,X,X,X,X,O,O,X,X
ISOJZLT,X,X,X,X,X,X,O,O,X,X
ISOZTLJ,O,O,X,X,X,X,X,O,X,X
ISOZTJL,O,O,X,X,X,X,O,O,X,X
ISOZLTJ,O,O,X,X,X,X,X,O,X,X
ISOZLJT,O,O,X,X,X,X,O,O,X,O
ISOZJTL,X,O,X,X,X,X,O,O,X,X
ISOZJLT,O,O,X,X,X,X,O,O,X,O
IZTLJSO,O,O,X,X,X,X,X,X,X,X
IZTLJOS,O,O,X,X,X,X,X,X,X,X
IZTLSJO,O,O,X,X,X,X,X,X,X,X
IZTLSOJ,O,O,X,X,X,X,X,O,X,X
IZTLOJS,O,O,X,X,X,X,X,O,X,X
IZTLOSJ,O,O,X,X,X,X,X,O,X,X
IZTJLSO,O,O,O,X,X,X,X,X,X,X
IZTJLOS,O,O,O,X,X,X,X,X,X,X
IZTJSLO,O,O,O,X,X,X,X,X,X,X
IZTJSOL,O,O,X,X,X,X,X,X,X,X
IZTJOLS,O,O,X,X,X,X,X,X,X,X
IZTJOSL,O,O,X,X,X,X,X,X,X,X
IZTSLJO,O,O,X,X,X,X,X,X,X,X
IZTSLOJ,O,O,X,X,X,X,X,O,X,X
IZTSJLO,O,O,O,X,X,X,X,X,X,X
IZTSJOL,O,O,X,X,X,X,X,X,X,X
IZTSOLJ,O,O,X,X,X,X,X,O,X,X
IZTSOJL,O,O,X,X,X,X,X,O,X,X
IZTOLJS,O,O,X,X,X,X,X,O,X,X
IZTOLSJ,O,O,X,X,X,X,X,O,X,X
IZTOJLS,O,O,X,X,X,X,X,O,X,X
IZTOJSL,O,O,X,X,X,X,X,O,X,X
IZTOSLJ,O,O,X,X,X,X,X,O,X,X
IZTOSJL,O,O,X,X,X,X,X,O,X,X
IZLTJSO,O,O,X,X,X,X,X,X,X,X
IZLTJOS,O,O,X,X,X,X,X,X,X,X
IZLTSJO,O,O,X,X,X,X,X,X,X,X
IZLTSOJ,O,O,X,X,X,X,X,O,X,X
IZLTOJS,O,O,X,X,X,X,X,O,X,X
IZLTOSJ,O,O,X,X,X,X,X,O,X,X
IZLJTSO,O,O,X,X,X,X,X,X,X,X
IZLJTOS,O,O,X,X,X,X,X,X,X,X
IZLJSTO,O,O,X,X,X,X,X,X,X,X
IZLJSOT,O,O,X,X,X,X,X,O,X,O
IZLJOTS,X,O,X,X,X,X,X,O,X,X
IZLJOST,O,O,X,X,X,X,X,O,X,X
IZLSTJO,O,O,X,X,X,X,X,X,X,X
IZLSTOJ,O,O,X,X,X,X,X,O,X,X
IZLSJTO,O,O,X,X,X,X,X,X,X,X
IZLSJOT,O,O,X,X,X,X,X,O,X,O
IZLSOTJ,O,O,X,X,X,X,X,O,X,X
IZLSOJT,O,O,X,X,X,X,X,O,X,O
IZLOTJS,O,O,X,X,X,X,X,O,X,X
IZLOTSJ,O,O,X,X,X,X,X,O,X,X
IZLOJTS,X,O,X,X,X,X,X,O,X,O
IZLOJST,O,O,X,X,X,X,X,O,X,O
IZLOSTJ,O,O,X,X,X,X,X,O,X,X
IZLOSJT,O,O,X,X,X,X,X,O,X,O
IZJTLSO,O,O,O,X,X,X,X,X,X,X
IZJTLOS,O,O,O,X,X,X,X,X,X,X
IZJTSLO,O,O,O,X,X,X,X,X,X,X
IZJTSOL,O,O,X,X,X,X,X,X,X,X
IZJTOLS,O,O,X,X,X,X,X,X,X,X
IZJTOSL,O,O,X,X,X,X,X,X,X,X
IZJLTSO,O,O,O,X,X,X,X,X,X,X
IZJLTOS,O,O,O,X,X,X,X,X,X,X
IZJLSTO,O,O,O,X,X,X,X,X,X,X
IZJLSOT,O,O,O,X,X,X,X,O,X,O
IZJLOTS,X,O,X,X,X,X,X,O,X,X
IZJLOST,O,O,O,X,X,X,X,O,X,X
IZJSTLO,O,O,O,X,X,X,X,X,X,X
IZJSTOL,O,O,X,X,X,X,X,X,X,X
IZJSLTO,O,O,O,X,X,X,X,X,X,X
IZJSLOT,O,O,O,X,X,X,X,O,X,O
IZJSOTL,X,O,X,X,X,X,O,O,X,X
IZJSOLT,O,O,X,X,X,X,O,O,X,X
IZJOTLS,X,O,X,X,X,X,X,O,X,X
IZJOTSL,X,O,X,X,X,X,O,O,X,X
IZJOLTS,X,O,X,X,X,X,X,O,X,X
IZJOLST,O,O,X,X,X,X,O,O,X,X
IZJOSTL,X,O,X,X,X,X,O,O,X,X
IZJOSLT,O,O,X,X,X,X,O,O,X,X
IZSTLJO,O,O,X,X,X,X,X,X,X,X
IZSTLOJ,O,O,X,X,X,X,X,O,X,X
IZSTJLO,O,O,O,X,X,X,X,X,X,X
IZSTJOL,O,O,X,X,X,X,X,X,X,X
IZSTOLJ,O,O,X,X,X,X,X,O,X,X
IZSTOJL,O,O,X,X,X,X,X,O,X,X
IZSLTJO,O,O,X,X,X,X,X,X,X,X
IZSLTOJ,O,O,X,X,X,X,X,O,X,X
IZSLJTO,O,O,X,X,X,X,X,X,X,X
IZSLJOT,O,O,X,X,X,X,X,O,X,O
IZSLOTJ,O,O,X,X,X,X,X,O,X,X
IZSLOJT,O,O,X,X,X,X,X,O,X,O
IZSJTLO,O,O,O,X,X,X,X,X,X,X
IZSJTOL,O,O,X,X,X,X,X,X,X,X
IZSJLTO,O,O,O,X,X,X,X,X,X,X
IZSJLOT,O,O,O,X,X,X,X,O,X,O
IZSJOTL,X,O,X,X,X,X,O,O,X,X
IZSJOLT,O,O,X,X,X,X,O,O,X,X
IZSOTLJ,O,O,X,X,X,X,X,O,X,X
IZSOTJL,O,O,X,X,X,X,O,O,X,X
IZSOLTJ,O,O,X,X,X,X,X,O,X,X
IZSOLJT,O,O,X,X,X,X,O,O,X,O
IZSOJTL,X,O,X,X,X,X,O,O,X,X
IZSOJLT,O,O,X,X,X,X,O,O,X,O
IZOTLJS,O,O,X,X,X,X,X,O,X,X
IZOTLSJ,O,O,X,X,X,X,X,O,X,X
IZOTJLS,O,O,X,X,X,X,X,O,X,X
IZOTJSL,O,O,X,X,X,X,O,O,X,X
IZOTSLJ,O,O,X,X,X,X,X,O,X,X
IZOTSJL,O,O,X,X,X,X,O,O,X,X
IZOLTJS,O,O,X,X,X,X,X,O,X,X
IZOLTSJ,O,O,X,X,X,X,X,O,X,X
IZOLJTS,X,O,X,X,X,X,X,O,X,O
IZOLJST,O,O,X,X,X,X,O,O,X,O
IZOLSTJ,O,O,X,X,X,X,X,O,X,X
IZOLSJT,O,O,X,X,X,X,O,O,X,O
IZOJTLS,X,O,X,X,X,X,X,O,X,X
IZOJTSL,X,O,X,X,X,X,O,O,X,X
IZOJLTS,X,O,X,X,X,X,X,O,X,O
IZOJLST,O,O,X,X,X,X,O,O,X,O
IZOJSTL,X,O,X,X,X,X,O,O,X,X
IZOJSLT,O,O,X,X,X,X,O,O,X,O
IZOSTLJ,O,O,X,X,X,X,X,O,X,X
IZOSTJL,O,O,X,X,X,X,O,O,X,X
IZOSLTJ,O,O,X,X,X,X,X,O,X,X
IZOSLJT,O,O,X,X,X,X,O,O,X,O
IZOSJTL,X,O,X,X,X,X,O,O,X,X
IZOSJLT,O,O,X,X,X,X,O,O,X,O
IOTLJSZ,O,O,X,X,X,X,X,X,X,X
IOTLJZS,O,O,X,X,X,X,X,X,X,X
IOTLSJZ,O,O,X,X,X,X,X,X,X,X
IOTLSZJ,O,O,X,O,X,X,X,X,X,X
IOTLZJS,O,O,X,O,X,X,X,X,X,X
IOTLZSJ,O,O,X,O,X,X,X,X,X,X
IOTJLSZ,O,X,O,X,X,X,X,X,X,X
IOTJLZS,O,X,O,X,X,X,X,X,X,X
IOTJSLZ,O,X,O,X,X,X,X,X,X,X
IOTJSZL,O,X,X,X,O,X,O,X,X,X
IOTJZLS,O,X,X,X,O,X,X,X,X,X
IOTJZSL,O,X,X,X,O,X,O,X,X,X
IOTSLJZ,O,O,X,X,X,X,X,X,X,X
IOTSLZJ,O,O,X,O,X,X,X,X,X,X
IOTSJLZ,O,X,O,X,X,X,X,X,X,X
IOTSJZL,O,X,X,X,O,X,O,X,X,X
IOTSZLJ,O,X,X,O,O,X,X,O,X,X
IOTSZJL,O,X,X,O,O,X,O,O,X,X
IOTZLJS,O,X,X,O,O,X,X,O,X,X
IOTZLSJ,O,X,X,O,O,X,X,O,X,X
IOTZJLS,O,X,X,O,O,X,X,O,X,X
IOTZJSL,O,X,X,O,O,X,O,O,X,X
