sequence,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je07IvhFxcBTeBXiBl?lBmrBSwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je07IvhFxcBTeBCiBl?lBesBXrB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Jel7IvhFGdBTeB/mBa?nB0lBRwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Jex7IvhFTeBUhBFiB6?qBXnB2wB,v115@zgB8HeC8GeB8EeF8DeF8DeC8JeX8IvhFTeBFiBxlB0?lBOsBSwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8JeG9IvhFTeBZnBllBc?rB6qB/rB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Jex7IvhFTeBFhBXiB0?lBOsBSwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je07IvhFSiBTeBllB3?mBmmBRwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Jex7IvhFTeBOnBllBc?rBCrBXsB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je/BJvhFGeB1lBiiB0?lBzmBRwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je07IvhFxcBTeBOnBl?lBXrBqrB
JZTLOIS,O,O,O,O,X,X,X,O,O,X,X
JZTLOSI,O,O,O,O,X,X,X,X,O,X,X
JZTSILO,O,O,O,X,X,X,X,X,X,O,X
JZTSIOL,O,O,O,X,X,X,O,X,X,X,X
JZTSLIO,O,O,O,X,X,X,X,X,O,O,X
JZTSLOI,O,O,O,X,X,X,X,X,O,O,X
JZTSOIL,O,O,O,X,X,X,O,X,X,X,X
JZTSOLI,O,O,O,O,X,X,O,X,O,X,X
JZTOILS,O,O,O,O,X,O,X,O,O,X,X
JZTOISL,O,O,O,X,X,O,O,O,X,X,X
JZTOLIS,O,O,O,O,X,X,X,O,O,X,X
JZTOLSI,O,O,O,O,X,X,X,X,O,X,X
JZTOSIL,O,O,O,X,X,X,O,X,X,X,X
JZTOSLI,O,O,O,O,X,X,O,X,O,X,X
JZITLSO,X,X,X,X,X,O,X,X,O,O,X
JZITLOS,X,O,O,X,X,O,X,O,O,X,X
JZITSLO,X,X,O,X,X,O,X,O,X,O,X
JZITSOL,X,X,O,X,X,O,X,O,X,X,X
JZITOLS,X,O,O,O,X,O,X,O,O,X,X
JZITOSL,X,X,O,X,X,O,O,O,X,X,X
JZILTSO,X,X,X,X,X,X,X,X,X,O,X
JZILTOS,X,O,O,X,X,X,O,X,X,X,X
JZILSTO,X,X,O,X,X,X,X,X,X,X,X
JZILSOT,X,O,O,X,X,X,X,X,X,X,X
JZILOTS,X,O,O,X,X,X,O,O,X,X,X
JZILOST,X,O,O,X,X,X,X,X,X,X,X
JZISTLO,X,X,O,X,X,X,X,X,X,X,X
JZISTOL,X,X,O,X,X,X,X,X,X,X,X
JZISLTO,X,X,O,X,X,X,X,X,X,X,X
JZISLOT,X,O,O,X,X,X,X,X,X,X,X
JZISOTL,X,X,O,X,X,X,X,X,X,X,X
JZISOLT,X,O,O,X,X,X,X,X,X,X,X
JZIOTLS,O,O,O,O,X,O,X,O,O,X,X
JZIOTSL,O,O,O,X,X,O,O,O,X,X,X
JZIOLTS,X,O,O,X,X,X,O,O,X,X,X
JZIOLST,X,O,O,X,X,X,X,X,X,X,X
JZIOSTL,X,X,O,X,X,X,X,X,X,X,X
JZIOSLT,X,O,O,X,X,X,X,X,X,X,X
JZLTISO,X,O,X,X,X,X,X,X,O,O,X
JZLTIOS,X,O,X,X,X,X,O,X,O,X,X
JZLTSIO,X,O,X,X,X,X,O,X,O,O,X
JZLTSOI,X,O,X,X,X,X,O,X,O,O,X
JZLTOIS,X,O,O,O,X,X,O,X,O,X,X
JZLTOSI,X,O,O,O,X,X,O,X,O,X,X
JZLITSO,X,X,X,X,X,X,X,X,X,O,X
JZLITOS,X,O,O,X,X,X,O,X,X,X,X
JZLISTO,X,O,O,X,X,X,X,X,X,X,X
JZLISOT,X,O,O,X,X,X,X,X,X,X,X
JZLIOTS,X,O,O,X,X,X,O,X,X,X,X
JZLIOST,X,O,O,X,X,X,X,X,X,X,X
JZLSTIO,X,O,X,X,X,X,O,X,X,X,X
JZLSTOI,X,O,O,X,X,X,O,X,X,X,X
JZLSITO,X,O,X,X,X,X,X,X,X,X,X
JZLSIOT,X,O,X,X,X,X,X,X,X,X,X
JZLSOTI,X,O,O,X,X,X,O,X,X,X,X
JZLSOIT,X,O,X,X,X,X,X,X,X,X,X
JZLOTIS,X,O,O,O,X,X,O,O,O,X,X
JZLOTSI,X,O,O,O,X,X,O,X,O,X,X
JZLOITS,X,O,O,X,X,X,O,O,X,X,X
JZLOIST,X,O,O,X,X,X,X,X,X,X,X
JZLOSTI,X,O,O,X,X,X,O,X,X,X,X
JZLOSIT,X,O,X,X,X,X,X,X,X,X,X
JZSTILO,O,O,O,X,X,X,X,X,X,X,X
JZSTIOL,O,O,O,X,X,X,O,X,X,X,X
JZSTLIO,O,O,O,X,X,X,X,X,O,X,O
JZSTLOI,O,O,O,X,X,X,X,X,O,X,O
JZSTOIL,O,O,O,X,X,X,O,X,X,X,X
JZSTOLI,O,O,O,O,X,X,O,X,O,X,O
JZSITLO,X,O,O,X,X,X,X,X,X,X,X
JZSITOL,X,O,O,X,X,X,X,X,X,X,X
JZSILTO,X,O,O,X,X,X,X,X,X,X,X
JZSILOT,X,O,O,X,X,X,X,X,X,X,X
JZSIOTL,X,O,O,X,X,X,X,X,X,X,X
JZSIOLT,X,O,O,X,X,X,X,X,X,X,X
JZSLTIO,X,O,O,X,X,X,X,X,X,X,X
JZSLTOI,X,O,O,X,X,X,X,X,X,X,X
JZSLITO,X,O,O,X,X,X,X,X,X,X,X
JZSLIOT,X,O,O,X,X,X,X,X,X,X,X
JZSLOTI,X,O,O,X,X,X,X,X,X,X,X
JZSLOIT,X,O,O,X,X,X,X,X,X,X,X
JZSOTIL,O,O,O,X,X,X,O,X,X,X,X
JZSOTLI,O,O,O,O,X,X,O,X,O,X,O
JZSOITL,X,O,O,X,X,X,X,X,X,X,X
JZSOILT,X,O,O,X,X,X,X,X,X,X,X
JZSOLTI,X,O,O,X,X,X,X,X,X,X,X
JZSOLIT,X,O,O,X,X,X,X,X,X,X,X
JZOTILS,O,O,O,O,X,O,X,O,O,X,X
JZOTISL,O,O,O,X,X,O,O,O,X,X,X
JZOTLIS,O,O,O,O,X,X,X,O,O,X,X
JZOTLSI,O,O,O,O,X,X,X,X,O,X,X
JZOTSIL,O,O,O,X,X,X,O,X,X,X,X
JZOTSLI,O,O,O,O,X,X,O,X,O,X,X
JZOITLS,O,O,O,O,X,O,X,O,O,X,X
JZOITSL,O,O,O,X,X,O,O,O,X,X,X
JZOILTS,X,O,O,X,X,X,O,O,X,X,X
JZOILST,X,O,O,X,X,X,X,X,X,X,X
JZOISTL,X,X,O,X,X,X,X,X,X,X,X
JZOISLT,X,O,O,X,X,X,X,X,X,X,X
JZOLTIS,X,O,O,O,X,X,O,O,O,X,X
JZOLTSI,X,O,O,O,X,X,O,X,O,X,X
JZOLITS,X,O,O,X,X,X,O,O,X,X,X
JZOLIST,X,O,O,X,X,X,X,X,X,X,X
JZOLSTI,X,O,O,X,X,X,O,X,X,X,X
JZOLSIT,X,O,X,X,X,X,X,X,X,X,X
JZOSTIL,O,O,O,X,X,X,O,X,X,X,X
JZOSTLI,O,O,O,O,X,X,O,X,O,X,O
JZOSITL,X,O,O,X,X,X,X,X,X,X,X
JZOSILT,X,O,O,X,X,X,X,X,X,X,X
JZOSLTI,X,O,O,X,X,X,X,X,X,X,X
JZOSLIT,X,O,O,X,X,X,X,X,X,X,X
JOTILSZ,X,O,O,X,O,X,X,X,X,O,X
JOTILZS,X,O,O,X,X,X,X,O,X,X,X
JOTISLZ,O,X,O,X,O,X,X,O,X,O,X
JOTISZL,O,X,O,X,O,X,X,O,X,X,X
JOTIZLS,O,O,O,O,X,X,X,O,X,X,X
JOTIZSL,O,O,O,X,X,X,X,O,X,X,X
JOTLISZ,X,O,O,X,O,X,X,X,X,O,X
JOTLIZS,X,O,O,X,X,X,X,X,X,X,X
JOTLSIZ,O,O,X,X,O,X,X,X,X,O,X
JOTLSZI,O,O,X,X,X,X,X,X,X,O,X
JOTLZIS,O,O,O,O,X,X,X,O,X,X,X
JOTLZSI,O,O,O,O,X,X,X,X,X,X,X
JOTSILZ,O,O,O,X,O,X,X,X,X,O,O
JOTSIZL,O,O,O,X,O,X,X,X,X,X,X
JOTSLIZ,O,O,X,X,O,X,X,X,X,O,O
JOTSLZI,O,O,X,X,X,X,X,X,X,O,O
JOTSZIL,O,O,O,X,X,X,X,X,X,X,X
JOTSZLI,O,O,O,O,X,X,X,X,X,X,O
JOTZILS,O,O,O,O,X,O,X,O,O,X,X
JOTZISL,O,O,O,X,X,O,X,O,X,X,X
JOTZLIS,O,O,O,O,X,X,X,O,O,X,X
JOTZLSI,O,O,O,O,X,X,X,X,O,X,X
JOTZSIL,O,O,O,X,X,X,X,X,X,X,X
JOTZSLI,O,O,O,O,X,X,X,X,O,X,X
JOITLSZ,X,O,O,X,O,X,X,X,X,O,X
JOITLZS,X,O,O,X,X,X,X,O,X,X,X
JOITSLZ,O,X,O,X,O,X,X,O,X,O,X
JOITSZL,O,X,O,X,O,X,X,O,X,X,X
JOITZLS,O,O,O,O,X,X,X,O,X,X,X
JOITZSL,O,O,O,X,X,X,X,O,X,X,X
JOILTSZ,X,O,O,X,O,X,X,X,X,O,X
JOILTZS,X,O,O,O,X,X,X,O,X,X,X
JOILSTZ,X,O,O,X,O,X,X,O,X,X,X
JOILSZT,X,O,O,O,X,X,X,X,X,X,X
JOILZTS,X,O,O,O,X,X,O,O,X,X,X
JOILZST,X,O,O,O,X,X,X,X,X,X,X
JOISTLZ,O,O,O,X,O,X,X,O,X,X,O
JOISTZL,O,O,O,X,O,X,X,O,X,X,X
JOISLTZ,X,O,O,X,X,X,X,O,X,X,X
JOISLZT,X,O,O,X,X,X,X,X,X,X,X
JOISZTL,X,O,O,X,X,X,X,X,X,X,X
JOISZLT,X,O,O,X,X,X,X,X,X,X,X
JOIZTLS,X,O,O,O,X,O,X,O,O,X,X
JOIZTSL,X,X,O,X,X,O,O,O,X,X,X
JOIZLTS,X,O,O,X,X,X,O,O,X,X,X
JOIZLST,X,O,O,X,X,X,X,X,X,X,X
JOIZSTL,X,X,O,X,X,X,X,X,X,X,X
JOIZSLT,X,O,O,X,X,X,X,X,X,X,X
JOLTISZ,X,O,O,X,O,X,X,X,X,O,X
JOLTIZS,X,O,O,O,X,X,X,X,X,X,X
JOLTSIZ,O,O,X,X,O,X,X,X,X,O,X
JOLTSZI,O,O,X,O,X,X,X,X,X,O,X
JOLTZIS,O,O,O,O,X,X,X,O,X,X,X
JOLTZSI,O,O,O,O,X,X,X,X,X,X,X
JOLITSZ,X,O,O,X,O,X,X,X,X,O,X
JOLITZS,X,O,O,O,X,X,X,O,X,X,X
JOLISTZ,X,O,O,X,O,X,X,O,X,X,X
JOLISZT,X,O,O,O,X,X,X,X,X,X,X
JOLIZTS,X,O,O,O,X,X,O,O,X,X,X
JOLIZST,X,O,O,O,X,X,X,X,X,X,X
JOLSTIZ,O,O,X,X,X,X,X,X,X,X,O
JOLSTZI,O,O,X,O,X,X,O,X,X,X,O
JOLSITZ,X,O,X,X,X,X,X,X,X,X,X
JOLSIZT,X,O,X,O,X,X,X,X,X,X,X
JOLSZTI,X,O,X,O,X,X,O,X,X,X,X
JOLSZIT,X,O,X,O,X,X,X,X,X,X,X
JOLZTIS,X,O,O,O,X,X,O,O,O,X,X
JOLZTSI,X,O,O,O,X,X,O,X,O,X,X
JOLZITS,X,O,O,O,X,X,O,O,X,X,X
JOLZIST,X,O,O,O,X,X,X,X,X,X,X
JOLZSTI,X,O,O,O,X,X,O,X,X,X,X
JOLZSIT,X,O,X,O,X,X,X,X,X,X,X
JOSTILZ,O,O,O,X,X,X,X,X,X,X,O
JOSTIZL,O,O,O,X,X,X,X,X,X,X,X
JOSTLIZ,O,O,X,X,X,X,X,X,X,X,O
JOSTLZI,O,O,X,X,X,X,O,X,X,X,O
JOSTZIL,O,O,O,X,X,X,O,X,X,X,X
JOSTZLI,O,O,O,O,X,X,O,X,X,X,O
JOSITLZ,O,O,O,X,X,X,X,X,X,X,O
JOSITZL,O,O,O,X,X,X,X,X,X,X,X
JOSILTZ,X,O,O,X,X,X,X,X,X,X,X
JOSILZT,X,O,O,X,X,X,X,X,X,X,X
JOSIZTL,X,O,O,X,X,X,X,X,X,X,X
JOSIZLT,X,O,O,X,X,X,X,X,X,X,X
JOSLTIZ,O,O,X,X,X,X,X,X,X,X,O
JOSLTZI,O,O,X,X,X,X,O,X,X,X,O
JOSLITZ,X,O,X,X,X,X,X,X,X,X,X
JOSLIZT,X,O,X,X,X,X,X,X,X,X,X
JOSLZTI,X,O,X,X,X,X,O,X,X,X,X
JOSLZIT,X,O,X,X,X,X,X,X,X,X,X
JOSZTIL,O,O,O,X,X,X,O,X,X,X,X
JOSZTLI,O,O,O,O,X,X,O,X,O,X,O
JOSZITL,X,O,O,X,X,X,X,X,X,X,X
JOSZILT,X,O,O,X,X,X,X,X,X,X,X
JOSZLTI,X,O,O,X,X,X,X,X,X,X,X
JOSZLIT,X,O,X,X,X,X,X,X,X,X,X
JOZTILS,O,O,O,O,X,O,X,O,O,X,X
JOZTISL,O,O,O,X,X,O,O,O,X,X,X
JOZTLIS,O,O,O,O,X,X,X,O,O,X,X
JOZTLSI,O,O,O,O,X,X,X,X,O,X,X
JOZTSIL,O,O,O,X,X,X,O,X,X,X,X
JOZTSLI,O,O,O,O,X,X,O,X,O,X,X
JOZITLS,O,O,O,O,X,O,X,O,O,X,X
JOZITSL,O,O,O,X,X,O,O,O,X,X,X
JOZILTS,X,O,O,X,X,X,O,O,X,X,X
JOZILST,X,O,O,X,X,X,X,X,X,X,X
JOZISTL,X,X,O,X,X,X,X,X,X,X,X
JOZISLT,X,O,O,X,X,X,X,X,X,X,X
JOZLTIS,X,O,O,O,X,X,O,O,O,X,X
JOZLTSI,X,O,O,O,X,X,O,X,O,X,X
JOZLITS,X,O,O,X,X,X,O,O,X,X,X
JOZLIST,X,O,O,X,X,X,X,X,X,X,X
JOZLSTI,X,O,O,X,X,X,O,X,X,X,X
JOZLSIT,X,O,X,X,X,X,X,X,X,X,X
JOZSTIL,O,O,O,X,X,X,O,X,X,X,X
JOZSTLI,O,O,O,O,X,X,O,X,O,X,O
JOZSITL,X,O,O,X,X,X,X,X,X,X,X
JOZSILT,X,O,O,X,X,X,X,X,X,X,X
JOZSLTI,X,O,O,X,X,X,X,X,X,X,X
JOZSLIT,X,O,O,X,X,X,X,X,X,X,X
STILJZO,X,X,O,X,X,X,X,O,X,O,X
STILJOZ,X,X,O,X,O,X,X,O,X,O,X
STILZJO,X,X,O,X,X,X,X,O,X,O,X
STILZOJ,O,X,O,X,O,X,X,O,X,X,X
STILOJZ,X,X,O,X,O,X,X,O,X,O,X
STILOZJ,O,X,O,X,O,X,X,O,X,X,X
STIJLZO,O,X,O,X,X,X,X,O,X,O,O
STIJLOZ,O,X,O,X,X,X,X,O,X,O,O
STIJZLO,O,X,X,X,X,X,X,O,X,O,X
STIJZOL,O,X,O,X,X,X,X,O,X,X,X
STIJOLZ,O,X,O,X,O,X,X,O,X,O,O
STIJOZL,O,X,O,X,O,X,X,O,X,X,X
STIZLJO,X,X,O,X,X,X,X,O,X,O,X
STIZLOJ,O,X,O,X,X,X,X,O,X,X,X
STIZJLO,O,X,O,X,X,X,X,O,X,O,X
STIZJOL,O,X,O,X,X,X,X,O,X,X,X
STIZOLJ,O,X,O,X,O,X,X,O,X,X,X
STIZOJL,O,X,O,X,O,X,X,O,X,X,X
STIOLJZ,X,X,O,X,O,X,X,O,X,O,X
STIOLZJ,O,X,O,X,O,X,O,O,X,X,X
STIOJLZ,O,X,O,X,O,X,X,O,X,O,O
STIOJZL,O,X,O,X,O,X,X,O,X,X,X
STIOZLJ,O,X,O,X,O,X,O,O,X,X,X
STIOZJL,O,X,O,X,O,X,O,O,X,X,X
STLIJZO,X,X,X,X,X,X,X,X,X,O,X
STLIJOZ,X,X,X,X,O,X,X,X,X,O,X
STLIZJO,X,X,X,X,X,X,X,X,X,O,X
STLIZOJ,O,O,X,X,O,X,X,X,X,X,X
STLIOJZ,X,X,X,X,O,X,X,X,X,O,X
STLIOZJ,O,O,X,X,O,X,O,X,X,X,X
STLJIZO,O,X,X,X,X,X,X,X,X,O,O
STLJIOZ,O,X,X,X,X,X,X,X,X,O,O
STLJZIO,O,X,X,X,X,X,X,X,X,O,O
STLJZOI,O,X,X,X,X,X,X,X,X,O,O
STLJOIZ,O,X,X,X,O,X,X,X,X,O,O
STLJOZI,O,X,X,X,X,X,O,X,X,O,O
STLZIJO,X,X,X,X,X,X,O,X,X,X,X
STLZIOJ,O,O,X,O,X,X,O,X,X,X,X
STLZJIO,O,X,X,X,X,X,O,X,X,O,X
STLZJOI,O,X,X,X,X,X,O,X,X,O,X
STLZOIJ,O,O,X,O,O,X,O,O,X,X,X
STLZOJI,O,O,X,O,X,X,O,X,X,X,X
STLOIJZ,X,X,X,X,O,X,X,X,X,X,X
STLOIZJ,O,O,X,X,O,X,O,X,X,X,X
STLOJIZ,O,X,X,X,O,X,X,X,X,O,O
STLOJZI,O,X,X,X,X,X,O,X,X,O,O
STLOZIJ,O,O,X,O,O,X,O,O,X,X,X
STLOZJI,O,O,X,O,X,X,O,X,X,X,X
STJILZO,O,X,X,X,X,X,X,X,X,O,O
STJILOZ,O,X,X,X,X,X,X,X,X,O,O
STJIZLO,O,X,X,X,X,X,X,X,X,O,X
STJIZOL,O,X,X,X,X,X,X,X,X,X,X
STJIOLZ,O,X,X,X,X,X,X,X,X,O,O
STJIOZL,O,X,X,X,X,X,X,X,X,X,X
STJLIZO,O,O,X,X,X,X,X,X,X,O,O
STJLIOZ,O,O,X,X,X,X,X,X,X,O,O
STJLZIO,O,O,X,X,X,X,X,X,X,O,O
STJLZOI,O,O,X,X,X,X,X,X,X,O,O
STJLOIZ,O,O,X,X,X,X,X,X,X,O,O
STJLOZI,O,O,X,X,X,X,X,X,X,O,O
STJZILO,O,O,X,X,X,X,X,X,X,O,X
STJZIOL,O,O,X,X,X,X,X,X,X,X,X
STJZLIO,O,O,X,X,X,X,X,X,X,O,O
STJZLOI,O,O,X,X,X,X,X,X,X,O,O
STJZOIL,O,O,X,X,X,X,X,X,X,X,X
STJZOLI,O,O,X,O,X,X,X,X,X,X,O
STJOILZ,O,X,O,X,O,X,X,X,X,O,O
STJOIZL,O,X,O,X,O,X,X,X,X,X,X
STJOLIZ,O,O,X,X,O,X,X,X,X,O,O
STJOLZI,O,O,X,X,X,X,O,X,X,O,O
STJOZIL,O,O,O,X,X,X,O,X,X,X,X
STJOZLI,O,O,O,O,X,X,O,X,X,X,O
STZILJO,X,X,O,X,X,O,X,O,X,O,X
STZILOJ,O,O,O,X,X,O,O,O,X,X,X
STZIJLO,O,X,O,X,X,O,X,O,X,O,X
STZIJOL,O,X,O,X,X,O,O,O,X,X,X
STZIOLJ,O,O,O,X,X,O,O,O,X,X,X
STZIOJL,O,O,O,X,X,O,O,O,X,X,X
STZLIJO,X,X,O,X,X,X,X,X,X,X,X
STZLIOJ,O,O,O,X,X,X,O,X,X,X,X
STZLJIO,O,X,O,X,X,X,X,X,X,O,X
STZLJOI,O,X,O,X,X,X,X,X,X,O,X
STZLOIJ,O,O,O,X,X,X,O,O,X,X,X
STZLOJI,O,O,O,X,X,X,O,X,X,X,X
STZJILO,O,O,O,X,X,X,X,X,X,O,X
STZJIOL,O,O,O,X,X,X,O,X,X,X,X
STZJLIO,O,O,O,X,X,X,X,X,O,O,O
STZJLOI,O,O,O,X,X,X,X,X,O,O,O
STZJOIL,O,O,O,X,X,X,O,X,X,X,X
STZJOLI,O,O,O,X,X,X,O,X,O,X,O
STZOILJ,O,O,O,X,O,O,O,O,X,X,X
STZOIJL,O,O,O,X,O,O,O,O,X,X,X
STZOLIJ,O,O,O,X,O,X,O,O,X,X,X
STZOLJI,O,O,O,X,X,X,O,X,X,X,X
STZOJIL,O,O,O,X,X,X,O,X,X,X,X
STZOJLI,O,O,O,X,X,X,O,X,O,X,O
STOILJZ,X,X,O,X,O,X,X,O,X,O,X
STOILZJ,O,X,O,X,O,X,O,O,X,X,X
STOIJLZ,O,X,O,X,O,X,X,O,X,O,O
STOIJZL,O,X,O,X,O,X,X,O,X,X,X
STOIZLJ,O,X,O,X,O,X,O,O,X,X,X
STOIZJL,O,X,O,X,O,X,O,O,X,X,X
STOLIJZ,X,X,X,X,O,X,X,X,X,X,X
STOLIZJ,O,O,X,X,O,X,O,X,X,X,X
STOLJIZ,O,X,X,X,O,X,X,X,X,O,O
STOLJZI,O,X,X,X,X,X,O,X,X,O,O
STOLZIJ,O,O,X,O,O,X,O,O,X,X,X
STOLZJI,O,O,X,O,X,X,O,X,X,X,X
STOJILZ,O,X,O,X,O,X,X,X,X,O,O
STOJIZL,O,X,O,X,O,X,X,X,X,X,X
STOJLIZ,O,O,X,X,O,X,X,X,X,O,O
STOJLZI,O,O,X,X,X,X,O,X,X,O,O
STOJZIL,O,O,O,X,X,X,O,X,X,X,X
STOJZLI,O,O,O,O,X,X,O,X,X,X,O
STOZILJ,O,O,O,X,O,O,O,O,X,X,X
STOZIJL,O,O,O,X,O,O,O,O,X,X,X
STOZLIJ,O,O,O,X,O,X,O,O,X,X,X
STOZLJI,O,O,O,X,X,X,O,X,X,X,X
STOZJIL,O,O,O,X,X,X,O,X,X,X,X
STOZJLI,O,O,O,X,X,X,O,X,O,X,O
SITLJZO,X,X,O,X,X,X,X,O,X,O,X
SITLJOZ,X,X,O,X,O,X,X,O,X,O,X
SITLZJO,X,X,O,X,X,X,X,O,X,O,X
SITLZOJ,O,X,O,X,O,X,X,O,X,X,X
SITLOJZ,X,X,O,X,O,X,X,O,X,O,X
SITLOZJ,O,X,O,X,O,X,X,O,X,X,X
SITJLZO,O,X,O,X,X,X,X,O,X,O,O
SITJLOZ,O,X,O,X,X,X,X,O,X,O,O
SITJZLO,O,X,X,X,X,X,X,O,X,O,X
SITJZOL,O,X,O,X,X,X,X,O,X,X,X
SITJOLZ,O,X,O,X,O,X,X,O,X,O,O
SITJOZL,O,X,O,X,O,X,X,O,X,X,X
SITZLJO,X,X,O,X,X,X,X,O,X,O,X
SITZLOJ,O,X,O,X,X,X,X,O,X,X,X
SITZJLO,O,X,O,X,X,X,X,O,X,O,X
SITZJOL,O,X,O,X,X,X,X,O,X,X,X
SITZOLJ,O,X,O,X,O,X,X,O,X,X,X
SITZOJL,O,X,O,X,O,X,X,O,X,X,X
SITOLJZ,X,X,O,X,O,X,X,O,X,O,X
SITOLZJ,O,X,O,X,O,X,O,O,X,X,X
SITOJLZ,O,X,O,X,O,X,X,O,X,O,O
SITOJZL,O,X,O,X,O,X,X,O,X,X,X
SITOZLJ,O,X,O,X,O,X,O,O,X,X,X
SITOZJL,O,X,O,X,O,X,O,O,X,X,X
SILTJZO,X,X,O,X,X,X,X,O,X,O,X
SILTJOZ,X,X,O,X,O,X,X,O,X,O,X
SILTZJO,X,X,O,X,X,X,X,O,X,O,X
SILTZOJ,X,X,O,X,O,X,X,O,X,X,X
SILTOJZ,X,X,O,X,O,X,X,O,X,O,X
SILTOZJ,X,X,O,X,O,X,O,O,X,X,X
SILJTZO,X,X,O,X,X,X,X,O,X,O,X
SILJTOZ,X,X,O,X,O,X,X,O,X,O,X
SILJZTO,X,X,O,O,X,X,X,X,X,X,X
SILJZOT,X,X,O,O,X,X,X,X,X,X,X
SILJOTZ,X,X,O,X,O,X,X,O,X,X,X
SILJOZT,X,X,O,O,X,X,X,X,X,X,X
SILZTJO,X,X,O,X,X,X,O,O,X,X,X
SILZTOJ,X,X,O,O,O,X,O,O,X,X,X
SILZJTO,X,X,O,O,X,X,X,X,X,X,X
SILZJOT,X,X,O,O,X,X,X,X,X,X,X
SILZOTJ,X,X,O,O,O,X,O,O,X,X,X
SILZOJT,X,X,O,O,X,X,X,X,X,X,X
SILOTJZ,X,X,O,X,O,X,X,O,X,X,X
SILOTZJ,X,X,O,X,O,X,O,O,X,X,X
SILOJTZ,X,X,O,X,O,X,X,O,X,X,X
SILOJZT,X,X,O,O,X,X,X,X,X,X,X
SILOZTJ,X,X,O,O,O,X,O,O,X,X,X
SILOZJT,X,X,O,O,X,X,X,X,X,X,X
SIJTLZO,O,X,O,X,X,X,X,O,X,O,O
SIJTLOZ,O,X,O,X,X,X,X,O,X,O,O
SIJTZLO,O,X,X,X,X,X,X,O,X,O,X
SIJTZOL,O,X,O,X,X,X,X,O,X,X,X
SIJTOLZ,O,X,O,X,O,X,X,O,X,O,O
SIJTOZL,O,X,O,X,O,X,X,O,X,X,X
SIJLTZO,X,X,O,X,X,X,X,O,X,O,X
SIJLTOZ,X,X,O,X,X,X,X,O,X,O,X
SIJLZTO,X,X,O,X,X,X,X,X,X,X,X
SIJLZOT,X,X,O,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,O,X,X,X,X,O,X,X,X
SIJLOZT,X,X,O,X,X,X,X,X,X,X,X
SIJZTLO,X,X,O,X,X,X,X,X,X,X,X
SIJZTOL,X,X,O,X,X,X,X,X,X,X,X
SIJZLTO,X,X,O,X,X,X,X,X,X,X,X
SIJZLOT,X,X,O,X,X,X,X,X,X,X,X
SIJZOTL,X,X,O,X,X,X,X,X,X,X,X
SIJZOLT,X,X,O,X,X,X,X,X,X,X,X
SIJOTLZ,O,X,O,X,O,X,X,O,X,X,O
SIJOTZL,O,X,O,X,O,X,X,O,X,X,X
SIJOLTZ,X,X,O,X,X,X,X,O,X,X,X
SIJOLZT,X,X,O,X,X,X,X,X,X,X,X
SIJOZTL,X,X,O,X,X,X,X,X,X,X,X
SIJOZLT,X,X,O,X,X,X,X,X,X,X,X
SIZTLJO,X,X,O,X,X,O,X,O,X,X,X
SIZTLOJ,X,X,O,X,X,O,O,O,X,X,X
SIZTJLO,X,X,O,X,X,O,X,O,X,X,X
SIZTJOL,X,X,O,X,X,O,O,O,X,X,X
SIZTOLJ,X,X,O,X,O,O,O,O,X,X,X
SIZTOJL,X,X,O,X,O,O,O,O,X,X,X
SIZLTJO,X,X,O,X,X,X,X,O,X,X,X
SIZLTOJ,X,X,O,X,X,X,O,O,X,X,X
SIZLJTO,X,X,O,X,X,X,X,X,X,X,X
SIZLJOT,X,X,O,X,X,X,X,X,X,X,X
SIZLOTJ,X,X,O,X,X,X,O,O,X,X,X
SIZLOJT,X,X,O,X,X,X,X,X,X,X,X
SIZJTLO,X,X,O,X,X,X,X,X,X,X,X
SIZJTOL,X,X,O,X,X,X,X,X,X,X,X
SIZJLTO,X,X,O,X,X,X,X,X,X,X,X
SIZJLOT,X,X,O,X,X,X,X,X,X,X,X
SIZJOTL,X,X,O,X,X,X,X,X,X,X,X
SIZJOLT,X,X,O,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,O,X,O,O,O,O,X,X,X
SIZOTJL,X,X,O,X,O,O,O,O,X,X,X
SIZOLTJ,X,X,O,X,X,X,O,O,X,X,X
SIZOLJT,X,X,O,X,X,X,X,X,X,X,X
SIZOJTL,X,X,O,X,X,X,X,X,X,X,X
SIZOJLT,X,X,O,X,X,X,X,X,X,X,X
SIOTLJZ,X,X,O,X,O,X,X,O,X,X,X
SIOTLZJ,O,X,O,X,O,X,O,O,X,X,X
SIOTJLZ,O,X,O,X,O,X,X,O,X,X,O
SIOTJZL,O,X,O,X,O,X,X,O,X,X,X
SIOTZLJ,O,X,O,X,O,X,O,O,X,X,X
SIOTZJL,O,X,O,X,O,X,O,O,X,X,X
