sequence,v115@+gA8GeC8GeG8AeE8BeF8Jei6IvhF3bBchBxdBmiBFn?BTqB,v115@+gA8GeC8GeG8AeE8BeF8Jei6IvhFcgBTcBxdBmiBFn?B3qB,v115@+gA8GeC8GeG8AeE8BeF8Jei6IvhFRcBFeBmgBfnB0n?BTqB,v115@+gA8GeC8GeG8AeE8BeF8Jei6IvhFchBxdBTgBmiBFn?B3qB,v115@+gA8GeC8GeG8AeE8BeF8Jei6IvhFFcBXdBOjBcnBxq?BTqB
SITJZLO,O,O,O,X,O
SITJZOL,O,O,O,X,O
SITJOLZ,O,O,O,X,X
SITJOZL,O,O,X,X,X
SITZLJO,O,O,O,X,O
SITZLOJ,O,O,O,X,O
SITZJLO,O,O,O,X,O
SITZJOL,X,O,O,X,O
SITZOLJ,O,O,O,X,O
SITZOJL,O,O,O,X,O
SITOLJZ,O,X,O,X,X
SITOLZJ,O,O,O,X,X
SITOJLZ,O,O,O,X,X
SITOJZL,O,O,O,X,X
SITOZLJ,O,O,O,X,X
SITOZJL,O,O,O,X,X
SILTJZO,O,X,O,X,O
SILTJOZ,O,X,O,X,X
SILTZJO,O,X,O,X,O
SILTZOJ,O,X,O,X,O
SILTOJZ,O,X,O,X,X
SILTOZJ,O,X,O,X,X
SILJTZO,X,X,O,X,O
SILJTOZ,X,X,O,X,X
SILJZTO,O,O,O,X,O
SILJZOT,O,X,O,X,O
SILJOTZ,X,X,O,O,X
SILJOZT,X,X,O,X,X
SILZTJO,O,O,O,X,O
SILZTOJ,O,O,O,X,O
SILZJTO,O,O,O,X,O
SILZJOT,O,X,O,X,O
SILZOTJ,O,X,O,X,O
SILZOJT,O,X,O,X,O
SILOTJZ,X,X,O,O,X
SILOTZJ,X,X,O,X,X
SILOJTZ,X,X,O,O,X
SILOJZT,X,X,O,X,X
SILOZTJ,X,X,O,X,X
SILOZJT,X,X,O,X,X
SIJTLZO,X,X,O,X,O
SIJTLOZ,X,X,O,X,X
SIJTZLO,X,X,O,X,O
SIJTZOL,X,X,O,X,O
SIJTOLZ,X,X,O,X,X
SIJTOZL,X,X,X,X,X
SIJLTZO,X,X,O,X,O
SIJLTOZ,X,X,O,X,X
SIJLZTO,O,O,O,X,O
SIJLZOT,O,X,O,X,O
SIJLOTZ,X,X,O,O,X
SIJLOZT,X,X,O,X,X
SIJZTLO,O,O,O,X,O
SIJZTOL,X,O,O,X,O
SIJZLTO,O,O,O,X,O
SIJZLOT,O,X,O,X,O
SIJZOTL,X,X,O,X,O
SIJZOLT,O,X,O,X,O
SIJOTLZ,X,X,O,O,X
SIJOTZL,X,X,X,O,X
SIJOLTZ,X,X,O,O,X
SIJOLZT,X,X,O,X,X
SIJOZTL,X,X,O,X,X
SIJOZLT,X,X,O,X,X
SIZTLJO,O,O,O,X,O
SIZTLOJ,O,O,O,X,O
SIZTJLO,X,O,O,X,O
SIZTJOL,X,O,O,X,O
SIZTOLJ,X,O,O,X,O
SIZTOJL,X,X,O,X,O
SIZLTJO,O,O,O,X,O
SIZLTOJ,O,O,O,X,O
SIZLJTO,O,O,O,X,O
SIZLJOT,O,X,O,X,O
SIZLOTJ,O,X,O,X,O
SIZLOJT,O,X,O,X,O
SIZJTLO,X,O,O,X,O
SIZJTOL,X,O,O,X,O
SIZJLTO,O,O,O,X,O
SIZJLOT,O,X,O,X,O
SIZJOTL,X,X,O,X,O
SIZJOLT,X,X,O,X,O
SIZOTLJ,X,X,O,X,O
SIZOTJL,X,X,O,X,O
SIZOLTJ,O,X,O,X,O
SIZOLJT,O,X,O,X,O
SIZOJTL,X,X,O,X,O
SIZOJLT,X,X,O,X,O
SIOTLJZ,X,X,O,O,X
SIOTLZJ,X,X,O,X,X
SIOTJLZ,X,X,O,O,X
SIOTJZL,X,X,O,O,X
SIOTZLJ,X,X,O,X,X
SIOTZJL,X,X,O,X,X
SIOLTJZ,X,X,O,O,X
SIOLTZJ,X,X,O,X,X
SIOLJTZ,X,X,O,O,X
SIOLJZT,X,X,O,X,X
SIOLZTJ,X,X,O,X,X
SIOLZJT,X,X,O,X,X
SIOJTLZ,X,X,O,O,X
SIOJTZL,X,X,O,O,X
SIOJLTZ,X,X,O,O,X
SIOJLZT,X,X,O,X,X
SIOJZTL,X,X,O,X,X
SIOJZLT,X,X,O,X,X
SIOZTLJ,X,X,O,X,X
SIOZTJL,X,X,O,X,X
SIOZLTJ,X,X,O,X,X
SIOZLJT,X,X,O,X,X
SIOZJTL,X,X,O,X,X
SIOZJLT,X,X,O,X,X
SLTIJZO,O,X,O,X,X
SLTIJOZ,O,X,O,X,X
SLTIZJO,O,X,O,X,X
SLTIZOJ,O,X,O,X,X
SLTIOJZ,O,X,O,X,X
SLTIOZJ,O,X,O,X,X
SLTJIZO,O,X,O,X,X
SLTJIOZ,O,X,O,X,X
SLTJZIO,O,X,O,X,X
SLTJZOI,O,X,O,X,X
SLTJOIZ,O,X,O,X,X
SLTJOZI,O,X,O,X,X
SLTZIJO,O,X,O,X,X
SLTZIOJ,O,X,O,X,X
SLTZJIO,O,X,O,X,X
SLTZJOI,O,X,O,X,X
SLTZOIJ,O,X,O,X,X
SLTZOJI,O,X,O,X,X
SLTOIJZ,O,X,O,X,X
SLTOIZJ,O,X,O,X,X
SLTOJIZ,O,X,O,X,X
SLTOJZI,O,X,O,X,X
SLTOZIJ,O,X,O,X,X
SLTOZJI,O,X,O,X,X
SLITJZO,O,X,O,X,O
SLITJOZ,O,X,O,X,X
SLITZJO,O,X,O,X,O
SLITZOJ,O,X,O,X,O
SLITOJZ,O,X,O,X,X
SLITOZJ,O,X,O,X,X
SLIJTZO,X,X,O,X,O
SLIJTOZ,X,X,O,X,X
SLIJZTO,O,O,O,X,O
SLIJZOT,O,X,O,X,O
SLIJOTZ,X,X,O,O,X
SLIJOZT,X,X,O,X,X
SLIZTJO,O,O,O,X,O
SLIZTOJ,O,O,O,X,O
SLIZJTO,O,O,O,X,O
SLIZJOT,O,X,O,X,O
SLIZOTJ,O,X,O,X,O
SLIZOJT,O,X,O,X,O
SLIOTJZ,X,X,O,O,X
SLIOTZJ,X,X,O,X,X
SLIOJTZ,X,X,O,O,X
SLIOJZT,X,X,O,X,X
SLIOZTJ,X,X,O,X,X
SLIOZJT,X,X,O,X,X
SLJTIZO,X,X,O,X,X
SLJTIOZ,X,X,O,X,X
SLJTZIO,X,X,O,X,X
SLJTZOI,X,X,O,X,X
SLJTOIZ,X,X,O,X,X
SLJTOZI,X,X,O,X,X
SLJITZO,X,X,O,X,O
SLJITOZ,X,X,O,X,X
SLJIZTO,O,O,O,X,O
SLJIZOT,O,X,O,X,O
SLJIOTZ,X,X,O,O,X
SLJIOZT,X,X,O,X,X
SLJZTIO,O,O,O,X,O
SLJZTOI,O,O,O,X,O
SLJZITO,O,O,O,X,O
SLJZIOT,O,X,O,X,O
SLJZOTI,O,X,O,X,O
SLJZOIT,O,X,O,X,O
SLJOTIZ,X,X,O,O,X
SLJOTZI,X,X,O,O,X
SLJOITZ,X,X,O,O,X
SLJOIZT,X,X,O,X,X
SLJOZTI,X,X,O,O,X
SLJOZIT,X,X,O,X,X
SLZTIJO,O,O,O,X,O
SLZTIOJ,O,O,O,X,O
SLZTJIO,O,O,O,X,O
SLZTJOI,O,O,O,X,O
SLZTOIJ,O,O,O,X,X
SLZTOJI,O,O,O,X,O
SLZITJO,O,O,O,X,O
SLZITOJ,O,O,O,X,O
SLZIJTO,O,O,O,X,O
SLZIJOT,O,X,O,X,O
SLZIOTJ,O,X,O,X,O
SLZIOJT,O,X,O,X,O
SLZJTIO,O,O,O,X,O
SLZJTOI,O,O,O,X,O
SLZJITO,O,O,O,X,O
SLZJIOT,O,X,O,X,O
SLZJOTI,O,X,O,X,O
SLZJOIT,O,X,O,X,O
SLZOTIJ,O,X,O,X,X
SLZOTJI,O,X,O,X,O
SLZOITJ,O,X,O,X,O
SLZOIJT,O,X,O,X,O
SLZOJTI,O,X,O,X,O
SLZOJIT,O,X,O,X,O
SLOTIJZ,X,X,O,O,X
SLOTIZJ,X,X,O,X,X
SLOTJIZ,X,X,O,O,X
SLOTJZI,X,X,O,O,X
SLOTZIJ,X,X,O,X,X
SLOTZJI,X,X,O,O,X
SLOITJZ,X,X,O,O,X
SLOITZJ,X,X,O,X,X
SLOIJTZ,X,X,O,O,X
SLOIJZT,X,X,O,X,X
SLOIZTJ,X,X,O,X,X
SLOIZJT,X,X,O,X,X
SLOJTIZ,X,X,O,O,X
SLOJTZI,X,X,O,O,X
SLOJITZ,X,X,O,O,X
SLOJIZT,X,X,O,X,X
SLOJZTI,X,X,O,O,X
SLOJZIT,X,X,O,X,X
SLOZTIJ,X,X,O,X,X
SLOZTJI,X,X,O,O,X
SLOZITJ,X,X,O,X,X
SLOZIJT,X,X,O,X,X
SLOZJTI,X,X,O,O,X
SLOZJIT,X,X,O,X,X
SJTILZO,X,X,O,X,X
SJTILOZ,X,X,O,X,X
SJTIZLO,X,X,O,X,X
SJTIZOL,X,X,O,X,X
SJTIOLZ,X,X,O,X,X
SJTIOZL,X,X,X,X,X
SJTLIZO,X,X,O,X,X
SJTLIOZ,X,X,O,X,X
SJTLZIO,X,X,O,X,X
SJTLZOI,X,X,O,X,X
SJTLOIZ,X,X,O,X,X
SJTLOZI,X,X,O,X,X
SJTZILO,X,X,O,X,X
SJTZIOL,X,X,O,X,X
SJTZLIO,X,X,O,X,X
SJTZLOI,X,X,O,X,X
SJTZOIL,X,X,O,X,X
SJTZOLI,X,X,O,X,X
SJTOILZ,X,X,O,X,X
SJTOIZL,X,X,O,X,X
SJTOLIZ,X,X,O,X,X
SJTOLZI,X,X,O,X,X
SJTOZIL,X,X,O,X,X
SJTOZLI,X,X,O,X,X
SJITLZO,X,X,O,X,O
SJITLOZ,X,X,O,X,X
SJITZLO,X,X,O,X,O
SJITZOL,X,X,O,X,O
SJITOLZ,X,X,O,X,X
SJITOZL,X,X,X,X,X
SJILTZO,X,X,O,X,O
SJILTOZ,X,X,O,X,X
SJILZTO,O,O,O,X,O
SJILZOT,O,X,O,X,O
SJILOTZ,X,X,O,O,X
SJILOZT,X,X,O,X,X
SJIZTLO,O,O,O,X,O
SJIZTOL,X,O,O,X,O
SJIZLTO,O,O,O,X,O
SJIZLOT,O,X,O,X,O
SJIZOTL,X,X,O,X,O
SJIZOLT,O,X,O,X,O
SJIOTLZ,X,X,O,O,X
SJIOTZL,X,X,X,O,X
SJIOLTZ,X,X,O,O,X
SJIOLZT,X,X,O,X,X
SJIOZTL,X,X,O,X,X
SJIOZLT,X,X,O,X,X
SJLTIZO,X,X,O,X,X
SJLTIOZ,X,X,O,X,X
SJLTZIO,X,X,O,X,X
SJLTZOI,X,X,O,X,X
SJLTOIZ,X,X,O,X,X
SJLTOZI,X,X,O,X,X
SJLITZO,X,X,O,X,O
SJLITOZ,X,X,O,X,X
SJLIZTO,O,O,O,X,O
SJLIZOT,O,X,O,X,O
SJLIOTZ,X,X,O,O,X
SJLIOZT,X,X,O,X,X
SJLZTIO,O,O,O,X,O
SJLZTOI,O,O,O,X,O
SJLZITO,O,O,O,X,O
SJLZIOT,O,X,O,X,O
SJLZOTI,O,X,O,X,O
SJLZOIT,O,X,O,X,O
SJLOTIZ,X,X,O,O,X
SJLOTZI,X,X,O,O,X
SJLOITZ,X,X,O,O,X
SJLOIZT,X,X,O,X,X
SJLOZTI,X,X,O,O,X
SJLOZIT,X,X,O,X,X
SJZTILO,O,O,O,X,O
SJZTIOL,X,O,O,X,O
SJZTLIO,O,O,O,X,O
SJZTLOI,O,O,O,X,O
SJZTOIL,X,O,O,X,O
SJZTOLI,X,O,O,X,O
SJZITLO,O,O,O,X,O
SJZITOL,X,O,O,X,O
SJZILTO,O,O,O,X,O
SJZILOT,O,X,O,X,O
SJZIOTL,X,X,O,X,O
SJZIOLT,O,X,O,X,O
SJZLTIO,O,O,O,X,O
SJZLTOI,O,O,O,X,O
SJZLITO,O,O,O,X,O
SJZLIOT,O,X,O,X,O
SJZLOTI,O,X,O,X,O
SJZLOIT,O,X,O,X,O
SJZOTIL,X,X,O,X,O
SJZOTLI,X,X,O,X,O
SJZOITL,X,X,O,X,O
SJZOILT,O,X,O,X,O
SJZOLTI,O,X,O,O,O
SJZOLIT,O,X,O,X,O
SJOTILZ,X,X,O,O,X
SJOTIZL,X,X,O,O,X
SJOTLIZ,X,X,O,O,X
SJOTLZI,X,X,O,O,X
SJOTZIL,X,X,O,O,X
SJOTZLI,X,X,O,O,X
SJOITLZ,X,X,O,O,X
SJOITZL,X,X,O,O,X
SJOILTZ,X,X,O,O,X
SJOILZT,X,X,O,X,X
SJOIZTL,X,X,O,X,X
SJOIZLT,X,X,O,X,X
SJOLTIZ,X,X,O,O,X
SJOLTZI,X,X,O,O,X
SJOLITZ,X,X,O,O,X
SJOLIZT,X,X,O,X,X
SJOLZTI,X,X,O,O,X
SJOLZIT,X,X,O,X,X
SJOZTIL,X,X,O,X,X
SJOZTLI,X,X,O,X,X
SJOZITL,X,X,O,X,X
SJOZILT,X,X,O,X,X
SJOZLTI,X,X,O,O,X
SJOZLIT,X,X,O,X,X
SZTILJO,O,O,O,X,O
SZTILOJ,O,O,O,X,O
SZTIJLO,O,O,O,X,O
SZTIJOL,O,O,O,X,O
SZTIOLJ,O,O,O,X,O
SZTIOJL,O,X,O,X,O
SZTLIJO,O,O,O,X,O
SZTLIOJ,O,O,O,X,O
SZTLJIO,O,O,O,X,O
SZTLJOI,O,O,O,X,O
SZTLOIJ,O,O,O,X,X
SZTLOJI,O,O,O,X,O
SZTJILO,O,O,O,X,O
SZTJIOL,O,O,O,X,O
SZTJLIO,O,O,O,X,O
SZTJLOI,O,O,O,X,O
SZTJOIL,O,O,O,X,O
SZTJOLI,O,O,O,X,O
SZTOILJ,O,O,O,X,O
SZTOIJL,O,X,O,X,O
SZTOLIJ,O,O,O,X,X
SZTOLJI,O,O,O,X,O
SZTOJIL,O,O,O,X,O
SZTOJLI,O,O,O,X,O
SZITLJO,O,O,O,X,O
SZITLOJ,O,O,O,X,O
SZITJLO,O,O,O,X,O
SZITJOL,O,O,O,X,O
SZITOLJ,O,O,O,X,O
SZITOJL,X,X,O,X,O
SZILTJO,O,O,O,X,O
SZILTOJ,O,O,O,X,O
SZILJTO,O,O,O,X,O
SZILJOT,O,X,O,X,O
SZILOTJ,O,X,O,X,O
SZILOJT,O,X,O,X,O
SZIJTLO,O,O,O,X,O
SZIJTOL,X,O,O,X,O
SZIJLTO,O,O,O,X,O
SZIJLOT,O,X,O,X,O
SZIJOTL,X,X,O,X,O
SZIJOLT,O,X,O,X,O
SZIOTLJ,X,X,O,X,O
SZIOTJL,X,X,O,X,O
SZIOLTJ,O,X,O,X,O
SZIOLJT,O,X,O,X,O
SZIOJTL,X,X,O,X,O
SZIOJLT,X,X,O,X,O
SZLTIJO,O,O,O,X,O
SZLTIOJ,O,O,O,X,O
SZLTJIO,O,O,O,X,O
SZLTJOI,O,O,O,X,O
SZLTOIJ,O,O,O,X,X
SZLTOJI,O,O,O,X,O
SZLITJO,O,O,O,X,O
SZLITOJ,O,O,O,X,O
SZLIJTO,O,O,O,X,O
SZLIJOT,O,X,O,X,O
SZLIOTJ,O,X,O,X,O
SZLIOJT,O,X,O,X,O
SZLJTIO,O,O,O,X,O
SZLJTOI,O,O,O,X,O
SZLJITO,O,O,O,X,O
SZLJIOT,O,X,O,X,O
SZLJOTI,O,X,O,X,O
SZLJOIT,O,X,O,X,O
SZLOTIJ,O,X,O,X,X
SZLOTJI,O,X,O,X,O
SZLOITJ,O,X,O,X,O
SZLOIJT,O,X,O,X,O
SZLOJTI,O,X,O,X,O
SZLOJIT,O,X,O,X,O
SZJTILO,O,O,O,X,O
SZJTIOL,O,O,O,X,O
SZJTLIO,O,O,O,X,O
SZJTLOI,O,O,O,X,O
SZJTOIL,O,O,O,X,O
SZJTOLI,O,O,O,X,O
SZJITLO,O,O,O,X,O
SZJITOL,X,O,O,X,O
SZJILTO,O,O,O,X,O
SZJILOT,O,X,O,X,O
SZJIOTL,X,X,O,X,O
SZJIOLT,O,X,O,X,O
SZJLTIO,O,O,O,X,O
SZJLTOI,O,O,O,X,O
SZJLITO,O,O,O,X,O
SZJLIOT,O,X,O,X,O
SZJLOTI,O,X,O,X,O
SZJLOIT,O,X,O,X,O
SZJOTIL,X,X,O,X,O
SZJOTLI,X,X,O,X,O
SZJOITL,X,X,O,X,O
SZJOILT,O,X,O,X,O
SZJOLTI,O,X,O,O,O
SZJOLIT,O,X,O,X,O
SZOTILJ,O,X,O,X,O
SZOTIJL,X,X,O,X,O
SZOTLIJ,O,X,O,X,X
SZOTLJI,O,X,O,O,O
SZOTJIL,O,X,O,O,O
SZOTJLI,O,X,O,O,O
SZOITLJ,X,X,O,X,O
SZOITJL,X,X,O,X,O
SZOILTJ,O,X,O,X,O
SZOILJT,O,X,O,X,O
SZOIJTL,X,X,O,X,O
SZOIJLT,X,X,O,X,O
SZOLTIJ,O,X,O,X,X
SZOLTJI,O,X,O,O,O
SZOLITJ,O,X,O,X,O
SZOLIJT,O,X,O,X,O
SZOLJTI,O,X,O,O,O
SZOLJIT,O,X,O,X,O
SZOJTIL,X,X,O,X,O
SZOJTLI,X,X,O,X,O
SZOJITL,X,X,O,X,O
SZOJILT,O,X,O,X,O
SZOJLTI,O,X,O,O,O
SZOJLIT,O,X,O,X,O
SOTILJZ,X,X,O,O,X
SOTILZJ,X,X,O,X,X
SOTIJLZ,X,X,O,O,X
SOTIJZL,X,X,O,O,X
SOTIZLJ,X,X,O,X,X
SOTIZJL,X,X,O,X,X
SOTLIJZ,X,X,O,O,X
SOTLIZJ,X,X,O,X,X
SOTLJIZ,X,X,O,O,X
SOTLJZI,X,X,O,O,X
SOTLZIJ,X,X,O,X,X
SOTLZJI,X,X,O,O,X
SOTJILZ,X,X,O,O,X
SOTJIZL,X,X,O,O,X
SOTJLIZ,X,X,O,O,X
SOTJLZI,X,X,O,O,X
SOTJZIL,X,X,O,O,X
SOTJZLI,X,X,O,O,X
SOTZILJ,X,X,O,X,X
SOTZIJL,X,X,O,X,X
SOTZLIJ,X,X,O,X,X
SOTZLJI,X,X,O,O,X
SOTZJIL,X,X,O,O,X
SOTZJLI,X,X,O,O,X
SOITLJZ,X,X,O,O,X
SOITLZJ,X,X,O,X,X
SOITJLZ,X,X,O,O,X
SOITJZL,X,X,O,O,X
SOITZLJ,X,X,O,X,X
SOITZJL,X,X,O,X,X
SOILTJZ,X,X,O,O,X
SOILTZJ,X,X,O,X,X
SOILJTZ,X,X,O,O,X
SOILJZT,X,X,O,X,X
SOILZTJ,X,X,O,X,X
SOILZJT,X,X,O,X,X
SOIJTLZ,X,X,O,O,X
SOIJTZL,X,X,O,O,X
SOIJLTZ,X,X,O,O,X
SOIJLZT,X,X,O,X,X
SOIJZTL,X,X,O,X,X
SOIJZLT,X,X,O,X,X
SOIZTLJ,X,X,O,X,X
SOIZTJL,X,X,O,X,X
SOIZLTJ,X,X,O,X,X
SOIZLJT,X,X,O,X,X
SOIZJTL,X,X,O,X,X
SOIZJLT,X,X,O,X,X
SOLTIJZ,X,X,O,O,X
SOLTIZJ,X,X,O,X,X
SOLTJIZ,X,X,O,O,X
SOLTJZI,X,X,O,O,X
SOLTZIJ,X,X,O,X,X
SOLTZJI,X,X,O,O,X
SOLITJZ,X,X,O,O,X
SOLITZJ,X,X,O,X,X
SOLIJTZ,X,X,O,O,X
SOLIJZT,X,X,O,X,X
SOLIZTJ,X,X,O,X,X
SOLIZJT,X,X,O,X,X
SOLJTIZ,X,X,O,O,X
SOLJTZI,X,X,O,O,X
SOLJITZ,X,X,O,O,X
SOLJIZT,X,X,O,X,X
SOLJZTI,X,X,O,O,X
SOLJZIT,X,X,O,X,X
SOLZTIJ,X,X,O,X,X
SOLZTJI,X,X,O,O,X
SOLZITJ,X,X,O,X,X
SOLZIJT,X,X,O,X,X
SOLZJTI,X,X,O,O,X
SOLZJIT,X,X,O,X,X
SOJTILZ,X,X,O,O,X
SOJTIZL,X,X,O,O,X
SOJTLIZ,X,X,O,O,X
SOJTLZI,X,X,O,O,X
SOJTZIL,X,X,O,O,X
SOJTZLI,X,X,O,O,X
SOJITLZ,X,X,O,O,X
SOJITZL,X,X,O,O,X
SOJILTZ,X,X,O,O,X
SOJILZT,X,X,O,X,X
SOJIZTL,X,X,O,X,X
SOJIZLT,X,X,O,X,X
SOJLTIZ,X,X,O,O,X
SOJLTZI,X,X,O,O,X
SOJLITZ,X,X,O,O,X
SOJLIZT,X,X,O,X,X
SOJLZTI,X,X,O,O,X
SOJLZIT,X,X,O,X,X
SOJZTIL,X,X,O,X,X
SOJZTLI,X,X,O,X,X
SOJZITL,X,X,O,X,X
SOJZILT,X,X,O,X,X
SOJZLTI,X,X,O,O,X
SOJZLIT,X,X,O,X,X
SOZTILJ,X,X,O,X,X
SOZTIJL,X,X,O,X,X
SOZTLIJ,X,X,O,X,X
SOZTLJI,X,X,O,O,X
SOZTJIL,X,X,O,O,X
SOZTJLI,X,X,O,O,X
SOZITLJ,X,X,O,X,X
SOZITJL,X,X,O,X,X
SOZILTJ,X,X,O,X,X
SOZILJT,X,X,O,X,X
SOZIJTL,X,X,O,X,X
SOZIJLT,X,X,O,X,X
SOZLTIJ,X,X,O,X,X
SOZLTJI,X,X,O,O,X
SOZLITJ,X,X,O,X,X
SOZLIJT,X,X,O,X,X
SOZLJTI,X,X,O,O,X
SOZLJIT,X,X,O,X,X
SOZJTIL,X,X,O,X,X
SOZJTLI,X,X,O,X,X
SOZJITL,X,X,O,X,X
SOZJILT,X,X,O,X,X
SOZJLTI,X,X,O,O,X
SOZJLIT,X,X,O,X,X
ZTILJSO,O,O,O,X,O
ZTILJOS,O,O,X,X,O
ZTILSJO,O,O,O,X,O
ZTILSOJ,O,O,O,X,O
ZTILOJS,O,O,X,X,O
ZTILOSJ,O,O,X,X,O
ZTIJLSO,O,O,O,X,O
ZTIJLOS,O,O,X,X,O
ZTIJSLO,O,O,O,X,O
ZTIJSOL,O,O,O,X,O
ZTIJOLS,O,O,X,X,O
ZTIJOSL,O,O,X,X,O
ZTISLJO,O,O,O,X,O
ZTISLOJ,O,O,O,X,O
ZTISJLO,O,O,O,X,O
ZTISJOL,O,O,O,X,O
ZTISOLJ,O,O,O,X,O
ZTISOJL,O,O,O,X,O
ZTIOLJS,O,O,X,X,O
ZTIOLSJ,O,O,X,X,O
ZTIOJLS,O,O,X,X,O
ZTIOJSL,O,O,X,X,O
ZTIOSLJ,O,O,X,X,O
ZTIOSJL,O,O,X,X,O
ZTLIJSO,O,O,O,X,O
ZTLIJOS,O,O,X,X,O
ZTLISJO,O,O,O,X,O
ZTLISOJ,O,O,O,X,O
ZTLIOJS,O,O,X,X,O
ZTLIOSJ,O,O,X,X,O
ZTLJISO,O,O,O,X,O
ZTLJIOS,O,O,X,X,O
ZTLJSIO,O,O,O,X,O
ZTLJSOI,O,O,O,X,O
ZTLJOIS,O,O,X,X,X
ZTLJOSI,O,O,O,X,X
ZTLSIJO,O,O,O,X,O
ZTLSIOJ,O,O,O,X,O
ZTLSJIO,O,O,O,X,O
ZTLSJOI,O,O,O,X,O
ZTLSOIJ,O,O,O,X,X
ZTLSOJI,O,O,O,X,O
ZTLOIJS,O,O,X,X,X
ZTLOISJ,O,O,X,X,X
ZTLOJIS,O,O,X,X,X
ZTLOJSI,O,O,O,X,X
ZTLOSIJ,O,O,O,X,X
ZTLOSJI,O,O,O,X,X
ZTJILSO,O,O,O,X,O
ZTJILOS,O,O,X,X,O
ZTJISLO,O,O,O,X,O
ZTJISOL,O,O,O,X,O
ZTJIOLS,O,O,X,X,O
ZTJIOSL,O,O,X,X,O
ZTJLISO,O,O,O,X,O
ZTJLIOS,O,O,X,X,O
ZTJLSIO,O,O,O,X,O
ZTJLSOI,O,O,O,X,O
ZTJLOIS,O,O,X,X,X
ZTJLOSI,O,O,O,X,X
ZTJSILO,O,O,O,X,O
ZTJSIOL,O,O,O,X,O
ZTJSLIO,O,O,O,X,O
ZTJSLOI,O,O,O,X,O
ZTJSOIL,O,O,O,X,O
ZTJSOLI,O,O,O,X,O
ZTJOILS,O,O,X,X,X
ZTJOISL,O,O,X,X,X
ZTJOLIS,O,O,X,O,X
ZTJOLSI,O,O,O,O,X
ZTJOSIL,O,O,O,X,X
ZTJOSLI,O,O,O,X,X
ZTSILJO,O,O,O,X,O
ZTSILOJ,O,O,O,X,O
ZTSIJLO,O,O,O,X,O
ZTSIJOL,O,O,O,X,O
ZTSIOLJ,O,O,O,X,O
ZTSIOJL,O,O,O,X,O
ZTSLIJO,O,O,O,X,O
ZTSLIOJ,O,O,O,X,O
ZTSLJIO,O,O,O,X,O
ZTSLJOI,O,O,O,X,O
ZTSLOIJ,O,O,O,X,X
ZTSLOJI,O,O,O,X,O
ZTSJILO,O,O,O,X,O
ZTSJIOL,O,O,O,X,O
ZTSJLIO,O,O,O,X,O
ZTSJLOI,O,O,O,X,O
ZTSJOIL,O,O,O,X,O
ZTSJOLI,O,O,O,X,O
ZTSOILJ,O,O,O,X,O
ZTSOIJL,O,O,O,X,O
ZTSOLIJ,O,O,O,X,X
ZTSOLJI,O,O,O,X,O
ZTSOJIL,O,O,O,X,O
ZTSOJLI,O,O,O,X,O
ZTOILJS,O,O,X,O,X
ZTOILSJ,O,O,X,X,X
ZTOIJLS,O,O,X,O,X
ZTOIJSL,O,O,X,O,X
ZTOISLJ,O,O,X,X,X
ZTOISJL,O,O,X,X,X
ZTOLIJS,O,O,X,O,X
ZTOLISJ,O,O,X,X,X
ZTOLJIS,O,O,X,O,X
ZTOLJSI,O,O,O,O,X
ZTOLSIJ,O,O,O,X,X
ZTOLSJI,O,O,O,O,X
ZTOJILS,O,O,X,O,X
ZTOJISL,O,O,X,O,X
ZTOJLIS,O,O,X,O,X
ZTOJLSI,O,O,O,O,X
ZTOJSIL,O,O,O,O,X
ZTOJSLI,O,O,O,O,X
ZTOSILJ,O,O,O,X,X
ZTOSIJL,O,O,O,X,X
ZTOSLIJ,O,O,O,X,X
ZTOSLJI,O,O,O,O,X
ZTOSJIL,O,O,O,O,X
ZTOSJLI,O,O,O,O,X
ZITLJSO,O,O,O,X,O
ZITLJOS,O,O,X,X,O
ZITLSJO,O,O,O,X,O
ZITLSOJ,O,O,O,X,O
ZITLOJS,O,O,X,X,O
ZITLOSJ,O,O,X,X,O
ZITJLSO,O,O,O,X,O
ZITJLOS,O,O,X,X,O
ZITJSLO,O,O,O,X,O
ZITJSOL,O,O,O,X,O
ZITJOLS,O,O,X,X,O
ZITJOSL,O,O,X,X,O
ZITSLJO,O,O,O,X,O
ZITSLOJ,O,O,O,X,O
ZITSJLO,O,O,O,X,O
ZITSJOL,O,O,O,X,O
ZITSOLJ,O,O,O,X,O
ZITSOJL,O,O,O,X,O
ZITOLJS,O,O,X,X,O
ZITOLSJ,O,O,X,X,O
ZITOJLS,O,O,X,X,O
ZITOJSL,O,O,X,X,O
ZITOSLJ,O,O,X,X,O
ZITOSJL,O,O,X,X,O
ZILTJSO,O,O,O,X,O
ZILTJOS,O,O,X,X,O
ZILTSJO,O,O,O,X,O
ZILTSOJ,O,O,O,X,O
ZILTOJS,O,O,X,X,O
ZILTOSJ,O,O,X,X,O
ZILJTSO,O,O,O,X,O
ZILJTOS,X,O,X,X,O
ZILJSTO,O,O,X,X,O
ZILJSOT,O,X,X,X,O
ZILJOTS,X,O,X,O,O
ZILJOST,O,X,X,X,O
ZILSTJO,O,O,X,X,O
ZILSTOJ,O,O,X,X,O
ZILSJTO,O,O,X,X,O
ZILSJOT,O,X,X,X,O
ZILSOTJ,O,X,X,X,O
ZILSOJT,O,X,X,X,O
ZILOTJS,X,O,X,O,O
